Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (1045)",,,"Reconstruction Position - Unlabeled Track (1200)",,,"Reconstruction Position - Unlabeled Track (1248)",,,"Reconstruction Position - Unlabeled Track (1265)",,,"Reconstruction Position - Unlabeled Track (1274)",,,"Reconstruction Position - Unlabeled Track (1276)",,,"Reconstruction Position - Unlabeled Track (1277)",,,"Reconstruction Position - Unlabeled Track (1278)",,,"Reconstruction Position - Unlabeled Track (1280)",,,"Reconstruction Position - Unlabeled Track (1282)",,,"Reconstruction Position - Unlabeled Track (1283)",,,"Reconstruction Position - Unlabeled Track (1284)",,,"Reconstruction Position - Unlabeled Track (1286)",,,"Reconstruction Position - Unlabeled Track (1287)",,
12,0,"-862.823","-678.715","1019.46","-964.019","-688.367","126.309","-942.424","-535.142","855.518","-941.151","-665.276","1327.87","-990.07","-607.218","932.267","-1004.73","-613.417","478.365","-1117.89","-539.064","1208.77","-1346.25","-672.531","1332.77","-1131.07","-518.655","1591.91","nan","nan","nan","-1260.62","-614.429","479.6","-1327.24","-676.235","146.719","-1393.7","-719.634","1020.28","nan","nan","nan"
13,0,"-863.011","-678.966","1019.39","-964.007","-688.35","126.294","-942.527","-535.325","855.408","-941.206","-665.471","1327.87","-990.112","-607.104","932.262","-1004.7","-613.223","478.366","-1117.84","-539.034","1208.77","-1346.33","-672.355","1332.67","-1130.36","-518.679","1592.11","nan","nan","nan","-1260.42","-614.598","479.558","-1327.23","-676.305","146.692","-1393.68","-719.437","1020.16","nan","nan","nan"
14,0,"-863.245","-679.196","1019.3","-963.951","-688.331","126.344","-942.539","-535.428","855.353","-941.291","-665.668","1327.86","-990.156","-606.983","932.277","-1004.71","-613.081","478.316","-1117.78","-539.004","1208.74","-1346.42","-672.149","1332.57","-1129.62","-518.755","1592.13","nan","nan","nan","-1260.24","-614.795","479.513","-1327.22","-676.341","146.686","-1393.64","-719.229","1020.06","nan","nan","nan"
15,0,"-863.467","-679.374","1019.17","-963.956","-688.284","126.32","-942.545","-535.543","855.284","-941.533","-665.933","1327.83","-990.198","-606.845","932.28","-1004.69","-612.917","478.292","-1117.72","-538.962","1208.73","-1346.49","-671.9","1332.41","-1128.96","-518.82","1592.24","nan","nan","nan","-1260.11","-614.894","479.457","-1327.22","-676.353","146.681","-1393.59","-719.075","1019.93","nan","nan","nan"
16,0,"-863.709","-679.655","1019.16","-963.956","-688.274","126.265","-942.542","-535.664","855.221","-941.581","-666.097","1327.89","-990.214","-606.648","932.303","-1004.67","-612.765","478.283","-1117.66","-538.923","1208.7","-1346.58","-671.619","1332.28","-1128.42","-518.862","1592.35","nan","nan","nan","-1260.04","-614.829","479.471","-1327.22","-676.335","146.654","-1393.57","-718.9","1019.81","nan","nan","nan"
17,0,"-863.968","-680","1019.19","-963.947","-688.252","126.266","-942.519","-535.799","855.171","-941.729","-666.258","1327.9","-990.297","-606.537","932.346","-1004.67","-612.665","478.281","-1117.61","-538.899","1208.66","-1346.66","-671.348","1332.15","-1128.01","-518.924","1592.5","nan","nan","nan","-1260.01","-614.769","479.443","-1327.22","-676.32","146.658","-1393.54","-718.733","1019.69","nan","nan","nan"
18,0,"-864.216","-680.286","1019.2","-963.95","-688.239","126.253","-942.493","-535.871","855.142","-941.967","-666.431","1327.89","-990.348","-606.403","932.377","-1004.71","-612.56","478.272","-1117.56","-538.88","1208.62","-1346.81","-671.047","1332.13","-1127.58","-518.909","1592.55","nan","nan","nan","-1260.03","-614.66","479.454","-1327.23","-676.272","146.67","-1393.53","-718.506","1019.59","nan","nan","nan"
19,0,"-864.455","-680.546","1019.12","-963.901","-688.217","126.296","-942.419","-535.997","855.124","-941.966","-666.482","1327.91","-990.43","-606.298","932.427","-1004.74","-612.458","478.291","-1117.51","-538.858","1208.57","-1346.95","-670.686","1332.11","-1127.27","-518.922","1592.58","nan","nan","nan","-1260.09","-614.489","479.471","-1327.25","-676.221","146.672","-1393.55","-718.219","1019.55","nan","nan","nan"
20,0,"-864.672","-680.834","1019.1","-963.912","-688.177","126.328","-942.332","-536.129","855.063","-941.924","-666.544","1327.97","-990.474","-606.165","932.438","-1004.79","-612.398","478.307","-1117.48","-538.845","1208.53","-1347.05","-670.401","1332.04","-1127.04","-518.926","1592.63","nan","nan","nan","-1260.19","-614.243","479.503","-1327.26","-676.16","146.678","-1393.57","-717.971","1019.49","nan","nan","nan"
21,0,"-864.866","-681.083","1019.1","-963.983","-688.195","126.305","-942.222","-536.304","855.02","-942.036","-666.58","1327.96","-990.533","-606.053","932.448","-1004.81","-612.336","478.338","-1117.45","-538.819","1208.47","-1347.13","-670.1","1331.95","-1126.92","-518.897","1592.68","nan","nan","nan","-1260.31","-614.103","479.474","-1327.28","-676.11","146.727","-1393.6","-717.721","1019.42","nan","nan","nan"
22,0,"-865.048","-681.352","1019.1","-963.926","-688.169","126.365","-942.139","-536.427","855.006","-942.014","-666.588","1328.01","-990.579","-605.934","932.446","-1004.87","-612.307","478.34","-1117.44","-538.8","1208.42","-1347.26","-669.786","1331.96","-1126.88","-518.826","1592.74","nan","nan","nan","-1260.45","-614.011","479.402","-1327.29","-676.073","146.728","-1393.63","-717.56","1019.33","nan","nan","nan"
23,0,"-865.152","-681.538","1019.05","-963.989","-688.185","126.316","-942","-536.544","855.018","-942.198","-666.634","1328","-990.612","-605.855","932.464","-1004.92","-612.323","478.351","-1117.41","-538.779","1208.37","-1347.29","-669.575","1331.84","-1126.93","-518.748","1592.77","nan","nan","nan","-1260.63","-613.832","479.356","-1327.31","-676.056","146.746","-1393.68","-717.375","1019.28","nan","nan","nan"
24,0,"-865.251","-681.792","1019.14","-964.014","-688.191","126.329","-941.886","-536.673","854.999","-942.188","-666.613","1328.02","-990.646","-605.762","932.458","-1004.95","-612.337","478.357","-1117.42","-538.751","1208.32","-1347.33","-669.371","1331.77","-1127.02","-518.642","1592.79","nan","nan","nan","-1260.8","-613.641","479.41","-1327.32","-675.996","146.733","-1393.74","-717.188","1019.27","nan","nan","nan"
25,0,"-865.342","-682.017","1019.16","-964.019","-688.17","126.337","-941.765","-536.775","855","-942.111","-666.533","1328.02","-990.705","-605.712","932.458","-1004.98","-612.367","478.345","-1117.42","-538.723","1208.3","-1347.38","-669.174","1331.75","-1127.2","-518.534","1592.78","nan","nan","nan","-1260.97","-613.49","479.52","-1327.32","-675.961","146.751","-1393.81","-717.048","1019.26","nan","nan","nan"
26,0,"-865.371","-682.244","1019.23","-964.015","-688.172","126.348","-941.663","-536.879","855.002","-942.116","-666.526","1328.04","-990.714","-605.648","932.478","-1004.99","-612.384","478.345","-1117.39","-538.664","1208.27","-1347.42","-668.982","1331.74","-1127.44","-518.404","1592.76","nan","nan","nan","-1261.11","-613.305","479.666","-1327.31","-675.924","146.755","-1393.9","-716.901","1019.28","nan","nan","nan"
27,0,"-865.375","-682.387","1019.27","-964.026","-688.156","126.371","-941.54","-536.965","855.037","-942.178","-666.528","1328.03","-990.742","-605.621","932.472","-1005","-612.416","478.355","-1117.37","-538.583","1208.25","-1347.44","-668.822","1331.71","-1127.7","-518.304","1592.7","nan","nan","nan","-1261.24","-613.218","479.768","-1327.31","-675.881","146.777","-1394","-716.786","1019.28","nan","nan","nan"
28,0,"-865.328","-682.472","1019.28","-964.02","-688.162","126.375","-941.431","-537.077","855.06","-942.195","-666.533","1328.04","-990.741","-605.597","932.494","-1004.99","-612.446","478.356","-1117.34","-538.51","1208.26","-1347.51","-668.655","1331.79","-1127.99","-518.172","1592.59","nan","nan","nan","-1261.3","-613.151","479.816","-1327.29","-675.863","146.817","-1394.09","-716.617","1019.35","nan","nan","nan"
29,0,"-865.257","-682.566","1019.34","-964.006","-688.17","126.386","-941.341","-537.192","855.052","-942.147","-666.517","1328.06","-990.737","-605.599","932.501","-1005","-612.475","478.372","-1117.3","-538.415","1208.27","-1347.51","-668.542","1331.8","-1128.33","-518.033","1592.57","nan","nan","nan","-1261.35","-613.057","479.879","-1327.26","-675.825","146.79","-1394.18","-716.496","1019.38","nan","nan","nan"
30,0,"-865.157","-682.615","1019.37","-964.044","-688.163","126.397","-941.268","-537.25","855.051","-942.185","-666.519","1328.04","-990.725","-605.601","932.51","-1005.02","-612.492","478.375","-1117.26","-538.332","1208.28","-1347.54","-668.413","1331.84","-1128.68","-517.896","1592.57","nan","nan","nan","-1261.38","-613.065","479.894","-1327.25","-675.821","146.826","-1394.28","-716.387","1019.43","nan","nan","nan"
31,0,"-865.036","-682.642","1019.42","-964.031","-688.156","126.401","-941.172","-537.319","855.096","-942.212","-666.545","1328.03","-990.732","-605.606","932.522","-1005.02","-612.508","478.381","-1117.24","-538.259","1208.32","-1347.53","-668.318","1331.86","-1129.06","-517.775","1592.56","nan","nan","nan","-1261.38","-613.06","479.919","-1327.24","-675.828","146.838","-1394.39","-716.241","1019.52","nan","nan","nan"
32,0,"-864.912","-682.622","1019.41","-964.035","-688.145","126.381","-941.091","-537.395","855.094","-942.229","-666.553","1328.02","-990.726","-605.624","932.496","-1005","-612.515","478.37","-1117.22","-538.192","1208.35","-1347.52","-668.227","1331.88","-1129.42","-517.651","1592.57","nan","nan","nan","-1261.35","-613.107","479.883","-1327.24","-675.852","146.866","-1394.5","-716.123","1019.6","nan","nan","nan"
33,0,"-864.78","-682.613","1019.42","-964.035","-688.121","126.396","-941.027","-537.511","855.081","-942.216","-666.545","1328.02","-990.681","-605.614","932.532","-1004.92","-612.497","478.39","-1117.21","-538.118","1208.38","-1347.53","-668.139","1331.93","-1129.76","-517.557","1592.57","nan","nan","nan","-1261.3","-613.132","479.871","-1327.24","-675.849","146.873","-1394.59","-716.001","1019.66","nan","nan","nan"
34,0,"-864.642","-682.568","1019.43","-964.051","-688.12","126.397","-940.963","-537.541","855.109","-942.197","-666.537","1328.01","-990.67","-605.618","932.505","-1004.91","-612.548","478.338","-1117.18","-538.043","1208.4","-1347.53","-668.052","1331.99","-1130.08","-517.454","1592.56","nan","nan","nan","-1261.23","-613.218","479.805","-1327.27","-675.841","146.909","-1394.69","-715.965","1019.69","nan","nan","nan"
35,0,"-864.529","-682.527","1019.47","-964.034","-688.114","126.412","-940.85","-537.584","855.111","-942.226","-666.533","1327.99","-990.676","-605.632","932.498","-1004.87","-612.536","478.351","-1117.18","-537.968","1208.43","-1347.53","-667.974","1332.03","-1130.39","-517.346","1592.57","nan","nan","nan","-1261.13","-613.283","479.74","-1327.27","-675.831","146.923","-1394.78","-715.925","1019.71","nan","nan","nan"
36,0,"-864.413","-682.479","1019.51","-964.029","-688.113","126.421","-940.794","-537.6","855.106","-942.297","-666.546","1327.96","-990.646","-605.609","932.519","-1004.85","-612.484","478.386","-1117.15","-537.892","1208.46","-1347.51","-667.895","1332.07","-1130.7","-517.229","1592.6","nan","nan","nan","-1261.02","-613.378","479.681","-1327.29","-675.842","146.939","-1394.86","-715.841","1019.75","nan","nan","nan"
37,0,"-864.316","-682.427","1019.57","-964.027","-688.097","126.444","-940.736","-537.597","855.105","-942.193","-666.504","1328.03","-990.629","-605.585","932.535","-1004.82","-612.496","478.399","-1117.15","-537.817","1208.49","-1347.51","-667.823","1332.1","-1131.02","-517.134","1592.65","nan","nan","nan","-1260.88","-613.529","479.543","-1327.29","-675.864","146.977","-1394.94","-715.746","1019.83","nan","nan","nan"
38,0,"-864.239","-682.37","1019.61","-964.05","-688.138","126.41","-940.687","-537.585","855.113","-942.172","-666.461","1328.04","-990.626","-605.575","932.547","-1004.81","-612.485","478.411","-1117.15","-537.759","1208.51","-1347.51","-667.74","1332.14","-1131.29","-517.06","1592.68","nan","nan","nan","-1260.76","-613.572","479.561","-1327.3","-675.863","146.988","-1395.01","-715.631","1019.9","nan","nan","nan"
39,0,"-864.182","-682.335","1019.7","-964.046","-688.124","126.426","-940.639","-537.55","855.114","-942.286","-666.448","1328","-990.64","-605.565","932.563","-1004.79","-612.473","478.431","-1117.14","-537.69","1208.51","-1347.51","-667.659","1332.18","-1131.54","-517.008","1592.68","nan","nan","nan","-1260.62","-613.647","479.468","-1327.3","-675.852","147.008","-1395.05","-715.539","1019.99","nan","nan","nan"
40,0,"-864.135","-682.271","1019.74","-964.026","-688.114","126.438","-940.607","-537.516","855.12","-942.222","-666.362","1328.04","-990.632","-605.548","932.56","-1004.8","-612.481","478.432","-1117.14","-537.626","1208.52","-1347.49","-667.602","1332.2","-1131.75","-516.971","1592.68","nan","nan","nan","-1260.52","-613.7","479.461","-1327.31","-675.86","147.018","-1395.09","-715.451","1020.02","nan","nan","nan"
41,0,"-864.106","-682.241","1019.83","-964.039","-688.109","126.436","-940.61","-537.471","855.084","-942.343","-666.351","1328.02","-990.64","-605.509","932.555","-1004.78","-612.48","478.427","-1117.15","-537.567","1208.54","-1347.5","-667.537","1332.23","-1131.93","-516.904","1592.69","nan","nan","nan","-1260.46","-613.742","479.457","-1327.34","-675.868","147.062","-1395.11","-715.384","1020.05","nan","nan","nan"
42,0,"-864.109","-682.198","1019.84","-964.034","-688.114","126.441","-940.608","-537.416","855.1","-942.387","-666.287","1328.03","-990.633","-605.464","932.549","-1004.79","-612.457","478.424","-1117.15","-537.494","1208.55","-1347.5","-667.483","1332.25","-1132.08","-516.85","1592.69","nan","nan","nan","-1260.41","-613.8","479.494","-1327.3","-675.867","147.035","-1395.12","-715.345","1020.05","nan","nan","nan"
43,0,"-864.123","-682.107","1019.82","-964.029","-688.111","126.441","-940.587","-537.321","855.108","-942.48","-666.232","1328.01","-990.646","-605.407","932.523","-1004.8","-612.427","478.412","-1117.16","-537.432","1208.56","-1347.5","-667.424","1332.25","-1132.23","-516.816","1592.68","nan","nan","nan","-1260.36","-613.841","479.386","-1327.33","-675.883","147.065","-1395.11","-715.325","1020.05","nan","nan","nan"
44,0,"-864.137","-682.026","1019.84","-964.041","-688.114","126.423","-940.577","-537.218","855.14","-942.529","-666.139","1328","-990.651","-605.377","932.534","-1004.82","-612.393","478.391","-1117.17","-537.383","1208.58","-1347.5","-667.394","1332.23","-1132.37","-516.801","1592.73","nan","nan","nan","-1260.34","-613.811","479.399","-1327.33","-675.885","147.064","-1395.08","-715.294","1020.03","nan","nan","nan"
45,0,"-864.17","-681.899","1019.8","-964.036","-688.101","126.407","-940.578","-537.113","855.164","-942.499","-666.035","1328.02","-990.674","-605.349","932.505","-1004.86","-612.382","478.373","-1117.18","-537.331","1208.59","-1347.5","-667.353","1332.22","-1132.48","-516.788","1592.77","nan","nan","nan","-1260.35","-613.77","479.38","-1327.33","-675.891","147.056","-1395.04","-715.258","1020.01","nan","nan","nan"
46,0,"-864.192","-681.802","1019.78","-964.035","-688.099","126.389","-940.603","-537.036","855.176","-942.527","-665.966","1328.05","-990.686","-605.312","932.507","-1004.9","-612.371","478.365","-1117.18","-537.301","1208.59","-1347.51","-667.314","1332.2","-1132.58","-516.779","1592.8","nan","nan","nan","-1260.42","-613.705","479.427","-1327.31","-675.884","146.983","-1395","-715.24","1019.99","nan","nan","nan"
47,0,"-864.215","-681.691","1019.74","-964.043","-688.103","126.403","-940.61","-536.918","855.204","-942.57","-665.904","1328.06","-990.69","-605.272","932.501","-1004.93","-612.371","478.346","-1117.19","-537.261","1208.59","-1347.54","-667.261","1332.2","-1132.68","-516.777","1592.86","nan","nan","nan","-1260.46","-613.612","479.419","-1327.31","-675.876","146.971","-1394.95","-715.263","1019.93","nan","nan","nan"
48,0,"-864.249","-681.6","1019.77","-964.034","-688.1","126.408","-940.622","-536.776","855.275","-942.595","-665.814","1328.09","-990.706","-605.236","932.502","-1004.96","-612.363","478.368","-1117.2","-537.236","1208.6","-1347.56","-667.236","1332.15","-1132.77","-516.765","1592.91","nan","nan","nan","-1260.55","-613.559","479.411","-1327.31","-675.858","146.949","-1394.89","-715.265","1019.86","nan","nan","nan"
49,0,"-864.284","-681.487","1019.77","-964.047","-688.098","126.404","-940.609","-536.634","855.329","-942.57","-665.731","1328.14","-990.72","-605.206","932.511","-1005","-612.361","478.352","-1117.22","-537.22","1208.58","-1347.55","-667.221","1332.09","-1132.86","-516.754","1592.96","nan","nan","nan","-1260.64","-613.523","479.426","-1327.31","-675.858","146.959","-1394.82","-715.198","1019.84","nan","nan","nan"
50,0,"-864.322","-681.368","1019.77","-964.054","-688.113","126.411","-940.625","-536.442","855.388","-942.587","-665.629","1328.13","-990.731","-605.167","932.495","-1005.03","-612.364","478.358","-1117.26","-537.204","1208.57","-1347.58","-667.208","1332.05","-1132.93","-516.761","1592.99","nan","nan","nan","-1260.76","-613.372","479.501","-1327.3","-675.856","146.941","-1394.74","-715.197","1019.78","nan","nan","nan"
51,0,"-864.357","-681.233","1019.78","-964.066","-688.115","126.415","-940.648","-536.259","855.43","-942.632","-665.593","1328.16","-990.747","-605.135","932.529","-1005.05","-612.341","478.358","-1117.29","-537.18","1208.53","-1347.63","-667.191","1332.07","-1133.02","-516.761","1593.02","nan","nan","nan","-1260.87","-613.325","479.589","-1327.3","-675.86","146.928","-1394.66","-715.173","1019.73","nan","nan","nan"
52,0,"-864.374","-681.065","1019.77","-964.042","-688.071","126.458","-940.677","-536.109","855.459","-942.683","-665.553","1328.21","-990.755","-605.098","932.51","-1005.07","-612.328","478.361","-1117.35","-537.16","1208.52","-1347.66","-667.205","1332.03","-1133.09","-516.749","1593.03","nan","nan","nan","-1260.95","-613.186","479.644","-1327.3","-675.859","146.935","-1394.57","-715.176","1019.64","nan","nan","nan"
53,0,"-864.399","-680.995","1019.83","-964.028","-688.137","126.392","-940.713","-535.986","855.497","-942.695","-665.43","1328.19","-990.755","-605.058","932.507","-1005.09","-612.31","478.348","-1117.4","-537.138","1208.48","-1347.68","-667.251","1331.97","-1133.17","-516.74","1593.04","nan","nan","nan","-1261.01","-613.164","479.647","-1327.3","-675.858","146.915","-1394.49","-715.213","1019.56","nan","nan","nan"
54,0,"-864.406","-680.892","1019.85","-964.04","-688.082","126.421","-940.732","-535.758","855.545","-942.716","-665.37","1328.2","-990.784","-605.042","932.48","-1005.1","-612.283","478.322","-1117.46","-537.108","1208.44","-1347.72","-667.3","1331.92","-1133.26","-516.716","1593.03","nan","nan","nan","-1261.07","-613.128","479.646","-1327.27","-675.849","146.879","-1394.42","-715.217","1019.49","nan","nan","nan"
55,0,"-864.413","-680.748","1019.83","-964.044","-688.076","126.406","-940.77","-535.597","855.571","-942.76","-665.309","1328.2","-990.787","-605.011","932.475","-1005.11","-612.256","478.326","-1117.51","-537.087","1208.39","-1347.72","-667.367","1331.82","-1133.34","-516.69","1593.04","nan","nan","nan","-1261.09","-613.099","479.64","-1327.28","-675.85","146.871","-1394.35","-715.213","1019.42","nan","nan","nan"
56,0,"-864.421","-680.635","1019.85","-964.036","-688.062","126.391","-940.814","-535.407","855.591","-942.8","-665.255","1328.26","-990.777","-604.962","932.468","-1005.09","-612.21","478.322","-1117.57","-537.074","1208.36","-1347.74","-667.419","1331.77","-1133.41","-516.671","1593.04","nan","nan","nan","-1261.1","-613.061","479.653","-1327.27","-675.839","146.835","-1394.29","-715.263","1019.32","nan","nan","nan"
57,0,"-864.427","-680.47","1019.82","-964.024","-688.069","126.383","-940.875","-535.246","855.603","-942.835","-665.185","1328.31","-990.767","-604.925","932.463","-1005.09","-612.174","478.32","-1117.63","-537.056","1208.34","-1347.77","-667.47","1331.72","-1133.5","-516.641","1593.04","nan","nan","nan","-1261.11","-613.108","479.617","-1327.27","-675.852","146.826","-1394.23","-715.289","1019.27","nan","nan","nan"
58,0,"-864.437","-680.246","1019.76","-964.021","-688.066","126.377","-940.969","-535.034","855.662","-942.834","-665.079","1328.34","-990.755","-604.902","932.486","-1005.09","-612.159","478.295","-1117.69","-537.049","1208.33","-1347.78","-667.531","1331.67","-1133.57","-516.594","1593.04","nan","nan","nan","-1261.08","-613.1","479.605","-1327.28","-675.858","146.817","-1394.18","-715.275","1019.25","nan","nan","nan"
59,0,"-864.452","-680.062","1019.76","-964.028","-688.109","126.329","-941.044","-534.892","855.694","-942.928","-664.993","1328.35","-990.749","-604.878","932.495","-1005.12","-612.123","478.288","-1117.76","-537.029","1208.35","-1347.8","-667.604","1331.65","-1133.66","-516.558","1593.05","nan","nan","nan","-1261.04","-613.115","479.592","-1327.27","-675.872","146.813","-1394.15","-715.341","1019.21","nan","nan","nan"
60,0,"-864.451","-679.888","1019.77","-964.03","-688.123","126.333","-941.121","-534.745","855.743","-942.874","-664.884","1328.49","-990.735","-604.865","932.506","-1005.09","-612.095","478.286","-1117.82","-536.998","1208.36","-1347.84","-667.673","1331.66","-1133.75","-516.5","1593.07","nan","nan","nan","-1261","-613.132","479.565","-1327.28","-675.896","146.81","-1394.13","-715.386","1019.16","nan","nan","nan"
61,0,"-864.476","-679.678","1019.78","-964.023","-688.126","126.317","-941.154","-534.647","855.805","-942.865","-664.736","1328.45","-990.731","-604.83","932.517","-1005.08","-612.063","478.285","-1117.87","-536.965","1208.38","-1347.84","-667.769","1331.64","-1133.88","-516.457","1593.09","nan","nan","nan","-1260.98","-613.142","479.544","-1327.27","-675.905","146.806","-1394.12","-715.402","1019.16","nan","nan","nan"
62,0,"-864.444","-679.512","1019.88","-964.025","-688.113","126.329","-941.267","-534.568","855.819","-942.908","-664.64","1328.53","-990.734","-604.795","932.494","-1005.1","-612.023","478.283","-1117.95","-536.941","1208.41","-1347.88","-667.861","1331.69","-1134.01","-516.421","1593.09","nan","nan","nan","-1260.92","-613.163","479.486","-1327.28","-675.921","146.795","-1394.09","-715.474","1019.13","nan","nan","nan"
63,0,"-864.485","-679.36","1019.93","-964.007","-688.136","126.304","-941.346","-534.419","855.841","-942.957","-664.543","1328.56","-990.719","-604.749","932.492","-1005.11","-611.984","478.275","-1118.01","-536.917","1208.45","-1347.89","-667.978","1331.68","-1134.13","-516.377","1593.05","nan","nan","nan","-1260.89","-613.214","479.456","-1327.27","-675.95","146.785","-1394.09","-715.493","1019.14","nan","nan","nan"
