Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (1045)",,,"Reconstruction Position - Unlabeled Track (1200)",,,"Reconstruction Position - Unlabeled Track (1290)",,,"Reconstruction Position - Unlabeled Track (1306)",,,"Reconstruction Position - Unlabeled Track (1307)",,,"Reconstruction Position - Unlabeled Track (1308)",,,"Reconstruction Position - Unlabeled Track (1312)",,,"Reconstruction Position - Unlabeled Track (1313)",,,"Reconstruction Position - Unlabeled Track (1315)",,,"Reconstruction Position - Unlabeled Track (1316)",,,"Reconstruction Position - Unlabeled Track (1318)",,,"Reconstruction Position - Unlabeled Track (1320)",,,"Reconstruction Position - Unlabeled Track (1324)",,,"Reconstruction Position - Unlabeled Track (1325)",,
12,0,"-904.704","-715.365","1007.97","-959.099","-771.972","127.564","-981.985","-725.306","1318.28","-1163.24","-617.38","1589.53","-1021.28","-577.465","863.034","-1172.6","-623.383","1203.81","-1406.53","-764.991","148.835","-1371.91","-614.456","1015.06","-1435.66","-844.88","1022.61","-1385.71","-770.329","1327.45","-1016.69","-701.759","476.594","-1314.97","-708.328","476.608","nan","nan","nan","nan","nan","nan"
13,0,"-904.672","-715.494","1007.92","-958.959","-772.088","127.532","-981.984","-725.6","1318.33","-1163.23","-617.65","1589.5","-1021.2","-577.582","863.115","-1172.54","-623.529","1203.88","-1406.55","-764.996","148.833","-1371.82","-614.414","1015.08","-1435.76","-844.785","1022.61","-1385.73","-770.342","1327.47","-1016.65","-701.799","476.627","-1314.93","-708.352","476.546","nan","nan","nan","nan","nan","nan"
14,0,"-904.645","-715.697","1007.98","-959.092","-772.014","127.574","-981.977","-725.874","1318.4","-1163.25","-617.923","1589.59","-1021.11","-577.747","863.167","-1172.49","-623.662","1203.95","-1406.56","-765.014","148.829","-1371.66","-614.304","1014.94","-1435.85","-844.648","1022.62","-1385.75","-770.354","1327.51","-1016.62","-701.854","476.659","-1314.91","-708.333","476.551","nan","nan","nan","nan","nan","nan"
15,0,"-904.618","-715.976","1008.11","-959.086","-771.997","127.605","-981.945","-726.093","1318.45","-1163.25","-618.17","1589.63","-1020.99","-577.891","863.244","-1172.42","-623.791","1204","-1406.56","-765.016","148.826","-1371.51","-614.219","1014.85","-1435.95","-844.549","1022.63","-1385.77","-770.355","1327.51","-1016.6","-701.899","476.669","-1314.89","-708.33","476.561","nan","nan","nan","nan","nan","nan"
16,0,"-904.633","-716.222","1008.16","-959.081","-772.002","127.608","-981.923","-726.283","1318.49","-1163.29","-618.442","1589.68","-1020.88","-578.063","863.343","-1172.35","-623.913","1204.04","-1406.56","-765.012","148.813","-1371.47","-614.149","1014.9","-1436.04","-844.426","1022.63","-1385.8","-770.37","1327.56","-1016.55","-701.972","476.719","-1314.89","-708.306","476.606","nan","nan","nan","nan","nan","nan"
17,0,"-904.617","-716.479","1008.21","-958.86","-772.177","127.607","-981.909","-726.528","1318.56","-1163.35","-618.69","1589.75","-1020.78","-578.214","863.398","-1172.27","-624.027","1204.03","-1406.55","-765.017","148.825","-1371.48","-614.058","1015.07","-1436.14","-844.307","1022.63","-1385.84","-770.357","1327.63","-1016.47","-702.08","476.791","-1314.9","-708.367","476.589","nan","nan","nan","nan","nan","nan"
18,0,"-904.627","-716.745","1008.24","-959.027","-772.049","127.616","-981.92","-726.746","1318.56","-1163.42","-618.914","1589.8","-1020.69","-578.357","863.398","-1172.21","-624.156","1204.08","-1406.53","-765.001","148.82","-1371.47","-613.98","1015.18","-1436.25","-844.14","1022.67","-1385.85","-770.345","1327.67","-1016.41","-702.159","476.79","-1314.9","-708.357","476.595","nan","nan","nan","nan","nan","nan"
19,0,"-904.575","-716.964","1008.27","-958.91","-772.159","127.564","-981.89","-726.98","1318.57","-1163.49","-619.166","1589.83","-1020.58","-578.48","863.451","-1172.18","-624.304","1204.15","-1406.52","-765","148.816","-1371.42","-613.91","1015.24","-1436.38","-844.024","1022.67","-1385.84","-770.315","1327.72","-1016.42","-702.178","476.799","-1314.91","-708.377","476.605","nan","nan","nan","nan","nan","nan"
20,0,"-904.571","-717.231","1008.31","-958.898","-772.207","127.538","-981.897","-727.278","1318.62","-1163.55","-619.412","1589.81","-1020.46","-578.562","863.498","-1172.14","-624.439","1204.15","-1406.52","-765.001","148.817","-1371.37","-613.826","1015.32","-1436.52","-843.906","1022.67","-1385.83","-770.288","1327.79","-1016.39","-702.265","476.808","-1314.92","-708.397","476.594","nan","nan","nan","nan","nan","nan"
21,0,"-904.578","-717.48","1008.33","-959.035","-772.105","127.564","-981.913","-727.49","1318.6","-1163.62","-619.619","1589.8","-1020.38","-578.694","863.544","-1172.1","-624.58","1204.17","-1406.51","-765.004","148.79","-1371.34","-613.746","1015.45","-1436.66","-843.786","1022.68","-1385.81","-770.249","1327.83","-1016.39","-702.366","476.787","-1314.94","-708.426","476.619","nan","nan","nan","nan","nan","nan"
22,0,"-904.579","-717.728","1008.35","-958.916","-772.211","127.519","-981.912","-727.688","1318.58","-1163.68","-619.808","1589.77","-1020.3","-578.848","863.538","-1172.05","-624.704","1204.19","-1406.51","-764.997","148.771","-1371.36","-613.68","1015.62","-1436.81","-843.671","1022.7","-1385.79","-770.225","1327.9","-1016.4","-702.459","476.789","-1314.92","-708.458","476.557","nan","nan","nan","nan","nan","nan"
23,0,"-904.594","-717.991","1008.33","-958.934","-772.227","127.502","-981.897","-727.941","1318.63","-1163.78","-620.012","1589.73","-1020.21","-579.013","863.578","-1172.02","-624.833","1204.26","-1406.52","-764.998","148.744","-1371.26","-613.622","1015.62","-1436.99","-843.564","1022.71","-1385.8","-770.191","1327.95","-1016.41","-702.539","476.787","-1314.92","-708.445","476.553","nan","nan","nan","nan","nan","nan"
24,0,"-904.591","-718.267","1008.35","-959.01","-772.203","127.504","-981.848","-728.154","1318.69","-1163.9","-620.198","1589.7","-1020.08","-579.184","863.617","-1171.97","-624.963","1204.31","-1406.54","-765.007","148.721","-1371.22","-613.582","1015.69","-1437.17","-843.396","1022.79","-1385.81","-770.172","1327.99","-1016.42","-702.64","476.783","-1314.93","-708.466","476.558","nan","nan","nan","nan","nan","nan"
25,0,"-904.584","-718.472","1008.3","-958.967","-772.227","127.563","-981.878","-728.426","1318.67","-1164.04","-620.364","1589.67","-1019.97","-579.317","863.66","-1171.93","-625.078","1204.35","-1406.56","-765.019","148.706","-1371.2","-613.517","1015.76","-1437.35","-843.261","1022.89","-1385.84","-770.158","1328.04","-1016.43","-702.731","476.807","-1314.93","-708.494","476.557","nan","nan","nan","nan","nan","nan"
26,0,"-904.555","-718.688","1008.26","-959.014","-772.222","127.57","-981.869","-728.638","1318.61","-1164.15","-620.54","1589.62","-1019.91","-579.513","863.709","-1171.89","-625.191","1204.4","-1406.58","-765.025","148.702","-1371.12","-613.496","1015.77","-1437.53","-843.202","1022.94","-1385.88","-770.148","1328.11","-1016.43","-702.821","476.812","-1314.97","-708.465","476.615","nan","nan","nan","nan","nan","nan"
27,0,"-904.524","-718.95","1008.33","-958.996","-772.26","127.566","-981.867","-728.849","1318.61","-1164.34","-620.725","1589.64","-1019.85","-579.732","863.72","-1171.84","-625.303","1204.44","-1406.58","-765.036","148.694","-1371.11","-613.442","1015.91","-1437.72","-843.173","1022.99","-1385.92","-770.152","1328.17","-1016.46","-702.941","476.846","-1314.99","-708.493","476.613","nan","nan","nan","nan","nan","nan"
28,0,"-904.499","-719.153","1008.35","-958.976","-772.286","127.57","-981.903","-729.084","1318.59","-1164.47","-620.875","1589.66","-1019.82","-579.948","863.749","-1171.81","-625.413","1204.53","-1406.59","-765.055","148.692","-1371.13","-613.413","1016.08","-1437.89","-843","1023.12","-1385.96","-770.165","1328.24","-1016.47","-703.059","476.862","-1315.05","-708.527","476.663","nan","nan","nan","nan","nan","nan"
29,0,"-904.502","-719.366","1008.34","-959.007","-772.276","127.609","-981.908","-729.354","1318.57","-1164.61","-621.033","1589.67","-1019.81","-580.107","863.751","-1171.78","-625.51","1204.58","-1406.58","-765.057","148.683","-1371.09","-613.41","1016.16","-1438.07","-842.923","1023.17","-1386.01","-770.188","1328.28","-1016.47","-703.171","476.87","-1315.06","-708.514","476.664","nan","nan","nan","nan","nan","nan"
30,0,"-904.535","-719.638","1008.38","-958.997","-772.294","127.6","-981.925","-729.646","1318.64","-1164.73","-621.177","1589.72","-1019.8","-580.279","863.819","-1171.73","-625.594","1204.61","-1406.58","-765.038","148.66","-1371.09","-613.378","1016.28","-1438.23","-842.833","1023.21","-1386.07","-770.229","1328.35","-1016.46","-703.225","476.89","-1315.08","-708.539","476.642","nan","nan","nan","nan","nan","nan"
31,0,"-904.518","-719.861","1008.39","-959.023","-772.292","127.625","-981.936","-729.917","1318.64","-1164.84","-621.331","1589.75","-1019.75","-580.415","863.872","-1171.7","-625.683","1204.66","-1406.58","-765.037","148.648","-1371.07","-613.35","1016.36","-1438.4","-842.731","1023.29","-1386.14","-770.278","1328.42","-1016.48","-703.327","476.871","-1315.11","-708.575","476.629","nan","nan","nan","nan","nan","nan"
32,0,"-904.517","-720.071","1008.42","-958.993","-772.354","127.614","-981.964","-730.17","1318.63","-1164.95","-621.473","1589.8","-1019.73","-580.52","863.869","-1171.67","-625.763","1204.7","-1406.58","-765.043","148.634","-1371.05","-613.349","1016.44","-1438.57","-842.677","1023.32","-1386.19","-770.338","1328.42","-1016.51","-703.461","476.808","-1315.11","-708.555","476.63","nan","nan","nan","nan","nan","nan"
33,0,"-904.515","-720.255","1008.41","-958.987","-772.388","127.627","-981.986","-730.412","1318.65","-1165.04","-621.61","1589.84","-1019.73","-580.689","863.9","-1171.65","-625.863","1204.73","-1406.58","-765.047","148.624","-1371.03","-613.337","1016.51","-1438.75","-842.713","1023.31","-1386.25","-770.398","1328.44","-1016.49","-703.549","476.816","-1315.14","-708.528","476.7","nan","nan","nan","nan","nan","nan"
34,0,"-904.545","-720.456","1008.4","-959.018","-772.407","127.59","-982.063","-730.648","1318.59","-1165.14","-621.735","1589.87","-1019.73","-580.848","863.897","-1171.66","-625.951","1204.78","-1406.6","-765.068","148.618","-1371.02","-613.336","1016.59","-1438.91","-842.629","1023.35","-1386.31","-770.447","1328.46","-1016.55","-703.646","476.796","-1315.18","-708.59","476.678","nan","nan","nan","nan","nan","nan"
35,0,"-904.575","-720.631","1008.36","-958.949","-772.465","127.584","-982.123","-730.889","1318.61","-1165.21","-621.855","1589.92","-1019.77","-581.043","863.899","-1171.66","-626.048","1204.8","-1406.61","-765.092","148.59","-1371.02","-613.346","1016.66","-1439.06","-842.522","1023.42","-1386.36","-770.511","1328.47","-1016.53","-703.739","476.804","-1315.2","-708.565","476.743","nan","nan","nan","nan","nan","nan"
36,0,"-904.631","-720.868","1008.35","-959.01","-772.457","127.582","-982.166","-731.114","1318.64","-1165.31","-622.038","1589.96","-1019.75","-581.231","863.927","-1171.68","-626.145","1204.83","-1406.62","-765.113","148.558","-1371.01","-613.358","1016.71","-1439.2","-842.507","1023.43","-1386.44","-770.539","1328.52","-1016.53","-703.811","476.825","-1315.22","-708.594","476.694","nan","nan","nan","nan","nan","nan"
37,0,"-904.669","-721.056","1008.33","-958.987","-772.492","127.588","-982.203","-731.346","1318.72","-1165.36","-622.154","1589.97","-1019.74","-581.416","863.96","-1171.69","-626.249","1204.88","-1406.65","-765.12","148.536","-1371.02","-613.372","1016.76","-1439.34","-842.509","1023.47","-1386.52","-770.566","1328.55","-1016.52","-703.892","476.863","-1315.25","-708.625","476.666","nan","nan","nan","nan","nan","nan"
38,0,"-904.73","-721.25","1008.25","-959.04","-772.468","127.581","-982.213","-731.513","1318.75","-1165.38","-622.264","1589.96","-1019.76","-581.618","864.007","-1171.68","-626.338","1204.88","-1406.66","-765.129","148.521","-1371.05","-613.448","1016.88","-1439.49","-842.486","1023.5","-1386.59","-770.577","1328.57","-1016.5","-703.889","476.924","-1315.28","-708.642","476.674","nan","nan","nan","nan","nan","nan"
39,0,"-904.751","-721.471","1008.29","-959.038","-772.499","127.592","-982.226","-731.657","1318.77","-1165.39","-622.381","1589.96","-1019.8","-581.789","864.026","-1171.67","-626.396","1204.88","-1406.68","-765.163","148.496","-1371.05","-613.477","1016.91","-1439.62","-842.491","1023.53","-1386.67","-770.578","1328.6","-1016.49","-703.946","476.957","-1315.32","-708.652","476.672","nan","nan","nan","nan","nan","nan"
40,0,"-904.796","-721.677","1008.32","-959.064","-772.494","127.605","-982.223","-731.783","1318.84","-1165.39","-622.516","1589.97","-1019.82","-581.984","864.082","-1171.66","-626.454","1204.91","-1406.68","-765.189","148.463","-1371.04","-613.506","1016.89","-1439.74","-842.477","1023.58","-1386.73","-770.577","1328.58","-1016.49","-704.008","476.983","-1315.34","-708.613","476.642","nan","nan","nan","nan","nan","nan"
41,0,"-904.863","-721.896","1008.35","-959.013","-772.54","127.625","-982.272","-731.962","1318.79","-1165.36","-622.629","1590","-1019.82","-582.129","864.07","-1171.65","-626.503","1204.95","-1406.68","-765.198","148.446","-1371.07","-613.547","1016.93","-1439.86","-842.485","1023.63","-1386.78","-770.572","1328.58","-1016.47","-704.06","477.013","-1315.39","-708.584","476.644","nan","nan","nan","nan","nan","nan"
42,0,"-904.958","-722.127","1008.39","-959.011","-772.554","127.615","-982.315","-732.118","1318.83","-1165.32","-622.753","1590.03","-1019.87","-582.32","864.102","-1171.64","-626.543","1205.01","-1406.69","-765.228","148.44","-1371.06","-613.549","1016.9","-1439.98","-842.413","1023.67","-1386.85","-770.559","1328.59","-1016.48","-704.096","477.037","-1315.43","-708.554","476.637","nan","nan","nan","nan","nan","nan"
43,0,"-905.017","-722.298","1008.42","-959.016","-772.561","127.575","-982.368","-732.268","1318.83","-1165.3","-622.871","1590.08","-1019.89","-582.502","864.111","-1171.61","-626.594","1205.01","-1406.69","-765.206","148.393","-1371.04","-613.584","1016.9","-1440.08","-842.396","1023.67","-1386.91","-770.54","1328.56","-1016.45","-704.15","477.048","-1315.48","-708.518","476.602","nan","nan","nan","nan","nan","nan"
44,0,"-905.105","-722.477","1008.42","-959.005","-772.559","127.575","-982.434","-732.465","1318.86","-1165.23","-622.96","1590.08","-1019.93","-582.666","864.134","-1171.58","-626.648","1205.02","-1406.67","-765.2","148.315","-1371.04","-613.614","1016.92","-1440.19","-842.38","1023.68","-1386.96","-770.524","1328.53","-1016.43","-704.148","477.096","-1315.55","-708.444","476.627","nan","nan","nan","nan","nan","nan"
45,0,"-905.149","-722.644","1008.42","-959.024","-772.582","127.54","-982.495","-732.738","1318.89","-1165.14","-623.065","1590.11","-1019.93","-582.859","864.155","-1171.55","-626.702","1205.04","-1406.68","-765.214","148.271","-1371.02","-613.651","1016.93","-1440.33","-842.36","1023.7","-1387.01","-770.485","1328.5","-1016.41","-704.1","477.277","-1315.57","-708.35","476.677","nan","nan","nan","nan","nan","nan"
46,0,"-905.215","-722.865","1008.48","-958.885","-772.717","127.393","-982.538","-732.889","1318.85","-1165.06","-623.139","1590.1","-1019.96","-583.074","864.122","-1171.52","-626.749","1205.05","-1406.69","-765.226","148.211","-1371.03","-613.67","1016.95","-1440.46","-842.365","1023.71","-1387.06","-770.449","1328.45","-1016.42","-704.034","477.614","-1315.62","-708.263","476.732","nan","nan","nan","nan","nan","nan"
47,0,"-905.277","-723.074","1008.48","-958.896","-772.717","127.359","-982.535","-733.039","1318.87","-1164.93","-623.205","1590.05","-1019.95","-583.243","864.099","-1171.47","-626.806","1205.04","-1406.72","-765.227","148.149","-1371.03","-613.679","1016.95","-1440.58","-842.336","1023.71","-1387.09","-770.409","1328.41","-1016.42","-703.942","478.208","-1315.75","-708.111","476.935","nan","nan","nan","nan","nan","nan"
48,0,"-905.338","-723.302","1008.52","-958.918","-772.72","127.321","-982.556","-733.209","1318.87","-1164.8","-623.262","1590","-1019.99","-583.451","864.096","-1171.45","-626.889","1205.01","-1406.76","-765.26","148.106","-1371.02","-613.678","1016.95","-1440.72","-842.306","1023.73","-1387.13","-770.365","1328.37","-1016.57","-703.671","479.163","-1315.82","-707.934","477.035","nan","nan","nan","nan","nan","nan"
49,0,"-905.36","-723.473","1008.51","-959.005","-772.675","127.36","-982.597","-733.383","1318.84","-1164.64","-623.319","1589.96","-1020.02","-583.67","864.056","-1171.41","-626.971","1204.95","-1406.8","-765.283","148.064","-1371.01","-613.683","1016.96","-1440.86","-842.309","1023.7","-1387.19","-770.305","1328.34","-1016.56","-703.547","480.288","-1315.96","-707.615","477.397","nan","nan","nan","nan","nan","nan"
50,0,"-905.407","-723.675","1008.51","-958.964","-772.721","127.342","-982.657","-733.548","1318.78","-1164.51","-623.378","1589.94","-1020.04","-583.744","864.074","-1171.38","-627.035","1204.87","-1406.83","-765.299","148","-1371.01","-613.658","1016.99","-1441","-842.26","1023.71","-1387.25","-770.229","1328.33","-1016.58","-703.108","481.283","-1316.09","-707.275","477.805","nan","nan","nan","nan","nan","nan"
51,0,"-905.436","-723.9","1008.52","-959.085","-772.657","127.382","-982.653","-733.649","1318.76","-1164.39","-623.425","1589.95","-1020.04","-583.973","864.04","-1171.34","-627.117","1204.78","-1406.82","-765.302","147.897","-1370.95","-613.606","1016.99","-1441.13","-842.17","1023.74","-1387.3","-770.146","1328.33","-1016.46","-702.746","482.3","-1316.21","-707.018","478.145","nan","nan","nan","nan","nan","nan"
52,0,"-905.437","-724.034","1008.46","-959.099","-772.633","127.365","-982.674","-733.75","1318.68","-1164.24","-623.457","1589.95","-1020.03","-584.187","863.981","-1171.31","-627.177","1204.72","-1406.8","-765.28","147.831","-1370.86","-613.516","1016.97","-1441.26","-842.025","1023.79","-1387.36","-770.03","1328.37","-1016.38","-702.239","483.055","-1316.26","-706.797","478.491","nan","nan","nan","nan","nan","nan"
53,0,"-905.463","-724.299","1008.48","-959.106","-772.603","127.319","-982.688","-733.873","1318.62","-1164.08","-623.487","1589.94","-1019.97","-584.436","863.93","-1171.28","-627.211","1204.65","-1406.83","-765.263","147.761","-1370.72","-613.357","1016.87","-1441.37","-841.801","1023.87","-1387.41","-769.889","1328.45","-1016","-701.432","484.018","-1316.28","-706.424","478.758","nan","nan","nan","nan","nan","nan"
54,0,"-905.482","-724.511","1008.46","-959.154","-772.512","127.235","-982.701","-733.988","1318.5","-1163.9","-623.504","1589.91","-1019.87","-584.615","863.837","-1171.23","-627.229","1204.59","-1406.82","-765.213","147.646","-1370.59","-613.224","1016.88","-1441.5","-841.507","1023.96","-1387.45","-769.71","1328.52","-1015.82","-700.941","484.69","-1316.37","-706.012","479.061","nan","nan","nan","nan","nan","nan"
55,0,"-905.487","-724.665","1008.37","-959.126","-772.44","127.166","-982.643","-734.111","1318.44","-1163.72","-623.505","1589.91","-1019.71","-584.819","863.767","-1171.18","-627.24","1204.55","-1406.82","-765.177","147.546","-1370.42","-613.037","1016.91","-1441.63","-841.189","1024.04","-1387.45","-769.524","1328.59","-1015.66","-700.172","485.189","-1316.51","-705.549","479.49","nan","nan","nan","nan","nan","nan"
56,0,"-905.483","-724.872","1008.34","-959.153","-772.349","127.089","-982.558","-734.249","1318.39","-1163.5","-623.513","1589.84","-1019.52","-584.955","863.715","-1171.12","-627.225","1204.49","-1406.79","-765.112","147.419","-1370.47","-612.888","1016.95","-1441.78","-840.822","1024.11","-1387.4","-769.329","1328.66","-1015.5","-699.228","485.554","-1316.72","-704.928","480.023","nan","nan","nan","nan","nan","nan"
57,0,"-905.455","-725.05","1008.27","-959.162","-772.296","127.018","-982.482","-734.42","1318.31","-1163.19","-623.435","1589.78","-1019.38","-585.142","863.738","-1171","-627.195","1204.42","-1406.8","-765.083","147.289","-1370.12","-612.623","1016.98","-1441.95","-840.416","1024.18","-1387.58","-768.646","1329.14","-1015.51","-698.431","485.7","-1316.82","-704.531","480.224","nan","nan","nan","nan","nan","nan"
58,0,"-905.318","-725.225","1008.25","-959.019","-772.418","126.88","-982.322","-734.561","1318.23","-1162.81","-623.363","1589.72","-1019.19","-585.301","863.78","-1170.85","-627.174","1204.37","-1406.79","-765.045","147.176","-1369.71","-612.246","1017.04","-1442.16","-839.866","1024.29","-1387.45","-768.351","1329.21","-1015.4","-697.493","485.828","-1316.92","-704.17","480.385","nan","nan","nan","nan","nan","nan"
59,0,"-905.134","-725.446","1008.24","-959.335","-772.123","126.862","-982.142","-734.799","1318.23","-1162.43","-623.327","1589.68","-1018.98","-585.438","863.785","-1170.62","-627.135","1204.36","-1406.79","-765.014","147.078","-1369.19","-611.819","1017.14","-1442.37","-839.206","1024.44","-1387.31","-767.946","1329.38","-1015.26","-696.281","486.182","-1317.03","-703.679","480.62","nan","nan","nan","nan","nan","nan"
60,0,"-904.937","-725.728","1008.29","-959.29","-772.038","126.789","-981.897","-735.08","1318.17","-1162","-623.267","1589.61","-1018.64","-585.58","863.828","-1170.36","-627.082","1204.41","-1406.75","-764.947","146.896","-1368.61","-611.262","1017.29","-1442.6","-838.455","1024.64","-1387.11","-767.477","1329.54","-1015.2","-695.287","486.621","-1317.19","-703.037","481.161","nan","nan","nan","nan","nan","nan"
61,0,"-904.667","-725.991","1008.27","-959.396","-771.857","126.769","-981.635","-735.399","1318.05","-1161.41","-623.163","1589.48","-1018.28","-585.76","863.867","-1170.05","-627.033","1204.42","-1406.78","-764.943","146.823","-1367.9","-610.607","1017.49","-1442.81","-837.565","1024.85","-1386.86","-766.975","1329.73","-1014.98","-694.04","487.094","-1317.33","-702.52","481.538","nan","nan","nan","nan","nan","nan"
62,0,"-904.389","-726.3","1008.24","-959.935","-771.224","126.941","-981.207","-735.69","1317.98","-1160.83","-623.083","1589.44","-1017.88","-585.992","863.863","-1169.66","-626.97","1204.52","-1406.82","-764.967","146.769","-1367.15","-609.801","1017.85","-1443.01","-836.393","1025.12","-1386.57","-766.368","1329.95","-1014.87","-692.857","487.366","-1317.35","-702.177","481.518","nan","nan","nan","nan","nan","nan"
