Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (1045)",,,"Reconstruction Position - Unlabeled Track (1373)",,,"Reconstruction Position - Unlabeled Track (1377)",,,"Reconstruction Position - Unlabeled Track (1383)",,,"Reconstruction Position - Unlabeled Track (1404)",,,"Reconstruction Position - Unlabeled Track (1464)",,,"Reconstruction Position - Unlabeled Track (1465)",,,"Reconstruction Position - Unlabeled Track (1472)",,,"Reconstruction Position - Unlabeled Track (1481)",,,"Reconstruction Position - Unlabeled Track (1498)",,,"Reconstruction Position - Unlabeled Track (1502)",,,"Reconstruction Position - Unlabeled Track (1503)",,,"Reconstruction Position - Unlabeled Track (1506)",,,"Reconstruction Position - Unlabeled Track (1509)",,
11,0,"-943.458","-685.8","1011.49","-1222.16","-578.307","1593.6","-1050.61","-665.885","484.058","-1001.07","-735.253","127.775","-1197.39","-570.967","1205.03","-1378.51","-568.666","960.637","-1424.58","-699.747","1328.98","-1056.92","-549.861","867.869","-1450.98","-701.648","148.141","-1018.54","-694.799","1322.79","-1359.5","-645.146","474.982","-1478.02","-777.753","1024.11","nan","nan","nan","nan","nan","nan"
12,0,"-943.478","-685.843","1011.52","-1222.23","-578.396","1593.63","-1050.61","-665.879","484.073","-1001.06","-735.245","127.764","-1197.44","-571.039","1205.01","-1378.55","-568.77","960.606","-1424.6","-699.858","1328.95","-1056.98","-549.904","867.901","-1450.98","-701.657","148.159","-1018.61","-694.867","1322.76","-1359.49","-645.257","474.962","-1478.09","-777.914","1024.17","nan","nan","nan","nan","nan","nan"
13,0,"-943.506","-685.849","1011.53","-1222.31","-578.482","1593.68","-1050.61","-665.876","484.062","-1001.23","-735.027","127.951","-1197.48","-571.113","1204.98","-1378.58","-568.841","960.585","-1424.63","-699.96","1328.93","-1057.02","-549.925","867.933","-1450.99","-701.673","148.172","-1018.66","-694.955","1322.77","-1359.49","-645.294","474.952","-1477.86","-777.783","1024.08","nan","nan","nan","nan","nan","nan"
14,0,"-943.545","-685.873","1011.55","-1222.37","-578.575","1593.71","-1050.62","-665.867","484.101","-1001.16","-735.165","127.872","-1197.54","-571.184","1204.96","-1378.61","-568.912","960.535","-1424.66","-700.043","1328.91","-1057.07","-549.92","867.947","-1451","-701.701","148.184","-1018.65","-694.946","1322.82","-1359.47","-645.336","474.952","-1477.86","-777.923","1024.05","nan","nan","nan","nan","nan","nan"
15,0,"-943.595","-685.867","1011.52","-1222.44","-578.67","1593.77","-1050.62","-665.854","484.096","-1001.14","-735.07","127.961","-1197.58","-571.269","1204.94","-1378.66","-568.99","960.506","-1424.68","-700.129","1328.89","-1057.12","-549.922","867.975","-1451.02","-701.744","148.207","-1018.68","-694.998","1322.84","-1359.44","-645.435","474.881","-1477.97","-778.267","1024.01","nan","nan","nan","nan","nan","nan"
16,0,"-943.643","-685.877","1011.52","-1222.46","-578.726","1593.77","-1050.63","-665.844","484.112","-1001.18","-735.123","127.904","-1197.63","-571.337","1204.93","-1378.68","-569.054","960.46","-1424.69","-700.227","1328.85","-1057.16","-549.904","868.003","-1451.02","-701.747","148.198","-1018.66","-694.97","1322.87","-1359.47","-645.432","474.931","-1477.8","-778.191","1023.98","nan","nan","nan","nan","nan","nan"
17,0,"-943.697","-685.906","1011.53","-1222.5","-578.796","1593.8","-1050.63","-665.844","484.114","-1001.29","-734.985","127.984","-1197.67","-571.409","1204.91","-1378.7","-569.091","960.396","-1424.7","-700.324","1328.78","-1057.24","-549.928","868.003","-1451.03","-701.766","148.19","-1018.68","-694.988","1322.86","-1359.46","-645.43","474.914","-1477.89","-778.416","1023.97","nan","nan","nan","nan","nan","nan"
18,0,"-943.737","-685.905","1011.52","-1222.55","-578.865","1593.82","-1050.65","-665.843","484.111","-1001.26","-735.008","127.961","-1197.72","-571.466","1204.88","-1378.73","-569.158","960.356","-1424.72","-700.407","1328.75","-1057.28","-549.913","868.007","-1451.02","-701.763","148.159","-1018.71","-695.019","1322.86","-1359.48","-645.462","474.907","-1477.9","-778.586","1023.92","nan","nan","nan","nan","nan","nan"
19,0,"-943.769","-685.893","1011.48","-1222.6","-578.927","1593.81","-1050.64","-665.871","484.091","-1001.23","-735.005","127.922","-1197.76","-571.541","1204.83","-1378.76","-569.214","960.31","-1424.73","-700.497","1328.7","-1057.36","-549.911","867.996","-1451.02","-701.767","148.152","-1018.8","-695.09","1322.78","-1359.5","-645.472","474.906","-1477.87","-778.694","1023.88","nan","nan","nan","nan","nan","nan"
20,0,"-943.807","-685.905","1011.46","-1222.65","-578.992","1593.81","-1050.64","-665.878","484.083","-1001.19","-735.083","127.862","-1197.79","-571.617","1204.8","-1378.77","-569.243","960.256","-1424.76","-700.572","1328.67","-1057.4","-549.878","868.006","-1451.03","-701.771","148.162","-1018.82","-695.099","1322.75","-1359.52","-645.465","474.898","-1477.84","-778.848","1023.8","nan","nan","nan","nan","nan","nan"
21,0,"-943.884","-685.931","1011.4","-1222.69","-579.057","1593.82","-1050.65","-665.893","484.068","-1001.31","-734.974","127.92","-1197.83","-571.702","1204.76","-1378.79","-569.277","960.217","-1424.78","-700.661","1328.6","-1057.49","-549.867","868.02","-1451.03","-701.774","148.15","-1018.87","-695.15","1322.74","-1359.55","-645.478","474.888","-1477.82","-778.897","1023.82","nan","nan","nan","nan","nan","nan"
22,0,"-943.931","-685.933","1011.38","-1222.75","-579.119","1593.82","-1050.66","-665.889","484.063","-1001.24","-735.048","127.879","-1197.87","-571.801","1204.74","-1378.81","-569.338","960.178","-1424.79","-700.73","1328.57","-1057.54","-549.889","868.009","-1451.03","-701.769","148.169","-1018.84","-695.135","1322.77","-1359.58","-645.477","474.928","-1477.79","-779.021","1023.79","nan","nan","nan","nan","nan","nan"
23,0,"-944.006","-685.978","1011.37","-1222.8","-579.196","1593.83","-1050.66","-665.908","484.053","-1001.11","-735.212","127.77","-1197.89","-571.897","1204.7","-1378.85","-569.387","960.137","-1424.82","-700.793","1328.54","-1057.6","-549.884","867.998","-1451.03","-701.772","148.16","-1018.85","-695.135","1322.75","-1359.59","-645.458","474.923","-1477.73","-779.131","1023.73","nan","nan","nan","nan","nan","nan"
24,0,"-944.101","-685.975","1011.28","-1222.85","-579.246","1593.84","-1050.65","-665.905","484.067","-1001.12","-735.193","127.789","-1197.92","-571.996","1204.67","-1378.9","-569.447","960.114","-1424.81","-700.876","1328.49","-1057.67","-549.877","868.008","-1451.03","-701.792","148.166","-1018.86","-695.167","1322.75","-1359.62","-645.429","474.967","-1477.71","-779.222","1023.72","nan","nan","nan","nan","nan","nan"
25,0,"-944.147","-685.978","1011.26","-1222.91","-579.279","1593.85","-1050.65","-665.917","484.083","-1001.19","-735.072","127.906","-1197.95","-572.087","1204.62","-1378.93","-569.498","960.066","-1424.83","-700.958","1328.49","-1057.72","-549.867","868.014","-1451.04","-701.795","148.161","-1018.89","-695.215","1322.73","-1359.63","-645.407","474.968","-1477.69","-779.37","1023.71","nan","nan","nan","nan","nan","nan"
26,0,"-944.181","-685.984","1011.24","-1222.95","-579.309","1593.84","-1050.66","-665.926","484.097","-1000.96","-735.22","127.86","-1197.98","-572.146","1204.57","-1378.98","-569.567","960.029","-1424.83","-701.071","1328.43","-1057.79","-549.872","868.021","-1451.04","-701.8","148.139","-1018.88","-695.197","1322.73","-1359.66","-645.401","474.965","-1477.67","-779.501","1023.67","nan","nan","nan","nan","nan","nan"
27,0,"-944.235","-685.989","1011.19","-1222.99","-579.334","1593.84","-1050.65","-665.937","484.105","-1001.16","-735.123","127.868","-1198.01","-572.21","1204.54","-1379.02","-569.634","960.016","-1424.83","-701.165","1328.39","-1057.85","-549.863","867.996","-1451.04","-701.808","148.128","-1018.94","-695.247","1322.68","-1359.67","-645.365","474.977","-1477.68","-779.703","1023.64","nan","nan","nan","nan","nan","nan"
28,0,"-944.287","-685.986","1011.15","-1223.03","-579.353","1593.84","-1050.66","-665.947","484.108","-1001.13","-735.089","127.912","-1198.06","-572.261","1204.5","-1379.06","-569.712","960.015","-1424.84","-701.26","1328.36","-1057.91","-549.867","867.988","-1451.05","-701.809","148.118","-1018.95","-695.243","1322.67","-1359.7","-645.303","475.015","-1477.41","-779.526","1023.53","nan","nan","nan","nan","nan","nan"
29,0,"-944.33","-685.993","1011.11","-1223.07","-579.368","1593.85","-1050.66","-665.939","484.119","-1001.25","-735.004","127.961","-1198.1","-572.309","1204.46","-1379.09","-569.754","959.986","-1424.85","-701.355","1328.32","-1057.97","-549.806","867.976","-1451.06","-701.824","148.117","-1018.93","-695.212","1322.68","-1359.72","-645.273","475","-1477.53","-779.87","1023.54","nan","nan","nan","nan","nan","nan"
30,0,"-944.385","-685.987","1011.06","-1223.1","-579.384","1593.83","-1050.66","-665.939","484.116","-1001.03","-735.168","127.893","-1198.15","-572.358","1204.44","-1379.11","-569.812","959.99","-1424.88","-701.452","1328.31","-1058.02","-549.803","867.937","-1451.05","-701.824","148.082","-1018.98","-695.233","1322.64","-1359.74","-645.197","475.055","-1477.5","-779.988","1023.55","nan","nan","nan","nan","nan","nan"
31,0,"-944.429","-685.983","1011.01","-1223.14","-579.393","1593.85","-1050.67","-665.923","484.108","-1001.21","-735.052","127.905","-1198.21","-572.403","1204.41","-1379.13","-569.859","960.003","-1424.87","-701.551","1328.26","-1058.07","-549.806","867.899","-1451.03","-701.812","148.017","-1018.91","-695.16","1322.65","-1359.77","-645.151","475.064","-1477.49","-780.094","1023.55","nan","nan","nan","nan","nan","nan"
32,0,"-944.452","-685.942","1010.96","-1223.17","-579.39","1593.85","-1050.68","-665.905","484.095","-1001.32","-734.964","127.936","-1198.25","-572.447","1204.37","-1379.13","-569.922","960.02","-1424.89","-701.629","1328.24","-1058.14","-549.84","867.842","-1451.02","-701.804","147.993","-1018.95","-695.182","1322.59","-1359.79","-645.084","475.083","-1477.45","-780.241","1023.48","nan","nan","nan","nan","nan","nan"
33,0,"-944.501","-685.928","1010.9","-1223.19","-579.394","1593.85","-1050.67","-665.889","484.08","-1001.21","-735.09","127.834","-1198.31","-572.502","1204.36","-1379.16","-569.97","960.067","-1424.89","-701.701","1328.22","-1058.19","-549.801","867.827","-1450.98","-701.777","147.916","-1018.98","-695.195","1322.55","-1359.84","-644.99","475.153","-1477.21","-780.056","1023.46","nan","nan","nan","nan","nan","nan"
34,0,"-944.538","-685.917","1010.87","-1223.22","-579.386","1593.85","-1050.66","-665.849","484.106","-1001.06","-735.174","127.8","-1198.36","-572.556","1204.3","-1379.18","-570.018","960.092","-1424.91","-701.778","1328.21","-1058.22","-549.771","867.804","-1450.98","-701.774","147.882","-1019","-695.204","1322.53","-1359.86","-644.864","475.215","-1477.18","-780.187","1023.46","nan","nan","nan","nan","nan","nan"
35,0,"-944.574","-685.943","1010.9","-1223.24","-579.379","1593.86","-1050.66","-665.79","484.145","-1001.04","-735.186","127.789","-1198.42","-572.612","1204.27","-1379.2","-570.085","960.137","-1424.93","-701.847","1328.19","-1058.26","-549.776","867.781","-1450.97","-701.783","147.825","-1019.01","-695.203","1322.5","-1359.91","-644.767","475.27","-1477.15","-780.313","1023.45","nan","nan","nan","nan","nan","nan"
36,0,"-944.594","-685.945","1010.9","-1223.27","-579.373","1593.86","-1050.63","-665.722","484.228","-1001.14","-735.389","127.584","-1198.47","-572.648","1204.24","-1379.25","-570.128","960.178","-1424.95","-701.905","1328.19","-1058.3","-549.778","867.762","-1450.94","-701.768","147.756","-1019.02","-695.191","1322.48","-1359.99","-644.546","475.505","-1477.14","-780.447","1023.45","nan","nan","nan","nan","nan","nan"
37,0,"-944.616","-685.922","1010.88","-1223.28","-579.352","1593.83","-1050.62","-665.68","484.313","-1002.07","-734.285","128.302","-1198.51","-572.681","1204.21","-1379.28","-570.181","960.224","-1424.96","-701.981","1328.18","-1058.36","-549.777","867.752","-1450.91","-701.757","147.649","-1019.04","-695.176","1322.46","-1360.05","-644.306","475.712","-1477.31","-780.748","1023.49","nan","nan","nan","nan","nan","nan"
38,0,"-944.632","-685.911","1010.87","-1223.29","-579.321","1593.81","-1050.46","-665.408","484.628","-1001.63","-734.733","127.998","-1198.56","-572.712","1204.19","-1379.31","-570.229","960.281","-1424.98","-702.044","1328.17","-1058.4","-549.786","867.75","-1450.92","-701.773","147.6","-1019.08","-695.177","1322.44","-1360.12","-644.067","476.056","-1477.3","-780.837","1023.49","nan","nan","nan","nan","nan","nan"
39,0,"-944.659","-685.893","1010.82","-1223.3","-579.3","1593.78","-1050.59","-665.38","484.854","-1001.62","-734.716","128.015","-1198.61","-572.744","1204.16","-1379.37","-570.237","960.318","-1424.99","-702.113","1328.16","-1058.45","-549.789","867.769","-1450.93","-701.767","147.537","-1019","-695.039","1322.5","-1360.19","-643.633","476.662","-1477.15","-780.671","1023.42","nan","nan","nan","nan","nan","nan"
40,0,"-944.664","-685.879","1010.8","-1223.29","-579.265","1593.73","-1050.55","-665.216","485.218","-1001.61","-734.739","127.998","-1198.67","-572.771","1204.11","-1379.39","-570.252","960.363","-1425","-702.185","1328.14","-1058.51","-549.777","867.782","-1450.93","-701.749","147.486","-1019.02","-695.004","1322.46","-1360.24","-643.245","477.437","-1477.17","-780.711","1023.42","nan","nan","nan","nan","nan","nan"
41,0,"-944.683","-685.881","1010.77","-1223.28","-579.218","1593.69","-1050.55","-665.034","485.588","-1001.74","-734.689","128.003","-1198.73","-572.808","1204.07","-1379.43","-570.256","960.414","-1425.01","-702.24","1328.1","-1058.57","-549.763","867.741","-1450.91","-701.674","147.368","-1019.06","-694.981","1322.41","-1360.27","-643.061","478.023","-1477.34","-780.942","1023.39","nan","nan","nan","nan","nan","nan"
42,0,"-944.704","-685.828","1010.7","-1223.25","-579.166","1593.64","-1050.61","-664.931","485.772","-1001.54","-734.844","127.927","-1198.79","-572.839","1204","-1379.46","-570.241","960.47","-1425.02","-702.3","1328.05","-1058.62","-549.773","867.685","-1450.94","-701.641","147.336","-1019.08","-694.943","1322.35","-1360.38","-642.679","478.763","-1477.24","-780.728","1023.34","nan","nan","nan","nan","nan","nan"
43,0,"-944.728","-685.784","1010.65","-1223.21","-579.128","1593.58","-1050.64","-664.675","485.882","-1001.75","-734.721","127.886","-1198.85","-572.873","1203.94","-1379.5","-570.213","960.538","-1425.03","-702.349","1328.02","-1058.67","-549.736","867.609","-1450.93","-701.566","147.249","-1019.13","-694.938","1322.23","-1360.42","-642.153","479.431","-1477.44","-780.848","1023.37","nan","nan","nan","nan","nan","nan"
44,0,"-944.756","-685.686","1010.56","-1223.17","-579.073","1593.53","-1050.66","-664.435","485.911","-1001.77","-734.704","127.857","-1198.91","-572.906","1203.88","-1379.53","-570.158","960.637","-1425.02","-702.403","1327.98","-1058.72","-549.705","867.53","-1450.9","-701.474","147.146","-1019.29","-695.008","1322.02","-1360.63","-641.502","480.411","-1477.44","-780.754","1023.33","nan","nan","nan","nan","nan","nan"
45,0,"-944.775","-685.571","1010.47","-1223.1","-578.994","1593.5","-1050.65","-664.128","486.002","-1001.75","-734.7","127.769","-1198.97","-572.917","1203.83","-1379.57","-570.069","960.784","-1425.02","-702.437","1327.95","-1058.8","-549.671","867.466","-1450.88","-701.379","147.039","-1019.29","-694.991","1321.96","-1360.79","-641.095","480.807","-1477.57","-780.78","1023.35","nan","nan","nan","nan","nan","nan"
46,0,"-944.794","-685.494","1010.43","-1223.02","-578.937","1593.44","-1050.7","-663.813","485.987","-1001.61","-734.869","127.574","-1199.02","-572.923","1203.77","-1379.64","-569.98","960.972","-1425.01","-702.454","1327.95","-1058.85","-549.657","867.381","-1450.88","-701.304","146.984","-1019.3","-694.966","1321.85","-1360.97","-640.655","481.098","-1477.51","-780.48","1023.33","nan","nan","nan","nan","nan","nan"
47,0,"-944.8","-685.409","1010.4","-1222.95","-578.864","1593.44","-1050.71","-663.467","486.014","-1001.47","-734.995","127.451","-1199.06","-572.938","1203.72","-1379.69","-569.878","961.176","-1424.99","-702.464","1327.95","-1058.89","-549.606","867.352","-1450.86","-701.184","146.871","-1019.31","-694.955","1321.76","-1361.16","-640.059","481.566","-1477.83","-780.547","1023.49","nan","nan","nan","nan","nan","nan"
48,0,"-944.814","-685.346","1010.39","-1222.84","-578.79","1593.42","-1050.75","-663.187","486.038","-1001.43","-734.815","127.564","-1199.1","-572.944","1203.68","-1379.79","-569.81","961.437","-1424.95","-702.444","1327.96","-1058.91","-549.538","867.34","-1450.88","-701.103","146.824","-1019.3","-694.938","1321.67","-1361.28","-639.487","481.885","-1477.72","-780.213","1023.43","nan","nan","nan","nan","nan","nan"
49,0,"-944.78","-685.249","1010.39","-1222.68","-578.684","1593.37","-1050.75","-662.725","486.116","-1001.37","-734.843","127.538","-1199.11","-572.93","1203.65","-1379.89","-569.66","961.723","-1424.89","-702.395","1327.98","-1058.92","-549.48","867.331","-1450.9","-700.995","146.773","-1019.29","-694.875","1321.55","-1361.39","-639.003","482.175","-1477.85","-780.028","1023.47","nan","nan","nan","nan","nan","nan"
50,0,"-944.738","-685.162","1010.38","-1222.49","-578.579","1593.31","-1050.83","-662.34","486.103","-1001.3","-734.817","127.533","-1199.09","-572.909","1203.62","-1380","-569.53","962.108","-1424.83","-702.315","1328","-1058.93","-549.364","867.386","-1450.9","-700.887","146.711","-1019.21","-694.827","1321.5","-1361.53","-638.501","482.444","-1478.02","-779.814","1023.53","nan","nan","nan","nan","nan","nan"
51,0,"-944.638","-685.067","1010.4","-1222.28","-578.444","1593.26","-1050.83","-661.834","486.133","-1001.4","-734.878","127.401","-1199.05","-572.903","1203.58","-1380.07","-569.339","962.517","-1424.73","-702.23","1328.01","-1058.92","-549.296","867.422","-1450.89","-700.798","146.621","-1019.22","-694.852","1321.39","-1361.57","-638.121","482.507","-1478.19","-779.554","1023.58","nan","nan","nan","nan","nan","nan"
52,0,"-944.551","-684.967","1010.34","-1222.06","-578.327","1593.2","-1050.79","-661.102","486.233","-1001.47","-734.732","127.411","-1198.98","-572.903","1203.54","-1380.1","-569.088","962.912","-1424.64","-702.092","1328.05","-1058.9","-549.193","867.497","-1450.89","-700.737","146.591","-1019.12","-694.841","1321.34","-1361.62","-637.698","482.548","-1478.4","-779.286","1023.64","nan","nan","nan","nan","nan","nan"
53,0,"-944.452","-684.892","1010.32","-1221.82","-578.2","1593.12","-1050.76","-660.455","486.219","-1001.45","-734.558","127.488","-1198.89","-572.879","1203.49","-1380.11","-568.737","963.355","-1424.48","-701.931","1328.07","-1058.87","-549.092","867.553","-1450.89","-700.683","146.523","-1019.08","-694.9","1321.2","-1361.67","-637.409","482.64","-1478.75","-779.099","1023.76","nan","nan","nan","nan","nan","nan"
54,0,"-944.343","-684.803","1010.28","-1221.5","-578.049","1593.1","-1050.63","-659.621","486.316","-1001.25","-734.641","127.35","-1198.73","-572.841","1203.42","-1380.06","-568.327","963.848","-1424.29","-701.735","1328.09","-1058.85","-549.005","867.611","-1450.89","-700.641","146.463","-1018.96","-694.902","1321.06","-1361.66","-637.274","482.613","-1478.99","-778.607","1023.89","nan","nan","nan","nan","nan","nan"
55,0,"-944.172","-684.718","1010.22","-1221.11","-577.887","1593","-1050.72","-658.693","486.285","-1001.42","-734.446","127.292","-1198.55","-572.789","1203.34","-1380.02","-567.901","964.424","-1424.07","-701.51","1328.1","-1058.84","-548.926","867.674","-1450.88","-700.597","146.397","-1018.77","-694.905","1320.92","-1361.63","-637.264","482.529","-1479.33","-778.064","1024.1","nan","nan","nan","nan","nan","nan"
56,0,"-943.982","-684.573","1010.06","-1220.68","-577.736","1592.91","-1050.63","-657.74","486.276","-1001.5","-734.304","127.216","-1198.31","-572.723","1203.2","-1379.89","-567.356","964.999","-1423.81","-701.254","1328.15","-1058.78","-548.807","867.766","-1450.9","-700.598","146.361","-1018.46","-694.833","1320.84","-1361.57","-637.312","482.483","-1479.41","-777.284","1024.09","nan","nan","nan","nan","nan","nan"
57,0,"-943.726","-684.497","1009.97","-1220.22","-577.586","1592.81","-1050.5","-656.617","486.21","-1001.51","-734.206","127.102","-1198.09","-572.691","1203.15","-1379.74","-566.631","965.542","-1423.5","-700.954","1328.18","-1058.69","-548.656","867.863","-1450.89","-700.599","146.298","-1018.28","-694.941","1320.61","-1361.48","-637.44","482.425","-1479.72","-776.624","1024.25","nan","nan","nan","nan","nan","nan"
58,0,"-943.463","-684.429","1009.85","-1219.62","-577.381","1592.67","-1050.37","-655.312","486.342","-1001.58","-734.021","126.921","-1197.8","-572.603","1203.07","-1379.65","-565.847","966.05","-1423.13","-700.638","1328.24","-1058.56","-548.475","867.968","-1450.92","-700.648","146.283","-1018.14","-695.061","1320.2","-1361.41","-637.639","482.323","-1480.04","-775.849","1024.44","nan","nan","nan","nan","nan","nan"
59,0,"-943.185","-684.399","1009.76","-1219","-577.172","1592.59","-1050.11","-653.867","486.392","-1001.81","-733.598","126.977","-1197.5","-572.514","1203","-1379.6","-564.858","966.438","-1422.75","-700.237","1328.36","-1058.39","-548.297","868.088","-1450.97","-700.727","146.294","-1017.44","-694.794","1320.18","-1361.35","-637.909","482.253","-1480.54","-775.159","1024.59","nan","nan","nan","nan","nan","nan"
60,0,"-942.886","-684.321","1009.56","-1218.28","-576.965","1592.55","-1050","-652.16","486.402","-1001.96","-733.045","127.183","-1197.11","-572.444","1202.96","-1379.45","-563.921","967.139","-1422.3","-699.83","1328.52","-1058.21","-548.145","868.175","-1451.03","-700.847","146.301","-1017.19","-694.988","1319.78","-1361.3","-638.265","482.081","-1480.91","-774.134","1024.77","nan","nan","nan","nan","nan","nan"
61,0,"-942.536","-684.282","1009.4","-1217.48","-576.695","1592.5","-1049.75","-650.246","486.514","-1002.58","-732.543","127.242","-1196.6","-572.319","1202.83","-1379.13","-562.883","968.034","-1421.79","-699.374","1328.63","-1058.02","-548.059","868.244","-1451.07","-700.974","146.252","-1016.74","-695.12","1319.43","-1361.2","-638.578","481.935","-1481.37","-773.099","1025.06","nan","nan","nan","nan","nan","nan"
62,0,"-942.125","-684.225","1009.22","-1216.58","-576.447","1592.51","-1049.28","-648.099","486.81","-1002.81","-732.082","127.25","-1196.04","-572.198","1202.75","-1378.76","-561.727","968.982","-1421.21","-698.859","1328.82","-1057.67","-547.844","868.345","-1451.13","-701.124","146.239","-1016.16","-695.176","1319.21","-1361.13","-638.857","481.787","-1481.52","-771.689","1025.26","nan","nan","nan","nan","nan","nan"
