Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (1045)",,,"Reconstruction Position - Unlabeled Track (1290)",,,"Reconstruction Position - Unlabeled Track (1370)",,,"Reconstruction Position - Unlabeled Track (1371)",,,"Reconstruction Position - Unlabeled Track (1373)",,,"Reconstruction Position - Unlabeled Track (1374)",,,"Reconstruction Position - Unlabeled Track (1375)",,,"Reconstruction Position - Unlabeled Track (1377)",,,"Reconstruction Position - Unlabeled Track (1378)",,,"Reconstruction Position - Unlabeled Track (1380)",,,"Reconstruction Position - Unlabeled Track (1383)",,,"Reconstruction Position - Unlabeled Track (1384)",,,"Reconstruction Position - Unlabeled Track (1391)",,,"Reconstruction Position - Unlabeled Track (1392)",,
12,0,"-862.638","-675.875","1014.06","-941.857","-703.053","1325.01","-1308.53","-550.832","1012.1","-1386.64","-777.308","1010.58","-1122.69","-586.585","1599.92","-1348.66","-713.243","1322","-1120.91","-584.299","1205.74","-986.702","-658.832","473.177","-1239.92","-663.524","478.418","-981.063","-531.922","881.4","-948.978","-726.807","125.812","-1308.22","-723.906","144.36","nan","nan","nan","nan","nan","nan"
13,0,"-862.56","-675.852","1014.11","-941.861","-703.007","1325.04","-1308.44","-550.917","1012.12","-1386.5","-777.391","1010.52","-1122.76","-586.568","1599.89","-1348.66","-713.342","1321.98","-1120.94","-584.333","1205.73","-986.716","-658.869","473.167","-1239.95","-663.571","478.392","-980.968","-531.922","881.392","-948.969","-726.83","125.808","-1308.23","-723.945","144.371","nan","nan","nan","nan","nan","nan"
14,0,"-862.471","-675.823","1014.16","-941.853","-702.956","1325.06","-1308.33","-550.992","1012.11","-1386.37","-777.486","1010.47","-1122.85","-586.572","1599.84","-1348.66","-713.446","1321.96","-1121","-584.38","1205.74","-986.722","-658.907","473.167","-1239.97","-663.608","478.416","-980.878","-531.935","881.394","-948.975","-726.822","125.813","-1308.23","-723.96","144.341","nan","nan","nan","nan","nan","nan"
15,0,"-862.384","-675.804","1014.22","-941.849","-702.899","1325.07","-1308.28","-551.046","1012.18","-1386.26","-777.579","1010.41","-1122.93","-586.565","1599.8","-1348.64","-713.549","1321.91","-1121.03","-584.421","1205.72","-986.739","-658.915","473.175","-1240","-663.651","478.395","-980.79","-531.951","881.391","-948.993","-726.846","125.79","-1308.25","-723.981","144.361","nan","nan","nan","nan","nan","nan"
16,0,"-862.287","-675.774","1014.26","-941.842","-702.843","1325.07","-1308.22","-551.112","1012.2","-1386.16","-777.674","1010.33","-1123.03","-586.547","1599.78","-1348.61","-713.663","1321.87","-1121.07","-584.448","1205.71","-986.795","-659.014","473.12","-1240.03","-663.708","478.392","-980.693","-531.97","881.359","-948.996","-726.855","125.786","-1308.26","-723.999","144.365","nan","nan","nan","nan","nan","nan"
17,0,"-862.196","-675.726","1014.28","-941.836","-702.796","1325.07","-1308.15","-551.161","1012.23","-1386.09","-777.741","1010.29","-1123.14","-586.535","1599.74","-1348.59","-713.734","1321.83","-1121.09","-584.471","1205.69","-986.857","-659.051","473.069","-1240.08","-663.752","478.414","-980.583","-531.983","881.366","-949.012","-726.87","125.769","-1308.24","-724.012","144.354","nan","nan","nan","nan","nan","nan"
18,0,"-862.091","-675.694","1014.32","-941.832","-702.758","1325.08","-1308.08","-551.224","1012.24","-1386.03","-777.796","1010.26","-1123.23","-586.517","1599.71","-1348.57","-713.807","1321.82","-1121.12","-584.49","1205.68","-986.894","-659.087","473.052","-1240.1","-663.783","478.422","-980.481","-532.002","881.341","-949.016","-726.878","125.77","-1308.24","-724.018","144.344","nan","nan","nan","nan","nan","nan"
19,0,"-862.016","-675.666","1014.36","-941.81","-702.701","1325.09","-1308.04","-551.265","1012.3","-1385.98","-777.845","1010.24","-1123.29","-586.472","1599.65","-1348.55","-713.863","1321.81","-1121.13","-584.528","1205.68","-986.914","-659.123","473.054","-1240.11","-663.815","478.439","-980.413","-532.064","881.331","-949.041","-726.881","125.781","-1308.23","-724.03","144.363","nan","nan","nan","nan","nan","nan"
20,0,"-861.949","-675.655","1014.39","-941.787","-702.673","1325.1","-1307.95","-551.322","1012.26","-1385.94","-777.899","1010.22","-1123.37","-586.395","1599.59","-1348.52","-713.93","1321.79","-1121.13","-584.543","1205.64","-986.896","-659.082","473.104","-1240.15","-663.847","478.466","-980.318","-532.098","881.328","-949.021","-726.901","125.77","-1308.24","-724.028","144.382","nan","nan","nan","nan","nan","nan"
21,0,"-861.867","-675.616","1014.44","-941.763","-702.65","1325.1","-1307.91","-551.376","1012.27","-1385.91","-777.937","1010.22","-1123.48","-586.354","1599.54","-1348.52","-713.966","1321.82","-1121.13","-584.553","1205.62","-986.918","-659.081","473.112","-1240.16","-663.848","478.5","-980.249","-532.127","881.308","-949.04","-726.906","125.767","-1308.25","-724.048","144.394","nan","nan","nan","nan","nan","nan"
22,0,"-861.762","-675.591","1014.51","-941.743","-702.638","1325.1","-1307.83","-551.429","1012.22","-1385.91","-777.964","1010.23","-1123.56","-586.318","1599.51","-1348.5","-713.993","1321.83","-1121.12","-584.57","1205.63","-986.962","-659.114","473.097","-1240.18","-663.867","478.489","-980.163","-532.142","881.291","-949.052","-726.904","125.781","-1308.25","-724.062","144.374","nan","nan","nan","nan","nan","nan"
23,0,"-861.692","-675.562","1014.54","-941.716","-702.617","1325.08","-1307.77","-551.475","1012.18","-1385.92","-777.989","1010.24","-1123.63","-586.278","1599.47","-1348.46","-714.056","1321.83","-1121.12","-584.607","1205.64","-986.985","-659.11","473.09","-1240.19","-663.898","478.538","-980.085","-532.17","881.293","-949.038","-726.911","125.791","-1308.27","-724.071","144.395","nan","nan","nan","nan","nan","nan"
24,0,"-861.641","-675.542","1014.54","-941.675","-702.601","1325.1","-1307.74","-551.52","1012.14","-1385.94","-778.015","1010.26","-1123.7","-586.239","1599.45","-1348.42","-714.081","1321.84","-1121.1","-584.643","1205.64","-987.012","-659.112","473.111","-1240.18","-663.891","478.493","-980.023","-532.187","881.294","-949.059","-726.886","125.801","-1308.29","-724.065","144.39","nan","nan","nan","nan","nan","nan"
25,0,"-861.591","-675.543","1014.58","-941.64","-702.581","1325.07","-1307.71","-551.564","1012.12","-1385.95","-778.058","1010.27","-1123.76","-586.206","1599.43","-1348.38","-714.132","1321.85","-1121.09","-584.67","1205.63","-987.05","-659.099","473.085","-1240.2","-663.882","478.504","-979.963","-532.194","881.277","-949.069","-726.886","125.807","-1308.28","-724.078","144.386","nan","nan","nan","nan","nan","nan"
26,0,"-861.504","-675.508","1014.58","-941.604","-702.563","1325.02","-1307.71","-551.604","1012.09","-1385.98","-778.078","1010.29","-1123.81","-586.151","1599.41","-1348.33","-714.143","1321.86","-1121.07","-584.694","1205.58","-987.087","-659.076","473.077","-1240.23","-663.898","478.546","-979.917","-532.207","881.23","-949.076","-726.869","125.788","-1308.3","-724.054","144.399","nan","nan","nan","nan","nan","nan"
27,0,"-861.425","-675.495","1014.57","-941.569","-702.547","1325","-1307.71","-551.634","1012.07","-1386.01","-778.088","1010.34","-1123.87","-586.097","1599.4","-1348.28","-714.165","1321.87","-1121.06","-584.715","1205.56","-987.113","-659.059","473.065","-1240.24","-663.903","478.555","-979.872","-532.211","881.179","-949.081","-726.88","125.791","-1308.27","-724.067","144.346","nan","nan","nan","nan","nan","nan"
28,0,"-861.364","-675.448","1014.51","-941.533","-702.528","1324.95","-1307.71","-551.654","1012.06","-1386.06","-778.099","1010.4","-1123.9","-586.04","1599.39","-1348.24","-714.194","1321.9","-1121.04","-584.719","1205.52","-987.132","-659.058","473.049","-1240.27","-663.913","478.559","-979.818","-532.207","881.125","-949.089","-726.875","125.785","-1308.28","-724.063","144.336","nan","nan","nan","nan","nan","nan"
29,0,"-861.318","-675.442","1014.47","-941.488","-702.535","1324.93","-1307.74","-551.707","1012.05","-1386.1","-778.128","1010.45","-1123.92","-586.003","1599.37","-1348.21","-714.199","1321.93","-1121.03","-584.733","1205.49","-987.201","-659.042","473.006","-1240.28","-663.876","478.551","-979.799","-532.222","881.098","-949.104","-726.872","125.786","-1308.28","-724.063","144.337","nan","nan","nan","nan","nan","nan"
30,0,"-861.294","-675.42","1014.4","-941.453","-702.517","1324.89","-1307.78","-551.742","1012.06","-1386.16","-778.138","1010.51","-1123.94","-585.947","1599.33","-1348.15","-714.183","1321.95","-1121.02","-584.739","1205.48","-987.22","-659.043","472.994","-1240.26","-663.858","478.485","-979.775","-532.23","881.07","-949.107","-726.875","125.782","-1308.28","-724.049","144.338","nan","nan","nan","nan","nan","nan"
31,0,"-861.263","-675.423","1014.34","-941.411","-702.522","1324.84","-1307.81","-551.759","1012.04","-1386.22","-778.158","1010.59","-1123.95","-585.877","1599.31","-1348.09","-714.178","1321.99","-1121.01","-584.746","1205.45","-987.233","-659.034","473.001","-1240.27","-663.855","478.476","-979.734","-532.232","881.049","-949.116","-726.878","125.762","-1308.29","-724.053","144.329","nan","nan","nan","nan","nan","nan"
32,0,"-861.264","-675.455","1014.29","-941.363","-702.508","1324.8","-1307.85","-551.797","1012","-1386.27","-778.174","1010.68","-1123.97","-585.831","1599.28","-1348.05","-714.153","1322.04","-1120.99","-584.744","1205.43","-987.246","-659.03","473.008","-1240.27","-663.856","478.488","-979.734","-532.248","881.005","-949.123","-726.872","125.764","-1308.31","-724.043","144.372","nan","nan","nan","nan","nan","nan"
33,0,"-861.267","-675.474","1014.23","-941.306","-702.443","1324.74","-1307.91","-551.83","1011.98","-1386.33","-778.188","1010.8","-1123.98","-585.775","1599.26","-1348","-714.137","1322.11","-1120.98","-584.743","1205.41","-987.266","-659.038","473","-1240.29","-663.877","478.494","-979.737","-532.278","880.976","-949.134","-726.871","125.775","-1308.31","-724.055","144.353","nan","nan","nan","nan","nan","nan"
34,0,"-861.28","-675.499","1014.17","-941.241","-702.391","1324.69","-1307.97","-551.859","1011.96","-1386.37","-778.221","1010.88","-1123.98","-585.713","1599.24","-1347.95","-714.1","1322.16","-1120.95","-584.732","1205.38","-987.28","-659.03","473.008","-1240.29","-663.869","478.487","-979.766","-532.309","880.919","-949.133","-726.866","125.788","-1308.32","-724.05","144.389","nan","nan","nan","nan","nan","nan"
35,0,"-861.299","-675.487","1014.05","-941.201","-702.349","1324.64","-1308.04","-551.883","1011.93","-1386.41","-778.252","1010.96","-1123.98","-585.646","1599.21","-1347.9","-714.089","1322.2","-1120.92","-584.723","1205.36","-987.296","-659.028","473.005","-1240.3","-663.87","478.48","-979.793","-532.307","880.868","-949.126","-726.892","125.797","-1308.33","-724.063","144.386","nan","nan","nan","nan","nan","nan"
36,0,"-861.309","-675.517","1013.99","-941.153","-702.315","1324.58","-1308.12","-551.902","1011.9","-1386.45","-778.286","1011.03","-1123.97","-585.57","1599.21","-1347.86","-714.035","1322.25","-1120.9","-584.706","1205.35","-987.314","-659.033","473.005","-1240.3","-663.872","478.48","-979.841","-532.345","880.81","-949.128","-726.886","125.805","-1308.33","-724.072","144.381","nan","nan","nan","nan","nan","nan"
37,0,"-861.359","-675.558","1013.88","-941.117","-702.287","1324.53","-1308.18","-551.916","1011.84","-1386.51","-778.314","1011.11","-1123.97","-585.496","1599.2","-1347.82","-713.999","1322.31","-1120.87","-584.68","1205.32","-987.331","-659.035","472.998","-1240.3","-663.862","478.481","-979.909","-532.398","880.737","-949.145","-726.883","125.79","-1308.33","-724.095","144.362","nan","nan","nan","nan","nan","nan"
38,0,"-861.426","-675.59","1013.76","-941.084","-702.259","1324.45","-1308.26","-551.925","1011.82","-1386.57","-778.325","1011.18","-1123.94","-585.384","1599.15","-1347.78","-713.959","1322.33","-1120.84","-584.663","1205.29","-987.335","-659.045","472.985","-1240.29","-663.853","478.468","-979.961","-532.454","880.667","-949.144","-726.881","125.784","-1308.34","-724.08","144.355","nan","nan","nan","nan","nan","nan"
39,0,"-861.477","-675.678","1013.71","-941.048","-702.222","1324.39","-1308.32","-551.916","1011.77","-1386.61","-778.337","1011.23","-1123.93","-585.284","1599.14","-1347.76","-713.906","1322.36","-1120.82","-584.636","1205.25","-987.353","-659.056","472.968","-1240.3","-663.856","478.448","-980.019","-532.493","880.599","-949.165","-726.88","125.757","-1308.34","-724.078","144.322","nan","nan","nan","nan","nan","nan"
40,0,"-861.555","-675.721","1013.62","-941.02","-702.201","1324.33","-1308.38","-551.928","1011.73","-1386.65","-778.372","1011.24","-1123.94","-585.199","1599.16","-1347.72","-713.844","1322.39","-1120.78","-584.588","1205.2","-987.355","-659.078","472.945","-1240.29","-663.858","478.424","-980.102","-532.553","880.518","-949.161","-726.892","125.74","-1308.32","-724.071","144.3","nan","nan","nan","nan","nan","nan"
41,0,"-861.598","-675.788","1013.59","-940.998","-702.156","1324.3","-1308.4","-551.925","1011.61","-1386.71","-778.349","1011.31","-1123.93","-585.105","1599.14","-1347.69","-713.784","1322.41","-1120.76","-584.544","1205.17","-987.357","-659.113","472.942","-1240.3","-663.856","478.465","-980.185","-532.612","880.457","-949.161","-726.898","125.738","-1308.3","-724.051","144.292","nan","nan","nan","nan","nan","nan"
42,0,"-861.652","-675.843","1013.54","-940.972","-702.123","1324.27","-1308.46","-551.904","1011.57","-1386.76","-778.363","1011.33","-1123.93","-585.008","1599.11","-1347.67","-713.74","1322.43","-1120.76","-584.495","1205.17","-987.343","-659.141","472.944","-1240.3","-663.843","478.465","-980.267","-532.682","880.378","-949.153","-726.915","125.728","-1308.3","-724.048","144.282","nan","nan","nan","nan","nan","nan"
43,0,"-861.708","-675.85","1013.48","-940.948","-702.099","1324.27","-1308.52","-551.882","1011.54","-1386.81","-778.343","1011.36","-1123.91","-584.894","1599.08","-1347.66","-713.672","1322.46","-1120.74","-584.448","1205.14","-987.351","-659.179","472.941","-1240.27","-663.84","478.409","-980.373","-532.772","880.32","-949.155","-726.932","125.744","-1308.3","-724.05","144.318","nan","nan","nan","nan","nan","nan"
44,0,"-861.798","-675.936","1013.46","-940.941","-702.041","1324.24","-1308.52","-551.851","1011.44","-1386.86","-778.303","1011.41","-1123.91","-584.798","1599.07","-1347.63","-713.637","1322.45","-1120.73","-584.393","1205.14","-987.353","-659.222","472.937","-1240.26","-663.853","478.467","-980.487","-532.871","880.232","-949.156","-726.941","125.756","-1308.3","-724.026","144.309","nan","nan","nan","nan","nan","nan"
45,0,"-861.87","-675.965","1013.41","-940.927","-702.005","1324.21","-1308.59","-551.824","1011.4","-1386.92","-778.248","1011.48","-1123.87","-584.659","1599.04","-1347.62","-713.564","1322.47","-1120.71","-584.334","1205.14","-987.323","-659.281","472.953","-1240.24","-663.903","478.397","-980.624","-532.966","880.145","-949.142","-726.953","125.77","-1308.29","-724.034","144.309","nan","nan","nan","nan","nan","nan"
46,0,"-861.916","-675.926","1013.33","-940.918","-701.945","1324.22","-1308.6","-551.758","1011.34","-1386.95","-778.197","1011.51","-1123.85","-584.555","1599.02","-1347.61","-713.488","1322.47","-1120.72","-584.277","1205.16","-987.323","-659.332","472.954","-1240.23","-663.9","478.417","-980.753","-533.019","880.045","-949.149","-726.946","125.763","-1308.29","-724.035","144.329","nan","nan","nan","nan","nan","nan"
47,0,"-861.975","-675.95","1013.3","-940.915","-701.888","1324.21","-1308.72","-551.686","1011.42","-1386.98","-778.161","1011.54","-1123.81","-584.44","1598.99","-1347.58","-713.436","1322.47","-1120.7","-584.224","1205.15","-987.304","-659.392","472.959","-1240.21","-663.915","478.423","-980.852","-533.048","879.975","-949.134","-726.957","125.774","-1308.3","-724.036","144.343","nan","nan","nan","nan","nan","nan"
48,0,"-862.016","-675.992","1013.29","-940.908","-701.826","1324.2","-1308.79","-551.618","1011.44","-1386.98","-778.116","1011.53","-1123.78","-584.329","1599","-1347.57","-713.355","1322.47","-1120.7","-584.165","1205.15","-987.296","-659.433","472.965","-1240.19","-663.901","478.46","-980.987","-533.168","879.854","-949.122","-726.975","125.78","-1308.31","-724.036","144.354","nan","nan","nan","nan","nan","nan"
49,0,"-862.079","-676.02","1013.25","-940.894","-701.77","1324.2","-1308.81","-551.552","1011.37","-1387","-778.064","1011.55","-1123.74","-584.22","1599","-1347.57","-713.256","1322.49","-1120.71","-584.107","1205.12","-987.282","-659.489","472.977","-1240.17","-663.955","478.427","-981.108","-533.272","879.771","-949.137","-726.97","125.789","-1308.32","-724.043","144.358","nan","nan","nan","nan","nan","nan"
50,0,"-862.129","-676.016","1013.19","-940.882","-701.719","1324.18","-1308.84","-551.477","1011.37","-1386.98","-778.062","1011.51","-1123.67","-584.098","1598.98","-1347.56","-713.177","1322.49","-1120.71","-584.058","1205.09","-987.265","-659.543","472.993","-1240.18","-663.994","478.486","-981.219","-533.358","879.706","-949.139","-726.976","125.796","-1308.3","-724.031","144.329","nan","nan","nan","nan","nan","nan"
51,0,"-862.188","-676.005","1013.12","-940.862","-701.627","1324.18","-1308.93","-551.404","1011.44","-1386.98","-778.021","1011.52","-1123.62","-583.988","1598.97","-1347.53","-713.123","1322.47","-1120.72","-584.001","1205.07","-987.255","-659.583","472.996","-1240.15","-664.003","478.424","-981.306","-533.41","879.638","-949.148","-726.982","125.784","-1308.34","-724.027","144.374","nan","nan","nan","nan","nan","nan"
52,0,"-862.238","-676.012","1013.08","-940.847","-701.505","1324.15","-1308.88","-551.32","1011.36","-1386.98","-777.968","1011.53","-1123.55","-583.85","1598.95","-1347.53","-713.017","1322.49","-1120.73","-583.936","1205.03","-987.237","-659.62","472.996","-1240.13","-664.046","478.395","-981.421","-533.483","879.578","-949.118","-726.997","125.801","-1308.3","-723.999","144.349","nan","nan","nan","nan","nan","nan"
53,0,"-862.298","-676.009","1013.02","-940.838","-701.418","1324.13","-1308.9","-551.246","1011.37","-1386.97","-777.922","1011.52","-1123.5","-583.717","1598.95","-1347.52","-712.921","1322.48","-1120.73","-583.871","1204.99","-987.236","-659.653","472.984","-1240.11","-664.066","478.409","-981.534","-533.56","879.53","-949.122","-726.998","125.809","-1308.31","-723.992","144.383","nan","nan","nan","nan","nan","nan"
54,0,"-862.348","-675.989","1012.99","-940.828","-701.335","1324.11","-1308.86","-551.382","1011.42","-1386.97","-777.842","1011.55","-1123.42","-583.575","1598.93","-1347.51","-712.823","1322.49","-1120.73","-583.8","1204.95","-987.245","-659.657","472.974","-1240.13","-664.134","478.401","-981.633","-533.601","879.476","-949.13","-727.005","125.796","-1308.32","-724.011","144.416","nan","nan","nan","nan","nan","nan"
55,0,"-862.386","-675.958","1012.95","-940.823","-701.243","1324.08","-1308.86","-551.301","1011.42","-1386.96","-777.774","1011.58","-1123.38","-583.468","1598.92","-1347.51","-712.723","1322.51","-1120.73","-583.718","1204.93","-987.239","-659.666","472.969","-1240.12","-664.158","478.415","-981.732","-533.621","879.41","-949.109","-727","125.813","-1308.3","-724.007","144.416","nan","nan","nan","nan","nan","nan"
56,0,"-862.428","-675.93","1012.92","-940.816","-701.17","1324.07","-1308.85","-551.231","1011.4","-1386.96","-777.707","1011.58","-1123.33","-583.351","1598.89","-1347.52","-712.611","1322.55","-1120.72","-583.627","1204.9","-987.222","-659.66","472.952","-1240.14","-664.186","478.426","-981.827","-533.658","879.348","-949.116","-726.989","125.828","-1308.33","-724.012","144.49","nan","nan","nan","nan","nan","nan"
57,0,"-862.456","-675.89","1012.87","-940.809","-701.083","1324.03","-1308.84","-551.155","1011.41","-1386.94","-777.635","1011.6","-1123.27","-583.209","1598.88","-1347.51","-712.516","1322.57","-1120.71","-583.536","1204.87","-987.22","-659.65","472.949","-1240.14","-664.268","478.412","-981.878","-533.591","879.296","-949.103","-727.001","125.825","-1308.33","-724.034","144.514","nan","nan","nan","nan","nan","nan"
58,0,"-862.479","-675.873","1012.87","-940.8","-701.004","1324","-1308.83","-551.096","1011.43","-1386.92","-777.563","1011.62","-1123.22","-583.075","1598.86","-1347.49","-712.399","1322.57","-1120.71","-583.453","1204.85","-987.227","-659.656","472.975","-1240.14","-664.307","478.445","-981.939","-533.603","879.246","-949.115","-726.992","125.839","-1308.34","-724.05","144.546","nan","nan","nan","nan","nan","nan"
59,0,"-862.513","-675.837","1012.82","-940.79","-700.927","1323.98","-1308.82","-551.033","1011.45","-1386.92","-777.478","1011.65","-1123.13","-582.935","1598.8","-1347.48","-712.305","1322.59","-1120.69","-583.382","1204.83","-987.227","-659.633","472.98","-1240.13","-664.375","478.416","-981.989","-533.575","879.195","-949.101","-726.992","125.848","-1308.34","-724.049","144.556","nan","nan","nan","nan","nan","nan"
60,0,"-862.54","-675.807","1012.78","-940.77","-700.823","1323.95","-1308.8","-550.934","1011.49","-1386.91","-777.375","1011.67","-1123.07","-582.796","1598.77","-1347.46","-712.213","1322.59","-1120.68","-583.324","1204.82","-987.234","-659.601","472.981","-1240.11","-664.43","478.438","-982.04","-533.599","879.124","-949.105","-726.966","125.864","-1308.34","-724.062","144.557","nan","nan","nan","nan","nan","nan"
61,0,"-862.568","-675.762","1012.74","-940.76","-700.776","1323.93","-1308.77","-550.856","1011.5","-1386.9","-777.258","1011.69","-1123.05","-582.696","1598.77","-1347.45","-712.116","1322.61","-1120.66","-583.265","1204.81","-987.248","-659.545","472.968","-1240.11","-664.47","478.48","-982.073","-533.571","879.074","-949.11","-726.959","125.865","-1308.33","-724.061","144.561","nan","nan","nan","nan","nan","nan"
62,0,"-862.588","-675.728","1012.73","-940.743","-700.655","1323.9","-1308.72","-550.772","1011.53","-1386.89","-777.151","1011.69","-1123","-582.575","1598.73","-1347.43","-711.998","1322.61","-1120.65","-583.212","1204.78","-987.286","-659.488","472.94","-1240.12","-664.546","478.458","-982.118","-533.551","879.016","-949.112","-726.946","125.868","-1308.35","-724.073","144.581","nan","nan","nan","nan","nan","nan"
63,0,"-862.599","-675.686","1012.69","-940.743","-700.569","1323.87","-1308.67","-550.671","1011.54","-1386.89","-777.044","1011.71","-1122.97","-582.437","1598.76","-1347.42","-711.894","1322.63","-1120.65","-583.174","1204.76","-987.309","-659.436","472.923","-1240.12","-664.589","478.422","-982.162","-533.535","878.948","-949.106","-726.919","125.885","-1308.37","-724.068","144.592","nan","nan","nan","nan","nan","nan"
