Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (1045)",,,"Reconstruction Position - Unlabeled Track (1373)",,,"Reconstruction Position - Unlabeled Track (1377)",,,"Reconstruction Position - Unlabeled Track (1404)",,,"Reconstruction Position - Unlabeled Track (1465)",,,"Reconstruction Position - Unlabeled Track (1481)",,,"Reconstruction Position - Unlabeled Track (1509)",,,"Reconstruction Position - Unlabeled Track (1514)",,,"Reconstruction Position - Unlabeled Track (1516)",,,"Reconstruction Position - Unlabeled Track (1538)",,,"Reconstruction Position - Unlabeled Track (1539)",,,"Reconstruction Position - Unlabeled Track (1542)",,,"Reconstruction Position - Unlabeled Track (1548)",,,"Reconstruction Position - Unlabeled Track (1549)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
181,0,"-978.655","-616.099","1069.14","-1106.19","-86.1285","1440.97","-1076.43","-625.21","508.322","-1089.47","-302.875","1117.44","-1310.73","-180.578","1204.82","-1278.7","-359.423","140.468","-1337.92","-253.743","910.107","-1020.28","-424.921","1319.65","-912.48","-724.728","878.84","-1210.43","-331.744","497.326","-1101.82","-739.789","150.021","-1304.72","-210.014","691.144","-1316.04","-374.888","911.744","-1086.64","-574.15","940.468"
182,0,"-978.635","-608.521","1065.83","-1107.58","-82.6187","1440.51","-1079.61","-626.488","508.913","-1090.33","-300.9","1117.55","-1311.47","-177.868","1203.45","-1279.26","-359.083","140.824","-1339.19","-254.037","909.539","-1021.67","-421.969","1320.33","-912.333","-712.102","872.335","-1211.37","-331.78","497.246","-1109.04","-742.578","151.412","-1308.66","-212.242","690.12","-1315.45","-374.587","910.887","-1088.44","-574.014","941.811"
183,0,"-978.606","-600.877","1062.53","-1108.95","-79.3731","1440.12","-1082.95","-627.854","509.302","-1091","-298.976","1117.7","-1312.45","-175.315","1202.54","-1279.77","-358.896","140.929","-1340.45","-254.194","909.033","-1023.05","-419.15","1320.96","-912.319","-698.949","865.586","-1212.47","-331.497","497.646","-1114.87","-745.831","152.826","-1312.17","-213.896","689.211","-1315.84","-370.703","911.817","-1090.17","-573.824","943.004"
184,0,"-978.365","-593.087","1059.18","-1110.14","-76.3634","1439.77","-1086.17","-629.321","509.803","-1091.67","-297.324","1117.97","-1313.31","-173.064","1201.42","-1280.37","-358.657","141.255","-1341.57","-254.335","908.672","-1024.45","-416.496","1321.49","-912.083","-685.214","859.136","-1213.62","-331.388","497.611","-1122.5","-749.178","153.848","-1315.17","-214.984","688.523","-1315.85","-368.525","912.197","-1091.81","-572.465","942.943"
185,0,"-978.006","-585.064","1055.72","-1111.36","-73.6269","1439.63","-1089.49","-630.837","510.276","-1092.32","-295.738","1118.22","-1314.14","-171.091","1200.22","-1280.88","-358.634","141.141","-1342.68","-254.043","908.278","-1025.81","-414.008","1322","-912.366","-671.089","852.539","-1214.73","-331.036","497.759","-1128.1","-752.383","155.665","-1317.78","-215.425","687.997","-1316","-366.516","912.58","-1093.46","-572.281","944.031"
186,0,"-977.716","-577.324","1052.72","-1112.55","-71.1568","1439.55","-1092.82","-632.449","510.897","-1092.86","-294.259","1118.52","-1315.17","-169.255","1199.46","-1281.47","-358.519","141.328","-1343.65","-253.596","907.995","-1027.17","-411.739","1322.57","-912.652","-656.351","846.045","-1215.78","-330.78","497.923","-1134.95","-755.875","157.069","-1320.34","-214.958","687.71","-1315.99","-365.072","912.332","-1095.05","-572.029","944.984"
187,0,"-977.349","-569.484","1049.75","-1113.57","-68.789","1439.6","-1096.18","-634.158","511.709","-1093.41","-292.909","1118.83","-1316.2","-167.648","1198.76","-1281.98","-358.285","141.489","-1344.54","-252.86","907.786","-1028.47","-409.515","1323.03","-913.129","-641.004","839.647","-1216.88","-330.481","498.167","-1140.98","-759.524","158.654","-1321.73","-214.448","687.034","-1316.2","-363.284","912.491","-1096.76","-572.592","946.361"
188,0,"-976.93","-561.691","1046.93","-1114.62","-66.7971","1439.74","-1099.46","-635.88","512.785","-1093.99","-291.668","1119.18","-1317.24","-166.191","1198.15","-1282.39","-357.943","141.924","-1344.98","-252.26","907.711","-1029.79","-407.515","1323.53","-913.692","-625.29","833.689","-1217.79","-330.02","498.456","-1148.71","-763.119","160.12","-1323.76","-212.326","687.215","-1316.57","-361.573","913.107","-1098.25","-572.174","947.015"
189,0,"-976.56","-554.337","1044.53","-1115.65","-64.9636","1439.94","-1102.7","-637.634","513.849","-1094.51","-290.355","1119.51","-1318.22","-164.906","1197.6","-1282.83","-357.83","141.98","-1345.45","-250.803","907.383","-1031.03","-405.526","1323.92","-914.354","-609.038","828.083","-1218.46","-329.83","498.581","-1155.47","-767.038","161.495","-1324.71","-210.283","687.029","-1316.88","-360.191","913.057","-1099.72","-571.804","947.644"
190,0,"-976.122","-547.173","1042.36","-1116.64","-63.4293","1440.26","-1105.79","-639.531","514.736","-1095.22","-289.276","1119.95","-1319.16","-163.743","1197.22","-1283.15","-357.758","142.09","-1345.7","-249.028","906.985","-1032.24","-403.645","1324.3","-915.649","-592.529","822.807","-1219.16","-329.625","498.695","-1162.52","-771.251","162.649","-1325.32","-207.599","686.834","-1317.28","-359.019","913.215","-1101.39","-570.852","947.657"
191,0,"-975.667","-540.578","1040.52","-1117.55","-62.0726","1440.59","-1108.9","-641.487","515.474","-1095.97","-288.035","1120.41","-1319.97","-162.734","1196.93","-1283.33","-357.759","142.039","-1345.81","-246.907","906.518","-1033.44","-401.99","1324.74","-917.902","-575.757","817.968","-1219.16","-329.27","499","-1168.63","-775.311","164.365","-1325.47","-204.166","686.571","-1317.8","-357.877","913.453","-1102.18","-572.057","949.563"
192,0,"-975.087","-534.142","1038.9","-1118.44","-60.9563","1440.95","-1111.95","-643.481","516.076","-1096.91","-286.867","1120.82","-1320.72","-161.755","1196.64","-1283.46","-357.668","142.116","-1345.7","-244.465","905.919","-1034.58","-400.309","1325.05","-919.544","-558.679","813.947","-1221.38","-329.621","497.842","-1175.33","-779.367","165.988","-1325.39","-200.2","686.537","-1318.29","-356.868","913.518","-1103.49","-571.752","949.83"
193,0,"-974.416","-528.213","1037.53","-1119.4","-60.0915","1441.37","-1114.92","-645.518","516.468","-1097.86","-285.687","1121.12","-1321.44","-160.856","1196.5","-1283.58","-357.602","142.195","-1345.42","-241.731","905.249","-1035.75","-398.845","1325.35","-921.413","-541.368","810.71","-1221.7","-329.485","497.929","-1180.76","-783.641","168.786","-1324.86","-195.411","686.282","-1318.8","-356.111","913.359","-1104.26","-572.853","951.17"
194,0,"-973.63","-522.62","1036.37","-1120.23","-59.3516","1441.77","-1117.88","-647.5","516.763","-1098.97","-284.656","1121.39","-1322","-160.106","1196.27","-1283.63","-357.532","142.275","-1344.92","-238.658","904.527","-1036.85","-397.47","1325.63","-923.491","-523.972","808.088","-1221.96","-329.4","498.035","-1187.74","-787.83","169.797","-1323.96","-189.997","686.117","-1319.34","-355.592","913.378","-1105.9","-571.72","950.571"
195,0,"-972.773","-517.351","1035.3","-1121.09","-58.8356","1442.22","-1120.81","-649.514","516.98","-1099.93","-283.517","1121.62","-1322.57","-159.37","1196.17","-1283.63","-357.539","142.228","-1344.29","-235.212","903.723","-1038.01","-396.299","1325.81","-925.909","-506.839","806.511","-1222.14","-329.351","498.043","-1193.44","-791.789","172.089","-1322.76","-183.893","685.98","-1319.84","-355.068","912.738","-1107.13","-571.617","950.688"
196,0,"-971.879","-512.537","1034.46","-1121.95","-58.5052","1442.68","-1123.73","-651.404","517.085","-1100.94","-282.592","1121.87","-1323.05","-158.77","1196.05","-1283.63","-357.516","142.218","-1343.53","-231.418","902.872","-1039.08","-395.254","1325.8","-928.484","-489.941","805.793","-1222.24","-329.318","498.066","-1199.68","-795.849","173.614","-1321.36","-177.161","685.995","-1320.57","-353.857","913.681","-1108.31","-571.701","950.707"
197,0,"-970.964","-508.179","1033.76","-1122.83","-58.4141","1443.12","-1126.49","-653.169","517.24","-1101.88","-281.543","1121.94","-1323.5","-158.222","1196","-1283.6","-357.544","142.156","-1342.62","-227.318","902.046","-1040.14","-394.504","1325.84","-931.397","-473.397","806.027","-1222.25","-329.292","498.069","-1205.65","-799.797","174.9","-1319.71","-170.003","686.163","-1320.93","-353.816","913.056","-1109.47","-571.916","950.741"
198,0,"-969.907","-504.015","1033.23","-1123.68","-58.5272","1443.55","-1129.43","-655.335","517.33","-1102.8","-280.592","1121.88","-1323.9","-157.753","1195.98","-1283.55","-357.519","142.104","-1341.59","-222.813","901.208","-1041.13","-393.904","1325.83","-934.477","-457.33","807.115","-1222.24","-329.286","498.038","-1211.69","-803.641","177.293","-1317.83","-162.009","686.409","-1321.35","-353.606","912.639","-1110.63","-572.215","950.659"
199,0,"-968.846","-500.279","1032.97","-1124.44","-58.6598","1444.02","-1132.12","-657.052","517.216","-1103.65","-279.905","1121.93","-1324.35","-157.398","1195.98","-1283.51","-357.54","141.989","-1340.49","-218.059","900.453","-1042.11","-393.457","1325.61","-937.669","-441.886","809.025","-1222.19","-329.303","498.048","-1217.08","-807.291","177.623","-1315.75","-153.601","686.924","-1321.93","-353.114","913.034","-1111.77","-572.718","950.677"
200,0,"-967.733","-496.703","1032.63","-1125.32","-59.1257","1444.47","-1134.99","-659.265","517.377","-1104.34","-279.272","1121.7","-1324.77","-157.194","1196.06","-1283.42","-357.527","141.928","-1339.28","-212.989","899.851","-1043.09","-393.333","1325.49","-941.064","-427.235","811.897","-1222.12","-329.332","498.012","-1223.04","-811.103","179.599","-1313.56","-144.592","687.706","-1322.3","-352.974","912.756","-1112.98","-573.128","950.629"
201,0,"-966.578","-493.543","1032.55","-1126.09","-59.6257","1444.94","-1137.66","-661.245","517.276","-1104.93","-278.997","1121.48","-1325.25","-157.08","1196.21","-1283.36","-357.543","141.851","-1337.99","-207.611","899.334","-1044.04","-393.298","1325.24","-944.708","-413.609","815.26","-1222.01","-329.392","497.981","-1229.36","-815.46","179.507","-1311.18","-134.988","688.691","-1322.68","-352.804","912.674","-1114.17","-573.707","950.6"
202,0,"-965.398","-490.643","1032.64","-1126.99","-60.3572","1445.43","-1140.3","-662.997","516.983","-1105.48","-278.969","1121.3","-1325.73","-156.97","1196.43","-1283.31","-357.523","141.709","-1336.61","-201.92","898.902","-1044.9","-393.569","1325.14","-948.368","-400.834","819.118","-1221.96","-329.474","497.97","-1234.46","-818.593","180.963","-1308.69","-124.905","690.006","-1323.01","-352.853","912.291","-1115.36","-574.43","950.521"
203,0,"-964.1","-487.817","1032.77","-1127.81","-61.2136","1445.83","-1142.51","-665.287","516.776","-1106.16","-279.268","1121.18","-1326.11","-156.942","1196.68","-1283.25","-357.585","141.596","-1335.17","-196.026","898.651","-1045.84","-393.935","1324.93","-952.289","-389.079","823.247","-1221.9","-329.524","497.975","-1239.47","-821.404","182.384","-1305.95","-114.303","691.53","-1323.4","-353.025","912.22","-1116.53","-575.261","950.408"
204,0,"-962.795","-485.03","1032.8","-1128.68","-62.1391","1446.33","-1145.09","-667.134","516.557","-1106.79","-279.632","1121.12","-1326.41","-156.969","1197.01","-1283.26","-357.597","141.524","-1333.62","-189.867","898.561","-1046.77","-394.539","1324.84","-956.486","-378.239","827.392","-1221.01","-329.388","498.673","-1244.85","-824.903","183.235","-1303.27","-103.326","693.684","-1323.78","-353.162","911.965","-1117.69","-576.205","950.325"
205,0,"-961.536","-482.209","1032.86","-1129.51","-63.2693","1446.74","-1147.43","-669.186","516.414","-1107.6","-280.288","1121.01","-1326.68","-157.023","1197.42","-1283.59","-357.644","141.734","-1332.02","-183.536","898.638","-1047.67","-395.265","1324.79","-960.608","-368.605","831.565","-1220.51","-328.119","499.869","-1249.45","-828.14","184.842","-1300.35","-91.9093","696.084","-1324.17","-353.432","911.816","-1118.91","-577.157","950.155"
206,0,"-960.52","-479.264","1032.87","-1130.39","-64.5216","1447.15","-1149.61","-671.093","515.854","-1108.4","-281.069","1121.02","-1326.86","-157.159","1197.84","-1283.44","-357.335","141.86","-1330.39","-177.086","898.883","-1048.64","-396.141","1324.75","-964.509","-360.244","835.309","-1220.57","-328.114","499.854","-1253.93","-831.392","185.622","-1297.31","-80.1305","698.888","-1324.64","-353.943","911.623","-1120.1","-578.208","949.92"
207,0,"-960.222","-475.805","1032.5","-1131.16","-65.9484","1447.5","-1151.74","-673.213","515.623","-1109.23","-282.111","1121.05","-1327","-157.37","1198.35","-1283","-357.577","140.631","-1328.69","-170.543","899.398","-1049.64","-397.248","1324.87","-968.069","-352.927","838.627","-1221.07","-329.059","498.878","-1258.84","-833.791","186.231","-1294.16","-68.1223","702.103","-1325.1","-354.361","911.354","-1121.33","-579.318","949.702"
208,0,"-959.156","-472.816","1032.69","-1131.95","-67.4874","1447.95","-1153.85","-675.197","515.138","-1110.01","-283.292","1121.05","-1327.16","-157.535","1198.86","-1282.92","-357.65","140.345","-1326.96","-163.982","900.09","-1050.73","-398.3","1324.74","-971.203","-346.791","841.268","-1221.12","-328.879","498.892","-1262.79","-836.064","186.671","-1291.02","-55.9681","705.805","-1325.66","-355.053","911.409","-1122.55","-580.49","949.425"
209,0,"-958.438","-469.669","1032.92","-1132.73","-69.2314","1448.38","-1155.52","-677.867","515.485","-1110.76","-284.682","1121.11","-1327.23","-157.792","1199.43","-1283.2","-357.373","140.888","-1325.17","-157.459","901.014","-1051.8","-399.587","1324.84","-974.113","-341.516","843.256","-1221.25","-328.698","498.937","-1267.19","-838.667","186.986","-1287.81","-43.7443","709.896","-1326.19","-355.646","911.127","-1123.78","-581.784","949.184"
210,0,"-957.937","-466.43","1032.84","-1133.43","-71.1252","1448.81","-1157.23","-680.093","515.034","-1111.52","-286.216","1121.18","-1327.39","-158.026","1200.23","-1283.16","-357.281","140.832","-1323.32","-150.968","902.118","-1052.94","-400.982","1324.88","-976.714","-337.013","844.504","-1221.39","-328.483","498.98","-1270.84","-840.851","188.115","-1284.64","-31.5798","714.464","-1326.71","-356.619","910.843","-1125.04","-583.172","948.89"
211,0,"-957.465","-463.212","1032.66","-1134.15","-73.1455","1449.3","-1158.84","-682.387","514.502","-1112.38","-287.846","1121.28","-1327.51","-158.239","1200.99","-1283.12","-357.308","140.834","-1321.36","-144.68","903.388","-1054.14","-402.433","1324.76","-979.097","-333.163","845.064","-1221.45","-328.312","498.947","-1274.76","-843.206","188.301","-1281.48","-19.5449","719.235","-1327.21","-357.416","910.497","-1126.31","-584.703","948.538"
212,0,"-957.194","-460.059","1032.24","-1134.82","-75.3403","1449.74","-1160.33","-684.818","514.17","-1113.26","-289.513","1121.38","-1327.58","-158.539","1201.84","-1282.74","-357.499","140.005","-1319.16","-138.584","904.86","-1055.25","-403.891","1324.58","-981.189","-329.902","844.933","-1221.29","-328.388","498.399","-1278.46","-845.425","188.067","-1278.58","-7.84691","724.64","-1327.76","-358.372","910.193","-1127.58","-586.336","948.22"
213,0,"-957.089","-456.989","1031.66","-1135.43","-77.5648","1450.3","-1161.62","-687.279","513.748","-1114.32","-291.172","1121.45","-1327.73","-158.74","1202.9","-1283.58","-356.59","142.537","-1316.81","-132.705","906.573","-1056.35","-405.556","1324.43","-983.181","-327.048","844.218","-1221.31","-328.384","498.522","-1283.48","-847.908","186.866","-1275.81","3.36317","730.474","-1328.27","-359.419","910.11","-1128.87","-588.139","947.785"
214,0,"-957.208","-453.889","1030.73","-1136.06","-79.9524","1450.85","-1162.86","-689.743","513.277","-1115.56","-292.873","1121.5","-1327.72","-159.09","1203.77","-1282.99","-357.235","140.879","-1314.31","-126.933","908.578","-1057.46","-407.245","1324.13","-984.623","-324.367","843.286","-1221.43","-328.376","499.033","-1286.69","-849.932","186.987","-1273.21","14.1971","736.584","-1328.74","-360.674","909.807","-1130.18","-590.022","947.495"
215,0,"-957.418","-450.904","1029.7","-1136.71","-82.4718","1451.42","-1163.95","-692.399","513.067","-1116.98","-294.472","1121.39","-1327.84","-159.479","1205.47","-1282.96","-357.326","141.327","-1311.65","-121.242","910.867","-1058.54","-409.001","1323.62","-985.422","-321.741","842.219","-1221.43","-328.453","499.158","-1289.63","-851.989","187.059","-1270.7","24.593","742.996","-1329.19","-361.954","909.542","-1131.48","-591.907","947.106"
216,0,"-957.738","-448.048","1028.6","-1137.42","-85.1418","1452.03","-1164.64","-695.002","512.949","-1118.48","-296.192","1121.35","-1327.89","-159.98","1206.99","-1282.01","-358.549","139.914","-1308.92","-115.621","913.46","-1059.43","-410.73","1323.03","-985.715","-319.307","841.205","-1221.38","-328.624","499.255","-1292.43","-853.983","187.117","-1268.11","34.6228","749.65","-1329.6","-363.116","909.254","-1132.77","-594.036","946.704"
217,0,"-958.095","-445.466","1027.6","-1138.06","-87.8317","1452.68","-1165.1","-697.931","513.053","-1120.11","-297.814","1121.07","-1327.89","-160.628","1208.6","-1282.55","-357.964","140.482","-1306.17","-110.097","916.43","-1060.35","-412.596","1322.29","-985.345","-317.146","840.405","-1221.48","-328.686","499.532","-1295.15","-855.822","187.145","-1265.56","44.2514","756.689","-1330.01","-364.631","908.925","-1134.1","-596.14","946.442"
218,0,"-958.651","-443.276","1026.52","-1138.77","-90.7918","1453.29","-1166","-700.632","512.698","-1121.83","-299.577","1120.84","-1327.93","-161.411","1210.42","-1282.43","-357.926","140.713","-1303.45","-104.628","919.797","-1061.06","-414.492","1321.58","-984.288","-314.762","839.759","-1220.93","-329.778","498.831","-1297.56","-857.669","186.883","-1262.95","53.5539","763.994","-1330.37","-366.026","908.692","-1135.41","-598.424","946.103"
219,0,"-959.104","-441.519","1025.72","-1139.45","-93.7584","1454.01","-1166.89","-703.38","512.293","-1123.62","-301.188","1120.56","-1327.92","-162.349","1212.22","-1282.32","-357.988","140.567","-1300.75","-99.2755","923.424","-1061.79","-416.481","1320.61","-982.663","-312.177","839.383","-1220.86","-330.102","498.909","-1299.92","-859.32","186.462","-1260.32","62.5929","771.502","-1330.72","-367.591","908.213","-1136.76","-600.698","945.779"
220,0,"-959.483","-440.09","1024.9","-1140.15","-96.8574","1454.75","-1167.71","-706.17","511.963","-1125.67","-302.937","1120.32","-1327.92","-163.405","1214.12","-1282.26","-358.013","140.466","-1298.08","-93.9798","927.265","-1062.49","-418.674","1319.74","-980.985","-309.717","839.267","-1220.77","-330.353","498.921","-1301.99","-861.007","186.048","-1257.71","71.1937","779.26","-1331.04","-369.366","907.922","-1138.07","-603.075","945.479"
221,0,"-959.671","-439.091","1024.21","-1140.85","-100.137","1455.46","-1168.48","-709.01","511.608","-1127.5","-304.605","1120.28","-1327.84","-164.684","1215.96","-1282.05","-358.231","140.355","-1295.51","-88.8446","931.348","-1063.19","-421.095","1318.9","-979.331","-307.236","839.538","-1220.9","-330.363","499.456","-1303.86","-862.617","185.477","-1255.14","79.4996","787.119","-1331.35","-370.876","907.559","-1139.38","-605.533","945.163"
222,0,"-959.727","-438.5","1023.54","-1141.53","-103.518","1456.2","-1169.23","-711.928","511.318","-1129.22","-306.356","1120.16","-1327.79","-166.065","1217.84","-1281.94","-358.268","140.24","-1293.07","-83.8986","935.645","-1063.93","-423.735","1318.1","-977.571","-304.565","840.342","-1220.79","-330.883","499.549","-1305.59","-864.026","184.774","-1252.6","87.4695","795.028","-1331.68","-372.693","907.083","-1140.7","-608.048","944.846"
223,0,"-959.611","-438.291","1023.15","-1142.23","-107.009","1456.98","-1170.1","-714.683","510.948","-1130.67","-308.226","1120.14","-1327.72","-167.628","1219.8","-1282.06","-358.369","140.957","-1290.77","-79.2496","940.135","-1064.74","-426.552","1317.34","-975.935","-301.912","841.581","-1220.75","-331.657","499.525","-1307.2","-865.48","184.16","-1250.05","94.9684","803.017","-1332","-374.531","906.712","-1142.03","-610.612","944.47"
224,0,"-959.509","-438.152","1022.74","-1142.93","-110.587","1457.87","-1170.96","-717.547","510.562","-1131.78","-310.064","1120.15","-1327.64","-169.366","1221.75","-1281.71","-358.496","140.404","-1288.55","-74.8669","944.719","-1065.59","-429.626","1316.73","-974.451","-299.44","843.06","-1220.68","-332.287","499.678","-1308.55","-866.859","183.399","-1247.65","101.865","811.392","-1332.31","-376.372","906.208","-1143.32","-613.264","944.03"
225,0,"-959.256","-438.191","1022.65","-1143.59","-114.32","1458.68","-1171.79","-720.358","510.265","-1132.78","-312.071","1120.18","-1327.56","-171.293","1223.74","-1281.76","-358.537","140.512","-1286.45","-70.8282","949.436","-1066.49","-432.841","1316.15","-972.91","-296.788","844.882","-1220.59","-333.139","499.873","-1309.74","-868.134","182.541","-1245.23","108.267","819.846","-1332.71","-378.309","905.965","-1144.66","-615.868","943.659"
226,0,"-959.079","-438.338","1022.72","-1144.18","-118.12","1459.57","-1172.64","-723.161","509.947","-1133.47","-314.17","1120.41","-1327.4","-173.457","1225.57","-1281.67","-358.706","140.483","-1284.53","-67.1482","954.266","-1067.4","-436.318","1315.78","-971.357","-294.219","846.955","-1220.64","-334.349","500.647","-1310.73","-869.418","181.709","-1242.8","114.271","828.403","-1333.05","-380.425","905.718","-1145.95","-618.655","943.306"
227,0,"-959.146","-438.516","1022.79","-1144.8","-122.039","1460.52","-1173.49","-726.035","509.613","-1134.08","-316.322","1120.66","-1327.32","-175.715","1227.39","-1281.55","-358.922","140.446","-1283.04","-64.4502","959.005","-1068.42","-439.89","1315.37","-969.572","-292.092","849.261","-1220.45","-335.413","500.316","-1311.5","-870.769","180.682","-1240.43","119.704","837.177","-1333.39","-382.354","905.518","-1147.29","-621.419","942.892"
228,0,"-958.832","-438.718","1023.21","-1145.35","-126.102","1461.46","-1174.38","-728.684","509.136","-1134.34","-318.427","1121.07","-1327.17","-178.222","1229.07","-1281.47","-359.099","140.472","-1281.42","-61.519","963.905","-1069.41","-443.451","1314.97","-967.939","-289.972","851.707","-1220.53","-336.481","500.535","-1312.19","-871.995","179.657","-1238.02","124.693","845.849","-1333.75","-384.553","905.244","-1148.42","-624.479","942.228"
229,0,"-958.311","-439.099","1023.94","-1146.01","-130.342","1462.48","-1175.22","-731.457","508.767","-1134.44","-320.619","1121.51","-1326.99","-180.93","1230.74","-1281.45","-359.309","140.461","-1279.89","-58.9728","968.713","-1070.56","-447.26","1314.63","-965.571","-287.909","854.744","-1220.49","-337.733","500.706","-1312.73","-873.225","178.54","-1235.53","129.273","854.4","-1334.08","-386.837","905.117","-1149.77","-627.392","941.753"
230,0,"-958.535","-439.928","1024.41","-1146.55","-134.629","1463.58","-1176.04","-734.149","508.252","-1134.44","-322.926","1121.95","-1326.8","-183.869","1232.38","-1281.42","-359.345","140.655","-1278.44","-56.858","973.436","-1071.55","-451.041","1314.41","-963.973","-287.094","857.193","-1220.92","-339.02","500.952","-1313.15","-874.407","177.324","-1233.12","133.395","862.941","-1334.4","-389.127","904.858","-1151.15","-630.346","941.302"
231,0,"-958.032","-440.875","1025.24","-1147.12","-139.059","1464.69","-1176.77","-736.656","507.503","-1134.18","-325.241","1122.33","-1326.67","-186.921","1233.94","-1281.34","-359.645","140.555","-1277.06","-55.2252","978.022","-1072.65","-455.017","1314.29","-962.695","-285.53","859.741","-1220.63","-340.99","501.265","-1313.52","-875.546","176.225","-1230.68","137.035","871.403","-1334.75","-391.39","904.606","-1152.51","-633.34","940.802"
232,0,"-957.414","-442.018","1026.14","-1147.72","-143.638","1465.8","-1177.53","-739.266","506.932","-1133.85","-327.79","1122.6","-1326.59","-190.102","1235.47","-1281.25","-359.952","140.463","-1275.76","-54.0196","982.51","-1073.73","-459.082","1314.35","-960.426","-284.64","862.843","-1220.28","-342.889","500.92","-1313.75","-876.731","175.103","-1228.26","140.188","879.866","-1335.15","-393.768","904.433","-1153.85","-636.473","940.276"
233,0,"-957.043","-443.557","1026.95","-1148.25","-148.276","1466.93","-1178.25","-741.878","506.389","-1133.31","-330.285","1122.8","-1326.63","-193.435","1237.01","-1281.19","-360.221","140.431","-1274.58","-53.2747","986.9","-1074.77","-463.007","1314.28","-959.006","-284.14","865.74","-1220.77","-344.285","501.156","-1313.8","-877.95","173.786","-1225.77","142.891","887.954","-1335.55","-396.323","904.252","-1155.21","-639.695","939.839"
234,0,"-956.869","-445.481","1027.78","-1148.81","-153.114","1468.1","-1178.99","-744.37","505.784","-1132.68","-333.039","1123.08","-1326.6","-197.002","1238.33","-1281.1","-360.686","140.236","-1273.45","-52.9209","991.152","-1075.98","-467.157","1314.2","-957.481","-283.87","868.961","-1220.76","-346.365","501.061","-1313.85","-879.092","172.475","-1223.76","144.685","896.269","-1335.93","-399.009","904.029","-1156.53","-642.948","939.382"
235,0,"-956.736","-447.77","1028.74","-1149.44","-157.993","1469.32","-1179.7","-746.9","505.173","-1131.98","-336.039","1123.37","-1326.74","-200.702","1239.65","-1281.05","-361.166","140.005","-1272.44","-52.9388","995.304","-1077.1","-471.294","1314.28","-956","-283.936","872.292","-1220.89","-348.411","500.995","-1313.86","-880.245","171.35","-1221.5","146.385","904.557","-1336.31","-401.579","903.901","-1157.83","-646.217","938.879"
236,0,"-956.346","-450.143","1029.81","-1150.07","-163.041","1470.51","-1180.31","-749.481","504.537","-1131.3","-339.478","1123.64","-1327.06","-204.491","1240.95","-1281.09","-361.447","140.094","-1271.51","-53.3175","999.277","-1078.24","-475.548","1314.44","-954.543","-284.303","875.58","-1221.01","-350.298","501.21","-1313.58","-881.441","169.786","-1219.52","147.686","912.909","-1336.69","-404.4","903.645","-1159.13","-649.646","938.458"
237,0,"-956.21","-452.841","1030.87","-1150.72","-168.229","1471.73","-1180.9","-752.061","503.973","-1130.92","-343.29","1123.69","-1327.38","-208.495","1242.05","-1281.2","-361.492","140.494","-1270.66","-54.0116","1003.15","-1079.46","-479.924","1314.51","-952.784","-284.58","879.321","-1221.2","-352.237","501.303","-1313.34","-882.722","168.501","-1217.36","148.383","920.977","-1337.11","-407.179","903.497","-1160.39","-653.205","937.975"
238,0,"-956.047","-455.748","1032.05","-1151.43","-173.397","1472.98","-1181.47","-754.577","503.15","-1130.88","-347.24","1123.73","-1327.87","-212.566","1243.1","-1281.26","-361.641","140.796","-1270","-55.0911","1006.85","-1080.72","-484.427","1314.62","-951.52","-285.971","882.587","-1221.5","-354.418","501.336","-1313.21","-883.876","167.232","-1215.31","148.593","928.938","-1337.49","-410.158","903.185","-1161.62","-656.895","937.48"
239,0,"-955.692","-458.681","1033.3","-1152.17","-178.763","1474.24","-1182.02","-757.178","502.634","-1131.38","-351.437","1124.04","-1328.31","-216.858","1244.04","-1281.29","-362.288","140.467","-1269.33","-56.4613","1010.39","-1081.98","-489.128","1314.84","-950.114","-287.472","885.903","-1221.75","-356.677","501.392","-1313.58","-884.973","165.564","-1212.92","148.689","935.875","-1337.91","-413.155","903.159","-1162.83","-660.555","937.058"
240,0,"-955.631","-462.008","1034.55","-1153.03","-184.208","1475.47","-1182.52","-759.952","501.76","-1132.04","-355.622","1124.42","-1328.9","-221.193","1245.01","-1281.2","-362.865","140.237","-1268.73","-58.1587","1013.75","-1083.23","-493.804","1314.88","-948.666","-289.387","889.106","-1222.12","-358.718","501.74","-1311.6","-884.744","165.87","-1210.9","148.341","942.821","-1338.33","-416.303","902.936","-1163.92","-664.307","936.479"
