Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (881)",,,"Reconstruction Position - Unlabeled Track (1018)",,,"Reconstruction Position - Unlabeled Track (1045)",,,"Reconstruction Position - Unlabeled Track (1052)",,,"Reconstruction Position - Unlabeled Track (1193)",,,"Reconstruction Position - Unlabeled Track (1195)",,,"Reconstruction Position - Unlabeled Track (1199)",,,"Reconstruction Position - Unlabeled Track (1200)",,,"Reconstruction Position - Unlabeled Track (1245)",,,"Reconstruction Position - Unlabeled Track (1247)",,,"Reconstruction Position - Unlabeled Track (1248)",,,"Reconstruction Position - Unlabeled Track (1249)",,,"Reconstruction Position - Unlabeled Track (1254)",,,"Reconstruction Position - Unlabeled Track (1255)",,
11,0,"-1223.45","-388.642","1571.59","-1476.22","-612.632","1019.8","-907.403","-557.783","1030.25","-1403.53","-562.997","1320.06","-1004.74","-520.456","1316.22","-1033.96","-493.471","464.122","-1487.61","-528.449","148.467","-949.667","-570.954","123.842","-1190.83","-407.254","1197.41","-1369.64","-481.636","467.639","-1040.9","-392.738","944.269","-1375.02","-398.824","1068.97","nan","nan","nan","nan","nan","nan"
12,0,"-1223.47","-388.785","1571.63","-1476.21","-612.777","1019.76","-907.392","-557.81","1030.26","-1403.53","-563.139","1320.04","-1004.76","-520.495","1316.22","-1033.97","-493.473","464.13","-1487.62","-528.462","148.464","-949.643","-570.97","123.852","-1190.87","-407.323","1197.41","-1369.67","-481.6","467.663","-1040.95","-392.857","944.21","-1375.03","-398.944","1069","nan","nan","nan","nan","nan","nan"
13,0,"-1223.51","-388.931","1571.68","-1476.17","-612.882","1019.74","-907.392","-557.857","1030.27","-1403.57","-563.239","1320.09","-1004.75","-520.485","1316.21","-1033.95","-493.466","464.147","-1487.62","-528.482","148.464","-949.662","-570.971","123.855","-1190.91","-407.389","1197.42","-1369.68","-481.569","467.668","-1040.98","-392.918","944.186","-1375.03","-399.053","1068.97","nan","nan","nan","nan","nan","nan"
14,0,"-1223.55","-389.078","1571.72","-1476.13","-613.001","1019.73","-907.383","-557.881","1030.27","-1403.58","-563.37","1320.09","-1004.76","-520.446","1316.17","-1034","-493.51","464.116","-1487.63","-528.482","148.443","-949.646","-570.978","123.858","-1190.95","-407.45","1197.44","-1369.74","-481.54","467.697","-1040.99","-392.958","944.214","-1375.05","-399.184","1069","nan","nan","nan","nan","nan","nan"
15,0,"-1223.58","-389.226","1571.76","-1476.1","-613.157","1019.71","-907.386","-557.913","1030.28","-1403.57","-563.496","1320.05","-1004.79","-520.494","1316.16","-1034.01","-493.514","464.122","-1487.65","-528.48","148.413","-949.658","-571.006","123.843","-1190.99","-407.517","1197.44","-1369.76","-481.503","467.704","-1041.04","-393.03","944.156","-1375.12","-399.31","1069.05","nan","nan","nan","nan","nan","nan"
16,0,"-1223.61","-389.381","1571.82","-1476.07","-613.297","1019.68","-907.405","-557.926","1030.27","-1403.57","-563.633","1320.04","-1004.83","-520.549","1316.16","-1034.03","-493.529","464.124","-1487.67","-528.495","148.394","-949.63","-570.947","123.902","-1191.03","-407.588","1197.45","-1369.79","-481.498","467.691","-1041.07","-393.081","944.151","-1375.13","-399.427","1069.04","nan","nan","nan","nan","nan","nan"
17,0,"-1223.64","-389.544","1571.85","-1476.04","-613.378","1019.69","-907.422","-557.938","1030.26","-1403.57","-563.756","1320.03","-1004.84","-520.599","1316.17","-1034.05","-493.55","464.125","-1487.67","-528.499","148.378","-949.662","-570.981","123.864","-1191.07","-407.65","1197.43","-1369.83","-481.464","467.711","-1041.1","-393.126","944.092","-1375.13","-399.543","1069.04","nan","nan","nan","nan","nan","nan"
18,0,"-1223.63","-389.683","1571.84","-1476.01","-613.535","1019.65","-907.433","-557.948","1030.28","-1403.57","-563.878","1320.03","-1004.85","-520.606","1316.16","-1034.07","-493.522","464.157","-1487.71","-528.526","148.415","-949.668","-570.978","123.873","-1191.11","-407.724","1197.42","-1369.87","-481.456","467.704","-1041.15","-393.156","944.051","-1375.14","-399.664","1069.01","nan","nan","nan","nan","nan","nan"
19,0,"-1223.66","-389.845","1571.86","-1475.98","-613.652","1019.63","-907.444","-557.925","1030.26","-1403.57","-564.034","1320.01","-1004.89","-520.648","1316.13","-1034.08","-493.541","464.148","-1487.7","-528.504","148.376","-949.662","-570.932","123.919","-1191.16","-407.798","1197.42","-1369.89","-481.46","467.678","-1041.22","-393.194","944.009","-1375.18","-399.782","1069.02","nan","nan","nan","nan","nan","nan"
20,0,"-1223.68","-390.012","1571.88","-1475.94","-613.804","1019.62","-907.454","-557.917","1030.25","-1403.57","-564.181","1320.01","-1004.89","-520.661","1316.12","-1034.1","-493.565","464.124","-1487.72","-528.505","148.367","-949.691","-571.006","123.82","-1191.21","-407.871","1197.43","-1369.94","-481.427","467.708","-1041.28","-393.22","943.977","-1375.2","-399.914","1069.01","nan","nan","nan","nan","nan","nan"
21,0,"-1223.71","-390.163","1571.92","-1475.93","-613.922","1019.62","-907.483","-557.879","1030.21","-1403.56","-564.326","1320.01","-1004.91","-520.701","1316.11","-1034.14","-493.587","464.113","-1487.72","-528.508","148.348","-949.698","-570.989","123.834","-1191.25","-407.938","1197.43","-1369.96","-481.419","467.652","-1041.34","-393.253","943.943","-1375.29","-400.056","1069.06","nan","nan","nan","nan","nan","nan"
22,0,"-1223.77","-390.328","1571.98","-1475.91","-614.07","1019.6","-907.483","-557.847","1030.2","-1403.56","-564.487","1320.01","-1004.87","-520.675","1316.13","-1034.15","-493.605","464.093","-1487.72","-528.512","148.328","-949.685","-571.014","123.797","-1191.29","-408","1197.43","-1370","-481.402","467.663","-1041.4","-393.256","943.901","-1375.32","-400.181","1069.08","nan","nan","nan","nan","nan","nan"
23,0,"-1223.8","-390.49","1572.01","-1475.9","-614.198","1019.61","-907.507","-557.799","1030.15","-1403.52","-564.66","1319.94","-1004.9","-520.7","1316.1","-1034.17","-493.632","464.094","-1487.73","-528.515","148.321","-949.701","-571.022","123.816","-1191.33","-408.055","1197.46","-1370.02","-481.375","467.686","-1041.47","-393.289","943.905","-1375.33","-400.294","1069.07","nan","nan","nan","nan","nan","nan"
24,0,"-1223.83","-390.657","1572.06","-1475.88","-614.365","1019.61","-907.521","-557.785","1030.15","-1403.53","-564.801","1319.97","-1004.89","-520.753","1316.1","-1034.19","-493.638","464.088","-1487.74","-528.55","148.332","-949.694","-571.016","123.815","-1191.36","-408.102","1197.48","-1370.05","-481.337","467.673","-1041.55","-393.301","943.904","-1375.41","-400.447","1069.12","nan","nan","nan","nan","nan","nan"
25,0,"-1223.9","-390.833","1572.16","-1475.88","-614.564","1019.61","-907.536","-557.753","1030.12","-1403.49","-564.958","1319.93","-1004.91","-520.808","1316.09","-1034.21","-493.655","464.082","-1487.75","-528.543","148.322","-949.703","-571.032","123.827","-1191.39","-408.146","1197.51","-1370.07","-481.296","467.68","-1041.62","-393.325","943.898","-1375.47","-400.563","1069.15","nan","nan","nan","nan","nan","nan"
26,0,"-1223.92","-390.994","1572.21","-1475.86","-614.732","1019.61","-907.558","-557.706","1030.09","-1403.47","-565.103","1319.91","-1004.92","-520.846","1316.08","-1034.23","-493.658","464.098","-1487.74","-528.555","148.3","-949.692","-571.046","123.825","-1191.42","-408.184","1197.56","-1370.11","-481.213","467.757","-1041.68","-393.311","943.916","-1375.46","-400.671","1069.15","nan","nan","nan","nan","nan","nan"
27,0,"-1223.93","-391.137","1572.24","-1475.85","-614.888","1019.61","-907.582","-557.687","1030.08","-1403.44","-565.255","1319.87","-1004.94","-520.908","1316.05","-1034.24","-493.667","464.106","-1487.76","-528.571","148.296","-949.69","-571.067","123.812","-1191.45","-408.226","1197.6","-1370.13","-481.16","467.706","-1041.71","-393.283","943.954","-1375.52","-400.804","1069.23","nan","nan","nan","nan","nan","nan"
28,0,"-1223.97","-391.31","1572.32","-1475.85","-615.049","1019.59","-907.597","-557.675","1030.07","-1403.43","-565.372","1319.88","-1004.93","-520.958","1316.05","-1034.28","-493.662","464.097","-1487.77","-528.568","148.239","-949.704","-571.059","123.805","-1191.48","-408.276","1197.64","-1370.16","-481.089","467.728","-1041.76","-393.271","943.974","-1375.56","-400.916","1069.25","nan","nan","nan","nan","nan","nan"
29,0,"-1223.99","-391.471","1572.39","-1475.84","-615.173","1019.58","-907.617","-557.635","1030.04","-1403.37","-565.523","1319.8","-1004.91","-520.962","1316.02","-1034.3","-493.649","464.082","-1487.79","-528.566","148.228","-949.711","-571.073","123.765","-1191.49","-408.322","1197.67","-1370.17","-481.051","467.688","-1041.84","-393.251","943.954","-1375.62","-401.039","1069.28","nan","nan","nan","nan","nan","nan"
30,0,"-1224.03","-391.61","1572.48","-1475.84","-615.209","1019.62","-907.627","-557.57","1029.99","-1403.36","-565.633","1319.81","-1004.92","-520.982","1316","-1034.34","-493.624","464.147","-1487.8","-528.56","148.203","-949.711","-571.077","123.741","-1191.51","-408.373","1197.7","-1370.19","-481.004","467.682","-1041.88","-393.196","944.007","-1375.66","-401.126","1069.3","nan","nan","nan","nan","nan","nan"
31,0,"-1224.06","-391.75","1572.56","-1475.84","-615.309","1019.63","-907.64","-557.527","1029.96","-1403.34","-565.748","1319.79","-1004.88","-521.034","1316.04","-1034.35","-493.355","464.699","-1487.81","-528.541","148.186","-949.747","-571.083","123.73","-1191.52","-408.414","1197.7","-1370.22","-480.97","467.674","-1041.9","-393.135","944.045","-1375.72","-401.216","1069.32","nan","nan","nan","nan","nan","nan"
32,0,"-1224.09","-391.923","1572.68","-1475.84","-615.439","1019.63","-907.67","-557.495","1029.93","-1403.32","-565.84","1319.79","-1004.88","-521.038","1316.01","-1034.56","-493.09","465.522","-1487.8","-528.524","148.156","-949.712","-571.102","123.695","-1191.54","-408.468","1197.73","-1370.26","-480.91","467.684","-1042","-393.092","944.016","-1375.8","-401.303","1069.39","nan","nan","nan","nan","nan","nan"
33,0,"-1224.1","-392.105","1572.77","-1475.85","-615.562","1019.62","-907.694","-557.45","1029.9","-1403.32","-565.933","1319.82","-1004.87","-521.07","1316.01","-1034.83","-492.671","466.793","-1487.79","-528.509","148.145","-949.696","-571.067","123.696","-1191.55","-408.522","1197.74","-1370.29","-480.85","467.752","-1042.03","-393.069","944.058","-1375.85","-401.381","1069.45","nan","nan","nan","nan","nan","nan"
34,0,"-1224.1","-392.255","1572.89","-1475.86","-615.671","1019.63","-907.708","-557.407","1029.88","-1403.3","-566.036","1319.82","-1004.86","-521.099","1316.01","-1035.05","-492.407","468.102","-1487.81","-528.522","148.183","-949.626","-571.081","123.676","-1191.56","-408.576","1197.75","-1370.31","-480.838","467.732","-1042.07","-393.021","944.097","-1375.91","-401.466","1069.5","nan","nan","nan","nan","nan","nan"
35,0,"-1224.03","-392.437","1573","-1475.88","-615.753","1019.65","-907.73","-557.378","1029.87","-1403.29","-566.118","1319.83","-1004.86","-521.137","1316","-1035.44","-492.308","469.032","-1487.8","-528.531","148.168","-949.619","-571.071","123.669","-1191.58","-408.606","1197.78","-1370.31","-480.788","467.772","-1042.11","-392.984","944.153","-1375.89","-401.528","1069.56","nan","nan","nan","nan","nan","nan"
36,0,"-1223.97","-392.644","1573.11","-1475.9","-615.814","1019.67","-907.727","-557.348","1029.85","-1403.29","-566.179","1319.86","-1004.87","-521.16","1316","-1035.79","-491.92","469.995","-1487.79","-528.527","148.171","-949.627","-571.047","123.678","-1191.59","-408.633","1197.79","-1370.31","-480.748","467.784","-1042.2","-392.975","944.203","-1376.03","-401.627","1069.71","nan","nan","nan","nan","nan","nan"
37,0,"-1223.89","-392.85","1573.23","-1475.92","-615.87","1019.68","-907.738","-557.299","1029.83","-1403.3","-566.234","1319.87","-1004.84","-521.179","1316.03","-1036.17","-491.76","470.568","-1487.8","-528.537","148.185","-949.652","-571.02","123.705","-1191.59","-408.66","1197.82","-1370.29","-480.713","467.8","-1042.23","-392.944","944.263","-1376.12","-401.719","1069.81","nan","nan","nan","nan","nan","nan"
38,0,"-1223.82","-393.025","1573.45","-1475.94","-615.915","1019.69","-907.744","-557.262","1029.82","-1403.31","-566.265","1319.89","-1004.85","-521.186","1316.06","-1036.41","-491.438","471.085","-1487.79","-528.547","148.184","-949.668","-571.057","123.668","-1191.59","-408.669","1197.84","-1370.28","-480.689","467.819","-1042.26","-392.874","944.344","-1376.25","-401.787","1069.88","nan","nan","nan","nan","nan","nan"
39,0,"-1223.7","-393.219","1573.61","-1475.96","-615.959","1019.7","-907.765","-557.229","1029.83","-1403.33","-566.292","1319.89","-1004.89","-521.214","1316.08","-1036.59","-491.352","471.3","-1487.8","-528.549","148.198","-949.683","-571.018","123.684","-1191.58","-408.677","1197.84","-1370.27","-480.643","467.836","-1042.29","-392.89","944.404","-1376.12","-401.762","1069.82","nan","nan","nan","nan","nan","nan"
40,0,"-1223.58","-393.4","1573.78","-1475.98","-615.997","1019.69","-907.769","-557.223","1029.88","-1403.36","-566.305","1319.9","-1004.91","-521.187","1316.1","-1036.73","-491.209","471.545","-1487.8","-528.526","148.16","-949.683","-571.016","123.656","-1191.58","-408.686","1197.86","-1370.28","-480.592","467.849","-1042.35","-392.856","944.451","-1376.17","-401.78","1069.86","nan","nan","nan","nan","nan","nan"
41,0,"-1223.47","-393.575","1573.97","-1476.02","-616.01","1019.69","-907.773","-557.179","1029.94","-1403.38","-566.303","1319.89","-1004.93","-521.181","1316.15","-1036.86","-491.088","471.683","-1487.81","-528.521","148.18","-949.693","-571.026","123.601","-1191.58","-408.679","1197.86","-1370.27","-480.544","467.837","-1042.38","-392.823","944.496","-1376.19","-401.786","1069.84","nan","nan","nan","nan","nan","nan"
42,0,"-1223.34","-393.726","1574.16","-1476.06","-616.002","1019.69","-907.776","-557.141","1030","-1403.41","-566.294","1319.86","-1004.95","-521.121","1316.17","-1036.94","-491.019","471.815","-1487.84","-528.532","148.206","-949.698","-571.029","123.54","-1191.58","-408.677","1197.87","-1370.26","-480.54","467.799","-1042.41","-392.825","944.534","-1376.21","-401.785","1069.82","nan","nan","nan","nan","nan","nan"
43,0,"-1223.17","-393.89","1574.31","-1476.11","-615.989","1019.69","-907.767","-557.077","1030.06","-1403.44","-566.267","1319.85","-1004.95","-521.061","1316.23","-1037.06","-491.022","471.896","-1487.81","-528.487","148.148","-949.718","-571.02","123.527","-1191.61","-408.659","1197.88","-1370.26","-480.52","467.732","-1042.45","-392.799","944.567","-1376.28","-401.767","1069.8","nan","nan","nan","nan","nan","nan"
44,0,"-1222.97","-394.05","1574.43","-1476.18","-615.959","1019.68","-907.763","-557.026","1030.12","-1403.47","-566.249","1319.82","-1004.97","-520.983","1316.29","-1037.09","-491.058","471.973","-1487.81","-528.47","148.142","-949.71","-571.013","123.515","-1191.62","-408.629","1197.89","-1370.27","-480.496","467.742","-1042.47","-392.789","944.603","-1376.41","-401.778","1069.89","nan","nan","nan","nan","nan","nan"
45,0,"-1222.75","-394.243","1574.58","-1476.26","-615.897","1019.7","-907.745","-556.954","1030.17","-1403.51","-566.206","1319.83","-1004.96","-520.905","1316.34","-1037.09","-491.144","471.987","-1487.82","-528.491","148.192","-949.72","-571.028","123.522","-1191.64","-408.601","1197.91","-1370.3","-480.516","467.789","-1042.48","-392.781","944.66","-1376.41","-401.797","1070.1","nan","nan","nan","nan","nan","nan"
46,0,"-1222.52","-394.444","1574.7","-1476.36","-615.779","1019.74","-907.715","-556.902","1030.24","-1403.54","-566.201","1319.81","-1004.95","-520.821","1316.42","-1037.01","-491.255","471.938","-1487.83","-528.495","148.208","-949.711","-571.039","123.545","-1191.67","-408.563","1197.94","-1370.3","-480.546","467.764","-1042.51","-392.793","944.721","-1376.49","-401.753","1070.09","nan","nan","nan","nan","nan","nan"
47,0,"-1222.28","-394.603","1574.8","-1476.45","-615.686","1019.78","-907.669","-556.847","1030.34","-1403.58","-566.169","1319.82","-1004.98","-520.834","1316.51","-1036.93","-491.313","471.753","-1487.82","-528.502","148.237","-949.714","-571.077","123.54","-1191.71","-408.534","1198.01","-1370.3","-480.582","467.776","-1042.53","-392.785","944.765","-1377.08","-401.825","1070.22","nan","nan","nan","nan","nan","nan"
48,0,"-1222.09","-394.762","1575.01","-1476.57","-615.576","1019.84","-907.607","-556.745","1030.42","-1403.62","-566.129","1319.83","-1005.03","-520.816","1316.55","-1036.86","-491.574","471.408","-1487.79","-528.493","148.197","-949.72","-571.102","123.564","-1191.75","-408.5","1198.07","-1370.28","-480.634","467.8","-1042.62","-392.787","944.811","-1376.75","-401.654","1070.14","nan","nan","nan","nan","nan","nan"
49,0,"-1221.86","-394.922","1575.15","-1476.69","-615.498","1019.87","-907.551","-556.659","1030.51","-1403.66","-566.094","1319.87","-1005.06","-520.77","1316.59","-1036.75","-491.775","471.003","-1487.8","-528.503","148.208","-949.734","-571.135","123.579","-1191.78","-408.463","1198.13","-1370.26","-480.707","467.813","-1042.6","-392.768","944.907","-1377.19","-401.669","1070.28","nan","nan","nan","nan","nan","nan"
50,0,"-1221.67","-395.065","1575.32","-1476.83","-615.435","1019.88","-907.454","-556.521","1030.6","-1403.69","-566.058","1319.91","-1005.09","-520.785","1316.64","-1036.6","-491.976","470.58","-1487.8","-528.511","148.22","-949.74","-571.168","123.589","-1191.8","-408.415","1198.19","-1370.22","-480.743","467.807","-1042.6","-392.764","944.967","-1377.24","-401.567","1070.29","nan","nan","nan","nan","nan","nan"
51,0,"-1221.45","-395.21","1575.45","-1476.97","-615.365","1019.9","-907.391","-556.426","1030.69","-1403.71","-566.033","1319.93","-1005.05","-520.677","1316.72","-1036.43","-492.252","469.965","-1487.79","-528.527","148.215","-949.727","-571.194","123.602","-1191.83","-408.377","1198.24","-1370.17","-480.809","467.768","-1042.63","-392.755","944.989","-1377.29","-401.461","1070.31","nan","nan","nan","nan","nan","nan"
52,0,"-1221.26","-395.36","1575.61","-1477.09","-615.218","1019.97","-907.298","-556.282","1030.77","-1403.75","-565.975","1319.98","-1005.1","-520.68","1316.73","-1036.18","-492.534","469.465","-1487.77","-528.513","148.186","-949.726","-571.222","123.613","-1191.85","-408.33","1198.29","-1370.12","-480.929","467.65","-1042.64","-392.735","945.063","-1377.36","-401.345","1070.33","nan","nan","nan","nan","nan","nan"
53,0,"-1221.05","-395.517","1575.68","-1477.24","-615.102","1020","-907.232","-556.152","1030.81","-1403.8","-565.92","1320.04","-1005.13","-520.692","1316.76","-1035.91","-492.761","468.929","-1487.78","-528.533","148.215","-949.703","-571.255","123.625","-1191.86","-408.295","1198.34","-1370.09","-480.98","467.645","-1042.67","-392.695","945.098","-1377.41","-401.229","1070.36","nan","nan","nan","nan","nan","nan"
54,0,"-1220.86","-395.635","1575.75","-1477.37","-614.891","1020.08","-907.166","-556.018","1030.87","-1403.84","-565.846","1320.09","-1005.15","-520.676","1316.78","-1035.65","-492.962","468.461","-1487.77","-528.511","148.199","-949.728","-571.253","123.633","-1191.87","-408.259","1198.39","-1370.07","-481.049","467.641","-1042.69","-392.647","945.094","-1377.49","-401.106","1070.43","nan","nan","nan","nan","nan","nan"
55,0,"-1220.67","-395.747","1575.8","-1477.52","-614.701","1020.14","-907.107","-555.911","1030.93","-1403.9","-565.768","1320.18","-1005.16","-520.645","1316.76","-1035.37","-493.07","468.049","-1487.77","-528.505","148.191","-949.717","-571.263","123.624","-1191.87","-408.222","1198.41","-1370.07","-481.14","467.61","-1042.68","-392.53","945.165","-1377.56","-400.976","1070.5","nan","nan","nan","nan","nan","nan"
56,0,"-1220.51","-395.854","1575.9","-1477.66","-614.501","1020.2","-907.06","-555.77","1030.97","-1403.96","-565.652","1320.27","-1005.19","-520.701","1316.8","-1035.17","-493.202","467.615","-1487.77","-528.493","148.195","-949.71","-571.259","123.636","-1191.87","-408.191","1198.43","-1370.05","-481.219","467.609","-1042.68","-392.5","945.193","-1377.61","-400.846","1070.6","nan","nan","nan","nan","nan","nan"
57,0,"-1220.4","-395.948","1576.02","-1477.81","-614.319","1020.27","-906.987","-555.576","1030.98","-1403.99","-565.549","1320.33","-1005.22","-520.674","1316.79","-1034.96","-493.266","467.315","-1487.78","-528.51","148.224","-949.702","-571.255","123.634","-1191.85","-408.136","1198.45","-1370.05","-481.301","467.644","-1042.68","-392.45","945.197","-1377.66","-400.719","1070.69","nan","nan","nan","nan","nan","nan"
58,0,"-1220.26","-396.029","1576.11","-1477.96","-614.118","1020.37","-906.954","-555.452","1031.04","-1404.03","-565.444","1320.4","-1005.24","-520.706","1316.81","-1034.76","-493.195","467.201","-1487.77","-528.528","148.242","-949.679","-571.264","123.626","-1191.84","-408.097","1198.5","-1370.06","-481.383","467.685","-1042.64","-392.403","945.239","-1377.7","-400.585","1070.78","nan","nan","nan","nan","nan","nan"
59,0,"-1220.12","-396.129","1576.17","-1478.12","-613.89","1020.47","-906.893","-555.312","1031.09","-1404.04","-565.361","1320.43","-1005.23","-520.714","1316.85","-1034.69","-493.075","467.328","-1487.75","-528.528","148.234","-949.667","-571.259","123.62","-1191.82","-408.047","1198.55","-1370.04","-481.438","467.694","-1042.66","-392.384","945.228","-1377.73","-400.446","1070.84","nan","nan","nan","nan","nan","nan"
60,0,"-1219.99","-396.209","1576.21","-1478.26","-613.7","1020.55","-906.845","-555.219","1031.19","-1404.06","-565.244","1320.48","-1005.23","-520.727","1316.88","-1034.69","-493.056","467.64","-1487.75","-528.546","148.27","-949.617","-571.254","123.599","-1191.79","-407.988","1198.61","-1370.06","-481.471","467.739","-1042.64","-392.371","945.238","-1377.77","-400.3","1070.91","nan","nan","nan","nan","nan","nan"
61,0,"-1219.85","-396.291","1576.24","-1478.4","-613.456","1020.65","-906.802","-555.121","1031.25","-1404.1","-565.111","1320.56","-1005.25","-520.764","1316.89","-1034.8","-492.674","468.365","-1487.75","-528.561","148.284","-949.597","-571.233","123.6","-1191.76","-407.92","1198.66","-1370.05","-481.498","467.747","-1042.64","-392.371","945.254","-1377.79","-400.16","1070.96","nan","nan","nan","nan","nan","nan"
62,0,"-1219.73","-396.362","1576.32","-1478.55","-613.377","1020.65","-906.736","-555.036","1031.33","-1404.08","-565.019","1320.55","-1005.23","-520.762","1316.93","-1035","-492.546","468.9","-1487.76","-528.582","148.289","-949.562","-571.211","123.612","-1191.72","-407.849","1198.72","-1370.05","-481.475","467.764","-1042.62","-392.36","945.274","-1377.82","-400.008","1071.03","nan","nan","nan","nan","nan","nan"
