Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (1045)",,,"Reconstruction Position - Unlabeled Track (1373)",,,"Reconstruction Position - Unlabeled Track (1377)",,,"Reconstruction Position - Unlabeled Track (1383)",,,"Reconstruction Position - Unlabeled Track (1404)",,,"Reconstruction Position - Unlabeled Track (1464)",,,"Reconstruction Position - Unlabeled Track (1465)",,,"Reconstruction Position - Unlabeled Track (1472)",,,"Reconstruction Position - Unlabeled Track (1474)",,,"Reconstruction Position - Unlabeled Track (1480)",,,"Reconstruction Position - Unlabeled Track (1481)",,,"Reconstruction Position - Unlabeled Track (1487)",,,"Reconstruction Position - Unlabeled Track (1488)",,,"Reconstruction Position - Unlabeled Track (1489)",,
12,0,"-906.004","-519.497","987.504","-1145.82","-482.195","1605.16","-992.697","-537.206","485.519","-952.061","-613.69","125.561","-1145.24","-450.893","1199.87","-1297.91","-398.305","957.876","-1363.98","-567.724","1326.36","-991.248","-401.982","811.061","-957.576","-560.426","1310.47","-1299.08","-525.965","475.443","-1390.51","-581.539","148.231","nan","nan","nan","nan","nan","nan","nan","nan","nan"
13,0,"-905.81","-519.343","987.554","-1145.7","-482.084","1605.13","-992.373","-536.941","485.561","-951.772","-613.777","125.486","-1145.12","-450.785","1199.93","-1297.73","-398.294","957.95","-1363.79","-567.77","1326.37","-991.095","-401.872","811.072","-957.471","-560.289","1310.45","-1299.07","-526.078","475.482","-1390.46","-581.51","148.2","nan","nan","nan","nan","nan","nan","nan","nan","nan"
14,0,"-905.646","-519.232","987.655","-1145.57","-481.961","1605.1","-992.167","-536.741","485.539","-951.755","-613.621","125.519","-1144.97","-450.655","1199.96","-1297.49","-398.281","957.877","-1363.62","-567.815","1326.42","-990.92","-401.774","811.072","-957.274","-560.092","1310.53","-1299.03","-526.143","475.498","-1390.45","-581.521","148.228","nan","nan","nan","nan","nan","nan","nan","nan","nan"
15,0,"-905.413","-519.002","987.703","-1145.46","-481.848","1605.1","-991.971","-536.418","485.528","-951.658","-613.578","125.491","-1144.84","-450.564","1200","-1297.27","-398.266","957.814","-1363.42","-567.876","1326.42","-990.797","-401.678","811.071","-957.121","-559.908","1310.55","-1299.02","-526.171","475.597","-1390.45","-581.563","148.293","nan","nan","nan","nan","nan","nan","nan","nan","nan"
16,0,"-905.186","-518.732","987.711","-1145.34","-481.747","1605.1","-991.73","-535.954","485.657","-951.631","-613.484","125.469","-1144.72","-450.497","1200.05","-1297.14","-398.286","957.875","-1363.21","-567.943","1326.39","-990.654","-401.553","811.046","-956.931","-559.678","1310.62","-1298.99","-526.239","475.602","-1390.43","-581.569","148.325","nan","nan","nan","nan","nan","nan","nan","nan","nan"
17,0,"-905.061","-518.629","987.8","-1145.24","-481.667","1605.1","-991.575","-535.653","485.749","-951.737","-613.282","125.505","-1144.62","-450.432","1200.09","-1296.96","-398.293","957.869","-1363.04","-568.02","1326.44","-990.488","-401.439","811.036","-956.681","-559.391","1310.72","-1298.96","-526.286","475.638","-1390.45","-581.615","148.422","nan","nan","nan","nan","nan","nan","nan","nan","nan"
18,0,"-904.778","-518.332","987.843","-1145.13","-481.592","1605.09","-991.438","-535.345","485.834","-951.719","-613.217","125.471","-1144.56","-450.379","1200.15","-1296.8","-398.351","957.924","-1362.89","-568.122","1326.46","-990.353","-401.323","811.03","-956.575","-559.194","1310.73","-1298.91","-526.329","475.64","-1390.42","-581.613","148.434","nan","nan","nan","nan","nan","nan","nan","nan","nan"
19,0,"-904.596","-518.158","987.918","-1145.03","-481.522","1605.05","-991.364","-535.064","485.84","-951.692","-613.181","125.439","-1144.5","-450.302","1200.18","-1296.62","-398.399","957.928","-1362.76","-568.238","1326.52","-990.222","-401.198","811.031","-956.453","-559.02","1310.78","-1298.89","-526.406","475.643","-1390.38","-581.614","148.428","nan","nan","nan","nan","nan","nan","nan","nan","nan"
20,0,"-904.421","-517.91","987.93","-1144.95","-481.455","1605.04","-991.307","-534.709","485.914","-951.659","-613.151","125.362","-1144.47","-450.233","1200.22","-1296.49","-398.472","957.978","-1362.62","-568.403","1326.54","-990.104","-401.094","811.021","-956.333","-558.761","1310.78","-1298.88","-526.413","475.663","-1390.38","-581.632","148.452","nan","nan","nan","nan","nan","nan","nan","nan","nan"
21,0,"-904.197","-517.578","987.932","-1144.85","-481.375","1605.03","-991.255","-534.453","485.943","-951.637","-613.128","125.284","-1144.45","-450.15","1200.25","-1296.35","-398.539","957.993","-1362.49","-568.523","1326.55","-990.034","-401.02","811.013","-956.237","-558.535","1310.82","-1298.87","-526.48","475.647","-1390.36","-581.647","148.461","nan","nan","nan","nan","nan","nan","nan","nan","nan"
22,0,"-904.063","-517.407","988.037","-1144.78","-481.309","1605.03","-991.3","-534.127","485.96","-951.6","-613.112","125.247","-1144.45","-450.072","1200.29","-1296.23","-398.62","958.002","-1362.38","-568.651","1326.58","-989.981","-401.002","811.014","-956.106","-558.253","1310.88","-1298.88","-526.501","475.664","-1390.37","-581.68","148.518","nan","nan","nan","nan","nan","nan","nan","nan","nan"
23,0,"-903.816","-517.077","988.08","-1144.7","-481.264","1605.02","-991.416","-533.845","485.931","-951.557","-613.072","125.282","-1144.45","-450.001","1200.29","-1296.2","-398.756","958.098","-1362.29","-568.788","1326.59","-989.93","-400.939","811.011","-955.97","-557.979","1310.96","-1298.89","-526.485","475.708","-1390.35","-581.674","148.474","nan","nan","nan","nan","nan","nan","nan","nan","nan"
24,0,"-903.71","-516.878","988.149","-1144.65","-481.22","1605.03","-991.449","-533.575","485.928","-951.562","-613.019","125.244","-1144.46","-449.921","1200.3","-1296.15","-398.876","958.144","-1362.2","-568.92","1326.61","-989.873","-400.885","810.997","-955.894","-557.744","1310.99","-1298.92","-526.467","475.74","-1390.35","-581.685","148.463","nan","nan","nan","nan","nan","nan","nan","nan","nan"
25,0,"-903.609","-516.628","988.189","-1144.6","-481.184","1605.03","-991.485","-533.346","485.933","-951.587","-612.925","125.246","-1144.48","-449.842","1200.32","-1296.02","-398.97","958.031","-1362.12","-569.04","1326.6","-989.809","-400.838","810.982","-955.853","-557.505","1311","-1298.94","-526.479","475.735","-1390.36","-581.699","148.488","nan","nan","nan","nan","nan","nan","nan","nan","nan"
26,0,"-903.469","-516.368","988.251","-1144.58","-481.163","1605.05","-991.448","-533.057","485.958","-951.593","-612.881","125.24","-1144.52","-449.774","1200.35","-1295.97","-399.096","957.984","-1362.08","-569.168","1326.64","-989.789","-400.79","810.973","-955.814","-557.287","1311.04","-1298.98","-526.456","475.73","-1390.36","-581.694","148.483","nan","nan","nan","nan","nan","nan","nan","nan","nan"
27,0,"-903.393","-516.143","988.291","-1144.55","-481.137","1605.05","-991.507","-532.892","485.871","-951.617","-612.839","125.259","-1144.57","-449.725","1200.37","-1295.96","-399.216","957.981","-1362.02","-569.3","1326.62","-989.756","-400.71","810.961","-955.777","-557.043","1311.05","-1299.05","-526.364","475.817","-1390.34","-581.666","148.454","nan","nan","nan","nan","nan","nan","nan","nan","nan"
28,0,"-903.292","-515.873","988.347","-1144.55","-481.118","1605.06","-991.544","-532.681","485.816","-951.619","-612.806","125.25","-1144.62","-449.684","1200.38","-1295.94","-399.368","957.912","-1361.96","-569.442","1326.6","-989.744","-400.633","810.929","-955.717","-556.792","1311.13","-1299.1","-526.342","475.804","-1390.36","-581.682","148.471","nan","nan","nan","nan","nan","nan","nan","nan","nan"
29,0,"-903.18","-515.558","988.373","-1144.56","-481.106","1605.06","-991.479","-532.418","485.796","-951.659","-612.753","125.196","-1144.68","-449.631","1200.39","-1295.98","-399.538","957.904","-1361.93","-569.604","1326.58","-989.749","-400.53","810.884","-955.67","-556.561","1311.16","-1299.17","-526.283","475.827","-1390.36","-581.682","148.46","nan","nan","nan","nan","nan","nan","nan","nan","nan"
30,0,"-903.121","-515.301","988.396","-1144.59","-481.088","1605.04","-991.442","-532.161","485.811","-951.667","-612.719","125.15","-1144.75","-449.593","1200.42","-1296.01","-399.727","957.849","-1361.89","-569.778","1326.55","-989.766","-400.458","810.815","-955.637","-556.318","1311.21","-1299.21","-526.271","475.813","-1390.37","-581.678","148.436","nan","nan","nan","nan","nan","nan","nan","nan","nan"
31,0,"-903.099","-515.044","988.413","-1144.65","-481.072","1605.03","-991.455","-531.924","485.812","-951.699","-612.657","125.106","-1144.84","-449.552","1200.43","-1296.11","-399.905","957.884","-1361.86","-569.95","1326.54","-989.792","-400.338","810.781","-955.614","-556.102","1311.25","-1299.28","-526.225","475.837","-1390.39","-581.679","148.446","nan","nan","nan","nan","nan","nan","nan","nan","nan"
32,0,"-903.079","-514.815","988.469","-1144.71","-481.057","1605.01","-991.505","-531.668","485.845","-951.738","-612.615","125.062","-1144.93","-449.512","1200.45","-1296.2","-400.047","957.898","-1361.85","-570.151","1326.52","-989.873","-400.253","810.687","-955.668","-555.923","1311.25","-1299.35","-526.235","475.827","-1390.39","-581.682","148.433","nan","nan","nan","nan","nan","nan","nan","nan","nan"
33,0,"-903.079","-514.606","988.539","-1144.79","-481.041","1604.98","-991.672","-531.55","485.777","-951.752","-612.599","125.067","-1145.01","-449.467","1200.44","-1296.2","-400.205","957.688","-1361.84","-570.337","1326.49","-990.022","-400.148","810.649","-955.664","-555.707","1311.27","-1299.45","-526.23","475.852","-1390.4","-581.698","148.437","nan","nan","nan","nan","nan","nan","nan","nan","nan"
34,0,"-903.008","-514.211","988.508","-1144.89","-481.032","1605","-991.786","-531.417","485.77","-951.781","-612.576","125.068","-1145.11","-449.427","1200.43","-1296.39","-400.399","957.733","-1361.85","-570.535","1326.46","-990.162","-399.941","810.637","-955.642","-555.447","1311.29","-1299.54","-526.123","475.989","-1390.41","-581.713","148.405","nan","nan","nan","nan","nan","nan","nan","nan","nan"
35,0,"-903.069","-513.918","988.492","-1145.03","-481.018","1604.98","-991.968","-531.368","485.708","-951.787","-612.557","125.112","-1145.23","-449.385","1200.43","-1296.57","-400.582","957.735","-1361.88","-570.717","1326.46","-990.334","-399.778","810.635","-955.644","-555.22","1311.32","-1299.61","-526.125","476","-1390.42","-581.732","148.417","nan","nan","nan","nan","nan","nan","nan","nan","nan"
36,0,"-903.135","-513.672","988.531","-1145.15","-480.995","1604.94","-992.073","-531.311","485.688","-951.801","-612.559","125.107","-1145.35","-449.341","1200.42","-1296.71","-400.761","957.623","-1361.91","-570.892","1326.45","-990.503","-399.61","810.646","-955.676","-554.998","1311.31","-1299.69","-526.109","476.063","-1390.41","-581.711","148.373","nan","nan","nan","nan","nan","nan","nan","nan","nan"
37,0,"-903.282","-513.451","988.55","-1145.29","-480.995","1604.89","-992.178","-531.312","485.666","-951.801","-612.588","125.096","-1145.5","-449.299","1200.44","-1296.84","-400.932","957.408","-1361.95","-571.061","1326.42","-990.651","-399.484","810.584","-955.755","-554.79","1311.28","-1299.78","-526.099","476.101","-1390.44","-581.732","148.383","nan","nan","nan","nan","nan","nan","nan","nan","nan"
38,0,"-903.301","-513.096","988.528","-1145.46","-481.006","1604.84","-992.333","-531.376","485.633","-951.825","-612.581","125.106","-1145.64","-449.264","1200.44","-1297.04","-401.087","957.319","-1362.02","-571.238","1326.44","-990.87","-399.277","810.495","-955.781","-554.555","1311.29","-1299.85","-526.097","476.113","-1390.44","-581.724","148.357","nan","nan","nan","nan","nan","nan","nan","nan","nan"
39,0,"-903.273","-512.736","988.529","-1145.64","-480.997","1604.8","-992.487","-531.462","485.626","-951.87","-612.55","125.127","-1145.81","-449.222","1200.46","-1297.34","-401.271","957.325","-1362.07","-571.412","1326.42","-991.095","-399.198","810.417","-955.858","-554.397","1311.27","-1299.91","-526.132","476.088","-1390.47","-581.756","148.379","nan","nan","nan","nan","nan","nan","nan","nan","nan"
40,0,"-903.326","-512.445","988.539","-1145.79","-480.958","1604.73","-992.697","-531.597","485.589","-951.862","-612.613","125.122","-1145.99","-449.178","1200.47","-1297.8","-401.463","957.476","-1362.12","-571.598","1326.4","-991.319","-398.986","810.431","-955.974","-554.235","1311.27","-1299.98","-526.151","476.072","-1390.47","-581.76","148.351","nan","nan","nan","nan","nan","nan","nan","nan","nan"
41,0,"-903.412","-512.156","988.534","-1146","-480.921","1604.7","-992.796","-531.726","485.574","-951.884","-612.63","125.131","-1146.19","-449.143","1200.47","-1297.99","-401.586","957.241","-1362.19","-571.763","1326.4","-991.59","-398.755","810.42","-956.073","-554.048","1311.23","-1300.04","-526.181","476.064","-1390.48","-581.763","148.339","nan","nan","nan","nan","nan","nan","nan","nan","nan"
42,0,"-903.563","-511.879","988.525","-1146.25","-480.897","1604.71","-992.92","-531.871","485.558","-951.897","-612.67","125.111","-1146.39","-449.095","1200.46","-1298.34","-401.736","957.254","-1362.27","-571.909","1326.43","-991.872","-398.604","810.43","-956.194","-553.808","1311.17","-1300.1","-526.175","476.085","-1390.5","-581.776","148.362","nan","nan","nan","nan","nan","nan","nan","nan","nan"
43,0,"-903.717","-511.603","988.549","-1146.49","-480.866","1604.7","-992.947","-531.973","485.567","-951.92","-612.694","125.095","-1146.63","-449.04","1200.46","-1298.65","-401.918","957.121","-1362.35","-572.109","1326.45","-992.147","-398.6","810.421","-956.292","-553.572","1311.15","-1300.17","-526.194","476.103","-1390.52","-581.784","148.363","nan","nan","nan","nan","nan","nan","nan","nan","nan"
44,0,"-903.856","-511.372","988.602","-1146.71","-480.818","1604.69","-993.002","-532.126","485.519","-951.936","-612.728","125.091","-1146.83","-448.989","1200.41","-1298.97","-402.055","957.045","-1362.45","-572.294","1326.49","-992.284","-398.404","810.408","-956.394","-553.239","1311.08","-1300.24","-526.221","476.108","-1390.51","-581.773","148.346","nan","nan","nan","nan","nan","nan","nan","nan","nan"
45,0,"-903.951","-511.063","988.612","-1146.92","-480.773","1604.67","-993.006","-532.27","485.529","-951.959","-612.757","125.084","-1147.1","-448.948","1200.38","-1299.26","-402.16","956.981","-1362.55","-572.473","1326.55","-992.535","-398.35","810.397","-956.54","-552.941","1311.06","-1300.34","-526.197","476.203","-1390.53","-581.763","148.348","nan","nan","nan","nan","nan","nan","nan","nan","nan"
46,0,"-904.165","-510.872","988.608","-1147.12","-480.732","1604.62","-992.947","-532.367","485.59","-951.972","-612.801","125.074","-1147.37","-448.92","1200.34","-1299.62","-402.327","956.894","-1362.68","-572.607","1326.63","-992.422","-397.016","810.602","-956.695","-552.649","1311.07","-1300.43","-526.185","476.252","-1390.54","-581.747","148.343","nan","nan","nan","nan","nan","nan","nan","nan","nan"
47,0,"-904.316","-510.702","988.69","-1147.3","-480.699","1604.58","-992.968","-532.449","485.651","-951.941","-612.874","125.114","-1147.69","-448.89","1200.32","-1299.93","-402.48","956.774","-1362.79","-572.784","1326.65","-992.705","-396.818","810.663","-956.874","-552.381","1311.07","-1300.55","-526.195","476.308","-1390.57","-581.751","148.359","nan","nan","nan","nan","nan","nan","nan","nan","nan"
48,0,"-904.422","-510.526","988.767","-1147.48","-480.642","1604.56","-993.066","-532.671","485.612","-951.942","-612.92","125.132","-1148.06","-448.861","1200.32","-1300.38","-402.65","956.9","-1362.93","-572.952","1326.7","-992.982","-396.612","810.74","-957.047","-552.066","1311.01","-1300.66","-526.124","476.412","-1390.56","-581.742","148.352","nan","nan","nan","nan","nan","nan","nan","nan","nan"
49,0,"-904.621","-510.253","988.72","-1147.64","-480.579","1604.58","-993.182","-532.919","485.576","-951.976","-612.981","125.094","-1148.41","-448.816","1200.27","-1300.73","-402.791","956.847","-1363.06","-573.097","1326.71","-993.194","-396.387","810.758","-957.25","-551.715","1310.94","-1300.78","-526.103","476.481","-1390.58","-581.736","148.346","nan","nan","nan","nan","nan","nan","nan","nan","nan"
50,0,"-904.731","-509.893","988.674","-1147.79","-480.515","1604.58","-993.46","-533.209","485.488","-951.995","-613.039","125.13","-1148.75","-448.776","1200.22","-1300.99","-402.904","956.686","-1363.22","-573.254","1326.75","-993.456","-396.298","810.667","-957.427","-551.373","1310.94","-1300.88","-526.113","476.472","-1390.6","-581.734","148.317","nan","nan","nan","nan","nan","nan","nan","nan","nan"
51,0,"-904.874","-509.541","988.594","-1147.93","-480.448","1604.59","-993.67","-533.429","485.432","-952.025","-613.062","125.145","-1149.1","-448.724","1200.16","-1301.36","-403.065","956.63","-1363.36","-573.383","1326.8","-993.719","-396.089","810.633","-957.641","-551.01","1310.97","-1300.97","-526.135","476.425","-1390.63","-581.727","148.313","nan","nan","nan","nan","nan","nan","nan","nan","nan"
52,0,"-905.025","-509.286","988.614","-1148.09","-480.357","1604.6","-993.729","-533.563","485.5","-952.077","-613.073","125.16","-1149.48","-448.678","1200.15","-1301.77","-403.239","956.605","-1363.52","-573.513","1326.87","-994.006","-396","810.649","-957.767","-550.573","1311.02","-1301.05","-526.159","476.387","-1390.66","-581.729","148.284","nan","nan","nan","nan","nan","nan","nan","nan","nan"
53,0,"-905.194","-508.98","988.577","-1148.23","-480.229","1604.62","-993.879","-533.722","485.517","-952.12","-613.084","125.178","-1149.83","-448.625","1200.1","-1301.81","-403.165","956.513","-1363.68","-573.648","1326.92","-994.424","-395.793","810.552","-957.94","-550.149","1311.02","-1301.13","-526.222","476.201","-1390.69","-581.726","148.28","nan","nan","nan","nan","nan","nan","nan","nan","nan"
54,0,"-905.431","-508.643","988.509","-1148.41","-480.132","1604.66","-994.011","-533.828","485.575","-952.149","-613.119","125.232","-1150.2","-448.548","1200.09","-1302.31","-403.285","956.494","-1363.86","-573.787","1326.99","-994.866","-395.59","810.461","-958.16","-549.777","1311.02","-1301.23","-526.244","476.19","-1390.75","-581.728","148.289","nan","nan","nan","nan","nan","nan","nan","nan","nan"
55,0,"-905.675","-508.265","988.473","-1148.57","-480.006","1604.65","-994.204","-534.008","485.605","-952.092","-613.238","125.213","-1150.59","-448.455","1200.09","-1302.8","-403.508","956.375","-1364.05","-573.975","1327.08","-995.151","-395.43","810.423","-958.437","-549.398","1310.93","-1301.35","-526.354","476.126","-1390.79","-581.735","148.27","nan","nan","nan","nan","nan","nan","nan","nan","nan"
56,0,"-905.997","-507.991","988.463","-1148.76","-479.865","1604.69","-994.434","-534.298","485.563","-952.091","-613.314","125.215","-1151","-448.363","1200.08","-1303.3","-403.69","956.346","-1364.22","-574.142","1327.15","-995.508","-395.228","810.405","-958.614","-548.975","1310.94","-1301.48","-526.422","476.11","-1390.82","-581.725","148.234","nan","nan","nan","nan","nan","nan","nan","nan","nan"
57,0,"-906.248","-507.635","988.445","-1148.91","-479.733","1604.66","-994.731","-534.614","485.492","-952.283","-613.191","125.295","-1151.35","-448.266","1200.1","-1303.9","-403.866","956.374","-1364.44","-574.293","1327.28","-995.954","-395.041","810.248","-958.82","-548.656","1310.94","-1301.61","-526.55","476.103","-1390.85","-581.735","148.214","nan","nan","nan","nan","nan","nan","nan","nan","nan"
58,0,"-906.485","-507.222","988.385","-1149.06","-479.574","1604.63","-994.906","-534.839","485.505","-952.284","-613.239","125.376","-1151.73","-448.15","1200.07","-1304.48","-403.969","956.419","-1364.63","-574.455","1327.37","-996.419","-394.815","810.133","-959.038","-548.31","1310.9","-1301.78","-526.637","476.125","-1390.89","-581.739","148.215","nan","nan","nan","nan","nan","nan","nan","nan","nan"
59,0,"-906.867","-506.793","988.285","-1149.24","-479.399","1604.64","-995.066","-535.016","485.525","-952.322","-613.277","125.385","-1152.08","-448.022","1200.05","-1305.01","-404.211","956.214","-1364.82","-574.629","1327.46","-996.901","-394.583","810.035","-959.252","-547.967","1310.84","-1301.94","-526.768","476.149","-1390.91","-581.779","148.212","nan","nan","nan","nan","nan","nan","nan","nan","nan"
60,0,"-907.241","-506.429","988.274","-1149.41","-479.243","1604.66","-995.265","-535.068","485.547","-952.363","-613.303","125.439","-1152.46","-447.878","1200.09","-1305.57","-404.396","956.18","-1365.01","-574.779","1327.54","-997.395","-394.433","809.967","-959.505","-547.613","1310.76","-1302.09","-526.824","476.232","-1390.95","-581.803","148.187","nan","nan","nan","nan","nan","nan","nan","nan","nan"
61,0,"-907.672","-506.035","988.152","-1149.56","-479.071","1604.63","-995.508","-535.144","485.534","-952.43","-613.324","125.467","-1152.82","-447.729","1200.1","-1306.14","-404.527","956.162","-1365.18","-574.898","1327.61","-998.053","-394.312","809.714","-959.765","-547.345","1310.7","-1302.24","-526.881","476.248","-1390.98","-581.836","148.172","nan","nan","nan","nan","nan","nan","nan","nan","nan"
62,0,"-908.068","-505.68","988.157","-1149.71","-478.926","1604.59","-995.828","-535.256","485.429","-952.467","-613.359","125.485","-1153.21","-447.564","1200.11","-1306.76","-404.668","956.178","-1365.35","-574.986","1327.69","-998.562","-394.078","809.687","-959.98","-547.08","1310.68","-1302.37","-526.934","476.283","-1391.03","-581.88","148.186","nan","nan","nan","nan","nan","nan","nan","nan","nan"
63,0,"-908.458","-505.161","988.002","-1149.88","-478.72","1604.56","-996.274","-535.529","485.259","-952.502","-613.373","125.518","-1153.57","-447.426","1200.14","-1307.29","-404.862","956.039","-1365.56","-575.047","1327.79","-999.146","-393.836","809.634","-960.173","-546.758","1310.61","-1302.53","-527.032","476.318","-1391.08","-581.941","148.185","nan","nan","nan","nan","nan","nan","nan","nan","nan"
64,0,"-908.858","-504.808","987.95","-1150.07","-478.511","1604.63","-996.546","-535.647","485.223","-952.471","-613.495","125.513","-1153.92","-447.308","1200.19","-1307.82","-405.003","956.03","-1365.72","-575.086","1327.83","-999.62","-393.503","809.561","-960.404","-546.424","1310.47","-1302.65","-527.112","476.248","-1391.09","-581.946","148.159","nan","nan","nan","nan","nan","nan","nan","nan","nan"
65,0,"-909.316","-504.379","987.788","-1150.22","-478.319","1604.63","-996.8","-535.723","485.2","-952.505","-613.504","125.563","-1154.27","-447.183","1200.19","-1308.38","-405.122","956.003","-1365.92","-575.089","1327.93","-1000.35","-393.296","809.381","-960.626","-546.117","1310.4","-1302.8","-527.23","476.257","-1391.14","-581.98","148.155","nan","nan","nan","nan","nan","nan","nan","nan","nan"
66,0,"-909.818","-504.056","987.691","-1150.38","-478.113","1604.62","-996.976","-535.717","485.29","-952.593","-613.462","125.613","-1154.63","-447.034","1200.19","-1308.96","-405.213","956.075","-1366.11","-575.053","1328.03","-1000.92","-393.052","809.191","-960.93","-545.94","1310.3","-1302.98","-527.395","476.25","-1391.16","-582.018","148.161","nan","nan","nan","nan","nan","nan","nan","nan","nan"
