Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (712)",,,"Reconstruction Position - Unlabeled Track (713)",,,"Reconstruction Position - Unlabeled Track (714)",,,"Reconstruction Position - Unlabeled Track (715)",,,"Reconstruction Position - Unlabeled Track (718)",,,"Reconstruction Position - Unlabeled Track (719)",,,"Reconstruction Position - Unlabeled Track (721)",,,"Reconstruction Position - Unlabeled Track (723)",,,"Reconstruction Position - Unlabeled Track (726)",,,"Reconstruction Position - Unlabeled Track (727)",,,"Reconstruction Position - Unlabeled Track (729)",,,"Reconstruction Position - Unlabeled Track (736)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
1,0,"505.428","32.1923","420.29","618.415","-56.2578","1556.34","779.403","-53.6449","1070.52","786.309","47.6461","427.973","858.991","171.645","81.047","804.744","87.8061","1357.77","636.869","-27.7654","1240.13","860.468","185.366","1003.68","429.444","54.9549","1300.99","435.945","155.041","85.6194","373.043","196.511","972.337","771.144","16.9814","943.713","448.083","-67.6547","904.723"
2,0,"505.295","32.1806","420.278","618.303","-56.3017","1556.35","779.27","-53.7103","1070.52","786.243","47.6247","427.96","858.977","171.654","81.0588","804.586","87.7527","1357.75","636.768","-27.8162","1240.11","860.288","185.307","1003.67","429.287","54.8826","1300.99","435.925","155.033","85.6087","372.843","196.441","972.347","770.938","16.9809","943.687","447.988","-67.6835","904.716"
3,0,"505.137","32.0716","420.328","618.194","-56.3458","1556.35","779.122","-53.7683","1070.53","786.168","47.6099","427.945","858.969","171.661","81.0645","804.432","87.6867","1357.74","636.709","-27.8469","1240.06","860.112","185.249","1003.67","429.116","54.7926","1301","435.908","155.002","85.5916","372.663","196.386","972.368","770.737","16.9738","943.657","447.874","-67.7134","904.697"
4,0,"505.02","32.0508","420.343","618.074","-56.3945","1556.36","778.964","-53.8288","1070.55","786.078","47.5871","427.936","858.955","171.674","81.0665","804.255","87.6111","1357.71","636.543","-27.9225","1240.05","859.958","185.164","1003.73","428.945","54.7065","1301.01","435.895","155","85.5786","372.467","196.32","972.385","770.537","16.9719","943.63","447.746","-67.7509","904.698"
5,0,"504.856","31.9775","420.383","617.964","-56.4508","1556.37","778.805","-53.8875","1070.59","785.952","47.589","427.915","858.937","171.692","81.0771","804.087","87.5493","1357.69","636.111","-28.1503","1240.15","859.702","185.134","1003.66","428.773","54.6151","1301.01","435.885","155.006","85.5633","372.263","196.256","972.4","770.342","16.9751","943.589","447.589","-67.7773","904.698"
6,0,"504.755","32.0281","420.379","617.848","-56.5061","1556.38","778.628","-53.9308","1070.64","785.896","47.577","427.907","858.931","171.704","81.1112","803.902","87.4799","1357.67","635.932","-28.2545","1240.14","859.498","185.071","1003.68","428.596","54.528","1301.03","435.863","155.007","85.5598","372.08","196.2","972.449","770.155","16.9563","943.551","447.409","-67.8077","904.696"
7,0,"504.603","32.0322","420.4","617.729","-56.5719","1556.39","778.424","-53.978","1070.67","785.831","47.5655","427.919","858.921","171.724","81.1428","803.704","87.4082","1357.64","636.004","-28.2283","1240.04","859.306","185.001","1003.7","428.416","54.4247","1301.04","435.849","155.02","85.5487","371.867","196.133","972.483","769.955","16.944","943.517","447.225","-67.8492","904.716"
8,0,"504.497","32.0988","420.373","617.606","-56.6494","1556.4","778.21","-54.0214","1070.7","785.743","47.5546","427.935","858.904","171.728","81.1629","803.51","87.328","1357.64","635.851","-28.3036","1240.01","859.09","184.944","1003.7","428.217","54.2862","1301.06","435.822","155.027","85.5465","371.623","196.031","972.502","769.732","16.9345","943.486","447.041","-67.9412","904.712"
9,0,"504.349","32.0853","420.39","617.478","-56.7262","1556.41","777.997","-54.0526","1070.72","785.67","47.5344","427.943","858.891","171.739","81.1879","803.292","87.2433","1357.63","635.655","-28.411","1240","858.858","184.897","1003.7","427.998","54.1314","1301.07","435.794","155.034","85.539","371.375","195.943","972.529","769.495","16.943","943.457","446.833","-68.0238","904.724"
10,0,"504.237","32.097","420.375","617.338","-56.815","1556.4","777.773","-54.0963","1070.73","785.591","47.5141","427.943","858.878","171.723","81.2104","803.086","87.1613","1357.63","635.424","-28.5414","1240.01","858.623","184.853","1003.69","427.805","53.9945","1301.07","435.778","155.033","85.5414","371.156","195.839","972.562","769.273","16.9357","943.439","446.617","-68.1233","904.739"
11,0,"504.109","32.0956","420.367","617.181","-56.9146","1556.39","777.552","-54.143","1070.76","785.496","47.5012","427.926","858.87","171.731","81.225","802.862","87.0834","1357.62","634.844","-28.8548","1240.15","858.382","184.812","1003.69","427.586","53.8363","1301.09","435.756","155.025","85.5345","370.891","195.718","972.594","769.074","16.9226","943.419","446.402","-68.2231","904.757"
12,0,"503.983","32.0753","420.372","617.021","-57.0203","1556.39","777.322","-54.1835","1070.78","785.448","47.477","427.913","858.849","171.749","81.2332","802.642","87.0089","1357.61","634.714","-28.9148","1240.11","858.139","184.771","1003.7","427.388","53.6859","1301.08","435.736","155.026","85.5179","370.609","195.587","972.621","768.877","16.8917","943.398","446.178","-68.3388","904.774"
13,0,"503.858","32.0673","420.378","616.854","-57.1449","1556.39","777.105","-54.2302","1070.81","785.375","47.4391","427.907","858.846","171.744","81.2482","802.413","86.9318","1357.61","634.652","-28.9686","1240.04","857.902","184.737","1003.71","427.162","53.5275","1301.09","435.72","155.029","85.5037","370.349","195.466","972.683","768.671","16.8468","943.364","445.948","-68.4536","904.787"
14,0,"503.697","32.0165","420.418","616.684","-57.2654","1556.38","776.861","-54.2734","1070.82","785.238","47.421","427.879","858.838","171.766","81.2611","802.171","86.8311","1357.59","634.448","-29.0925","1240.04","857.672","184.715","1003.72","426.943","53.368","1301.08","435.699","155.014","85.4953","370.058","195.328","972.685","768.46","16.8046","943.339","445.704","-68.593","904.794"
15,0,"503.553","31.9849","420.451","616.502","-57.4032","1556.38","776.622","-54.3108","1070.82","785.128","47.4121","427.826","858.835","171.78","81.2673","801.943","86.7407","1357.59","634.394","-29.1386","1239.95","857.402","184.698","1003.69","426.734","53.2033","1301.06","435.681","155.016","85.4801","369.792","195.189","972.694","768.225","16.7604","943.308","445.434","-68.7241","904.785"
16,0,"503.437","32.0306","420.441","616.32","-57.5393","1556.38","776.38","-54.3419","1070.81","785.034","47.3872","427.814","858.839","171.791","81.2703","801.704","86.6365","1357.57","634.164","-29.294","1239.91","857.136","184.682","1003.67","426.51","53.0324","1301.02","435.667","155.021","85.4698","369.47","195.019","972.692","768","16.7168","943.301","445.156","-68.8502","904.777"
17,0,"503.271","32.0264","420.468","616.115","-57.6887","1556.38","776.134","-54.3745","1070.81","784.943","47.3568","427.806","858.839","171.805","81.2781","801.47","86.5158","1357.57","633.937","-29.431","1239.89","856.859","184.657","1003.67","426.272","52.8551","1301.01","435.653","155.021","85.4534","369.129","194.837","972.681","767.773","16.6733","943.289","444.873","-68.9893","904.763"
18,0,"503.128","32.0204","420.485","615.894","-57.845","1556.37","775.871","-54.4152","1070.81","784.859","47.3365","427.793","858.833","171.819","81.3043","801.218","86.3979","1357.55","633.478","-29.7012","1239.95","856.583","184.62","1003.68","426.033","52.6735","1301","435.64","155.023","85.4476","368.77","194.657","972.687","767.543","16.6511","943.307","444.599","-69.1069","904.74"
19,0,"502.987","32.0274","420.488","615.662","-58.0004","1556.36","775.598","-54.4724","1070.8","784.768","47.3109","427.792","858.807","171.806","81.3499","800.965","86.2714","1357.55","633.281","-29.804","1239.88","856.321","184.574","1003.72","425.797","52.475","1300.98","435.634","155.039","85.4301","368.447","194.481","972.715","767.34","16.6008","943.301","444.338","-69.2765","904.718"
20,0,"502.826","32.0539","420.48","615.411","-58.1641","1556.36","775.316","-54.527","1070.8","784.679","47.2808","427.807","858.798","171.801","81.4136","800.7","86.1588","1357.56","633.218","-29.8278","1239.78","856.054","184.537","1003.73","425.558","52.268","1300.96","435.613","155.043","85.4226","368.129","194.303","972.758","767.123","16.5483","943.287","444.059","-69.4359","904.696"
21,0,"502.604","32.0412","420.493","615.166","-58.3288","1556.35","775.052","-54.5819","1070.8","784.584","47.2546","427.821","858.778","171.776","81.4801","800.427","86.0427","1357.58","633.096","-29.8868","1239.71","855.805","184.492","1003.77","425.302","52.0632","1300.95","435.589","155.059","85.4236","367.776","194.097","972.764","766.883","16.5289","943.265","443.78","-69.6236","904.69"
22,0,"502.399","32.078","420.489","614.904","-58.5037","1556.34","774.772","-54.6345","1070.77","784.536","47.1935","427.876","858.756","171.775","81.5251","800.173","85.9438","1357.59","632.972","-29.9473","1239.66","855.539","184.457","1003.78","425.056","51.8635","1300.95","435.563","155.067","85.4207","367.426","193.873","972.739","766.629","16.4996","943.251","443.517","-69.8388","904.67"
23,0,"502.207","32.0823","420.522","614.652","-58.6829","1556.32","774.498","-54.6911","1070.76","784.453","47.1525","427.905","858.728","171.758","81.5764","799.913","85.8527","1357.6","632.407","-30.2504","1239.77","855.264","184.408","1003.83","424.815","51.6915","1300.95","435.529","155.063","85.4116","367.141","193.679","972.744","766.401","16.4651","943.26","443.247","-70.0108","904.644"
24,0,"502.073","32.1806","420.515","614.406","-58.8483","1556.3","774.208","-54.7506","1070.72","784.351","47.1401","427.918","858.701","171.753","81.605","799.658","85.7532","1357.63","632.15","-30.3802","1239.78","854.955","184.379","1003.8","424.578","51.4966","1300.92","435.504","155.064","85.4066","366.838","193.487","972.731","766.197","16.4417","943.258","442.981","-70.2122","904.625"
25,0,"501.928","32.2249","420.517","614.159","-59.0191","1556.28","773.917","-54.81","1070.68","784.275","47.118","427.905","858.674","171.743","81.6385","799.384","85.6695","1357.63","632.239","-30.3541","1239.67","854.675","184.34","1003.81","424.313","51.3028","1300.9","435.489","155.089","85.4029","366.506","193.275","972.723","766.003","16.3956","943.245","442.732","-70.4698","904.565"
26,0,"501.763","32.2484","420.517","613.909","-59.1892","1556.25","773.645","-54.873","1070.64","784.18","47.0834","427.903","858.644","171.723","81.6773","799.113","85.5961","1357.64","632.113","-30.4056","1239.61","854.409","184.291","1003.84","424.053","51.1078","1300.87","435.467","155.088","85.3785","366.191","193.042","972.698","765.829","16.3588","943.219","442.459","-70.6571","904.538"
27,0,"501.582","32.2698","420.513","613.658","-59.3544","1556.22","773.381","-54.9436","1070.6","784.046","47.0406","427.9","858.62","171.703","81.7226","798.847","85.5218","1357.64","631.807","-30.5578","1239.63","854.096","184.257","1003.83","423.816","50.9176","1300.85","435.447","155.084","85.3388","365.867","192.823","972.66","765.662","16.323","943.205","442.199","-70.8841","904.517"
28,0,"501.46","32.3461","420.467","613.423","-59.5137","1556.17","773.139","-55.0247","1070.59","783.935","46.9906","427.907","858.577","171.682","81.7715","798.59","85.4566","1357.64","631.589","-30.6607","1239.6","853.765","184.219","1003.8","423.601","50.7558","1300.82","435.409","155.091","85.3113","365.586","192.621","972.626","765.526","16.276","943.175","441.927","-71.0676","904.492"
29,0,"501.335","32.3822","420.427","613.201","-59.6862","1556.14","772.902","-55.1014","1070.6","783.852","46.9469","427.921","858.539","171.639","81.8516","798.339","85.3932","1357.64","631.14","-30.8962","1239.69","853.473","184.135","1003.85","423.378","50.5623","1300.78","435.385","155.094","85.2872","365.258","192.411","972.585","765.393","16.259","943.16","441.672","-71.2267","904.477"
30,0,"501.261","32.3835","420.415","612.975","-59.8477","1556.11","772.67","-55.1841","1070.61","783.803","46.8686","427.977","858.483","171.627","81.9131","798.096","85.3168","1357.65","631.195","-30.8621","1239.57","853.172","184.083","1003.84","423.141","50.3686","1300.75","435.357","155.09","85.2788","365.004","192.21","972.55","765.258","16.2343","943.163","441.407","-71.3968","904.464"
31,0,"501.231","32.3658","420.417","612.75","-60.007","1556.08","772.445","-55.2717","1070.64","783.719","46.8178","428.011","858.439","171.603","81.9659","797.87","85.2516","1357.66","631.157","-30.8819","1239.48","852.898","184.012","1003.87","422.916","50.1762","1300.69","435.343","155.077","85.2817","364.734","192.015","972.518","765.121","16.2205","943.178","441.155","-71.618","904.436"
32,0,"501.224","32.3598","420.418","612.521","-60.1649","1556.04","772.229","-55.3456","1070.66","783.638","46.7726","428.038","858.403","171.583","82.0279","797.651","85.1993","1357.69","631.195","-30.8548","1239.39","852.572","183.969","1003.86","422.703","50.0068","1300.65","435.345","155.058","85.2979","364.488","191.809","972.463","765.007","16.2009","943.185","440.896","-71.8236","904.438"
33,0,"501.208","32.3169","420.425","612.29","-60.3197","1556","772.021","-55.4205","1070.68","783.597","46.7278","428.054","858.361","171.574","82.0671","797.429","85.145","1357.71","631.198","-30.8592","1239.33","852.274","183.909","1003.89","422.488","49.8405","1300.62","435.345","155.063","85.3287","364.252","191.616","972.42","764.886","16.1483","943.207","440.684","-72.0225","904.433"
34,0,"501.188","32.2775","420.423","612.083","-60.47","1555.96","771.819","-55.4927","1070.69","783.562","46.6723","428.082","858.333","171.576","82.1238","797.224","85.1138","1357.73","631.045","-30.9513","1239.31","851.975","183.853","1003.91","422.319","49.6698","1300.56","435.33","155.052","85.3413","364.006","191.438","972.36","764.778","16.1256","943.231","440.496","-72.2048","904.439"
35,0,"501.158","32.2104","420.416","611.887","-60.6304","1555.94","771.615","-55.5595","1070.69","783.561","46.6025","428.108","858.302","171.607","82.1311","797.024","85.0794","1357.75","630.889","-31.0429","1239.32","851.68","183.822","1003.88","422.149","49.5252","1300.51","435.313","155.032","85.365","363.794","191.262","972.33","764.692","16.0895","943.26","440.332","-72.4385","904.424"
36,0,"501.145","32.1322","420.403","611.696","-60.7772","1555.89","771.431","-55.6259","1070.7","783.541","46.5463","428.121","858.279","171.597","82.1667","796.834","85.0544","1357.75","630.797","-31.1028","1239.29","851.428","183.759","1003.9","421.998","49.391","1300.46","435.292","155.011","85.3658","363.596","191.08","972.273","764.607","16.0657","943.287","440.165","-72.6337","904.423"
37,0,"501.151","32.0025","420.394","611.506","-60.9309","1555.85","771.247","-55.6855","1070.69","783.529","46.4765","428.131","858.262","171.593","82.1888","796.671","85.0351","1357.75","630.689","-31.1787","1239.28","851.163","183.726","1003.87","421.877","49.2406","1300.39","435.283","154.993","85.3625","363.419","190.895","972.189","764.52","16.041","943.322","440.011","-72.8479","904.402"
38,0,"501.164","31.844","420.393","611.327","-61.0793","1555.8","771.089","-55.7503","1070.7","783.565","46.3691","428.166","858.264","171.556","82.2005","796.527","85.0219","1357.75","630.604","-31.2491","1239.25","850.917","183.693","1003.81","421.762","49.0955","1300.32","435.283","154.966","85.351","363.286","190.743","972.132","764.462","16.0074","943.345","439.881","-73.0534","904.379"
39,0,"501.221","31.7063","420.353","611.167","-61.2197","1555.75","770.952","-55.8001","1070.69","783.557","46.2854","428.173","858.258","171.541","82.2194","796.405","85.0134","1357.76","630.556","-31.3044","1239.24","850.703","183.661","1003.77","421.652","48.9648","1300.25","435.29","154.945","85.3451","363.154","190.588","972.069","764.421","15.9655","943.371","439.75","-73.215","904.361"
40,0,"501.275","31.5328","420.326","610.997","-61.3508","1555.69","770.838","-55.8438","1070.7","783.561","46.1985","428.166","858.249","171.527","82.2284","796.296","85.0228","1357.76","630.512","-31.3698","1239.21","850.482","183.653","1003.7","421.551","48.8449","1300.19","435.298","154.917","85.3482","363.046","190.433","971.999","764.394","15.9274","943.39","439.649","-73.3966","904.305"
41,0,"501.311","31.2943","420.316","610.834","-61.4789","1555.64","770.742","-55.8805","1070.73","783.559","46.119","428.157","858.253","171.523","82.2397","796.189","85.0317","1357.76","630.479","-31.416","1239.18","850.328","183.627","1003.68","421.472","48.7383","1300.14","435.3","154.894","85.3442","362.988","190.297","971.955","764.397","15.8844","943.421","439.543","-73.5346","904.268"
42,0,"501.343","31.0894","420.312","610.66","-61.6028","1555.59","770.664","-55.9097","1070.75","783.591","46.031","428.166","858.25","171.519","82.255","796.098","85.0238","1357.76","630.455","-31.4783","1239.16","850.209","183.61","1003.67","421.404","48.6427","1300.09","435.307","154.885","85.3455","362.92","190.164","971.893","764.407","15.8491","943.442","439.473","-73.6791","904.223"
43,0,"501.385","30.9463","420.279","610.493","-61.7123","1555.55","770.598","-55.9242","1070.77","783.691","45.9052","428.207","858.253","171.521","82.2674","796.019","85.0183","1357.77","630.435","-31.524","1239.14","850.146","183.581","1003.69","421.331","48.5569","1300.06","435.314","154.87","85.3586","362.881","190.041","971.85","764.434","15.8101","943.465","439.416","-73.8291","904.195"
44,0,"501.372","30.7507","420.274","610.319","-61.8263","1555.51","770.542","-55.9348","1070.78","783.727","45.8281","428.217","858.255","171.527","82.2606","795.949","85.0147","1357.77","630.41","-31.5679","1239.13","850.071","183.574","1003.67","421.268","48.4782","1300.02","435.303","154.849","85.3789","362.837","189.91","971.793","764.467","15.7897","943.497","439.378","-73.9629","904.148"
45,0,"501.396","30.5728","420.268","610.161","-61.9268","1555.46","770.504","-55.9389","1070.8","783.774","45.7626","428.232","858.272","171.533","82.2496","795.869","85.0229","1357.78","630.395","-31.6147","1239.13","850.084","183.543","1003.73","421.223","48.3982","1299.98","435.309","154.836","85.3995","362.807","189.782","971.726","764.505","15.7515","943.521","439.366","-74.0966","904.097"
46,0,"501.455","30.3994","420.25","610.01","-62.023","1555.43","770.473","-55.9452","1070.79","783.818","45.7216","428.219","858.3","171.545","82.2355","795.806","85.013","1357.79","630.386","-31.6528","1239.12","850.083","183.532","1003.75","421.173","48.3321","1299.93","435.306","154.818","85.4234","362.786","189.677","971.669","764.561","15.6973","943.552","439.382","-74.2217","904.023"
47,0,"501.532","30.1895","420.248","609.858","-62.1073","1555.39","770.449","-55.9524","1070.79","783.884","45.6842","428.196","858.33","171.571","82.1995","795.748","85.0032","1357.82","630.373","-31.7002","1239.11","850.116","183.517","1003.79","421.128","48.27","1299.88","435.307","154.787","85.4463","362.814","189.575","971.595","764.614","15.6472","943.571","439.426","-74.3689","903.93"
48,0,"501.669","30.0468","420.214","609.712","-62.1905","1555.36","770.435","-55.952","1070.78","783.988","45.6511","428.203","858.365","171.589","82.1721","795.676","84.9892","1357.83","630.35","-31.7568","1239.11","850.185","183.494","1003.84","421.088","48.2228","1299.81","435.324","154.756","85.4745","362.887","189.486","971.521","764.676","15.6222","943.598","439.462","-74.4695","903.852"
49,0,"501.769","29.8427","420.201","609.564","-62.2709","1555.34","770.449","-55.9601","1070.78","784.067","45.659","428.173","858.417","171.612","82.146","795.631","84.9547","1357.86","630.323","-31.8149","1239.09","850.324","183.437","1003.97","421.062","48.1944","1299.73","435.336","154.728","85.4991","362.936","189.401","971.415","764.745","15.557","943.613","439.504","-74.5718","903.773"
50,0,"501.892","29.6596","420.175","609.427","-62.3363","1555.31","770.479","-55.9753","1070.81","784.137","45.6993","428.13","858.465","171.621","82.1166","795.571","84.9015","1357.88","630.304","-31.8719","1239.08","850.446","183.396","1004.03","421.022","48.16","1299.65","435.359","154.699","85.5076","362.971","189.305","971.292","764.813","15.4891","943.616","439.562","-74.6639","903.691"
51,0,"502.028","29.4957","420.131","609.294","-62.392","1555.29","770.506","-55.9999","1070.83","784.217","45.7438","428.123","858.529","171.64","82.1056","795.505","84.84","1357.9","630.283","-31.9263","1239.04","850.586","183.349","1004.08","420.98","48.1263","1299.55","435.384","154.662","85.5175","363.015","189.225","971.165","764.894","15.4042","943.624","439.639","-74.7654","903.565"
52,0,"502.153","29.3078","420.106","609.161","-62.4381","1555.27","770.558","-56.0328","1070.86","784.316","45.8181","428.107","858.565","171.654","82.0949","795.445","84.777","1357.92","630.258","-31.9724","1239.01","850.741","183.302","1004.13","420.94","48.0936","1299.46","435.409","154.622","85.5451","363.097","189.165","971.055","764.975","15.2847","943.628","439.702","-74.8118","903.457"
53,0,"502.303","29.1527","420.087","609.036","-62.4734","1555.26","770.61","-56.0846","1070.9","784.385","45.9041","428.1","858.608","171.674","82.0962","795.394","84.6932","1357.95","630.249","-32.017","1238.97","850.934","183.225","1004.22","420.912","48.0504","1299.34","435.439","154.595","85.5729","363.171","189.124","970.957","765.036","15.1716","943.65","439.79","-74.8735","903.354"
54,0,"502.425","28.9961","420.075","608.913","-62.5057","1555.28","770.665","-56.1466","1070.95","784.495","45.9862","428.105","858.649","171.67","82.12","795.333","84.6187","1358","630.242","-32.0611","1238.93","851.135","183.126","1004.32","420.865","48.0116","1299.23","435.477","154.58","85.5967","363.252","189.086","970.827","765.1","15.0449","943.684","439.789","-74.7279","903.333"
55,0,"502.51","28.8838","420.068","608.785","-62.5305","1555.29","770.733","-56.2239","1071","784.568","46.097","428.119","858.684","171.683","82.1531","795.27","84.5427","1358.06","630.237","-32.1076","1238.91","851.311","183.035","1004.4","420.833","47.966","1299.12","435.504","154.57","85.6249","363.332","189.058","970.707","765.133","14.9181","943.71","440.09","-75.1524","903.154"
56,0,"502.537","28.7731","420.073","608.66","-62.5453","1555.32","770.782","-56.3132","1071.05","784.632","46.2225","428.13","858.71","171.723","82.1541","795.214","84.4631","1358.13","630.225","-32.1647","1238.91","851.497","182.923","1004.48","420.807","47.9308","1299","435.512","154.562","85.6588","363.468","189.043","970.564","765.162","14.7692","943.763","440.092","-74.8212","903.09"
57,0,"502.53","28.6863","420.088","608.537","-62.5615","1555.35","770.819","-56.4102","1071.1","784.656","46.3578","428.127","858.721","171.785","82.136","795.135","84.398","1358.2","630.201","-32.2301","1238.9","851.676","182.803","1004.57","420.769","47.8894","1298.88","435.522","154.557","85.6785","363.574","189.026","970.416","765.18","14.6366","943.81","440.194","-74.8418","903.012"
58,0,"502.517","28.5955","420.101","608.413","-62.5776","1555.38","770.866","-56.5116","1071.15","784.693","46.4716","428.149","858.746","171.812","82.1258","795.047","84.3253","1358.27","630.192","-32.295","1238.9","851.893","182.638","1004.72","420.731","47.8489","1298.77","435.528","154.563","85.6999","363.68","189.003","970.247","765.211","14.4912","943.858","440.318","-74.8411","902.908"
59,0,"502.524","28.5181","420.117","608.283","-62.5957","1555.42","770.911","-56.6251","1071.23","784.726","46.5661","428.163","858.76","171.858","82.1135","794.962","84.2476","1358.35","630.154","-32.3473","1238.89","852.116","182.457","1004.88","420.673","47.8314","1298.66","435.518","154.556","85.7239","363.831","188.997","970.106","765.218","14.3653","943.907","440.462","-74.8166","902.78"
