Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (445)",,,"Reconstruction Position - Unlabeled Track (450)",,,"Reconstruction Position - Unlabeled Track (467)",,,"Reconstruction Position - Unlabeled Track (496)",,,"Reconstruction Position - Unlabeled Track (510)",,,"Reconstruction Position - Unlabeled Track (529)",,,"Reconstruction Position - Unlabeled Track (538)",,,"Reconstruction Position - Unlabeled Track (539)",,,"Reconstruction Position - Unlabeled Track (552)",,,"Reconstruction Position - Unlabeled Track (573)",,,"Reconstruction Position - Unlabeled Track (577)",,,"Reconstruction Position - Unlabeled Track (587)",,,"Reconstruction Position - Unlabeled Track (589)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
1,0,"619.897","-12.6699","1567.95","800.087","111.858","1351.72","336.663","178.046","972.269","837.951","222.949","1000.23","635.379","-3.50847","1242.3","421.577","71.3899","1302.95","486.437","68.7266","426.275","454.236","-67.4318","901.763","834.49","185.58","80.7642","766.759","73.5215","430.778","775.17","-28.333","1052.67","777.487","65.5868","950.583","483.826","20.6855","927.306"
2,0,"619.887","-12.6997","1567.92","800.118","111.799","1351.71","336.636","178.01","972.294","837.947","222.848","1000.17","635.407","-3.58307","1242.33","421.604","71.3821","1302.95","486.413","68.6893","426.209","454.173","-67.4951","901.782","834.489","185.57","80.7754","766.781","73.4753","430.776","775.106","-28.4098","1052.7","777.503","65.5611","950.526","483.848","20.6155","927.348"
3,0,"619.883","-12.722","1567.89","800.147","111.736","1351.69","336.597","177.962","972.315","837.968","222.725","1000.15","635.418","-3.64429","1242.33","421.615","71.3925","1302.96","486.4","68.6564","426.188","454.103","-67.5492","901.8","834.488","185.57","80.7822","766.812","73.438","430.776","775.039","-28.4908","1052.7","777.513","65.5383","950.474","483.838","20.5922","927.313"
4,0,"619.881","-12.7453","1567.88","800.192","111.658","1351.68","336.575","177.935","972.322","837.982","222.627","1000.13","635.424","-3.70183","1242.34","421.631","71.3901","1302.98","486.406","68.6623","426.132","454.048","-67.6043","901.829","834.491","185.572","80.7865","766.832","73.3984","430.783","774.979","-28.5667","1052.72","777.522","65.512","950.43","483.831","20.5544","927.314"
5,0,"619.87","-12.767","1567.88","800.218","111.585","1351.68","336.56","177.907","972.36","837.993","222.528","1000.12","635.422","-3.75376","1242.34","421.633","71.402","1303","486.386","68.6145","426.091","453.981","-67.6641","901.86","834.491","185.579","80.7907","766.858","73.3431","430.793","774.917","-28.6477","1052.72","777.519","65.4949","950.397","483.813","20.5264","927.302"
6,0,"619.976","-12.7417","1567.75","800.233","111.5","1351.66","336.56","177.887","972.381","837.994","222.444","1000.09","635.397","-3.79821","1242.34","421.621","71.409","1303.04","486.383","68.5974","426.071","453.9","-67.6963","901.889","834.496","185.565","80.7897","766.873","73.305","430.81","774.855","-28.7167","1052.72","777.514","65.4566","950.387","483.795","20.4928","927.321"
7,0,"619.866","-12.8084","1567.91","800.24","111.426","1351.65","336.545","177.864","972.4","838.009","222.4","1000.05","635.378","-3.8339","1242.35","421.6","71.432","1303.08","486.363","68.5657","426.061","453.817","-67.7315","901.939","834.496","185.567","80.7946","766.869","73.2693","430.813","774.765","-28.7859","1052.71","777.504","65.4143","950.38","483.766","20.4865","927.301"
8,0,"619.868","-12.8254","1567.94","800.244","111.364","1351.64","336.544","177.858","972.439","838.01","222.272","1000.07","635.353","-3.87572","1242.39","421.605","71.4398","1303.14","486.367","68.5429","426.091","453.748","-67.7721","901.984","834.489","185.573","80.7853","766.864","73.235","430.816","774.686","-28.8477","1052.7","777.509","65.379","950.383","483.765","20.4459","927.326"
9,0,"619.871","-12.8327","1567.96","800.266","111.322","1351.64","336.561","177.861","972.497","838.014","222.196","1000.07","635.322","-3.91698","1242.44","421.577","71.4746","1303.21","486.348","68.4583","426.16","453.686","-67.7987","902.036","834.489","185.579","80.7792","766.852","73.2036","430.812","774.617","-28.902","1052.7","777.52","65.3423","950.387","483.762","20.41","927.357"
10,0,"619.888","-12.8419","1567.97","800.276","111.296","1351.65","336.59","177.878","972.532","838.013","222.125","1000.04","635.3","-3.9605","1242.51","421.574","71.5126","1303.28","486.323","68.4029","426.199","453.616","-67.8246","902.089","834.486","185.574","80.7843","766.847","73.1742","430.803","774.547","-28.9567","1052.67","777.505","65.3066","950.379","483.764","20.3967","927.376"
11,0,"619.904","-12.8407","1567.98","800.288","111.278","1351.66","336.605","177.891","972.593","838.03","222.046","1000.03","635.294","-4.00828","1242.59","421.555","71.5451","1303.35","486.312","68.3872","426.204","453.55","-67.8569","902.139","834.484","185.573","80.7847","766.817","73.1628","430.783","774.487","-29.0013","1052.66","777.484","65.2608","950.369","483.773","20.3623","927.41"
12,0,"619.924","-12.8442","1567.98","800.307","111.28","1351.67","336.631","177.904","972.632","838.029","221.981","1000.02","635.27","-4.03871","1242.66","421.535","71.5863","1303.41","486.294","68.3556","426.177","453.477","-67.8866","902.198","834.487","185.557","80.7805","766.827","73.1317","430.765","774.425","-29.0443","1052.67","777.471","65.2096","950.371","483.783","20.3149","927.467"
13,0,"620.086","-12.8058","1567.81","800.328","111.28","1351.69","336.653","177.937","972.711","838.024","221.921","999.993","635.252","-4.0786","1242.73","421.535","71.6126","1303.47","486.288","68.3453","426.163","453.394","-67.885","902.268","834.485","185.546","80.7942","766.82","73.105","430.77","774.379","-29.082","1052.7","777.463","65.152","950.373","483.796","20.2516","927.53"
14,0,"619.956","-12.8364","1567.97","800.338","111.264","1351.7","336.656","177.979","972.76","838.028","221.856","999.979","635.224","-4.10913","1242.79","421.502","71.6588","1303.52","486.258","68.3342","426.134","453.305","-67.8965","902.321","834.478","185.552","80.7907","766.813","73.0944","430.77","774.345","-29.1205","1052.73","777.455","65.0946","950.378","483.804","20.1772","927.604"
15,0,"619.962","-12.8251","1567.97","800.361","111.236","1351.71","336.662","178.009","972.807","838.03","221.805","999.973","635.216","-4.14661","1242.84","421.491","71.6896","1303.57","486.203","68.3431","426.096","453.232","-67.9095","902.378","834.474","185.549","80.8008","766.824","73.082","430.783","774.316","-29.159","1052.78","777.447","65.0417","950.38","483.809","20.1234","927.64"
16,0,"620.116","-12.8296","1567.88","800.376","111.207","1351.7","336.642","178.037","972.834","838.056","221.73","999.997","635.2","-4.17384","1242.87","421.486","71.7162","1303.6","486.13","68.3679","426.1","453.163","-67.9226","902.425","834.477","185.561","80.8032","766.81","73.0932","430.764","774.303","-29.2009","1052.81","777.446","64.9883","950.383","483.808","20.0643","927.69"
17,0,"619.984","-12.7917","1567.95","800.386","111.175","1351.7","336.615","178.041","972.845","838.058","221.674","999.981","635.191","-4.19727","1242.9","421.484","71.7421","1303.63","486.134","68.3821","426.159","453.104","-67.9464","902.486","834.47","185.561","80.8016","766.818","73.0703","430.782","774.297","-29.2446","1052.85","777.448","64.9427","950.385","483.811","19.9728","927.746"
18,0,"619.993","-12.762","1567.94","800.396","111.143","1351.69","336.602","178.053","972.858","838.073","221.627","999.965","635.169","-4.20993","1242.93","421.468","71.776","1303.66","486.042","68.3342","426.072","453.044","-67.9466","902.559","834.466","185.561","80.8039","766.811","73.0713","430.774","774.294","-29.2902","1052.86","777.443","64.8948","950.373","483.791","19.9155","927.76"
19,0,"620.002","-12.7392","1567.94","800.405","111.119","1351.68","336.581","178.062","972.868","838.092","221.571","999.954","635.159","-4.23133","1242.94","421.482","71.7919","1303.66","486.044","68.336","426.069","452.989","-67.9579","902.617","834.456","185.623","80.7574","766.809","73.0681","430.789","774.288","-29.3428","1052.86","777.437","64.861","950.349","483.771","19.8625","927.775"
20,0,"620.134","-12.7346","1567.88","800.406","111.108","1351.66","336.558","178.07","972.893","838.113","221.512","999.928","635.148","-4.24718","1242.96","421.488","71.8082","1303.67","486.061","68.3661","426.093","452.933","-67.9603","902.675","834.464","185.607","80.7802","766.785","73.0824","430.773","774.298","-29.3976","1052.85","777.434","64.8336","950.321","483.763","19.7816","927.818"
21,0,"620.15","-12.6976","1567.86","800.422","111.088","1351.66","336.532","178.069","972.891","838.139","221.454","999.881","635.131","-4.25582","1242.97","421.496","71.8268","1303.68","486.068","68.3589","426.066","452.888","-67.9648","902.725","834.462","185.573","80.8116","766.782","73.0826","430.749","774.299","-29.4573","1052.83","777.434","64.8106","950.281","483.749","19.7368","927.837"
22,0,"620.155","-12.6684","1567.86","800.422","111.082","1351.63","336.509","178.068","972.911","838.142","221.422","999.798","635.11","-4.27572","1242.97","421.495","71.8523","1303.7","486.112","68.3479","426.111","452.876","-67.9954","902.76","834.457","185.604","80.798","766.765","73.0836","430.744","774.312","-29.5208","1052.8","777.439","64.7943","950.246","483.75","19.6989","927.855"
23,0,"620.168","-12.6468","1567.87","800.442","111.072","1351.6","336.498","178.061","972.908","838.184","221.364","999.772","635.109","-4.29324","1242.98","421.495","71.8694","1303.7","486.113","68.3167","426.085","452.832","-67.9935","902.788","834.45","185.601","80.8022","766.775","73.0495","430.76","774.325","-29.5823","1052.78","777.445","64.791","950.201","483.75","19.672","927.858"
24,0,"620.183","-12.6118","1567.86","800.459","111.062","1351.59","336.504","178.06","972.919","838.196","221.332","999.698","635.1","-4.31892","1242.99","421.504","71.8704","1303.72","486.129","68.2874","426.051","452.809","-68.008","902.8","834.453","185.595","80.8025","766.764","73.0551","430.737","774.337","-29.6359","1052.76","777.461","64.7842","950.161","483.759","19.6468","927.851"
25,0,"620.201","-12.5775","1567.86","800.482","111.042","1351.57","336.508","178.055","972.93","838.217","221.277","999.663","635.092","-4.34069","1243.01","421.521","71.8864","1303.72","486.141","68.2633","426.026","452.784","-68.0242","902.797","834.457","185.594","80.8091","766.772","73.019","430.745","774.331","-29.6795","1052.75","777.474","64.7694","950.125","483.776","19.6178","927.874"
26,0,"620.214","-12.5466","1567.87","800.49","111.028","1351.56","336.507","178.036","972.936","838.242","221.229","999.653","635.093","-4.37165","1243.02","421.517","71.8876","1303.74","486.157","68.197","426.03","452.759","-68.0398","902.801","834.457","185.587","80.8128","766.791","72.994","430.763","774.329","-29.7155","1052.76","777.476","64.7615","950.103","483.771","19.6087","927.882"
27,0,"620.222","-12.5171","1567.87","800.492","111.015","1351.55","336.502","178.015","972.947","838.251","221.194","999.627","635.086","-4.38748","1243.04","421.533","71.893","1303.75","486.184","68.1814","426.037","452.751","-68.0544","902.8","834.461","185.573","80.811","766.795","72.9757","430.757","774.316","-29.739","1052.78","777.49","64.7389","950.092","483.782","19.5715","927.922"
28,0,"620.099","-12.4769","1567.96","800.491","110.994","1351.54","336.503","178.009","972.952","838.298","221.126","999.674","635.082","-4.41745","1243.07","421.537","71.8997","1303.77","486.159","68.1139","426.026","452.735","-68.0581","902.798","834.447","185.597","80.7883","766.803","72.9625","430.779","774.283","-29.7472","1052.81","777.501","64.7241","950.101","483.782","19.5274","927.953"
29,0,"620.245","-12.4763","1567.91","800.498","110.975","1351.54","336.504","178.002","972.981","838.312","221.095","999.685","635.077","-4.43995","1243.11","421.531","71.9169","1303.81","486.138","68.0634","426.065","452.748","-68.1042","902.786","834.442","185.6","80.7938","766.809","72.9576","430.774","774.254","-29.752","1052.82","777.51","64.7102","950.115","483.794","19.4894","927.991"
30,0,"620.247","-12.4464","1567.92","800.509","110.968","1351.55","336.515","177.996","973.012","838.302","221.082","999.685","635.078","-4.45764","1243.15","421.556","71.9372","1303.82","486.056","67.9879","426.008","452.756","-68.1119","902.793","834.444","185.591","80.8062","766.816","72.9503","430.779","774.226","-29.7617","1052.81","777.523","64.7004","950.118","483.8","19.4631","928.03"
31,0,"620.253","-12.4118","1567.92","800.532","110.973","1351.58","336.513","177.994","973.032","838.288","221.062","999.694","635.084","-4.47428","1243.19","421.57","71.944","1303.85","486.027","67.9776","426.002","452.77","-68.1066","902.814","834.437","185.602","80.8039","766.818","72.9392","430.8","774.212","-29.761","1052.82","777.54","64.7116","950.125","483.817","19.4306","928.072"
32,0,"620.274","-12.395","1567.94","800.545","110.991","1351.59","336.52","177.998","973.047","838.278","221.069","999.696","635.089","-4.47931","1243.23","421.577","71.949","1303.88","486.039","67.9626","426.015","452.781","-68.0997","902.84","834.434","185.603","80.801","766.818","72.9259","430.818","774.202","-29.7653","1052.82","777.561","64.7244","950.139","483.829","19.4027","928.092"
33,0,"620.283","-12.3568","1567.92","800.563","111.003","1351.61","336.525","178.008","973.077","838.263","221.08","999.702","635.103","-4.49451","1243.28","421.585","71.9607","1303.9","486.031","67.9358","425.941","452.789","-68.09","902.855","834.43","185.599","80.802","766.819","72.931","430.807","774.209","-29.7638","1052.84","777.57","64.7465","950.15","483.855","19.3751","928.109"
34,0,"620.287","-12.3327","1567.93","800.583","111.019","1351.63","336.545","178.031","973.12","838.257","221.083","999.703","635.126","-4.49717","1243.32","421.603","71.975","1303.92","486.033","67.8875","425.933","452.793","-68.073","902.874","834.423","185.59","80.8066","766.813","72.9531","430.798","774.211","-29.76","1052.84","777.573","64.7635","950.161","483.874","19.3276","928.148"
35,0,"620.29","-12.3142","1567.95","800.604","111.039","1351.64","336.541","178.049","973.149","838.249","221.085","999.703","635.144","-4.50938","1243.35","421.604","71.9774","1303.95","486.041","67.9029","425.904","452.79","-68.0375","902.906","834.426","185.595","80.8056","766.811","72.9683","430.801","774.224","-29.7601","1052.86","777.579","64.7748","950.171","483.887","19.3038","928.173"
36,0,"620.27","-12.1596","1567.8","800.628","111.063","1351.64","336.548","178.058","973.183","838.26","221.089","999.696","635.179","-4.51581","1243.38","421.623","71.9747","1303.98","486.023","67.8476","425.893","452.8","-68.0192","902.928","834.429","185.57","80.8287","766.805","72.9864","430.794","774.226","-29.7486","1052.88","777.575","64.7905","950.156","483.91","19.273","928.186"
37,0,"620.301","-12.238","1567.94","800.657","111.088","1351.64","336.55","178.077","973.212","838.282","221.09","999.689","635.204","-4.52576","1243.4","421.659","71.9839","1303.98","485.997","67.8097","425.888","452.807","-68.0018","902.945","834.427","185.571","80.8332","766.804","73.012","430.792","774.25","-29.7384","1052.92","777.589","64.8041","950.151","483.942","19.2294","928.211"
38,0,"620.319","-12.2216","1567.96","800.676","111.122","1351.62","336.551","178.077","973.237","838.303","221.097","999.672","635.241","-4.5282","1243.41","421.68","71.9741","1304","486.002","67.7808","425.906","452.82","-67.9928","902.949","834.422","185.574","80.8321","766.803","73.0242","430.779","774.272","-29.7228","1052.95","777.604","64.8179","950.139","483.991","19.1824","928.25"
39,0,"620.333","-12.1898","1567.97","800.705","111.15","1351.61","336.546","178.077","973.256","838.336","221.109","999.666","635.273","-4.52912","1243.43","421.715","71.9739","1304","485.963","67.7465","425.904","452.837","-67.9913","902.951","834.41","185.574","80.8233","766.805","73.0329","430.774","774.293","-29.7056","1052.98","777.624","64.8254","950.135","484.017","19.1685","928.252"
40,0,"620.309","-12.0427","1567.86","800.74","111.182","1351.6","336.544","178.075","973.283","838.324","221.153","999.594","635.309","-4.5378","1243.43","421.735","71.9723","1304.01","485.997","67.737","425.91","452.872","-67.9873","902.97","834.412","185.603","80.7876","766.813","73.0536","430.761","774.32","-29.6859","1053","777.641","64.8374","950.119","484.044","19.152","928.264"
41,0,"620.346","-12.1064","1568","800.757","111.221","1351.58","336.546","178.08","973.299","838.353","221.176","999.598","635.335","-4.5415","1243.45","421.772","71.9651","1304.01","486.034","67.7313","425.917","452.899","-67.997","902.995","834.417","185.577","80.8163","766.813","73.0639","430.759","774.35","-29.6644","1053.01","777.667","64.8455","950.121","484.058","19.1469","928.257"
42,0,"620.212","-12.0549","1568.09","800.786","111.255","1351.59","336.547","178.069","973.312","838.371","221.209","999.595","635.361","-4.55492","1243.47","421.792","71.9605","1304.02","486.045","67.7424","425.882","452.925","-67.989","903.016","834.416","185.608","80.7815","766.811","73.0892","430.757","774.377","-29.6457","1053.02","777.689","64.8536","950.118","484.08","19.1401","928.263"
43,0,"620.36","-12.0287","1568.01","800.803","111.281","1351.58","336.548","178.055","973.322","838.416","221.21","999.639","635.384","-4.5602","1243.47","421.812","71.9627","1304.03","486.039","67.7462","425.849","452.955","-67.9875","903.038","834.422","185.583","80.8059","766.816","73.1035","430.746","774.404","-29.6205","1053.03","777.694","64.8746","950.116","484.088","19.1404","928.264"
44,0,"620.231","-11.9863","1568.11","800.823","111.311","1351.59","336.559","178.04","973.329","838.438","221.238","999.648","635.407","-4.5668","1243.49","421.844","71.9589","1304.03","486.057","67.7453","425.845","453.015","-68.027","903.047","834.41","185.62","80.786","766.816","73.1164","430.756","774.434","-29.596","1053.03","777.706","64.8903","950.118","484.102","19.1407","928.266"
45,0,"620.388","-11.9743","1568.03","800.84","111.339","1351.59","336.552","178.005","973.333","838.474","221.266","999.669","635.444","-4.54543","1243.48","421.879","71.9646","1304.03","486.078","67.7299","425.863","453.066","-68.0516","903.051","834.403","185.63","80.7755","766.835","73.1061","430.773","774.463","-29.5625","1053.05","777.718","64.9166","950.112","484.113","19.1459","928.262"
46,0,"620.417","-11.9429","1568.01","800.862","111.354","1351.58","336.555","177.965","973.349","838.466","221.325","999.607","635.478","-4.50683","1243.47","421.917","71.9639","1304.03","486.101","67.7109","425.891","453.108","-68.0658","903.053","834.4","185.632","80.7669","766.846","73.1047","430.767","774.493","-29.5254","1053.06","777.724","64.9417","950.105","484.125","19.1642","928.254"
47,0,"620.434","-11.8999","1567.99","800.886","111.39","1351.57","336.554","177.922","973.32","838.512","221.352","999.618","635.513","-4.46643","1243.45","421.955","71.9494","1304.03","486.11","67.7062","425.895","453.15","-68.0884","903.048","834.408","185.63","80.7645","766.847","73.104","430.758","774.5","-29.489","1053.05","777.729","64.9719","950.103","484.142","19.1494","928.267"
48,0,"620.457","-11.8913","1568","800.908","111.428","1351.56","336.546","177.871","973.309","838.538","221.388","999.594","635.551","-4.43987","1243.44","421.978","71.9454","1304.04","486.093","67.7009","425.89","453.195","-68.1069","903.036","834.407","185.625","80.764","766.853","73.1059","430.752","774.525","-29.4488","1053.06","777.744","64.9999","950.093","484.165","19.1803","928.241"
49,0,"620.332","-11.835","1568.04","800.929","111.469","1351.55","336.559","177.832","973.307","838.568","221.407","999.599","635.594","-4.43128","1243.45","422.033","71.9348","1304.03","486.092","67.7196","425.873","453.233","-68.1388","903.027","834.409","185.622","80.7576","766.858","73.089","430.761","774.551","-29.4125","1053.07","777.762","65.0351","950.077","484.18","19.2006","928.229"
50,0,"620.356","-11.8148","1568.04","800.959","111.512","1351.55","336.573","177.795","973.291","838.572","221.453","999.57","635.639","-4.43228","1243.44","422.066","71.9205","1304.02","486.068","67.7282","425.855","453.287","-68.1535","903.027","834.412","185.618","80.7579","766.862","73.0846","430.741","774.58","-29.3767","1053.08","777.784","65.0706","950.062","484.206","19.2112","928.242"
51,0,"620.486","-11.7211","1567.87","800.994","111.548","1351.55","336.581","177.767","973.291","838.601","221.477","999.587","635.692","-4.4419","1243.43","422.108","71.9162","1304","486.086","67.7622","425.852","453.317","-68.17","903.01","834.413","185.628","80.7482","766.867","73.0709","430.748","774.607","-29.3388","1053.06","777.808","65.1131","950.039","484.233","19.2439","928.239"
52,0,"620.557","-11.7808","1567.98","801.032","111.569","1351.55","336.575","177.74","973.283","838.604","221.521","999.584","635.739","-4.44849","1243.43","422.143","71.9063","1303.99","486.112","67.7752","425.889","453.358","-68.1914","902.992","834.413","185.628","80.7477","766.883","73.0574","430.764","774.631","-29.3074","1053.04","777.819","65.1664","950.024","484.258","19.2623","928.25"
53,0,"620.455","-11.9095","1568.29","801.062","111.58","1351.55","336.578","177.723","973.286","838.63","221.547","999.633","635.79","-4.44375","1243.42","422.174","71.9017","1303.98","486.132","67.7817","425.912","453.4","-68.1979","902.984","834.416","185.634","80.7444","766.885","73.0666","430.755","774.676","-29.2708","1053.04","777.841","65.2061","950.039","484.274","19.3126","928.23"
54,0,"620.449","-11.7273","1568.1","801.082","111.583","1351.56","336.595","177.717","973.292","838.633","221.597","999.646","635.815","-4.43023","1243.39","422.187","71.8936","1303.98","486.114","67.7836","425.911","453.45","-68.1938","902.978","834.42","185.625","80.7457","766.889","73.0868","430.741","774.704","-29.2329","1053.03","777.848","65.2458","950.056","484.289","19.3511","928.223"
55,0,"620.597","-11.7275","1568.04","801.096","111.587","1351.56","336.625","177.709","973.294","838.651","221.641","999.678","635.833","-4.40184","1243.37","422.202","71.8943","1303.99","486.112","67.804","425.933","453.487","-68.1786","902.97","834.427","185.626","80.7351","766.898","73.0918","430.757","774.741","-29.1858","1053.03","777.855","65.2865","950.082","484.282","19.4306","928.169"
56,0,"620.597","-11.7105","1568.07","801.092","111.591","1351.55","336.644","177.698","973.288","838.652","221.704","999.684","635.847","-4.36159","1243.36","422.216","71.8996","1304.01","486.146","67.8561","425.924","453.528","-68.1662","902.961","834.431","185.629","80.7361","766.917","73.0988","430.772","774.753","-29.136","1053.01","777.86","65.3226","950.102","484.288","19.473","928.155"
57,0,"620.517","-11.853","1568.36","801.105","111.592","1351.56","336.669","177.695","973.279","838.62","221.804","999.622","635.858","-4.33028","1243.35","422.223","71.9076","1304.03","486.177","67.8843","425.957","453.572","-68.1624","902.969","834.432","185.631","80.7445","766.928","73.1202","430.784","774.782","-29.089","1053.01","777.858","65.3466","950.117","484.297","19.4973","928.172"
58,0,"620.507","-11.6746","1568.16","801.117","111.61","1351.55","336.705","177.693","973.273","838.637","221.858","999.636","635.864","-4.30664","1243.36","422.242","71.9259","1304.04","486.23","67.9642","425.973","453.627","-68.1685","902.973","834.447","185.61","80.765","766.947","73.126","430.808","774.807","-29.0311","1053.02","777.872","65.3746","950.127","484.3","19.5733","928.147"
59,0,"620.63","-11.5843","1567.97","801.139","111.65","1351.55","336.719","177.696","973.28","838.668","221.908","999.657","635.864","-4.28585","1243.37","422.251","71.9526","1304.06","486.247","68.0067","426.014","453.674","-68.1577","902.982","834.46","185.588","80.7809","766.966","73.1578","430.82","774.837","-28.9766","1053.03","777.898","65.3938","950.128","484.317","19.623","928.14"
60,0,"620.671","-11.6765","1568.09","801.155","111.697","1351.56","336.75","177.702","973.285","838.672","221.993","999.632","635.871","-4.26083","1243.4","422.261","71.9781","1304.07","486.21","68.0354","425.979","453.712","-68.1427","903.006","834.47","185.587","80.7816","766.98","73.1773","430.812","774.87","-28.9237","1053.03","777.921","65.4141","950.132","484.346","19.6488","928.142"
