Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (450)",,,"Reconstruction Position - Unlabeled Track (467)",,,"Reconstruction Position - Unlabeled Track (496)",,,"Reconstruction Position - Unlabeled Track (510)",,,"Reconstruction Position - Unlabeled Track (552)",,,"Reconstruction Position - Unlabeled Track (573)",,,"Reconstruction Position - Unlabeled Track (610)",,,"Reconstruction Position - Unlabeled Track (623)",,,"Reconstruction Position - Unlabeled Track (635)",,,"Reconstruction Position - Unlabeled Track (640)",,,"Reconstruction Position - Unlabeled Track (641)",,,"Reconstruction Position - Unlabeled Track (643)",,,"Reconstruction Position - Unlabeled Track (644)",,
61,0,"799.958","89.0683","1351.6","370.173","166.32","963.184","839.718","203.688","988.68","637.691","-22.2623","1240.43","832.234","173.428","80.0081","766.347","54.4424","429.174","478.279","-56.4187","846.988","638.718","-61.7967","1551.7","410.242","142.396","85.1015","422.089","49.8148","1297.17","483.185","25.9892","424.514","466.377","30.4137","941.374","764.905","-46.5209","1008.88"
62,0,"799.962","89.0995","1351.64","370.187","166.366","963.164","839.788","203.674","988.735","637.693","-22.2712","1240.47","832.249","173.435","80.0007","766.347","54.4475","429.169","478.278","-56.3862","846.999","638.674","-61.6868","1551.76","410.25","142.358","85.1207","422.09","49.8825","1297.16","483.196","25.9563","424.523","466.406","30.4625","941.401","764.926","-46.5006","1008.93"
63,0,"799.962","89.119","1351.67","370.203","166.402","963.147","839.863","203.662","988.782","637.689","-22.2767","1240.5","832.254","173.441","79.9909","766.335","54.4727","429.125","478.273","-56.3427","847.009","638.629","-61.5734","1551.82","410.254","142.346","85.1204","422.098","49.9477","1297.15","483.221","25.9444","424.531","466.434","30.5022","941.42","764.916","-46.4865","1009.02"
64,0,"799.954","89.1374","1351.7","370.195","166.45","963.148","839.929","203.621","988.858","637.691","-22.2853","1240.53","832.261","173.444","79.982","766.358","54.4647","429.117","478.268","-56.3089","847.008","638.575","-61.4703","1551.87","410.272","142.366","85.1098","422.08","50.008","1297.15","483.237","25.9389","424.55","466.451","30.5376","941.425","764.983","-46.481","1009.03"
65,0,"799.941","89.1348","1351.76","370.187","166.483","963.154","839.983","203.601","988.894","637.674","-22.2806","1240.55","832.261","173.416","79.9779","766.381","54.4721","429.089","478.256","-56.2753","847.017","638.52","-61.3584","1551.93","410.263","142.351","85.1178","422.067","50.0579","1297.15","483.244","25.9357","424.564","466.457","30.5622","941.442","765.046","-46.4945","1009.01"
66,0,"799.929","89.1398","1351.81","370.187","166.528","963.185","840.047","203.574","988.944","637.651","-22.2757","1240.59","832.264","173.42","79.9779","766.392","54.464","429.103","478.242","-56.2342","847.024","638.468","-61.2516","1551.99","410.249","142.332","85.1347","422.039","50.0993","1297.15","483.246","25.9489","424.587","466.468","30.5875","941.466","765.016","-46.506","1009.09"
67,0,"799.898","89.1575","1351.86","370.167","166.559","963.193","840.106","203.537","988.979","637.634","-22.2717","1240.63","832.264","173.417","79.9784","766.399","54.4687","429.096","478.215","-56.1912","847.029","638.397","-61.1382","1552.06","410.236","142.335","85.1511","422.014","50.1526","1297.17","483.236","25.9787","424.588","466.481","30.6144","941.491","765.003","-46.5144","1009.13"
68,0,"799.872","89.187","1351.9","370.143","166.593","963.214","840.168","203.513","988.998","637.608","-22.2613","1240.69","832.257","173.408","79.99","766.397","54.4709","429.108","478.193","-56.1575","847.04","638.329","-61.0267","1552.14","410.235","142.406","85.1244","421.986","50.1974","1297.18","483.224","26.0002","424.634","466.476","30.6174","941.531","765.006","-46.5344","1009.16"
69,0,"799.842","89.2379","1351.95","370.138","166.622","963.213","840.238","203.461","989.033","637.577","-22.272","1240.75","832.241","173.447","79.9664","766.386","54.4575","429.126","478.168","-56.131","847.044","638.266","-60.9204","1552.22","410.224","142.415","85.1229","421.961","50.2309","1297.21","483.235","26.061","424.649","466.485","30.6283","941.568","764.992","-46.5514","1009.24"
70,0,"799.806","89.3016","1351.98","370.128","166.626","963.227","840.285","203.403","989.057","637.554","-22.2779","1240.83","832.234","173.463","79.9677","766.379","54.4522","429.136","478.144","-56.1107","847.063","638.193","-60.8133","1552.29","410.225","142.399","85.1318","421.94","50.2917","1297.23","483.221","26.0987","424.654","466.492","30.6253","941.615","765","-46.5722","1009.26"
71,0,"799.775","89.3608","1352.02","370.147","166.65","963.246","840.345","203.349","989.08","637.522","-22.2838","1240.91","832.229","173.463","79.9728","766.381","54.4377","429.14","478.129","-56.1012","847.084","638.11","-60.7021","1552.34","410.217","142.389","85.1347","421.911","50.3388","1297.25","483.177","26.149","424.634","466.495","30.6053","941.654","764.996","-46.596","1009.3"
72,0,"799.745","89.429","1352.06","370.124","166.646","963.257","840.395","203.277","989.095","637.501","-22.2958","1240.99","832.228","173.478","79.9616","766.344","54.4399","429.13","478.105","-56.1013","847.101","638.039","-60.5982","1552.39","410.228","142.434","85.093","421.869","50.3785","1297.28","483.141","26.1695","424.65","466.502","30.5963","941.701","764.941","-46.6353","1009.36"
