Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (718)",,,"Reconstruction Position - Unlabeled Track (765)",,,"Reconstruction Position - Unlabeled Track (769)",,,"Reconstruction Position - Unlabeled Track (794)",,,"Reconstruction Position - Unlabeled Track (796)",,,"Reconstruction Position - Unlabeled Track (797)",,,"Reconstruction Position - Unlabeled Track (798)",,,"Reconstruction Position - Unlabeled Track (799)",,,"Reconstruction Position - Unlabeled Track (800)",,,"Reconstruction Position - Unlabeled Track (811)",,,"Reconstruction Position - Unlabeled Track (815)",,,"Reconstruction Position - Unlabeled Track (817)",,,"Reconstruction Position - Unlabeled Track (818)",,
61,0,"749.042","72.9702","1354.02","549.445","-162.745","1442.41","575.19","-38.8096","1243.42","807.096","125.238","79.0998","452.222","26.3667","422.978","389.377","148.593","84.9162","727.834","-77.0505","1007.33","800.444","173.87","1003.13","736.843","26.6138","434.361","309.564","141.305","984.039","384.093","72.6847","1329.23","707.554","7.88956","944.857","409.929","58.1627","963.596"
62,0,"748.738","72.7021","1354.24","548.808","-162.772","1442.76","574.956","-39.0287","1243.48","807.32","125.484","79.0342","452.166","26.0357","423.118","389.353","148.664","84.9181","727.515","-77.2192","1007.8","800.596","173.517","1003.43","737.345","26.9095","434.392","309.605","141.205","983.881","383.784","72.4502","1329.12","707.521","7.64083","945","409.857","58.0604","963.756"
63,0,"748.366","72.3963","1354.45","548.121","-162.795","1443.14","574.676","-39.2437","1243.54","807.517","125.746","78.955","452.079","25.653","423.268","389.326","148.731","84.9231","727.176","-77.4388","1008.26","800.786","173.138","1003.72","737.832","27.2003","434.402","309.612","141.111","983.674","383.431","72.2443","1328.98","707.407","7.40867","945.132","409.741","57.9944","963.772"
64,0,"747.985","72.0603","1354.67","547.366","-162.794","1443.54","574.347","-39.4798","1243.6","807.724","126.003","78.8776","451.943","25.2216","423.44","389.3","148.831","84.8967","726.846","-77.7201","1008.76","801.031","172.642","1004.08","738.302","27.4859","434.423","309.63","141.079","983.488","383.075","72.0596","1328.81","707.24","7.16333","945.281","409.602","57.9184","963.971"
65,0,"747.564","71.6632","1354.9","546.535","-162.753","1443.95","573.976","-39.7347","1243.64","807.937","126.231","78.8127","451.666","24.5996","423.664","389.288","148.917","84.8713","726.512","-78.0447","1009.28","801.28","172.073","1004.41","738.762","27.721","434.462","309.601","141.075","983.258","382.686","71.9368","1328.59","707.029","6.90116","945.422","409.442","57.8984","964.047"
66,0,"747.095","71.2511","1355.13","545.61","-162.694","1444.37","573.563","-39.9938","1243.68","808.182","126.439","78.7892","451.394","23.8868","423.918","389.274","149.005","84.8379","726.175","-78.4586","1009.84","801.561","171.418","1004.76","739.093","27.9306","434.459","309.541","141.063","982.937","382.239","71.7947","1328.33","706.777","6.65712","945.542","409.218","57.9267","964.158"
67,0,"746.6","70.7762","1355.39","544.646","-162.618","1444.85","573.082","-40.2552","1243.7","808.421","126.672","78.6806","451.08","23.05","424.19","389.271","149.022","84.8222","725.826","-78.9762","1010.43","801.882","170.642","1005.14","739.366","28.075","434.477","309.455","141.084","982.598","381.731","71.6839","1328.01","706.472","6.40389","945.624","408.992","57.9475","964.351"
68,0,"746.036","70.2603","1355.69","543.547","-162.52","1445.33","572.532","-40.505","1243.68","808.596","126.909","78.5361","450.799","22.0801","424.52","389.233","148.998","84.8129","nan","nan","nan","802.222","169.712","1005.53","739.538","28.2101","434.439","309.298","141.07","982.201","381.186","71.6142","1327.67","706.138","6.13481","945.692","408.681","58.064","964.362"
69,0,"745.361","69.6848","1355.99","542.386","-162.415","1445.85","571.898","-40.7546","1243.67","808.778","127.042","78.4929","450.527","20.8188","425.063","389.204","148.924","84.8313","726.243","-79.8521","1012.14","802.558","168.646","1005.91","739.648","28.2977","434.397","309.053","141.06","981.754","380.55","71.5791","1327.31","705.816","5.83749","945.76","408.371","58.0975","964.65"
70,0,"744.607","69.0833","1356.31","541.135","-162.258","1446.39","571.167","-40.9878","1243.66","808.908","127.175","78.4614","450.355","19.468","425.679","389.173","148.843","84.8526","725.957","-80.691","1012.82","802.938","167.393","1006.33","739.701","28.3843","434.326","308.72","141.019","981.294","379.816","71.5722","1326.91","705.406","5.6208","945.809","408.003","58.0615","964.373"
71,0,"743.753","68.4397","1356.66","539.773","-162.087","1446.93","570.35","-41.2364","1243.66","808.994","127.321","78.419","450.097","17.7453","426.433","389.125","148.807","84.8575","725.305","-81.8214","1013.59","803.331","165.967","1006.73","739.705","28.4164","434.274","308.302","140.918","980.844","379.014","71.6244","1326.5","704.967","5.3919","945.922","407.6","58.1054","964.424"
72,0,"742.821","67.7589","1357.03","538.314","-161.854","1447.51","569.44","-41.4674","1243.66","809.062","127.454","78.3822","449.886","15.8581","427.195","389.072","148.827","84.8574","724.545","-83.1372","1014.47","803.745","164.342","1007.15","739.688","28.4025","434.255","307.799","140.811","980.365","378.124","71.7276","1326.09","704.561","5.18212","946.075","407.115","58.2396","964.194"
73,0,"741.806","67.0573","1357.37","536.77","-161.625","1448.15","568.423","-41.6994","1243.66","809.135","127.551","78.3673","449.619","13.7881","427.808","389.005","148.732","84.8997","723.683","-84.6372","1015.52","804.109","162.542","1007.49","739.607","28.3595","434.223","307.199","140.667","979.871","377.158","71.8459","1325.69","703.932","5.01825","946.106","406.585","58.3241","964.146"
