Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (718)",,,"Reconstruction Position - Unlabeled Track (765)",,,"Reconstruction Position - Unlabeled Track (769)",,,"Reconstruction Position - Unlabeled Track (794)",,,"Reconstruction Position - Unlabeled Track (796)",,,"Reconstruction Position - Unlabeled Track (797)",,,"Reconstruction Position - Unlabeled Track (798)",,,"Reconstruction Position - Unlabeled Track (799)",,,"Reconstruction Position - Unlabeled Track (800)",,,"Reconstruction Position - Unlabeled Track (811)",,,"Reconstruction Position - Unlabeled Track (815)",,,"Reconstruction Position - Unlabeled Track (817)",,,"Reconstruction Position - Unlabeled Track (818)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
1,0,"767.567","78.5246","1348.13","577.812","-166.032","1433.28","593.05","-33.7825","1239.5","806.932","124.567","78.631","457.071","27.5548","422.333","389.897","148.722","85.1141","749.406","-69.7669","992.659","809.559","185.306","997.48","739.448","28.2935","434.721","320.281","143.707","989.922","402.711","73.4937","1333.49","717.602","12.9465","940.842","418.136","58.6446","962.473"
2,0,"767.161","78.5653","1348.3","577.342","-165.813","1433.42","592.696","-33.7673","1239.6","806.905","124.56","78.6474","456.935","27.5511","422.354","389.869","148.742","85.0937","749.061","-69.8528","992.838","809.473","185.18","997.606","739.374","28.1641","434.737","319.975","143.844","989.835","402.314","73.646","1333.4","717.364","12.9433","940.948","417.935","58.7107","962.5"
3,0,"766.718","78.5954","1348.41","576.879","-165.632","1433.59","592.305","-33.732","1239.7","806.901","124.551","78.6687","456.807","27.589","422.356","389.846","148.738","85.0752","748.729","-69.9148","993.057","809.401","185.037","997.761","739.253","28.057","434.721","319.674","143.949","989.723","401.898","73.7824","1333.31","717.105","12.9549","941.067","417.749","58.8097","962.505"
4,0,"766.305","78.6176","1348.55","576.4","-165.437","1433.73","591.911","-33.6878","1239.78","806.887","124.537","78.6998","456.673","27.6152","422.365","389.815","148.774","85.0594","748.382","-69.9832","993.255","809.316","184.846","997.945","739.163","27.9343","434.745","319.34","144.032","989.586","401.476","73.9249","1333.23","716.863","12.9079","941.172","417.523","58.8648","962.526"
5,0,"765.879","78.6076","1348.68","575.892","-165.257","1433.89","591.505","-33.6576","1239.87","806.884","124.535","78.7341","456.544","27.6369","422.37","389.802","148.787","85.0458","748.015","-70.0475","993.473","809.194","184.708","998.076","739.036","27.839","434.747","319.042","144.154","989.477","401.066","74.0665","1333.15","716.574","12.8715","941.283","417.289","58.9587","962.542"
6,0,"765.465","78.6058","1348.82","575.363","-165.083","1434.04","591.066","-33.6321","1239.96","806.857","124.533","78.7557","456.432","27.6369","422.387","389.788","148.803","85.0303","747.637","-70.0995","993.675","809.067","184.572","998.207","738.886","27.7553","434.73","318.738","144.275","989.36","400.63","74.215","1333.06","716.283","12.8314","941.379","417.055","59.1017","962.544"
7,0,"765.058","78.5931","1348.93","574.82","-164.903","1434.19","590.657","-33.5969","1240.03","806.842","124.529","78.7804","456.294","27.6066","422.398","389.786","148.766","85.0401","747.263","-70.1661","993.862","808.951","184.443","998.328","738.704","27.6774","434.722","318.431","144.378","989.236","400.208","74.3552","1332.97","715.971","12.8007","941.454","416.8","59.2171","962.572"
8,0,"764.645","78.5813","1349.02","574.278","-164.723","1434.34","590.236","-33.5799","1240.1","806.816","124.53","78.8052","456.18","27.6092","422.405","389.781","148.784","85.0066","746.879","-70.2254","994.062","808.835","184.298","998.445","738.55","27.595","434.721","318.125","144.471","989.088","399.802","74.5014","1332.89","715.624","12.7676","941.535","416.587","59.2988","962.574"
9,0,"764.23","78.5557","1349.12","573.716","-164.542","1434.49","589.812","-33.5751","1240.18","806.781","124.528","78.8201","456.027","27.5938","422.404","389.761","148.736","84.9961","746.494","-70.3007","994.232","808.713","184.16","998.564","738.399","27.5142","434.708","317.837","144.561","989.008","399.376","74.64","1332.79","715.299","12.7357","941.621","416.371","59.3776","962.581"
10,0,"763.82","78.5402","1349.23","573.139","-164.35","1434.64","589.39","-33.5907","1240.28","806.776","124.515","78.8379","455.896","27.618","422.399","389.771","148.703","84.9934","746.087","-70.3771","994.376","808.591","184.037","998.678","738.234","27.452","434.691","317.544","144.635","988.873","398.961","74.7855","1332.71","714.99","12.6516","941.669","416.129","59.4618","962.57"
11,0,"763.423","78.5239","1349.33","572.561","-164.16","1434.79","588.975","-33.5936","1240.36","806.765","124.504","78.8708","455.727","27.6259","422.391","389.768","148.686","84.9758","745.677","-70.4805","994.518","808.437","183.879","998.781","738.065","27.4368","434.653","317.219","144.695","988.724","398.561","74.9498","1332.63","714.663","12.5555","941.739","415.872","59.576","962.555"
12,0,"763.006","78.4849","1349.43","571.975","-163.972","1434.94","588.548","-33.6004","1240.46","806.741","124.509","78.8896","455.588","27.6949","422.379","389.744","148.701","84.9583","745.279","-70.5912","994.654","808.277","183.722","998.896","737.919","27.4235","434.615","316.915","144.767","988.584","398.137","75.108","1332.55","714.359","12.4881","941.822","415.634","59.6656","962.546"
13,0,"762.593","78.4725","1349.55","571.371","-163.767","1435.09","588.119","-33.5995","1240.56","806.709","124.512","78.9274","455.413","27.7019","422.409","389.709","148.751","84.922","744.837","-70.7185","994.809","808.109","183.56","998.985","737.802","27.3956","434.596","316.623","144.842","988.459","397.713","75.2674","1332.47","714.084","12.3644","941.896","415.417","59.7224","962.577"
14,0,"762.196","78.4476","1349.65","570.78","-163.582","1435.25","587.68","-33.5865","1240.66","806.673","124.529","78.9447","455.307","27.7607","422.406","389.688","148.785","84.9053","744.407","-70.8378","994.963","807.946","183.371","999.094","737.628","27.3788","434.568","316.31","144.896","988.329","397.287","75.4287","1332.37","713.766","12.2501","941.995","415.198","59.7835","962.585"
15,0,"761.783","78.4142","1349.75","570.168","-163.375","1435.41","587.257","-33.5697","1240.75","806.663","124.53","78.9743","455.153","27.7378","422.435","389.661","148.81","84.8926","743.949","-70.9613","995.114","807.783","183.197","999.2","737.496","27.3297","434.57","316.004","144.954","988.209","396.839","75.5907","1332.3","nan","nan","nan","414.976","59.8679","962.616"
16,0,"761.37","78.3793","1349.88","569.551","-163.178","1435.55","586.825","-33.5776","1240.84","806.654","124.523","78.9935","455.015","27.7355","422.454","389.645","148.794","84.8959","743.459","-71.1102","995.232","807.616","183.006","999.304","737.333","27.2726","434.569","315.686","144.998","988.073","396.441","75.7409","1332.22","715.413","13.1772","941.802","414.722","59.987","962.653"
17,0,"760.952","78.3242","1349.98","568.963","-163.019","1435.72","586.39","-33.5784","1240.93","806.639","124.524","79.004","454.882","27.7173","422.473","389.634","148.783","84.8886","742.981","-71.2755","995.366","807.437","182.842","999.367","737.155","27.2089","434.542","315.412","145.08","987.955","396.043","75.907","1332.13","714.943","12.9314","941.978","414.496","60.0861","962.671"
18,0,"760.538","78.276","1350.08","568.36","-162.844","1435.88","585.967","-33.585","1241.02","806.63","124.523","79.0101","454.743","27.6876","422.485","389.625","148.764","84.8769","742.502","-71.4404","995.506","807.243","182.653","999.452","737.009","27.1136","434.525","315.115","145.145","987.845","395.63","76.0681","1332.03","714.417","12.6408","942.219","414.285","60.1523","962.718"
19,0,"760.154","78.2223","1350.2","567.753","-162.672","1436.03","585.543","-33.5697","1241.09","806.637","124.505","79.0195","454.584","27.6076","422.517","389.611","148.773","84.8508","742","-71.6295","995.579","807.053","182.436","999.546","736.842","27.0177","434.476","314.821","145.184","987.686","395.251","76.2218","1331.94","713.984","12.4188","942.376","414.06","60.1975","962.741"
20,0,"759.764","78.1535","1350.29","567.177","-162.529","1436.21","585.114","-33.5809","1241.17","806.64","124.488","79.0196","454.442","27.5469","422.539","389.607","148.772","84.827","741.508","-71.8077","995.712","806.869","182.217","999.624","736.709","26.8857","434.458","314.562","145.248","987.58","394.882","76.3821","1331.84","713.539","12.2222","942.477","413.843","60.2615","962.762"
21,0,"759.381","78.0817","1350.4","566.584","-162.391","1436.38","584.699","-33.5972","1241.23","806.632","124.466","79.0335","454.306","27.4976","422.545","389.602","148.685","84.8494","741.01","-72.0035","995.804","806.702","181.983","999.714","736.558","26.7798","434.41","314.286","145.282","987.435","394.487","76.5305","1331.76","713.17","12.0874","942.518","413.585","60.3209","962.768"
22,0,"759.004","77.9945","1350.5","566.006","-162.249","1436.54","584.292","-33.6251","1241.3","806.634","124.448","79.0484","454.155","27.4653","422.551","389.593","148.664","84.8339","740.533","-72.1924","995.945","806.54","181.764","999.795","736.462","26.6287","434.41","314.036","145.331","987.32","394.12","76.6563","1331.67","712.74","11.9236","942.629","413.326","60.3731","962.74"
23,0,"758.623","77.8982","1350.61","565.327","-162.354","1436.68","583.88","-33.6332","1241.36","806.631","124.41","79.0666","454","27.4446","422.562","389.56","148.672","84.8069","740.025","-72.3943","996.066","806.368","181.484","999.916","736.353","26.4651","434.416","313.789","145.356","987.225","393.748","76.781","1331.6","712.393","11.8372","942.668","413.104","60.407","962.715"
24,0,"758.262","77.8001","1350.73","564.782","-162.254","1436.87","583.487","-33.6552","1241.44","806.618","124.385","79.0948","453.838","27.4338","422.58","389.538","148.702","84.8013","739.541","-72.5935","996.211","806.195","181.245","999.988","736.253","26.3276","434.417","313.517","145.384","987.108","393.353","76.9109","1331.53","711.984","11.7409","942.72","412.882","60.427","962.719"
25,0,"757.899","77.6905","1350.83","564.185","-162.126","1437.02","583.091","-33.6887","1241.5","806.609","124.363","79.1301","453.694","27.4372","422.571","389.514","148.731","84.7769","739.05","-72.8082","996.367","806.05","180.955","1000.11","736.146","26.1757","434.433","313.236","145.428","987.021","392.999","77.0434","1331.47","711.66","11.6488","942.751","412.665","60.4689","962.739"
26,0,"757.535","77.5858","1350.94","563.614","-162.023","1437.17","582.698","-33.7297","1241.58","806.601","124.312","79.1899","453.561","27.4319","422.57","389.483","148.771","84.7477","738.57","-73.0182","996.519","805.9","180.682","1000.22","736.06","26.0194","434.464","312.961","145.464","986.936","392.638","77.1523","1331.41","711.322","11.4899","942.793","412.45","60.4688","962.726"
27,0,"757.162","77.461","1351.04","563.046","-161.919","1437.31","582.304","-33.7692","1241.66","806.581","124.296","79.2137","453.404","27.4146","422.566","389.466","148.769","84.7409","738.091","-73.2439","996.666","805.708","180.475","1000.25","735.979","25.8796","434.479","312.705","145.489","986.845","392.273","77.2614","1331.35","711.015","11.398","942.812","412.214","60.4798","962.727"
28,0,"756.815","77.3416","1351.16","562.482","-161.837","1437.44","581.921","-33.8223","1241.73","806.554","124.309","79.2179","453.212","27.3541","422.59","389.449","148.793","84.7293","737.621","-73.4529","996.819","805.543","180.191","1000.35","735.877","25.7475","434.487","312.44","145.519","986.739","391.922","77.3761","1331.3","710.624","11.2954","942.858","411.989","60.5116","962.693"
29,0,"756.476","77.2351","1351.25","561.931","-161.748","1437.56","581.544","-33.8674","1241.79","806.543","124.311","79.2429","453.064","27.3902","422.574","389.432","148.824","84.7116","737.086","-73.7235","996.89","805.382","179.92","1000.44","735.807","25.6321","434.498","312.168","145.534","986.658","391.581","77.4735","1331.23","710.282","11.2061","942.889","411.78","60.486","962.701"
30,0,"756.128","77.1054","1351.35","561.393","-161.66","1437.7","581.188","-33.9269","1241.86","806.519","124.302","79.2612","452.847","27.3106","422.633","389.449","148.776","84.7161","736.722","-73.9338","997.087","805.215","179.678","1000.52","735.753","25.5068","434.516","311.904","145.566","986.572","391.245","77.5554","1331.17","709.96","11.09","942.936","411.586","60.4409","962.707"
31,0,"755.801","76.9898","1351.44","560.869","-161.616","1437.83","580.826","-33.9759","1241.91","806.513","124.288","79.2871","452.671","27.3239","422.637","389.454","148.82","84.6882","736.247","-74.1713","997.208","805.056","179.405","1000.58","735.689","25.4001","434.529","311.648","145.591","986.514","390.912","77.6251","1331.11","709.625","11.0014","942.942","411.39","60.3798","962.66"
32,0,"755.48","76.8685","1351.52","560.342","-161.597","1437.95","580.49","-34.0267","1241.95","806.502","124.266","79.3071","452.519","27.3205","422.653","389.451","148.788","84.691","735.821","-74.3989","997.345","804.876","179.126","1000.63","735.615","25.3078","434.526","311.37","145.588","986.428","390.61","77.6822","1331.06","709.302","10.9223","942.962","411.212","60.3247","962.649"
33,0,"755.169","76.7464","1351.59","559.872","-161.514","1438.08","580.161","-34.0998","1242.01","806.494","124.235","79.3226","452.383","27.2986","422.677","389.451","148.792","84.6881","735.383","-74.6489","997.478","804.734","178.822","1000.71","735.544","25.2177","434.526","311.115","145.589","986.376","390.307","77.7317","1331","709.03","10.8306","942.971","411.032","60.2804","962.611"
34,0,"754.849","76.6281","1351.67","559.362","-161.478","1438.17","579.835","-34.1582","1242.06","806.485","124.251","79.3186","452.301","27.301","422.668","389.447","148.8","84.6705","735.005","-74.8707","997.659","804.573","178.591","1000.72","735.495","25.1394","434.53","310.832","145.57","986.302","389.979","77.7572","1330.96","708.774","10.7474","942.969","410.866","60.2398","962.579"
35,0,"754.548","76.5101","1351.75","558.871","-161.468","1438.25","579.529","-34.2227","1242.1","806.472","124.224","79.3507","452.261","27.3138","422.65","389.437","148.812","84.6594","734.6","-75.0942","997.813","804.434","178.309","1000.77","735.42","25.0825","434.523","310.563","145.548","986.253","389.648","77.7502","1330.91","708.553","10.6868","942.975","410.692","60.1852","962.56"
36,0,"754.257","76.4243","1351.81","558.424","-161.429","1438.34","579.232","-34.3011","1242.16","806.461","124.21","79.3583","452.209","27.3063","422.646","389.417","148.84","84.638","734.218","-75.3107","997.991","804.272","178.032","1000.8","735.359","25.0225","434.522","310.31","145.516","986.186","389.345","77.7265","1330.86","708.359","10.6268","942.985","410.54","60.1489","962.555"
37,0,"753.97","76.3183","1351.89","557.988","-161.427","1438.43","578.954","-34.3999","1242.21","806.449","124.205","79.3655","452.168","27.3","422.634","389.414","148.852","84.6324","733.816","-75.5507","998.173","804.1","177.764","1000.81","735.279","24.9799","434.515","310.079","145.503","986.14","389.054","77.6725","1330.79","708.195","10.5538","942.997","410.609","59.7325","963.341"
38,0,"753.701","76.2166","1351.95","557.547","-161.415","1438.53","578.685","-34.5173","1242.27","806.435","124.201","79.3849","452.147","27.2954","422.631","389.385","148.815","84.6321","733.46","-75.771","998.366","803.945","177.466","1000.89","735.218","24.9585","434.511","309.845","145.451","986.065","388.78","77.609","1330.72","708.037","10.4782","943.028","410.467","59.74","963.294"
39,0,"753.433","76.1096","1352","557.115","-161.398","1438.63","578.438","-34.6419","1242.33","806.42","124.2","79.4138","452.098","27.2369","422.666","389.378","148.849","84.6193","733.194","-75.9518","998.641","803.744","177.236","1000.91","735.135","24.9483","434.513","309.613","145.386","985.977","388.508","77.5166","1330.64","707.881","10.3937","943.051","410.366","59.6796","963.29"
40,0,"753.207","76.0046","1352.06","556.717","-161.377","1438.74","578.203","-34.7912","1242.4","806.415","124.201","79.4305","452.091","27.2356","422.662","389.373","148.816","84.6258","732.886","-76.1377","998.886","803.525","177.037","1000.89","735.021","24.9518","434.495","309.411","145.335","985.924","388.256","77.3873","1330.56","707.725","10.2957","943.076","410.315","59.5651","963.36"
41,0,"752.982","75.8835","1352.1","556.308","-161.388","1438.85","577.99","-34.9465","1242.44","806.409","124.19","79.4598","452.06","27.2112","422.665","389.378","148.796","84.6333","732.405","-76.4045","999.096","803.306","176.855","1000.89","734.903","24.9557","434.472","309.195","145.228","985.826","388.014","77.2372","1330.48","707.561","10.2081","943.094","410.241","59.5239","963.419"
42,0,"752.755","75.7595","1352.12","555.925","-161.41","1438.96","577.783","-35.0965","1242.46","806.377","124.212","79.4545","452.016","27.1925","422.668","389.395","148.798","84.6355","732.336","-76.4726","999.444","803.074","176.659","1000.91","734.777","24.9673","434.45","309.009","145.124","985.768","387.786","77.0719","1330.39","707.436","10.1102","943.114","410.203","59.4437","963.558"
43,0,"752.553","75.6143","1352.14","555.588","-161.429","1439.07","577.603","-35.2251","1242.47","806.367","124.209","79.4726","451.933","27.1441","422.667","389.394","148.766","84.6402","731.963","-76.6818","999.705","802.845","176.44","1000.98","734.693","24.9533","434.441","308.871","145.014","985.728","387.577","76.8912","1330.29","707.318","10.0263","943.121","410.101","59.5179","963.39"
44,0,"752.359","75.461","1352.17","555.246","-161.488","1439.18","577.444","-35.3111","1242.42","806.36","124.209","79.4761","451.877","27.1209","422.669","389.404","148.752","84.6286","733.473","-75.9046","1001.09","802.58","176.288","1000.98","734.623","24.9515","434.417","308.727","144.866","985.642","387.359","76.7026","1330.2","707.235","9.91073","943.129","410.045","59.5125","963.313"
45,0,"752.166","75.3249","1352.2","554.911","-161.554","1439.28","577.295","-35.3894","1242.37","806.354","124.195","79.4809","451.849","27.1051","422.667","389.416","148.716","84.6394","nan","nan","nan","802.326","176.134","1001","734.556","24.9516","434.39","308.622","144.683","985.55","387.147","76.5184","1330.12","707.149","9.81826","943.147","409.987","59.4835","963.23"
46,0,"752.001","75.1846","1352.24","554.61","-161.585","1439.38","577.156","-35.5146","1242.36","806.351","124.188","79.4783","451.829","27.0895","422.658","389.429","148.689","84.6453","730.436","-77.4732","1000.47","802.068","176.026","1001.02","734.515","24.9509","434.377","308.534","144.492","985.47","386.932","76.299","1330.06","707.068","9.72695","943.182","409.953","59.4557","963.189"
47,0,"751.815","75.0699","1352.29","554.304","-161.653","1439.49","576.994","-35.684","1242.37","806.344","124.181","79.4818","451.842","27.1064","422.641","389.428","148.69","84.6424","nan","nan","nan","801.802","175.918","1001.03","734.466","24.9496","434.343","308.476","144.288","985.401","386.734","76.0743","1330","706.979","9.65429","943.231","409.936","59.4042","963.176"
48,0,"751.625","74.9626","1352.37","554.025","-161.72","1439.61","576.843","-35.8744","1242.42","806.345","124.179","79.473","451.831","27.0892","422.643","389.424","148.708","84.6351","732.29","-76.3132","1002.39","801.54","175.77","1001.09","734.43","24.9425","434.334","308.433","144.066","985.334","386.555","75.8412","1329.94","706.912","9.57211","943.308","409.918","59.3327","963.166"
49,0,"751.437","74.8525","1352.45","553.733","-161.835","1439.73","576.707","-36.0585","1242.47","806.347","124.177","79.4681","451.836","27.1099","422.634","389.411","148.747","84.6202","731.95","-76.3849","1002.74","801.282","175.668","1001.14","734.401","24.9355","434.321","308.415","143.828","985.282","386.406","75.6176","1329.9","706.852","9.49069","943.389","409.906","59.2761","963.175"
50,0,"751.254","74.7542","1352.55","553.467","-161.905","1439.86","576.586","-36.2518","1242.54","806.352","124.18","79.4638","451.846","27.1201","422.628","389.413","148.77","84.618","731.612","-76.4568","1003.1","801.057","175.551","1001.22","734.387","24.9471","434.303","308.411","143.548","985.174","386.243","75.3801","1329.86","706.815","9.41648","943.497","409.883","59.2324","963.116"
51,0,"751.089","74.6501","1352.65","553.193","-161.987","1440","576.478","-36.4531","1242.61","806.357","124.202","79.4626","451.858","27.1373","422.626","389.407","148.818","84.6056","731.288","-76.4995","1003.48","800.866","175.435","1001.35","734.383","24.9823","434.282","308.468","143.321","985.112","386.075","75.1396","1329.8","706.81","9.33498","943.62","409.859","59.1592","963.035"
52,0,"750.911","74.5494","1352.75","552.921","-162.051","1440.14","576.371","-36.6619","1242.69","806.372","124.221","79.4664","451.861","27.1241","422.651","389.413","148.819","84.6219","730.921","-76.5508","1003.84","800.692","175.344","1001.46","734.406","25.0259","434.285","308.561","143.096","985.037","385.897","74.8987","1329.76","706.945","9.23483","943.858","409.934","59.0601","963.415"
53,0,"750.75","74.4374","1352.87","552.644","-162.126","1440.32","576.27","-36.8825","1242.78","806.395","124.268","79.4611","451.877","27.1064","422.667","389.414","148.799","84.6462","730.559","-76.5843","1004.21","800.541","175.255","1001.58","734.489","25.0763","434.306","308.669","142.838","984.942","385.722","74.6578","1329.71","707.007","9.15107","944.02","409.998","58.9724","963.774"
54,0,"750.573","74.3115","1352.98","552.361","-162.21","1440.5","576.158","-37.0938","1242.88","806.414","124.327","79.4422","451.905","27.1004","422.678","389.424","148.756","84.689","730.183","-76.6158","1004.56","800.404","175.172","1001.69","734.613","25.1673","434.336","308.772","142.598","984.866","385.553","74.4247","1329.66","707.035","9.09444","944.126","409.971","58.9092","963.436"
55,0,"750.391","74.1646","1353.11","552.035","-162.325","1440.71","576.06","-37.3242","1242.97","806.432","124.398","79.4071","451.941","27.0702","422.693","389.423","148.666","84.7219","729.816","-76.6396","1004.91","800.304","175.071","1001.83","734.758","25.2974","434.339","308.914","142.379","984.754","385.386","74.1798","1329.62","707.084","9.02584","944.254","410.024","58.8325","963.626"
56,0,"750.19","74.01","1353.23","551.716","-162.382","1440.95","575.947","-37.5659","1243.06","806.487","124.496","79.368","451.977","27.0199","422.709","389.427","148.584","84.7759","729.464","-76.6675","1005.27","800.227","174.935","1001.99","734.981","25.4554","434.339","309.062","142.176","984.673","385.202","73.9265","1329.58","707.126","8.94155","944.373","410.073","58.712","963.719"
57,0,"750.012","73.8363","1353.36","551.345","-162.483","1441.19","575.824","-37.7985","1243.13","806.546","124.599","79.328","452.031","26.9486","422.731","389.411","148.6","84.7904","729.131","-76.703","1005.66","800.205","174.762","1002.2","735.244","25.647","434.322","309.197","141.968","984.57","385.009","73.6641","1329.52","707.113","8.8559","944.395","410.084","58.6015","963.745"
58,0,"749.802","73.6429","1353.49","550.94","-162.56","1441.45","575.698","-38.0418","1243.2","806.648","124.683","79.3086","452.082","26.844","422.762","389.422","148.587","84.8263","728.81","-76.7446","1006.08","800.206","174.601","1002.39","735.577","25.8451","434.345","309.292","141.776","984.44","384.794","73.3979","1329.47","707.583","8.42907","944.605","410.015","58.5035","963.282"
59,0,"749.573","73.4395","1353.64","550.508","-162.633","1441.75","575.561","-38.2918","1243.27","806.769","124.821","79.2484","452.138","26.7091","422.815","389.407","148.565","84.8578","728.485","-76.8305","1006.49","800.271","174.371","1002.63","735.99","26.0714","434.369","309.385","141.586","984.322","384.597","73.1572","1329.4","707.625","8.23133","944.692","410.008","58.3918","963.245"
60,0,"749.328","73.2126","1353.83","550.002","-162.713","1442.07","575.39","-38.5435","1243.34","806.915","125.007","79.1603","452.196","26.5566","422.877","389.402","148.542","84.8981","728.14","-76.9172","1006.89","800.331","174.147","1002.85","736.396","26.3371","434.354","309.484","141.43","984.195","384.367","72.9275","1329.32","707.625","8.04952","944.775","409.994","58.2398","963.563"
