Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (445)",,,"Reconstruction Position - Unlabeled Track (450)",,,"Reconstruction Position - Unlabeled Track (467)",,,"Reconstruction Position - Unlabeled Track (496)",,,"Reconstruction Position - Unlabeled Track (510)",,,"Reconstruction Position - Unlabeled Track (538)",,,"Reconstruction Position - Unlabeled Track (539)",,,"Reconstruction Position - Unlabeled Track (552)",,,"Reconstruction Position - Unlabeled Track (573)",,,"Reconstruction Position - Unlabeled Track (577)",,,"Reconstruction Position - Unlabeled Track (594)",,,"Reconstruction Position - Unlabeled Track (602)",,,"Reconstruction Position - Unlabeled Track (603)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
1,0,"621.194","22.6888","1581.72","807.512","111.851","1351.69","372.49","218.089","975.583","846.281","238.592","997.658","633.711","14.2961","1243.56","512.697","74.6892","430.915","455.34","-21.7075","865.508","827.577","213.94","80.0048","766.675","95.2261","430.83","765.091","-9.31526","1036.68","429.713","109.841","1308.98","475.976","59.2231","934.932","777.562","77.3716","948.088"
2,0,"621.324","22.4867","1581.73","807.628","111.611","1351.7","372.655","218.013","975.589","846.468","238.346","997.732","633.826","14.1263","1243.54","512.751","74.692","430.913","455.472","-21.7716","865.492","827.592","213.945","79.992","766.721","95.2087","430.825","765.196","-9.50451","1036.7","429.831","109.722","1308.97","476.079","59.1442","934.923","777.672","77.1859","948.089"
3,0,"621.148","22.4922","1581.65","807.742","111.377","1351.71","372.829","217.959","975.623","846.646","238.117","997.784","633.92","13.953","1243.53","512.813","74.7263","430.903","455.605","-21.8377","865.459","827.597","213.936","79.9864","766.731","95.21","430.795","765.281","-9.69934","1036.72","429.935","109.602","1308.98","476.176","59.05","934.94","777.773","77.0151","948.093"
4,0,"621.542","22.0935","1581.72","807.849","111.13","1351.73","373.025","217.88","975.637","846.81","237.902","997.811","634.012","13.7799","1243.53","512.869","74.7345","430.894","455.713","-21.8875","865.427","827.612","213.935","79.9852","766.756","95.2066","430.791","765.356","-9.88052","1036.75","430.035","109.476","1308.98","476.262","58.9647","934.947","777.873","76.8393","948.111"
5,0,"621.623","21.8854","1581.73","807.959","110.887","1351.74","373.194","217.796","975.649","846.973","237.697","997.824","634.086","13.6121","1243.51","512.882","74.6881","430.9","455.822","-21.9449","865.415","827.61","213.932","79.9804","766.792","95.185","430.772","765.424","-10.0623","1036.8","430.138","109.349","1309","476.355","58.8725","934.951","777.975","76.6564","948.116"
6,0,"621.702","21.6826","1581.73","808.065","110.627","1351.76","373.351","217.725","975.69","847.139","237.466","997.853","634.164","13.4437","1243.51","512.947","74.6938","430.945","455.914","-22.0013","865.381","827.613","213.934","79.9887","766.838","95.1617","430.775","765.518","-10.2758","1036.88","430.234","109.215","1309.03","476.442","58.776","934.954","778.069","76.4673","948.114"
7,0,"621.497","21.6751","1581.65","808.165","110.384","1351.77","373.521","217.645","975.718","847.307","237.221","997.882","634.235","13.2744","1243.51","512.983","74.657","430.969","456.017","-22.0615","865.358","827.63","213.93","79.9896","766.878","95.1439","430.779","765.581","-10.4646","1036.96","430.34","109.069","1309.06","476.532","58.6803","934.969","778.163","76.2906","948.122"
8,0,"621.867","21.2574","1581.74","808.251","110.15","1351.78","373.663","217.564","975.758","847.44","237.031","997.846","634.306","13.0867","1243.53","512.998","74.6237","430.968","456.107","-22.1322","865.343","827.623","213.927","79.9893","766.88","95.1527","430.796","765.627","-10.6687","1037.01","430.415","108.927","1309.1","476.613","58.5813","934.975","778.246","76.1218","948.132"
9,0,"621.772","21.1622","1581.68","808.342","109.911","1351.82","373.777","217.471","975.777","847.584","236.766","997.89","634.378","12.8945","1243.57","513.027","74.6063","430.962","456.194","-22.1898","865.314","827.632","213.925","79.9884","766.936","95.1488","430.771","765.673","-10.8825","1037.09","430.501","108.794","1309.14","476.701","58.4819","934.983","778.326","75.9502","948.124"
10,0,"621.991","20.8181","1581.72","808.433","109.665","1351.85","373.91","217.404","975.828","847.755","236.473","997.973","634.436","12.7086","1243.6","513.09","74.6014","430.947","456.276","-22.2608","865.293","827.639","213.923","79.9906","766.944","95.1475","430.756","765.716","-11.1077","1037.16","430.588","108.637","1309.17","476.781","58.3887","935","778.398","75.7658","948.125"
11,0,"621.756","20.8084","1581.61","808.514","109.429","1351.9","373.998","217.309","975.883","847.914","236.21","998.011","634.487","12.5261","1243.61","513.137","74.5595","430.921","456.366","-22.3414","865.257","827.645","213.927","79.9869","767","95.1057","430.757","765.789","-11.354","1037.25","430.664","108.486","1309.2","476.862","58.2905","935.006","778.479","75.5731","948.122"
12,0,"621.797","20.5871","1581.58","808.57","109.2","1351.91","374.104","217.199","975.916","848.062","235.971","998","634.544","12.3453","1243.6","513.166","74.4548","430.906","456.457","-22.4342","865.248","827.644","213.919","79.988","767.008","95.1133","430.725","765.852","-11.5989","1037.33","430.728","108.332","1309.22","476.932","58.1885","934.996","778.555","75.3816","948.107"
13,0,"622.123","20.165","1581.63","808.639","108.981","1351.94","374.182","217.094","975.94","848.237","235.642","998.078","634.59","12.1543","1243.6","513.157","74.3809","430.871","456.532","-22.5198","865.247","827.65","213.911","79.9864","767.001","95.1284","430.69","765.884","-11.8395","1037.38","430.793","108.157","1309.24","476.993","58.058","935.001","778.633","75.1994","948.085"
14,0,"622.156","19.9458","1581.59","808.697","108.754","1351.96","374.235","216.965","975.963","848.4","235.357","998.105","634.639","11.9697","1243.6","513.139","74.3237","430.851","456.593","-22.6264","865.247","827.65","213.908","79.9934","767.024","95.116","430.668","765.906","-12.0803","1037.45","430.859","107.997","1309.24","477.047","57.9302","934.995","778.693","75.0202","948.049"
15,0,"621.892","19.9397","1581.49","808.751","108.532","1351.96","374.302","216.84","975.982","848.544","235.097","998.084","634.686","11.8032","1243.6","513.136","74.2443","430.943","456.655","-22.7481","865.267","827.647","213.908","79.9911","767.043","95.1043","430.683","765.947","-12.3255","1037.54","430.899","107.837","1309.24","477.107","57.7929","934.989","778.759","74.8388","948.029"
16,0,"622.195","19.514","1581.54","808.791","108.317","1351.96","374.352","216.71","976","848.691","234.843","998.057","634.73","11.6236","1243.61","513.074","74.1542","430.876","456.718","-22.8817","865.278","827.649","213.901","79.9878","766.755","95.3379","430.58","765.963","-12.5695","1037.59","430.936","107.675","1309.25","477.173","57.6418","934.987","778.823","74.6466","948.007"
17,0,"622.212","19.3047","1581.49","808.821","108.094","1351.97","374.399","216.572","976.023","848.86","234.497","998.11","634.754","11.4483","1243.62","513.127","74.1037","430.874","456.753","-23.0159","865.266","827.65","213.893","79.9915","766.994","95.1342","430.644","766.013","-12.8319","1037.66","430.969","107.514","1309.27","477.236","57.4804","934.996","778.883","74.4485","947.993"
18,0,"622.217","19.0772","1581.47","808.879","107.883","1351.99","374.45","216.422","976.018","849","234.21","998.103","634.777","11.2634","1243.62","513.182","73.9986","430.864","456.78","-23.1521","865.259","827.656","213.888","80.0001","767.01","95.1075","430.65","766.04","-13.1108","1037.72","431.005","107.337","1309.28","477.293","57.3374","934.983","778.923","74.2695","947.956"
19,0,"621.947","19.0529","1581.35","808.911","107.675","1352.01","374.444","216.245","976.007","849.134","233.898","998.114","634.788","11.0949","1243.6","513.212","73.8866","430.818","456.812","-23.2934","865.249","827.65","213.887","80.0067","766.76","95.3314","430.52","766.041","-13.3712","1037.78","431.031","107.16","1309.28","477.351","57.1911","934.967","778.984","74.0962","947.936"
20,0,"622.234","18.6292","1581.39","808.924","107.478","1352.03","374.488","216.093","976.022","849.263","233.599","998.12","634.798","10.924","1243.58","513.228","73.7389","430.803","456.834","-23.441","865.248","827.649","213.901","80.0056","767.02","95.0906","430.648","766.059","-13.6175","1037.84","431.06","106.977","1309.29","477.403","57.0382","934.934","779.048","73.9263","947.914"
21,0,"622.236","18.4124","1581.35","808.936","107.272","1352.05","374.496","215.906","976.031","849.371","233.318","998.118","634.825","10.7422","1243.59","513.205","73.6105","430.735","456.847","-23.5977","865.251","827.646","213.895","80.0054","766.709","95.3169","430.542","766.071","-13.8679","1037.9","431.093","106.8","1309.3","477.452","56.886","934.947","779.091","73.7682","947.888"
22,0,"622.217","18.1867","1581.33","808.961","107.053","1352.1","374.491","215.721","976.043","849.479","233.041","998.148","634.845","10.5436","1243.59","513.213","73.4051","430.778","456.856","-23.7718","865.246","827.648","213.901","80.0034","766.743","95.2794","430.491","766.101","-14.1158","1037.97","431.114","106.615","1309.29","477.498","56.7209","934.929","779.156","73.5974","947.885"
23,0,"622.193","17.9543","1581.29","808.969","106.835","1352.15","374.491","215.521","976.067","849.594","232.752","998.214","634.866","10.3527","1243.59","513.253","73.2716","430.819","456.868","-23.9569","865.26","827.644","213.905","80.0019","766.736","95.2577","430.477","766.084","-14.3351","1038.04","431.141","106.428","1309.29","477.537","56.5699","934.934","779.181","73.4394","947.871"
24,0,"622.16","17.7207","1581.27","808.984","106.624","1352.19","374.473","215.323","976.079","849.656","232.56","998.173","634.893","10.1468","1243.61","513.28","73.1062","430.884","456.857","-24.1408","865.278","827.648","213.899","80.0028","766.734","95.2221","430.474","766.091","-14.5651","1038.12","431.158","106.225","1309.28","477.574","56.3997","934.939","779.204","73.2761","947.861"
25,0,"622.131","17.5054","1581.22","808.976","106.42","1352.22","374.446","215.106","976.078","849.748","232.313","998.222","634.903","9.94292","1243.62","513.262","73.0442","430.826","456.842","-24.3423","865.273","827.658","213.892","80.016","766.585","95.2552","430.522","766.05","-14.7676","1038.19","431.15","106.007","1309.28","477.619","56.2175","934.953","779.242","73.1168","947.864"
26,0,"622.09","17.2658","1581.2","808.966","106.199","1352.26","374.439","214.896","976.098","849.843","232.063","998.282","634.899","9.75263","1243.63","513.239","72.9294","430.778","456.853","-24.5555","865.261","827.648","213.887","80.0118","766.588","95.2187","430.53","766.002","-14.973","1038.26","431.141","105.785","1309.29","477.642","56.0207","934.962","779.238","72.9784","947.847"
27,0,"621.779","17.2434","1581.07","808.944","105.982","1352.29","374.416","214.675","976.119","849.942","231.802","998.358","634.904","9.55201","1243.65","513.221","72.8199","430.761","456.845","-24.7731","865.247","827.635","213.896","80.0148","766.597","95.155","430.521","765.963","-15.1688","1038.32","431.143","105.575","1309.3","477.674","55.8268","934.959","779.244","72.8424","947.836"
28,0,"621.996","16.8157","1581.13","808.937","105.767","1352.34","374.363","214.437","976.111","849.977","231.614","998.351","634.908","9.35052","1243.67","513.209","72.6756","430.757","456.836","-24.991","865.235","827.627","213.898","80.0302","766.608","95.0966","430.521","765.928","-15.3665","1038.38","431.136","105.366","1309.33","477.698","55.6411","934.947","779.26","72.7069","947.84"
29,0,"621.673","16.7917","1581.01","808.919","105.564","1352.37","374.329","214.203","976.13","850.035","231.372","998.425","634.89","9.14263","1243.68","513.132","72.4699","430.7","456.828","-25.2194","865.232","827.626","213.885","80.0454","766.828","94.9596","430.409","765.901","-15.5599","1038.45","431.124","105.168","1309.34","477.725","55.4433","934.946","779.264","72.5757","947.819"
30,0,"621.863","16.3694","1581.08","808.911","105.377","1352.42","374.251","213.961","976.146","850.09","231.129","998.505","634.88","8.93019","1243.71","513.105","72.3061","430.672","456.805","-25.4329","865.233","827.612","213.881","80.0557","767.06","94.6725","430.545","765.863","-15.7508","1038.51","431.097","104.969","1309.37","477.734","55.257","934.946","779.27","72.4465","947.815"
31,0,"621.702","16.2423","1580.99","808.888","105.178","1352.47","374.202","213.701","976.169","850.122","230.918","998.541","634.856","8.71331","1243.75","513.171","72.3464","430.634","456.78","-25.646","865.245","827.609","213.868","80.0713","767.052","94.6273","430.507","765.879","-15.9645","1038.6","431.081","104.759","1309.39","477.731","55.0746","934.948","779.268","72.3233","947.812"
32,0,"621.511","16.119","1580.92","808.866","104.984","1352.5","374.098","213.449","976.183","850.171","230.69","998.595","634.829","8.509","1243.77","513.171","72.2478","430.632","456.748","-25.8563","865.249","827.603","213.875","80.0789","767.064","94.5669","430.503","765.855","-16.1593","1038.65","431.054","104.548","1309.4","477.734","54.8901","934.954","779.267","72.1915","947.814"
33,0,"621.453","15.8986","1580.91","808.823","104.802","1352.52","374.012","213.203","976.211","850.196","230.495","998.604","634.802","8.28584","1243.78","513.202","72.1343","430.657","456.723","-26.0921","865.265","827.606","213.86","80.0992","767.082","94.5002","430.498","765.823","-16.3504","1038.73","431.018","104.318","1309.41","477.733","54.7011","934.959","779.268","72.0503","947.817"
34,0,"621.387","15.6271","1580.96","808.794","104.625","1352.56","373.938","212.961","976.242","850.221","230.319","998.611","634.774","8.07806","1243.8","513.203","72.0382","430.658","456.696","-26.3167","865.288","827.599","213.86","80.0992","767.078","94.4669","430.464","765.768","-16.5228","1038.79","430.988","104.087","1309.42","477.751","54.4917","934.951","779.258","71.9145","947.815"
35,0,"621.34","15.4662","1580.86","808.758","104.445","1352.58","373.869","212.716","976.273","850.246","230.12","998.642","634.754","7.87576","1243.81","513.137","71.9682","430.609","456.664","-26.5415","865.307","827.585","213.854","80.1117","767.098","94.3881","430.476","765.746","-16.7043","1038.87","430.958","103.833","1309.44","477.758","54.3206","934.942","779.246","71.7719","947.807"
36,0,"621.282","15.2523","1580.84","808.71","104.26","1352.6","373.788","212.456","976.302","850.269","229.889","998.707","634.73","7.6671","1243.81","513.09","71.921","430.582","456.644","-26.7833","865.326","827.582","213.852","80.1206","767.091","94.3298","430.475","765.711","-16.8921","1038.95","430.921","103.581","1309.45","477.766","54.1139","934.93","779.244","71.6158","947.811"
37,0,"621.226","15.0468","1580.83","808.673","104.084","1352.62","373.688","212.191","976.325","850.282","229.685","998.745","634.73","7.4382","1243.87","513.005","71.8023","430.578","456.611","-27.0065","865.346","827.57","213.852","80.1299","767.093","94.2607","430.463","765.644","-17.0703","1039.01","430.879","103.311","1309.48","477.782","53.9278","934.926","779.21","71.461","947.794"
38,0,"621.171","14.834","1580.82","808.648","103.912","1352.67","373.594","211.934","976.368","850.277","229.476","998.79","634.717","7.2218","1243.89","512.955","71.7831","430.563","456.569","-27.2408","865.377","827.563","213.841","80.1413","767.09","94.2073","430.456","765.598","-17.2386","1039.07","430.837","103.055","1309.51","477.793","53.7382","934.938","779.202","71.304","947.803"
39,0,"621.115","14.6226","1580.8","808.603","103.752","1352.7","373.502","211.671","976.425","850.255","229.311","998.803","634.696","7.0036","1243.92","512.913","71.6528","430.567","456.533","-27.4996","865.384","827.563","213.822","80.1569","767.073","94.1545","430.426","765.56","-17.4291","1039.13","430.814","102.819","1309.53","477.8","53.5471","934.938","779.19","71.1578","947.813"
40,0,"621.068","14.4091","1580.79","808.551","103.582","1352.73","373.386","211.389","976.432","850.235","229.122","998.844","634.682","6.78412","1243.95","512.891","71.4994","430.561","456.496","-27.7473","865.411","827.552","213.82","80.1599","767.075","94.0988","430.409","765.501","-17.5989","1039.2","430.754","102.554","1309.56","477.811","53.3578","934.946","779.178","71.0194","947.817"
41,0,"621.267","14.0054","1580.86","808.508","103.415","1352.77","373.264","211.121","976.468","850.19","228.991","998.819","634.669","6.55083","1243.97","512.842","71.3236","430.479","456.461","-27.9737","865.439","827.549","213.809","80.1907","767.073","94.0393","430.4","765.445","-17.7704","1039.25","430.722","102.292","1309.59","477.807","53.1773","934.954","779.166","70.8847","947.826"
42,0,"621.248","13.7825","1580.84","808.477","103.243","1352.8","373.139","210.82","976.5","850.16","228.841","998.806","634.651","6.36066","1243.97","512.838","71.1451","430.464","456.435","-28.2107","865.466","827.535","213.799","80.1961","767.08","93.9749","430.401","765.435","-17.9472","1039.3","430.678","102.024","1309.61","477.805","52.9835","934.951","779.14","70.7485","947.821"
43,0,"620.948","13.7678","1580.73","808.43","103.057","1352.82","372.994","210.513","976.511","850.154","228.617","998.879","634.635","6.18422","1243.97","512.842","70.9847","430.458","456.391","-28.439","865.507","827.524","213.805","80.2121","767.046","93.9448","430.391","765.421","-18.1227","1039.36","430.636","101.757","1309.63","477.802","52.8037","934.959","779.12","70.6172","947.823"
44,0,"620.92","13.5618","1580.7","808.392","102.896","1352.84","372.835","210.218","976.533","850.138","228.447","998.903","634.632","5.99259","1243.98","512.863","70.7697","430.497","456.368","-28.6996","865.534","827.516","213.805","80.2259","767.027","93.8929","430.391","765.411","-18.2999","1039.4","430.585","101.487","1309.66","477.804","52.6262","934.94","779.103","70.4829","947.818"
45,0,"620.892","13.3534","1580.68","808.354","102.729","1352.86","372.67","209.911","976.541","850.132","228.285","998.93","634.609","5.7945","1243.98","512.805","70.5369","430.444","456.336","-28.9596","865.569","827.507","213.796","80.2412","767.023","93.8381","430.387","765.437","-18.4801","1039.47","430.549","101.231","1309.69","477.795","52.4464","934.941","779.077","70.3541","947.813"
46,0,"621.093","12.9535","1580.77","808.323","102.562","1352.89","372.536","209.627","976.601","850.121","228.124","998.955","634.577","5.60542","1243.97","512.776","70.3838","430.395","456.305","-29.2355","865.612","827.495","213.796","80.2491","766.998","93.8228","430.372","765.406","-18.6439","1039.49","430.529","100.984","1309.72","477.777","52.265","934.941","779.055","70.2269","947.811"
47,0,"620.852","12.8691","1580.72","808.294","102.405","1352.91","372.383","209.327","976.635","850.1","227.972","998.981","634.569","5.39041","1244","512.779","70.2362","430.4","456.277","-29.5168","865.649","827.49","213.779","80.2723","766.956","93.8133","430.338","765.386","-18.8015","1039.51","430.531","100.741","1309.73","477.76","52.0702","934.938","779.036","70.1174","947.785"
48,0,"620.811","12.7327","1580.62","808.295","102.26","1352.94","372.267","209.024","976.688","850.103","227.753","999.057","634.562","5.16713","1244.01","512.778","70.1789","430.348","456.251","-29.7973","865.701","827.462","213.773","80.2963","766.931","93.7957","430.357","765.377","-18.9728","1039.51","430.529","100.478","1309.75","477.761","51.8555","934.952","779.023","70.0075","947.768"
49,0,"620.779","12.5262","1580.61","808.285","102.106","1352.95","372.134","208.709","976.719","850.06","227.644","999.007","634.575","4.95992","1244.02","512.763","70.0823","430.321","456.217","-30.0855","865.734","827.44","213.768","80.3159","766.928","93.7542","430.364","765.365","-19.1571","1039.52","430.508","100.214","1309.78","477.772","51.6332","934.958","779.016","69.9049","947.75"
50,0,"620.751","12.3283","1580.6","808.279","101.959","1352.98","372.013","208.403","976.777","850.029","227.478","999.015","634.593","4.75648","1244.04","512.693","69.9932","430.266","456.183","-30.3467","865.779","827.422","213.779","80.3422","766.892","93.7457","430.365","765.357","-19.3344","1039.54","430.483","99.9622","1309.81","477.789","51.4214","934.976","779.015","69.8083","947.745"
51,0,"620.728","12.1215","1580.6","808.282","101.799","1353","371.885","208.106","976.81","850.012","227.306","999.026","634.632","4.5485","1244.07","512.694","69.9529","430.252","456.16","-30.6159","865.818","827.416","213.755","80.3841","766.906","93.6929","430.381","765.361","-19.4919","1039.56","430.466","99.7024","1309.85","477.807","51.2257","934.97","779.019","69.7198","947.738"
52,0,"620.955","11.7067","1580.7","808.278","101.654","1353.02","371.797","207.814","976.886","850.017","227.131","999.061","634.652","4.36104","1244.08","512.671","69.8184","430.281","456.111","-30.868","865.854","827.402","213.752","80.4075","766.894","93.6843","430.387","765.325","-19.6319","1039.55","430.469","99.4498","1309.9","477.841","51.01","934.979","779.026","69.6308","947.737"
53,0,"620.696","11.7047","1580.58","808.264","101.518","1353.02","371.677","207.506","976.936","850.02","226.947","999.087","634.667","4.17712","1244.1","512.656","69.7383","430.26","456.071","-31.1261","865.894","827.382","213.763","80.4246","766.895","93.6586","430.403","765.313","-19.7737","1039.55","430.462","99.1924","1309.95","477.854","50.8165","934.977","779.019","69.5588","947.698"
54,0,"620.698","11.5044","1580.57","808.267","101.393","1353.02","371.585","207.212","976.983","850.017","226.781","999.101","634.696","3.98931","1244.13","512.678","69.6128","430.265","456.039","-31.3929","865.929","827.379","213.769","80.4469","766.918","93.6395","430.401","765.326","-19.9353","1039.56","430.472","98.9368","1309.99","477.866","50.5921","934.988","779.027","69.4884","947.657"
55,0,"620.937","11.1293","1580.64","808.28","101.283","1353.03","371.486","206.907","977.049","850.022","226.642","999.095","634.716","3.80407","1244.17","512.601","69.4469","430.185","456.011","-31.6623","866.004","827.364","213.766","80.4577","766.96","93.5792","430.431","765.336","-20.0863","1039.57","430.477","98.7007","1310.04","477.877","50.3925","935.003","779.041","69.4217","947.616"
56,0,"620.736","11.1156","1580.52","808.312","101.177","1353.03","371.384","206.6","977.103","850.021","226.5","999.089","634.74","3.62661","1244.2","512.639","69.3261","430.213","455.988","-31.9389","866.045","827.365","213.776","80.4664","766.933","93.5767","430.406","765.333","-20.2207","1039.57","430.476","98.4617","1310.1","477.895","50.1847","935.018","779.069","69.3446","947.598"
57,0,"620.969","10.7327","1580.6","808.341","101.082","1353.04","371.263","206.289","977.152","850.016","226.374","999.072","634.782","3.42739","1244.26","512.6","69.2154","430.162","455.99","-32.2215","866.093","827.351","213.775","80.473","766.959","93.519","430.412","765.365","-20.3625","1039.57","430.49","98.2129","1310.18","477.942","49.9582","935.034","779.094","69.2727","947.569"
58,0,"620.79","10.6635","1580.56","808.362","100.98","1353.04","371.155","205.994","977.242","850.011","226.244","999.063","634.828","3.25345","1244.31","512.607","69.1083","430.135","455.995","-32.4897","866.129","827.34","213.759","80.4949","766.94","93.4924","430.406","765.414","-20.5194","1039.57","430.501","97.9881","1310.25","477.988","49.7404","935.069","779.119","69.1854","947.55"
59,0,"621.077","10.3723","1580.52","808.396","100.891","1353.05","371.067","205.684","977.306","850.004","226.124","999.062","634.864","3.08835","1244.35","512.622","69.0324","430.107","456.018","-32.7689","866.182","827.326","213.767","80.4836","766.981","93.4349","430.405","765.47","-20.6609","1039.59","430.523","97.7669","1310.34","478.042","49.5245","935.094","779.147","69.0973","947.532"
60,0,"621.111","10.2161","1580.45","808.432","100.8","1353.07","370.976","205.394","977.388","849.982","226.041","999.026","634.907","2.92423","1244.4","512.609","68.9403","430.073","456.018","-33.021","866.253","827.322","213.76","80.5073","766.963","93.4135","430.405","765.491","-20.773","1039.56","430.529","97.5532","1310.41","478.085","49.3305","935.134","779.183","69.0014","947.519"
61,0,"621.032","10.1872","1580.29","808.486","100.715","1353.09","370.865","205.097","977.459","849.975","225.938","999.015","634.952","2.76337","1244.45","512.596","68.8378","430.004","456.013","-33.293","866.326","827.31","213.75","80.5228","767.011","93.3652","430.428","765.511","-20.8865","1039.53","430.558","97.3448","1310.47","478.13","49.1102","935.172","779.221","68.8979","947.524"
