Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (450)",,,"Reconstruction Position - Unlabeled Track (496)",,,"Reconstruction Position - Unlabeled Track (510)",,,"Reconstruction Position - Unlabeled Track (552)",,,"Reconstruction Position - Unlabeled Track (573)",,,"Reconstruction Position - Unlabeled Track (640)",,,"Reconstruction Position - Unlabeled Track (641)",,,"Reconstruction Position - Unlabeled Track (649)",,,"Reconstruction Position - Unlabeled Track (650)",,,"Reconstruction Position - Unlabeled Track (654)",,,"Reconstruction Position - Unlabeled Track (657)",,,"Reconstruction Position - Unlabeled Track (658)",,,"Reconstruction Position - Unlabeled Track (659)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
1,0,"781.742","86.6891","1349.87","862.312","161.869","996.846","628.114","-37.9385","1246.52","848.67","163.927","82.3465","760.326","47.2498","426.575","408.186","45.9367","1302.09","476.959","21.5408","419.272","615.393","-73.7448","1554.62","276.172","130.176","1001.04","807.896","-89.0334","1064.01","466.392","-1.59148","952.995","427.581","-101.284","958.654","383.978","138.251","97.7042"
2,0,"781.722","86.7303","1349.81","861.682","161.992","996.616","628.128","-37.9656","1246.48","848.666","164.061","82.497","760.243","47.2205","426.533","408.177","45.8905","1301.94","476.875","21.4493","419.279","615.416","-73.8153","1554.57","276.913","130.079","1000.49","807.857","-88.8856","1064.05","466.258","-1.66676","953.017","427.866","-101.676","958.296","nan","nan","nan"
3,0,"781.721","86.7907","1349.75","861.054","162.11","996.389","628.159","-38.0023","1246.44","848.568","164.014","82.3955","760.166","47.1862","426.522","408.175","45.8072","1301.78","476.782","21.3757","419.28","615.433","-73.8812","1554.51","277.616","129.988","999.991","807.818","-88.732","1064.1","466.115","-1.73567","952.992","428.166","-102.139","957.921","383.977","138.239","97.685"
4,0,"781.719","86.8711","1349.68","860.416","162.225","996.156","628.198","-38.0324","1246.39","848.546","164.03","82.4091","760.096","47.1249","426.51","408.165","45.7227","1301.63","476.683","21.3308","419.242","615.449","-73.9596","1554.46","278.364","129.882","999.459","807.742","-88.5809","1064.18","465.985","-1.84131","953.042","428.552","-102.555","957.45","nan","nan","nan"
5,0,"781.728","86.9551","1349.62","859.789","162.354","995.927","628.246","-38.0617","1246.34","848.558","163.999","82.4145","760.024","47.0652","426.501","408.148","45.6304","1301.47","476.598","21.2853","419.209","615.465","-74.0384","1554.42","279.131","129.791","998.843","807.683","-88.4289","1064.24","465.867","-1.9175","953.067","428.945","-102.926","956.918","nan","nan","nan"
6,0,"781.739","87.0452","1349.57","859.191","162.493","995.719","628.298","-38.0964","1246.3","848.611","164.048","82.5529","759.947","46.9985","426.497","408.133","45.5381","1301.31","476.544","21.248","419.197","615.489","-74.1228","1554.39","279.91","129.683","998.281","807.644","-88.2685","1064.31","465.748","-2.02512","953.114","429.356","-103.315","956.377","nan","nan","nan"
7,0,"781.748","87.1366","1349.51","858.593","162.617","995.523","628.343","-38.1456","1246.26","848.496","164.023","82.4571","759.873","46.9341","426.489","408.115","45.4559","1301.13","476.514","21.1842","419.238","615.518","-74.2097","1554.35","280.671","129.568","997.676","nan","nan","nan","465.653","-2.1146","953.173","429.831","-103.678","955.745","383.973","138.221","97.6774"
8,0,"781.748","87.2244","1349.46","858.024","162.758","995.34","628.386","-38.1892","1246.22","848.484","164.009","82.4719","759.827","46.8471","426.49","408.107","45.3607","1300.96","476.428","21.0977","419.248","615.558","-74.3065","1554.32","281.457","129.481","997.135","nan","nan","nan","465.563","-2.21638","953.195","430.323","-103.969","955.079","383.954","138.207","97.6928"
9,0,"781.753","87.2967","1349.43","857.468","162.902","995.16","628.427","-38.2444","1246.19","848.575","164.004","82.5957","759.77","46.7692","426.486","408.107","45.2525","1300.78","476.349","21.0506","419.236","615.6","-74.4025","1554.29","282.201","129.344","996.628","nan","nan","nan","465.484","-2.33668","953.205","430.801","-104.295","954.452","nan","nan","nan"
10,0,"781.724","87.38","1349.39","856.935","163.054","995.003","628.477","-38.3056","1246.16","848.45","163.984","82.5063","759.73","46.6763","426.475","408.103","45.1545","1300.62","476.322","20.9298","419.293","615.655","-74.5105","1554.26","282.92","129.172","996.15","nan","nan","nan","465.426","-2.41982","953.217","431.326","-104.544","953.76","nan","nan","nan"
11,0,"781.703","87.4517","1349.35","856.417","163.209","994.855","628.524","-38.3611","1246.14","848.433","163.967","82.5152","759.693","46.5797","426.455","408.122","45.0376","1300.46","476.252","20.8201","419.315","615.7","-74.6144","1554.23","283.607","129.065","995.613","nan","nan","nan","465.366","-2.54831","953.21","431.866","-104.828","953.08","nan","nan","nan"
12,0,"781.68","87.5257","1349.33","855.931","163.365","994.719","628.569","-38.4211","1246.11","848.405","163.968","82.5257","759.656","46.4849","426.439","408.119","44.8834","1300.32","476.154","20.723","419.304","615.753","-74.719","1554.19","284.279","128.867","995.197","nan","nan","nan","465.319","-2.66216","953.261","432.4","-105.061","952.413","nan","nan","nan"
13,0,"781.66","87.6176","1349.31","855.473","163.509","994.594","628.625","-38.4823","1246.1","848.464","163.999","82.6235","759.608","46.3972","426.44","408.102","44.7275","1300.17","476.149","20.6103","419.322","615.815","-74.8244","1554.15","284.899","128.724","994.777","nan","nan","nan","465.28","-2.78756","953.265","432.915","-105.181","951.73","nan","nan","nan"
14,0,"781.641","87.705","1349.29","855.031","163.657","994.497","628.687","-38.5387","1246.08","848.453","163.98","82.6319","759.56","46.3268","426.421","408.096","44.5644","1300.03","476.099","20.55","419.262","615.867","-74.9302","1554.1","285.496","128.567","994.331","nan","nan","nan","465.239","-2.91768","953.281","433.456","-105.411","951.058","nan","nan","nan"
15,0,"781.636","87.791","1349.28","854.608","163.794","994.389","628.746","-38.6087","1246.07","848.355","163.922","82.5358","759.528","46.2676","426.428","408.081","44.3887","1299.92","476.09","20.4948","419.207","615.923","-75.0468","1554.06","286.07","128.362","993.942","nan","nan","nan","465.204","-3.07791","953.249","433.994","-105.538","950.358","nan","nan","nan"
16,0,"781.614","87.8682","1349.27","854.235","163.911","994.302","628.795","-38.6765","1246.06","848.425","163.939","82.6735","759.514","46.2134","426.422","408.09","44.2141","1299.8","476.1","20.3951","419.237","615.973","-75.1595","1554","286.606","128.202","993.526","nan","nan","nan","465.172","-3.24306","953.259","434.503","-105.679","949.675","nan","nan","nan"
17,0,"781.619","87.9388","1349.27","853.873","164.03","994.216","628.848","-38.7441","1246.04","848.411","163.93","82.6953","759.499","46.1705","426.411","408.096","44.0438","1299.69","476.071","20.3302","419.195","616.018","-75.2797","1553.95","287.16","128.056","993.159","nan","nan","nan","465.153","-3.39422","953.284","435.054","-105.788","949.007","nan","nan","nan"
18,0,"781.599","87.9978","1349.26","853.551","164.134","994.159","628.909","-38.8162","1246.05","848.408","163.911","82.7274","759.499","46.1287","426.415","408.095","43.8725","1299.59","476.035","20.2439","419.175","616.062","-75.3995","1553.91","287.633","127.838","992.803","nan","nan","nan","465.14","-3.56467","953.248","435.591","-105.882","948.39","nan","nan","nan"
19,0,"781.576","88.0487","1349.27","853.268","164.235","994.116","628.967","-38.8921","1246.06","848.306","163.875","82.6471","759.503","46.1124","426.429","408.102","43.7092","1299.48","476.089","20.1352","419.241","616.11","-75.5241","1553.88","288.082","127.661","992.502","nan","nan","nan","465.134","-3.71938","953.246","436.102","-106.017","947.82","nan","nan","nan"
20,0,"781.544","88.0904","1349.28","853.003","164.314","994.088","629.016","-38.962","1246.05","848.287","163.88","82.6413","759.511","46.118","426.442","408.111","43.5358","1299.38","476.074","20.0123","419.24","616.153","-75.6553","1553.85","288.5","127.53","992.181","nan","nan","nan","465.149","-3.91937","953.229","436.603","-106.127","947.275","383.932","138.066","97.765"
21,0,"781.498","88.132","1349.29","852.778","164.386","994.065","629.074","-39.0378","1246.03","848.387","163.875","82.7836","759.52","46.1336","426.454","408.116","43.3454","1299.29","476.11","19.949","419.194","616.184","-75.7862","1553.83","288.881","127.315","991.94","nan","nan","nan","465.183","-4.10942","953.222","437.094","-106.226","946.716","383.946","138.054","97.7811"
22,0,"781.468","88.163","1349.3","852.588","164.444","994.038","629.14","-39.1098","1246.03","848.261","163.863","82.6871","759.529","46.1626","426.473","408.116","43.1558","1299.19","476.178","19.8417","419.196","616.213","-75.9151","1553.8","289.222","127.123","991.696","nan","nan","nan","465.218","-4.31045","953.194","437.546","-106.301","946.239","nan","nan","nan"
23,0,"781.426","88.2018","1349.32","852.439","164.485","994.044","629.19","-39.1939","1246.03","848.347","163.861","82.8125","759.536","46.207","426.468","408.106","42.9579","1299.11","476.3","19.6751","419.272","616.24","-76.0332","1553.77","289.541","126.934","991.458","nan","nan","nan","465.266","-4.50482","953.189","437.982","-106.386","945.771","nan","nan","nan"
24,0,"781.412","88.2207","1349.34","852.324","164.514","994.045","629.256","-39.2608","1246.02","848.221","163.863","82.7217","759.544","46.2615","426.481","408.106","42.7666","1299.03","476.342","19.5627","419.236","616.257","-76.1502","1553.74","289.845","126.76","991.266","nan","nan","nan","465.323","-4.73721","953.15","438.399","-106.52","945.315","nan","nan","nan"
25,0,"781.383","88.2509","1349.34","852.25","164.529","994.051","629.32","-39.3437","1246","848.32","163.865","82.8252","759.548","46.3124","426.482","408.113","42.5659","1298.96","476.402","19.4298","419.218","616.281","-76.2757","1553.73","290.13","126.598","991.044","nan","nan","nan","465.4","-4.92688","953.116","438.765","-106.595","944.91","nan","nan","nan"
26,0,"781.363","88.2534","1349.34","852.185","164.546","994.064","629.383","-39.4141","1245.97","848.316","163.866","82.8412","759.578","46.3512","426.487","408.11","42.3744","1298.91","476.466","19.2849","419.206","616.303","-76.3941","1553.71","290.409","126.416","990.832","nan","nan","nan","465.481","-5.17045","953.058","439.108","-106.658","944.484","nan","nan","nan"
27,0,"781.355","88.2365","1349.36","852.144","164.545","994.084","629.457","-39.4893","1245.94","848.166","163.866","82.7479","759.597","46.4235","426.507","408.113","42.1861","1298.86","476.481","19.1781","419.146","616.318","-76.5208","1553.69","290.648","126.269","990.649","nan","nan","nan","465.553","-5.35462","953.009","439.406","-106.753","944.1","383.94","137.88","97.962"
28,0,"781.327","88.2068","1349.37","852.125","164.537","994.113","629.513","-39.5582","1245.9","848.279","163.853","82.8713","759.62","46.5068","426.498","408.108","41.9937","1298.82","476.493","19.0805","419.085","616.337","-76.6469","1553.69","290.871","126.081","990.463","nan","nan","nan","465.625","-5.53536","952.965","439.683","-106.82","943.75","nan","nan","nan"
29,0,"781.287","88.1879","1349.38","852.112","164.527","994.138","629.571","-39.6364","1245.87","848.147","163.857","82.7757","759.645","46.6035","426.512","408.115","41.8043","1298.75","476.525","18.9803","419.059","616.35","-76.7669","1553.67","291.072","125.933","990.312","nan","nan","nan","465.703","-5.71112","952.922","439.932","-106.875","943.437","nan","nan","nan"
30,0,"781.25","88.1459","1349.41","852.12","164.496","994.18","629.637","-39.7207","1245.84","848.136","163.857","82.7978","759.672","46.7021","426.512","408.117","41.5978","1298.7","476.588","18.8287","419.092","616.364","-76.8878","1553.66","291.254","125.799","990.21","nan","nan","nan","465.785","-5.90486","952.864","440.149","-106.926","943.151","nan","nan","nan"
31,0,"781.207","88.1109","1349.44","852.141","164.465","994.237","629.703","-39.8177","1245.82","848.133","163.868","82.8126","759.714","46.7972","426.528","408.127","41.3929","1298.63","476.7","18.7087","419.126","616.385","-77.0072","1553.65","291.43","125.687","990.091","805.511","-85.8191","1068.15","465.877","-6.11842","952.797","440.343","-106.987","942.867","nan","nan","nan"
32,0,"781.184","88.0829","1349.47","852.156","164.436","994.291","629.781","-39.9167","1245.8","848.154","163.842","82.8217","759.759","46.8901","426.522","408.14","41.1818","1298.58","476.749","18.6352","419.087","616.409","-77.1283","1553.67","291.568","125.561","989.966","805.769","-85.7556","1068.25","465.97","-6.30459","952.771","440.516","-107.062","942.626","nan","nan","nan"
33,0,"781.172","88.0498","1349.52","852.189","164.398","994.358","629.848","-40.0193","1245.79","848.158","163.832","82.824","759.794","46.9892","426.527","408.133","40.987","1298.53","476.898","18.5711","419.1","616.429","-77.2462","1553.67","291.725","125.468","989.858","805.908","-85.745","1068.35","466.076","-6.50774","952.731","440.689","-107.126","942.438","nan","nan","nan"
34,0,"781.159","88.0169","1349.56","852.208","164.371","994.417","629.939","-40.1128","1245.77","848.178","163.802","82.8211","759.839","47.0816","426.545","408.166","40.7749","1298.46","476.944","18.5324","419.03","616.455","-77.3672","1553.67","291.847","125.347","989.754","805.992","-85.7564","1068.44","466.186","-6.70105","952.684","440.827","-107.196","942.283","383.97","137.759","98.108"
35,0,"781.156","87.9626","1349.6","852.235","164.339","994.467","630.028","-40.1984","1245.74","848.234","163.888","82.9567","759.885","47.158","426.555","408.174","40.5729","1298.41","477.039","18.4813","419.021","616.474","-77.4915","1553.67","291.981","125.265","989.653","806.031","-85.7815","1068.52","466.306","-6.88818","952.62","440.955","-107.288","942.134","nan","nan","nan"
36,0,"781.144","87.9048","1349.63","852.259","164.307","994.514","630.109","-40.2856","1245.71","848.089","163.913","82.8559","759.928","47.2173","426.56","408.184","40.3892","1298.38","477.105","18.4633","418.963","616.494","-77.6138","1553.67","292.123","125.138","989.533","806.049","-85.8091","1068.6","466.415","-7.08058","952.561","441.065","-107.398","941.985","384.001","137.732","98.1469"
37,0,"781.126","87.8438","1349.64","852.297","164.279","994.556","630.163","-40.3696","1245.67","848.088","163.911","82.8619","759.976","47.2605","426.573","408.181","40.2142","1298.36","477.191","18.4203","418.95","616.514","-77.7381","1553.68","292.256","125.068","989.423","806.061","-85.8349","1068.66","466.522","-7.25275","952.484","441.159","-107.511","941.874","nan","nan","nan"
38,0,"781.109","87.7803","1349.66","852.334","164.249","994.603","630.223","-40.4442","1245.63","848.08","163.93","82.8686","760.043","47.2785","426.575","408.187","40.0548","1298.33","477.238","18.3475","418.945","616.534","-77.8694","1553.69","292.39","124.996","989.356","806.046","-85.8683","1068.72","466.623","-7.41377","952.448","441.242","-107.612","941.772","384.026","137.724","98.178"
39,0,"781.103","87.7148","1349.68","852.354","164.222","994.634","630.255","-40.5082","1245.59","848.227","163.891","82.9725","760.103","47.2944","426.593","408.187","39.897","1298.33","477.337","18.31","418.948","616.559","-77.9973","1553.71","292.517","124.901","989.254","806.047","-85.9059","1068.77","466.72","-7.5922","952.382","441.32","-107.73","941.668","384.038","137.718","98.1848"
40,0,"781.101","87.6551","1349.71","852.388","164.199","994.684","630.293","-40.5828","1245.56","848.227","163.898","82.9681","760.169","47.3103","426.608","408.189","39.7591","1298.31","477.379","18.2287","418.947","616.586","-78.1295","1553.73","292.633","124.778","989.184","806.067","-85.9273","1068.79","466.832","-7.76693","952.325","441.393","-107.856","941.564","nan","nan","nan"
41,0,"781.091","87.6046","1349.73","852.414","164.182","994.72","630.332","-40.6544","1245.54","848.125","163.869","82.8668","760.22","47.329","426.622","408.209","39.6235","1298.3","477.434","18.2219","418.898","616.62","-78.2568","1553.74","292.761","124.669","989.147","806.063","-85.9548","1068.78","466.931","-7.94355","952.263","441.45","-107.979","941.51","nan","nan","nan"
42,0,"781.07","87.5423","1349.74","852.432","164.177","994.76","630.364","-40.7111","1245.52","848.223","163.867","82.9787","760.277","47.3579","426.654","408.2","39.4861","1298.29","477.531","18.1702","418.911","616.645","-78.3819","1553.75","292.849","124.551","989.064","806.06","-85.977","1068.79","467.043","-8.10986","952.213","441.512","-108.108","941.471","384.063","137.697","98.2196"
43,0,"781.06","87.488","1349.76","852.43","164.168","994.783","630.407","-40.7754","1245.51","848.231","163.858","82.9913","760.327","47.3682","426.665","408.213","39.36","1298.28","477.6","18.143","418.894","616.678","-78.5035","1553.74","292.952","124.443","989.023","806.072","-85.9962","1068.79","467.146","-8.25633","952.166","441.57","-108.234","941.398","384.073","137.698","98.2278"
44,0,"781.054","87.4364","1349.77","852.434","164.168","994.8","630.435","-40.8407","1245.5","848.228","163.858","82.9976","760.388","47.3692","426.677","408.206","39.2254","1298.29","477.663","18.1094","418.866","616.711","-78.6277","1553.73","293.037","124.312","988.987","806.043","-86.0155","1068.81","467.259","-8.39552","952.123","441.623","-108.399","941.347","nan","nan","nan"
45,0,"781.049","87.3787","1349.77","852.438","164.163","994.83","630.475","-40.8994","1245.48","848.23","163.857","82.9967","760.445","47.3678","426.686","408.204","39.1108","1298.28","477.736","18.0757","418.837","616.731","-78.7382","1553.71","293.131","124.213","988.89","806.023","-86.0342","1068.81","467.356","-8.5149","952.082","441.673","-108.542","941.297","384.121","137.704","98.2338"
46,0,"781.047","87.3236","1349.77","852.415","164.167","994.837","630.514","-40.955","1245.47","848.246","163.861","82.9947","760.496","47.3685","426.693","408.218","39.0147","1298.26","477.799","18.0135","418.82","616.745","-78.8405","1553.69","293.231","124.095","988.813","805.98","-86.0674","1068.85","467.464","-8.61221","952.05","441.72","-108.71","941.273","nan","nan","nan"
47,0,"781.047","87.2781","1349.78","852.398","164.164","994.844","630.546","-41.006","1245.44","848.254","163.866","82.9787","760.551","47.3564","426.701","408.215","38.9336","1298.25","477.895","17.9884","418.793","616.761","-78.9346","1553.67","293.33","123.967","988.74","805.883","-86.0989","1068.83","467.558","-8.69928","952.007","441.761","-108.857","941.247","nan","nan","nan"
48,0,"781.045","87.2318","1349.79","852.376","164.168","994.849","630.571","-41.0458","1245.42","848.265","163.862","82.9656","760.595","47.347","426.699","408.214","38.8427","1298.23","477.951","17.9395","418.776","616.776","-79.0276","1553.65","293.443","123.893","988.646","805.804","-86.1387","1068.83","467.649","-8.80567","951.94","441.797","-109.019","941.228","nan","nan","nan"
49,0,"781.043","87.1914","1349.79","852.349","164.174","994.856","630.6","-41.0873","1245.39","848.282","163.855","82.9488","760.637","47.3314","426.69","408.21","38.7691","1298.2","478.012","17.8992","418.765","616.787","-79.1171","1553.63","293.549","123.775","988.547","805.691","-86.1829","1068.8","467.73","-8.87911","951.89","441.832","-109.175","941.205","384.153","137.665","98.308"
50,0,"781.03","87.1543","1349.8","852.321","164.189","994.867","630.619","-41.1158","1245.35","848.306","163.842","82.9513","760.696","47.3304","426.686","408.201","38.6978","1298.15","478.098","17.8559","418.773","616.798","-79.1953","1553.6","293.643","123.684","988.46","805.727","-86.1819","1068.8","467.786","-8.94522","951.847","441.853","-109.334","941.187","nan","nan","nan"
51,0,"781.025","87.1258","1349.8","852.299","164.201","994.879","630.631","-41.1462","1245.31","848.321","163.835","82.9512","760.751","47.3214","426.679","408.199","38.6409","1298.1","478.151","17.828","418.75","616.804","-79.2775","1553.58","293.726","123.595","988.333","nan","nan","nan","467.841","-9.00812","951.805","441.892","-109.51","941.183","384.173","137.65","98.3215"
52,0,"781.007","87.095","1349.8","852.268","164.218","994.885","630.646","-41.1638","1245.26","848.351","163.825","82.9498","760.789","47.3207","426.678","408.193","38.5884","1298.04","478.186","17.7996","418.729","616.798","-79.356","1553.55","293.823","123.491","988.268","805.758","-86.1778","1068.79","467.881","-9.08132","951.762","441.912","-109.692","941.171","384.176","137.648","98.3314"
53,0,"781","87.0718","1349.8","852.241","164.242","994.89","630.66","-41.184","1245.21","848.368","163.82","82.9399","760.837","47.318","426.68","408.187","38.5616","1297.97","478.274","17.7782","418.726","616.813","-79.4348","1553.53","293.902","123.372","988.17","nan","nan","nan","467.915","-9.13543","951.724","441.936","-109.843","941.16","nan","nan","nan"
54,0,"780.987","87.0453","1349.8","852.203","164.264","994.902","630.669","-41.2129","1245.15","848.399","163.809","82.9325","760.885","47.3212","426.688","408.191","38.5282","1297.91","478.329","17.773","418.694","616.823","-79.5049","1553.52","293.967","123.265","988.057","nan","nan","nan","467.958","-9.18637","951.696","441.97","-109.994","941.143","nan","nan","nan"
55,0,"780.975","87.0238","1349.81","852.162","164.294","994.905","630.671","-41.233","1245.11","848.421","163.823","82.9148","760.936","47.3137","426.671","408.184","38.4924","1297.84","478.405","17.7182","418.701","616.835","-79.572","1553.5","294.039","123.172","987.952","805.811","-86.1562","1068.75","468.001","-9.24801","951.66","442.001","-110.147","941.134","nan","nan","nan"
56,0,"780.959","86.9979","1349.82","852.131","164.323","994.923","630.673","-41.2553","1245.07","848.429","163.841","82.8904","760.988","47.2909","426.64","408.157","38.4729","1297.78","478.46","17.6735","418.672","616.838","-79.6418","1553.48","294.111","123.091","987.837","nan","nan","nan","468.04","-9.29061","951.626","442.01","-110.288","941.125","384.217","137.617","98.3614"
57,0,"780.942","86.9619","1349.83","852.095","164.354","994.939","630.664","-41.2768","1245.05","848.46","163.835","82.8716","761.03","47.2721","426.629","408.142","38.4394","1297.7","478.504","17.6306","418.616","616.846","-79.7053","1553.47","294.183","123.017","987.767","805.826","-86.1266","1068.76","468.083","-9.32671","951.591","442.016","-110.434","941.094","nan","nan","nan"
58,0,"780.908","86.9351","1349.85","852.067","164.382","994.972","630.654","-41.303","1245.02","848.463","163.841","82.8432","761.075","47.2385","426.603","408.121","38.4194","1297.65","478.574","17.5538","418.613","616.848","-79.7721","1553.45","294.253","122.96","987.681","nan","nan","nan","468.123","-9.35129","951.56","442.016","-110.554","941.054","384.195","137.603","98.3801"
59,0,"780.874","86.8901","1349.86","852.034","164.418","994.997","630.622","-41.3329","1245","848.462","163.856","82.8253","761.118","47.1873","426.603","408.084","38.3994","1297.6","478.695","17.5005","418.625","616.839","-79.8295","1553.43","294.327","122.883","987.562","nan","nan","nan","468.168","-9.38551","951.541","442.009","-110.677","941.013","nan","nan","nan"
60,0,"780.837","86.8447","1349.88","852.012","164.44","995.039","630.591","-41.3608","1244.97","848.466","163.869","82.8041","761.156","47.1494","426.599","408.044","38.3924","1297.55","478.746","17.454","418.585","616.823","-79.8963","1553.42","294.404","122.86","987.47","nan","nan","nan","468.212","-9.43809","951.513","442.006","-110.799","940.951","384.246","137.603","98.3601"
61,0,"780.793","86.7888","1349.9","851.998","164.461","995.086","630.556","-41.3846","1244.94","848.43","163.907","82.7905","761.175","47.1161","426.584","407.997","38.3965","1297.5","478.8","17.4206","418.566","616.796","-79.9577","1553.41","294.476","122.812","987.365","nan","nan","nan","468.239","-9.46124","951.504","441.986","-110.907","940.874","nan","nan","nan"
