Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (445)",,,"Reconstruction Position - Unlabeled Track (450)",,,"Reconstruction Position - Unlabeled Track (467)",,,"Reconstruction Position - Unlabeled Track (496)",,,"Reconstruction Position - Unlabeled Track (510)",,,"Reconstruction Position - Unlabeled Track (538)",,,"Reconstruction Position - Unlabeled Track (552)",,,"Reconstruction Position - Unlabeled Track (573)",,,"Reconstruction Position - Unlabeled Track (577)",,,"Reconstruction Position - Unlabeled Track (594)",,,"Reconstruction Position - Unlabeled Track (610)",,,"Reconstruction Position - Unlabeled Track (612)",,,"Reconstruction Position - Unlabeled Track (615)",,,"Reconstruction Position - Unlabeled Track (616)",,
13,0,"602.42","-15.2071","1565.29","805.202","96.1854","1336.74","378.259","208.615","969.355","838.334","228.389","990.81","625.902","9.35032","1230.82","490.294","74.742","422.447","819.147","180.606","79.8744","751.979","68.6547","431.036","746.016","-12.5894","1021.1","422.097","83.2141","1315.16","467.603","-12.8262","835.623","465.829","54.8175","931.451","771.316","77.5771","943.839","424.386","201.371","97.1109"
14,0,"602.459","-15.1361","1565.29","805.197","96.3995","1336.76","378.215","208.568","969.332","838.236","228.55","990.79","625.917","9.42498","1230.87","490.275","74.7318","422.433","819.145","180.612","79.8736","751.979","68.6851","431.042","746.028","-12.468","1021.11","422.069","83.2392","1315.15","467.646","-12.8586","835.615","465.833","54.7992","931.443","771.295","77.7025","943.85","424.407","201.37","97.0875"
15,0,"602.508","-15.047","1565.28","805.169","96.5921","1336.77","378.173","208.507","969.309","838.153","228.695","990.772","625.908","9.4822","1230.92","490.267","74.7463","422.44","819.146","180.608","79.8697","751.988","68.711","431.052","746.054","-12.3506","1021.14","422.046","83.2702","1315.15","467.668","-12.8895","835.621","465.819","54.7722","931.447","771.275","77.833","943.85","424.395","201.374","97.0893"
16,0,"602.558","-14.9567","1565.26","805.125","96.8043","1336.75","378.105","208.438","969.3","838.075","228.859","990.734","625.913","9.55442","1230.97","490.267","74.7379","422.45","819.148","180.624","79.862","751.985","68.729","431.052","746.06","-12.2334","1021.15","422.021","83.287","1315.16","467.699","-12.9355","835.627","465.808","54.7422","931.448","771.25","77.9555","943.857","424.404","201.379","97.0913"
17,0,"602.613","-14.847","1565.23","805.072","97.002","1336.73","378.02","208.352","969.282","837.983","229.013","990.711","625.911","9.61536","1231.03","490.249","74.6851","422.457","819.145","180.612","79.8707","751.982","68.7488","431.053","746.074","-12.1132","1021.17","422.002","83.321","1315.17","467.714","-12.9738","835.633","465.805","54.7114","931.461","771.234","78.0736","943.868","424.41","201.38","97.0806"
18,0,"602.659","-14.74","1565.19","805.027","97.2016","1336.73","377.932","208.289","969.283","837.878","229.16","990.659","625.912","9.68571","1231.09","490.235","74.6829","422.463","819.143","180.607","79.8766","751.975","68.7654","431.058","746.071","-11.9882","1021.18","421.975","83.3385","1315.19","467.738","-13.0183","835.662","465.79","54.6839","931.471","771.213","78.1834","943.868","424.39","201.37","97.0997"
19,0,"602.714","-14.6208","1565.16","804.992","97.4235","1336.71","377.847","208.213","969.282","837.794","229.285","990.642","625.915","9.75955","1231.16","490.213","74.6735","422.466","819.143","180.598","79.881","751.959","68.7844","431.055","746.064","-11.86","1021.17","421.948","83.3731","1315.21","467.75","-13.0737","835.692","465.773","54.661","931.467","771.194","78.2838","943.884","424.371","201.365","97.1099"
20,0,"602.767","-14.4945","1565.12","804.982","97.6428","1336.73","377.741","208.124","969.278","837.697","229.446","990.598","625.909","9.84848","1231.22","490.21","74.678","422.485","819.143","180.613","79.8756","751.946","68.8115","431.059","746.073","-11.7407","1021.19","421.927","83.3964","1315.23","467.773","-13.122","835.715","465.763","54.6338","931.482","771.174","78.3843","943.891","424.374","201.36","97.1067"
21,0,"602.819","-14.3645","1565.08","804.954","97.8727","1336.73","377.621","208.04","969.266","837.621","229.549","990.597","625.902","9.94129","1231.28","490.216","74.6609","422.482","819.146","180.601","79.8758","751.926","68.8296","431.053","746.073","-11.6275","1021.21","421.901","83.4282","1315.25","467.787","-13.1689","835.754","465.749","54.6142","931.499","771.142","78.4878","943.891","424.355","201.365","97.1094"
22,0,"602.872","-14.2234","1565.05","804.879","98.0718","1336.7","377.528","207.962","969.247","837.516","229.735","990.511","625.902","10.0317","1231.34","490.197","74.6652","422.478","819.148","180.608","79.884","751.911","68.8648","431.069","746.089","-11.5185","1021.26","421.877","83.4616","1315.27","467.813","-13.2144","835.796","465.732","54.5965","931.504","771.12","78.5859","943.91","424.315","201.357","97.1262"
23,0,"602.918","-14.0755","1565.02","804.829","98.3122","1336.69","377.397","207.876","969.236","837.428","229.889","990.454","625.896","10.1107","1231.42","490.195","74.658","422.448","819.151","180.61","79.88","751.89","68.8952","431.067","747.002","-11.9148","1021.83","421.85","83.4973","1315.28","467.826","-13.2562","835.814","465.715","54.5665","931.505","771.091","78.6899","943.918","424.323","201.356","97.1164"
24,0,"602.964","-13.9299","1565","804.801","98.553","1336.7","377.307","207.81","969.245","837.356","230.002","990.409","625.887","10.2136","1231.46","490.214","74.628","422.439","819.153","180.617","79.8612","751.866","68.9227","431.059","746.989","-11.8016","1021.87","421.812","83.531","1315.3","467.854","-13.3004","835.854","465.688","54.5471","931.514","771.061","78.7832","943.937","424.317","201.35","97.1138"
25,0,"602.999","-13.7778","1564.99","804.778","98.8017","1336.71","377.23","207.752","969.245","837.28","230.133","990.382","625.894","10.3089","1231.52","490.213","74.5582","422.429","819.143","180.626","79.8662","751.847","68.9447","431.075","746.965","-11.686","1021.9","421.786","83.5655","1315.31","467.875","-13.3388","835.888","465.661","54.5316","931.52","771.028","78.8707","943.944","424.337","201.359","97.0929"
26,0,"603.027","-13.612","1564.97","804.739","99.0625","1336.71","377.131","207.706","969.233","837.207","230.251","990.365","625.888","10.3937","1231.6","490.211","74.5495","422.441","819.145","180.629","79.8583","751.813","68.9609","431.071","746.947","-11.5552","1021.93","421.754","83.5982","1315.32","467.9","-13.3673","835.911","465.64","54.5193","931.528","770.978","78.9729","943.947","424.299","201.357","97.0981"
27,0,"603.054","-13.4463","1564.96","804.713","99.3168","1336.73","377.013","207.626","969.221","837.117","230.398","990.322","625.881","10.4943","1231.66","490.207","74.5174","422.431","819.142","180.625","79.8677","751.788","68.9852","431.065","746.945","-11.4331","1021.99","421.727","83.6396","1315.32","467.929","-13.4014","835.945","465.608","54.5045","931.539","770.955","79.0712","943.966","424.29","201.355","97.0881"
28,0,"603.077","-13.2744","1564.94","804.671","99.5422","1336.74","376.941","207.573","969.209","837.016","230.547","990.281","625.879","10.5752","1231.75","490.185","74.4695","422.406","819.141","180.625","79.8549","751.769","68.9902","431.061","747.051","-11.3615","1022.08","421.7","83.6747","1315.32","467.967","-13.4287","835.968","465.577","54.4792","931.538","770.913","79.1819","943.971","424.292","201.351","97.0733"
29,0,"603.106","-13.1107","1564.95","804.642","99.7799","1336.76","376.803","207.5","969.19","836.935","230.683","990.258","625.884","10.6583","1231.84","490.146","74.4476","422.373","819.142","180.625","79.8595","751.756","68.9953","431.071","747.451","-11.5212","1022.52","421.669","83.7216","1315.34","467.998","-13.466","835.995","465.544","54.4571","931.546","770.85","79.3121","943.972","424.291","201.348","97.0474"
30,0,"603.116","-12.942","1564.93","804.605","100.016","1336.79","376.665","207.429","969.141","836.837","230.825","990.232","625.882","10.7337","1231.92","490.127","74.4097","422.355","819.144","180.617","79.8653","751.733","69.0053","431.084","747.535","-11.4702","1022.67","421.647","83.7613","1315.35","468.026","-13.5044","836.019","465.513","54.4345","931.563","770.81","79.435","943.986","424.269","201.339","97.0499"
31,0,"603.135","-12.7608","1564.93","804.537","100.233","1336.8","376.553","207.363","969.144","836.755","230.954","990.232","625.903","10.8041","1232.03","490.137","74.4259","422.39","819.146","180.606","79.8731","751.725","69.0052","431.099","747.545","-11.3714","1022.76","421.612","83.8042","1315.38","468.054","-13.5377","836.061","465.495","54.4237","931.571","770.777","79.5728","944.012","424.261","201.33","97.0416"
32,0,"603.143","-12.5767","1564.93","804.502","100.464","1336.85","376.437","207.295","969.139","836.665","231.098","990.232","625.902","10.8753","1232.11","490.104","74.3826","422.418","819.147","180.601","79.8799","751.713","68.9964","431.128","747.552","-11.287","1022.85","421.569","83.8503","1315.4","468.072","-13.5657","836.095","465.458","54.402","931.592","770.719","79.7184","944.021","424.237","201.319","97.0548"
33,0,"603.155","-12.3905","1564.93","804.447","100.687","1336.88","376.354","207.239","969.134","836.579","231.232","990.238","625.902","10.9455","1232.23","490.097","74.3505","422.426","819.154","180.595","79.8925","751.7","68.9822","431.143","747.589","-11.2038","1022.96","421.528","83.8997","1315.43","468.074","-13.58","836.126","465.44","54.3911","931.625","770.681","79.8034","944.014","424.243","201.318","97.0326"
34,0,"603.163","-12.2042","1564.93","804.395","100.908","1336.92","376.25","207.193","969.149","836.492","231.361","990.248","625.897","11.0207","1232.33","490.093","74.2987","422.42","819.142","180.609","79.883","751.689","68.9716","431.17","747.59","-11.1032","1023.03","421.471","83.9469","1315.45","468.063","-13.5919","836.159","465.416","54.3927","931.65","770.611","79.9914","944.03","424.192","201.308","97.0715"
35,0,"603.171","-12.011","1564.93","804.378","101.148","1337","376.156","207.16","969.155","836.399","231.495","990.256","625.888","11.0898","1232.43","490.105","74.2275","422.488","819.143","180.616","79.8734","751.671","68.968","431.177","747.56","-11.0005","1023.11","421.419","83.9975","1315.47","468.072","-13.6071","836.193","465.395","54.4037","931.669","770.547","80.0437","943.937","424.195","201.31","97.0504"
36,0,"603.182","-11.8229","1564.93","804.327","101.365","1337.02","376.034","207.125","969.173","836.317","231.626","990.268","625.869","11.1506","1232.52","490.1","74.1069","422.498","819.151","180.617","79.8628","751.655","68.9509","431.172","747.557","-10.8961","1023.18","421.371","84.0455","1315.49","468.072","-13.6186","836.215","465.376","54.4098","931.687","770.543","80.3088","944.085","424.201","201.314","97.0414"
37,0,"603.192","-11.6292","1564.92","804.283","101.574","1337.08","375.906","207.084","969.158","836.243","231.751","990.3","625.865","11.2095","1232.61","490.052","74.0135","422.474","819.151","180.613","79.8536","751.652","68.958","431.183","747.551","-10.8064","1023.25","421.32","84.088","1315.5","468.058","-13.6246","836.242","465.352","54.4298","931.697","770.571","80.419","944.145","424.201","201.319","97.0149"
38,0,"603.197","-11.4376","1564.91","804.231","101.757","1337.12","375.801","207.042","969.148","836.164","231.882","990.302","625.848","11.2733","1232.68","490.018","73.9447","422.482","819.154","180.607","79.8466","751.643","68.9658","431.175","747.575","-10.7209","1023.34","421.275","84.1255","1315.51","468.059","-13.6344","836.259","465.333","54.443","931.709","770.49","80.5471","944.067","424.206","201.304","97.0026"
39,0,"603.196","-11.2471","1564.91","804.177","101.941","1337.15","375.66","206.996","969.131","836.077","232.064","990.274","625.847","11.3292","1232.75","489.974","73.8472","422.466","819.15","180.613","79.8244","751.641","68.9854","431.176","747.573","-10.6003","1023.41","421.224","84.1693","1315.52","468.051","-13.635","836.274","465.293","54.4484","931.716","770.415","80.746","944.05","424.197","201.296","97.0027"
40,0,"603.189","-11.0601","1564.91","804.131","102.108","1337.2","375.553","206.967","969.135","836.026","232.196","990.298","625.848","11.3877","1232.83","489.964","73.8207","422.49","819.154","180.606","79.8312","751.641","69.0054","431.17","747.618","-10.5224","1023.51","421.163","84.2061","1315.54","468.034","-13.634","836.3","465.267","54.4547","931.718","770.468","80.7658","944.074","424.211","201.295","96.9738"
41,0,"603.173","-10.8654","1564.91","804.085","102.312","1337.23","375.436","206.937","969.138","835.969","232.315","990.321","625.83","11.4675","1232.9","489.949","73.8171","422.495","819.147","180.604","79.8242","751.64","69.0305","431.172","747.664","-10.4265","1023.58","421.114","84.2529","1315.55","468.019","-13.6376","836.329","465.22","54.4563","931.739","770.448","80.8819","944.073","424.186","201.292","96.971"
42,0,"603.154","-10.6838","1564.91","804.008","102.49","1337.28","375.325","206.906","969.148","835.927","232.441","990.351","625.817","11.541","1232.99","489.917","73.7586","422.461","819.14","180.606","79.8287","751.619","69.0563","431.177","747.635","-10.2956","1023.63","421.062","84.2978","1315.58","467.997","-13.631","836.353","465.172","54.4657","931.758","770.389","81.0372","944.068","424.144","201.276","96.9765"
43,0,"603.123","-10.5058","1564.93","803.933","102.662","1337.32","375.19","206.865","969.142","835.891","232.547","990.384","625.785","11.6137","1233.07","489.758","73.6103","422.371","819.141","180.606","79.8312","751.598","69.0827","431.18","747.616","-10.1866","1023.7","421.006","84.3452","1315.6","467.972","-13.6225","836.369","465.13","54.4676","931.78","769.837","81.7725","943.917","424.132","201.272","96.9623"
44,0,"603.082","-10.3297","1564.93","803.882","102.858","1337.38","375.051","206.832","969.162","835.841","232.661","990.418","625.751","11.6877","1233.17","489.747","73.6151","422.342","819.142","180.611","79.8267","751.578","69.1184","431.179","747.62","-10.0636","1023.76","420.939","84.3918","1315.64","467.94","-13.616","836.393","465.072","54.4731","931.801","769.776","81.9163","943.92","424.115","201.27","96.9568"
45,0,"603.039","-10.158","1564.93","803.819","103.064","1337.45","374.954","206.821","969.217","835.802","232.789","990.45","625.716","11.7419","1233.26","489.747","73.6079","422.36","819.144","180.617","79.8288","751.556","69.1511","431.186","747.635","-9.9511","1023.83","420.876","84.4532","1315.66","467.914","-13.6141","836.436","465.021","54.4943","931.837","769.719","82.0688","943.936","424.078","201.274","96.9714"
46,0,"602.981","-9.98534","1564.92","803.751","103.248","1337.5","374.794","206.764","969.219","835.77","232.885","990.5","625.685","11.8013","1233.35","489.705","73.5836","422.339","819.15","180.617","79.8252","751.513","69.181","431.19","747.598","-9.83183","1023.87","420.815","84.5137","1315.69","467.883","-13.5815","836.489","464.964","54.5","931.868","769.656","82.2308","943.933","424.063","201.274","96.9673"
47,0,"602.923","-9.81169","1564.91","803.69","103.414","1337.57","374.65","206.742","969.237","835.731","233.024","990.517","625.646","11.8854","1233.42","489.668","73.534","422.33","819.152","180.631","79.818","751.471","69.2062","431.201","747.488","-9.67959","1023.88","420.755","84.5752","1315.71","467.853","-13.5769","836.518","464.914","54.5207","931.886","769.587","82.402","943.928","424.055","201.275","96.9493"
48,0,"602.856","-9.64962","1564.88","803.593","103.592","1337.6","374.493","206.717","969.245","835.689","233.152","990.543","625.621","11.9763","1233.48","489.65","73.5109","422.327","819.18","180.608","79.8289","751.432","69.22","431.2","747.471","-9.55706","1023.92","420.697","84.6315","1315.73","467.821","-13.5632","836.54","464.863","54.5454","931.907","769.532","82.5605","943.927","424.058","201.281","96.935"
49,0,"602.793","-9.48945","1564.87","803.513","103.779","1337.63","374.355","206.692","969.227","835.638","233.265","990.582","625.588","12.0784","1233.52","489.631","73.4684","422.362","819.186","180.614","79.8129","751.384","69.2208","431.18","747.42","-9.4164","1023.96","420.631","84.6804","1315.73","467.781","-13.5583","836.562","464.816","54.5469","931.916","769.473","82.7322","943.924","424.045","201.279","96.9192"
50,0,"602.727","-9.34111","1564.84","803.446","103.961","1337.68","374.178","206.647","969.205","835.578","233.428","990.582","625.559","12.1788","1233.57","489.605","73.4381","422.361","819.198","180.608","79.7853","751.334","69.2276","431.174","747.373","-9.28129","1024","420.557","84.726","1315.74","467.731","-13.5486","836.575","464.776","54.5707","931.936","769.4","82.9072","943.916","424.049","201.277","96.8887"
51,0,"602.651","-9.19745","1564.81","803.364","104.136","1337.71","373.989","206.629","969.19","835.514","233.578","990.592","625.515","12.2508","1233.62","489.58","73.417","422.361","819.209","180.601","79.7763","751.279","69.244","431.166","747.372","-9.1541","1024.07","420.49","84.7569","1315.74","467.691","-13.5343","836.592","464.745","54.5896","931.933","769.344","83.077","943.925","424.024","201.281","96.8778"
52,0,"602.577","-9.06089","1564.79","803.292","104.315","1337.75","373.832","206.61","969.211","835.449","233.736","990.617","625.47","12.3064","1233.68","489.548","73.4033","422.359","819.223","180.595","79.7727","751.232","69.2502","431.151","747.376","-9.01735","1024.12","420.415","84.7802","1315.75","467.648","-13.5166","836.609","464.693","54.6191","931.96","769.281","83.2449","943.914","424.002","201.264","96.8613"
53,0,"602.491","-8.92055","1564.77","803.207","104.492","1337.78","373.662","206.586","969.196","835.382","233.884","990.665","625.441","12.3513","1233.75","489.537","73.3675","422.398","819.23","180.591","79.7551","751.197","69.251","431.165","747.33","-8.86589","1024.17","420.339","84.7963","1315.76","467.606","-13.5041","836.631","464.636","54.6533","931.962","769.204","83.4263","943.907","423.984","201.257","96.8338"
54,0,"602.406","-8.7815","1564.75","803.146","104.675","1337.83","373.477","206.56","969.219","835.301","234.046","990.715","625.401","12.4044","1233.82","489.497","73.378","422.391","819.229","180.581","79.7514","751.135","69.2537","431.185","747.323","-8.74593","1024.23","420.272","84.8099","1315.78","467.567","-13.4873","836.659","464.569","54.6928","931.97","769.123","83.5982","943.92","423.972","201.262","96.8203"
55,0,"602.31","-8.65061","1564.75","803.066","104.866","1337.87","373.354","206.546","969.254","835.211","234.219","990.764","625.375","12.4493","1233.88","489.466","73.3849","422.408","819.234","180.582","79.7567","751.065","69.2514","431.256","747.31","-8.60962","1024.28","420.195","84.838","1315.8","467.532","-13.4589","836.679","464.487","54.7159","931.987","769.039","83.7726","943.934","423.936","201.256","96.8313"
56,0,"602.212","-8.52886","1564.75","802.942","105.033","1337.89","373.217","206.525","969.304","835.09","234.441","990.77","625.358","12.4993","1233.94","489.459","73.4289","422.444","819.23","180.582","79.7593","750.985","69.2701","431.375","747.188","-8.41529","1024.29","420.116","84.8487","1315.83","467.485","-13.4275","836.707","464.427","54.7546","932.009","768.96","83.9484","943.952","423.895","201.244","96.8431"
57,0,"602.109","-8.40777","1564.78","802.856","105.2","1337.94","373.063","206.509","969.323","834.993","234.582","990.851","625.33","12.5707","1233.99","489.418","73.4244","422.456","819.234","180.59","79.7572","750.883","69.2626","431.533","747.134","-8.25296","1024.33","420.031","84.8517","1315.85","467.446","-13.3933","836.721","464.35","54.8046","932.026","768.875","84.129","943.972","423.879","201.25","96.8228"
58,0,"602.006","-8.29025","1564.8","802.76","105.368","1338","372.899","206.478","969.349","834.869","234.761","990.892","625.297","12.6283","1234.04","489.374","73.441","422.475","819.231","180.585","79.7489","750.767","69.2411","431.803","747.073","-8.09075","1024.38","419.949","84.8538","1315.88","467.414","-13.3511","836.734","464.286","54.8343","932.06","768.79","84.317","944","423.873","201.256","96.8151"
59,0,"601.902","-8.17671","1564.82","802.668","105.545","1338.05","372.733","206.439","969.353","834.745","234.949","990.929","625.245","12.6878","1234.11","489.332","73.4321","422.501","819.221","180.612","79.713","750.542","69.2735","432.211","747.039","-7.92627","1024.43","419.855","84.8626","1315.89","467.395","-13.3174","836.758","464.234","54.8719","932.087","768.708","84.4989","944.018","423.834","201.253","96.8171"
60,0,"601.786","-8.06323","1564.82","802.572","105.722","1338.1","372.593","206.414","969.374","834.631","235.13","990.968","625.203","12.7395","1234.18","489.264","73.4422","422.466","819.23","180.589","79.7365","750.267","69.2376","432.784","746.979","-7.75606","1024.45","419.765","84.8478","1315.91","467.362","-13.2661","836.778","464.17","54.9037","932.115","768.622","84.6788","944.038","423.824","201.256","96.8222"
61,0,"601.683","-7.95808","1564.81","802.482","105.898","1338.14","372.44","206.393","969.406","834.508","235.309","991.02","625.146","12.7919","1234.26","489.251","73.4383","422.473","819.221","180.618","79.704","749.934","69.1813","433.532","746.935","-7.61056","1024.47","419.681","84.8453","1315.93","467.34","-13.2175","836.775","464.107","54.9194","932.135","768.534","84.8563","944.057","423.81","201.266","96.809"
62,0,"601.593","-7.85538","1564.78","802.397","106.083","1338.2","372.3","206.364","969.437","834.38","235.492","991.057","625.097","12.833","1234.34","489.232","73.4276","422.485","819.243","180.591","79.7244","749.666","69.0869","434.588","746.85","-7.45252","1024.48","419.573","84.8329","1315.96","467.317","-13.198","836.785","464.045","54.9616","932.131","768.431","85.0336","944.066","423.79","201.262","96.806"
63,0,"601.51","-7.76358","1564.75","802.288","106.27","1338.25","372.136","206.319","969.435","834.24","235.669","991.094","625.037","12.8745","1234.41","489.241","73.4338","422.508","819.244","180.603","79.7207","749.442","68.841","435.713","746.75","-7.2678","1024.46","419.477","84.8227","1315.98","467.285","-13.1603","836.768","463.976","54.9828","932.13","768.344","85.2163","944.081","423.787","201.268","96.8062"
64,0,"601.424","-7.67557","1564.7","802.163","106.472","1338.27","371.98","206.262","969.456","834.112","235.853","991.136","624.991","12.9127","1234.49","489.233","73.4493","422.496","819.236","180.61","79.725","749.339","68.4533","436.883","746.686","-7.10126","1024.48","419.386","84.8133","1316","467.245","-13.1283","836.772","463.915","54.9962","932.14","768.271","85.3852","944.096","423.775","201.261","96.7902"
65,0,"601.346","-7.58672","1564.64","802.073","106.674","1338.33","371.856","206.253","969.536","833.978","236.046","991.173","624.938","12.9489","1234.58","489.204","73.4514","422.478","819.221","180.629","79.6957","749.31","68.0359","438.012","746.65","-6.95017","1024.49","419.282","84.7898","1316.03","467.222","-13.1076","836.766","463.847","55.0045","932.138","768.192","85.5791","944.111","423.759","201.258","96.785"
66,0,"601.272","-7.51073","1564.58","801.969","106.88","1338.39","371.675","206.203","969.581","833.836","236.246","991.212","624.895","12.984","1234.67","489.224","73.5008","422.491","819.211","180.633","79.6895","749.332","67.6958","438.835","746.608","-6.78058","1024.52","419.169","84.7583","1316.06","467.189","-13.0768","836.757","463.789","55.0072","932.144","768.124","85.7659","944.133","423.742","201.265","96.7703"
67,0,"601.194","-7.44575","1564.52","801.849","107.087","1338.46","371.475","206.147","969.604","833.722","236.408","991.272","624.843","13.0432","1234.74","489.198","73.5204","422.49","819.223","180.615","79.6872","749.505","67.4754","439.324","746.579","-6.62335","1024.56","419.056","84.7306","1316.09","467.167","-13.0525","836.759","463.731","55.0063","932.159","768.056","85.9601","944.164","423.728","201.264","96.745"
