Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (450)",,,"Reconstruction Position - Unlabeled Track (496)",,,"Reconstruction Position - Unlabeled Track (510)",,,"Reconstruction Position - Unlabeled Track (640)",,,"Reconstruction Position - Unlabeled Track (641)",,,"Reconstruction Position - Unlabeled Track (649)",,,"Reconstruction Position - Unlabeled Track (650)",,,"Reconstruction Position - Unlabeled Track (664)",,,"Reconstruction Position - Unlabeled Track (669)",,,"Reconstruction Position - Unlabeled Track (675)",,,"Reconstruction Position - Unlabeled Track (678)",,,"Reconstruction Position - Unlabeled Track (680)",,,"Reconstruction Position - Unlabeled Track (683)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
148,0,"788.285","1.20616","1347.22","854.544","104.445","990.326","622.196","-107.62","1239.01","426.131","-41.5841","1312.76","491.676","-46.5367","424.092","615.955","-134.461","1559.78","317.157","43.8607","981.447","444.986","-168.852","867.982","420.159","70.3673","87.4793","781.944","100.642","78.6565","793.364","-155.59","987.184","738.675","-16.613","431.941","453.225","-15.3994","955.877"
149,0,"787.857","0.911341","1347.33","854.346","104.165","990.487","621.838","-107.828","1238.93","425.709","-41.8457","1312.65","491.612","-46.4909","424.13","615.426","-134.749","1559.74","316.854","43.904","981.345","444.655","-168.706","867.789","420.117","70.3937","87.4456","781.916","100.667","78.6317","792.967","-155.76","987.301","738.654","-16.5719","431.915","453.04","-15.3029","955.807"
150,0,"787.403","0.587889","1347.47","854.108","103.835","990.711","621.468","-108.057","1238.85","425.275","-42.0763","1312.5","491.537","-46.516","424.236","614.822","-135.072","1559.72","316.503","43.9463","981.271","444.287","-168.579","867.59","420.06","70.406","87.4114","781.883","100.708","78.6189","792.484","-155.975","987.374","738.595","-16.4749","431.865","452.762","-15.3099","955.722"
151,0,"786.927","0.245643","1347.65","853.871","103.47","990.923","621.065","-108.291","1238.76","424.812","-42.3342","1312.36","491.455","-46.5977","424.411","614.179","-135.377","1559.69","316.138","43.9862","981.214","443.931","-168.499","867.396","420.005","70.4083","87.3713","781.833","100.747","78.5924","791.875","-156.225","987.462","738.611","-16.406","431.827","452.251","-15.555","955.718"
152,0,"786.4","-0.11282","1347.84","853.635","103.013","991.182","620.607","-108.531","1238.66","424.303","-42.617","1312.22","491.36","-46.7617","424.694","613.458","-135.708","1559.67","315.756","43.9844","981.113","443.555","-168.409","867.186","419.939","70.4181","87.3321","781.768","100.8","78.5943","791.263","-156.5","987.527","738.613","-16.3223","431.806","451.8","-15.7707","955.716"
153,0,"785.802","-0.53083","1348.06","853.412","102.443","991.486","620.057","-108.757","1238.55","423.745","-42.8923","1312.06","491.35","-46.8918","425.025","612.695","-136.035","1559.66","315.343","43.9497","980.987","443.149","-168.359","867.021","419.874","70.4483","87.2996","781.691","100.857","78.5869","790.592","-156.861","987.538","738.62","-16.2652","431.816","451.529","-15.5957","955.661"
154,0,"785.18","-0.965643","1348.31","853.231","101.766","991.788","619.472","-108.994","1238.47","423.133","-43.1503","1311.91","491.437","-47.078","425.495","611.849","-136.392","1559.64","314.953","43.9591","980.887","442.698","-168.347","866.827","419.798","70.5019","87.263","781.607","100.895","78.5937","791.811","-156.393","989.324","738.596","-16.194","431.797","451.161","-15.5955","955.663"
155,0,"784.472","-1.44184","1348.57","853.107","100.938","992.099","618.849","-109.243","1238.41","422.48","-43.4229","1311.77","491.592","-47.5311","426.27","610.978","-136.753","1559.6","314.534","43.9339","980.769","442.202","-168.377","866.648","419.72","70.5421","87.2254","781.504","100.95","78.5933","790.878","-156.933","989.564","738.487","-16.1061","431.771","450.751","-15.5407","955.694"
156,0,"783.741","-1.95044","1348.85","853.025","100.04","992.353","618.16","-109.493","1238.35","421.782","-43.6443","1311.6","491.615","-48.3516","427.275","610.042","-137.13","1559.58","314.094","43.885","980.572","441.639","-168.446","866.432","419.657","70.587","87.167","781.407","101.01","78.5752","789.916","-157.595","989.858","738.369","-16.0407","431.732","450.169","-15.5618","955.813"
157,0,"782.94","-2.52281","1349.12","853.008","98.8531","992.701","617.452","-109.756","1238.3","420.999","-43.8983","1311.4","491.61","-49.207","428.12","609.06","-137.526","1559.53","313.646","43.8626","980.363","440.985","-168.643","866.281","419.602","70.6632","87.0955","781.334","101.038","78.5767","788.83","-158.391","990.216","738.234","-15.995","431.711","449.742","-15.3677","955.838"
158,0,"782.027","-3.14469","1349.37","853.015","97.5328","992.993","616.647","-110.015","1238.23","420.205","-44.0888","1311.18","491.33","-50.3208","428.873","608","-137.924","1559.47","313.171","43.841","980.092","440.252","-168.83","866.134","419.531","70.7523","87.0411","781.282","101.063","78.5809","787.779","-159.288","990.803","738.096","-15.9589","431.704","449.454","-14.8972","955.816"
159,0,"781.096","-3.82113","1349.64","853.088","96.0573","993.254","615.79","-110.267","1238.15","419.33","-44.2938","1310.94","490.953","-51.1688","429.111","606.888","-138.333","1559.39","312.676","43.8071","979.784","439.495","-169.137","866.015","419.479","70.7889","86.9881","781.252","101.065","78.5749","786.605","-160.377","991.384","737.896","-15.8837","431.66","448.8","-14.8016","955.909"
160,0,"779.811","-4.67413","1349.72","853.178","94.2913","993.554","614.855","-110.514","1238.05","418.403","-44.4216","1310.65","490.308","-52.2227","429.213","605.727","-138.776","1559.27","312.151","43.7739","979.433","438.617","-169.53","865.993","419.449","70.69","86.9024","781.234","101.084","78.5764","785.478","-161.536","992.235","737.692","-15.7996","431.653","448.191","-14.6349","955.948"
161,0,"778.747","-5.41729","1350","853.319","92.3609","993.8","613.844","-110.76","1237.96","417.398","-44.5378","1310.36","489.806","-52.9593","429.087","604.486","-139.221","1559.13","311.565","43.7646","979.019","437.76","-169.974","866.02","419.407","70.5149","86.8979","781.216","101.124","78.5972","784.068","-162.993","992.988","737.563","-15.7348","431.646","447.623","-14.3203","955.942"
162,0,"777.604","-6.21732","1350.29","853.449","90.1621","994.058","612.774","-110.993","1237.83","416.344","-44.592","1310.04","489.341","-54.0949","429.257","603.185","-139.666","1558.96","310.942","43.7425","978.575","436.843","-170.55","866.212","419.383","70.3616","86.8953","781.189","101.173","78.6062","782.674","-164.565","994.012","737.413","-15.6563","431.624","446.837","-14.2905","955.951"
163,0,"776.558","-7.25857","1350.67","853.641","87.6898","994.344","611.626","-111.207","1237.68","415.186","-44.6036","1309.68","489.007","-55.2826","429.415","601.813","-140.126","1558.76","310.289","43.7241","977.999","435.876","-171.204","866.501","419.361","70.2653","86.9118","781.138","101.221","78.6207","781.023","-167.061","994.475","737.241","-15.5669","431.591","446.219","-13.9444","955.872"
164,0,"775.263","-8.12973","1351","853.832","84.9497","994.626","610.383","-111.406","1237.53","413.97","-44.6025","1309.29","488.671","-56.3593","429.558","600.352","-140.613","1558.53","309.603","43.7769","977.523","434.843","-171.936","866.923","419.358","70.1857","86.9269","781.081","101.274","78.6129","779.591","-169.185","995.522","737.04","-15.4753","431.555","445.392","-13.9537","955.843"
165,0,"773.854","-9.02912","1351.33","854.021","81.9551","994.899","609.053","-111.592","1237.36","412.709","-44.514","1308.89","488.239","-57.6515","429.746","598.797","-141.101","1558.29","308.863","43.7641","976.892","433.743","-172.728","867.43","419.363","70.1068","86.9281","781.035","101.338","78.6175","777.615","-171.721","996.617","736.86","-15.4234","431.513","445.067","-13.0931","955.591"
166,0,"772.335","-9.91052","1351.69","854.232","78.6989","995.193","607.653","-111.781","1237.22","411.348","-44.4006","1308.46","487.929","-58.5711","429.621","597.168","-141.609","1558.03","308.087","43.7476","976.261","432.562","-173.632","868.048","419.333","70.0102","86.9412","780.982","101.369","78.6298","775.329","-174.488","998.079","736.603","-15.426","431.457","443.699","-13.7172","955.623"
167,0,"770.749","-10.8075","1352.06","854.439","75.1019","995.567","606.151","-111.972","1237.1","409.928","-44.225","1308.05","487.61","-59.7498","429.651","595.44","-142.1","1557.72","307.288","43.78","975.613","431.285","-174.575","868.714","419.305","69.9364","86.9363","780.933","101.409","78.6332","773.129","-177.383","999.864","736.333","-15.4509","431.38","443.813","-12.4888","955.243"
168,0,"769.055","-11.6921","1352.43","854.6","71.3208","995.871","604.576","-112.177","1237.01","408.444","-43.9641","1307.62","487.428","-60.8471","429.579","593.588","-142.637","1557.39","306.436","43.8005","974.92","429.929","-175.571","869.473","419.238","69.8456","86.9012","780.887","101.423","78.6597","771.067","-180.408","1001.96","736.026","-15.5297","431.331","442.861","-12.3778","955.189"
169,0,"767.304","-12.5801","1352.84","854.754","67.2313","996.257","602.909","-112.368","1236.94","406.878","-43.6548","1307.2","487.271","-61.8955","429.445","591.631","-143.167","1557.03","305.562","43.8177","974.153","428.488","-176.65","870.345","419.147","69.7493","86.8443","780.84","101.458","78.706","768.956","-183.582","1004.31","735.667","-15.6195","431.266","441.929","-12.3703","955.073"
170,0,"765.477","-13.5152","1353.22","854.835","62.9773","996.578","601.176","-112.575","1236.89","405.244","-43.2546","1306.78","487.039","-63.1332","429.344","589.591","-143.708","1556.65","304.601","43.8235","973.37","426.998","-177.762","871.355","419.045","69.6868","86.7731","780.781","101.469","78.7338","766.666","-187.033","1006.73","735.226","-15.7506","431.226","440.985","-12.2697","954.937"
171,0,"763.583","-14.4583","1353.59","854.876","58.4355","996.998","599.342","-112.788","1236.86","403.571","-42.7774","1306.34","486.859","-64.1235","429.108","587.421","-144.254","1556.23","303.592","43.849","972.649","425.487","-178.885","872.5","418.928","69.6095","86.6975","780.732","101.475","78.7834","764.454","-190.609","1009.49","734.874","-15.9125","431.173","439.948","-12.2376","954.835"
172,0,"761.623","-15.4861","1353.95","854.838","53.693","997.391","597.393","-113.014","1236.84","401.843","-42.2251","1305.89","486.62","-65.3391","428.942","585.181","-144.825","1555.8","302.514","43.8372","971.828","423.879","-180.046","873.757","418.803","69.517","86.5975","780.681","101.494","78.8202","762.181","-194.411","1012.37","734.479","-16.1241","431.122","438.882","-12.1136","954.723"
173,0,"759.59","-16.59","1354.31","854.77","48.667","997.937","595.346","-113.26","1236.82","399.999","-41.5718","1305.43","486.453","-66.4061","428.747","582.821","-145.396","1555.34","301.417","43.8336","970.974","422.182","-181.263","875.094","418.662","69.4025","86.4851","780.629","101.496","78.8706","759.569","-198.233","1015.31","734.031","-16.3835","431.037","437.777","-12.0609","954.518"
174,0,"757.513","-17.751","1354.67","854.555","43.5362","998.404","593.173","-113.509","1236.78","398.103","-40.8668","1304.99","486.271","-67.5102","428.517","580.367","-145.978","1554.85","300.274","43.86","970.116","420.387","-182.501","876.573","418.449","69.2366","86.3851","780.56","101.486","78.9407","756.926","-202.148","1018.43","733.538","-16.752","430.945","436.598","-11.9584","954.401"
175,0,"755.362","-18.9794","1355","854.212","38.2854","998.823","590.899","-113.79","1236.77","396.167","-40.0462","1304.54","486.181","-68.6365","428.395","577.849","-146.603","1554.36","299.102","43.8462","969.212","418.551","-183.754","878.196","418.223","69.0659","86.2655","780.52","101.467","79.0124","754.072","-206.192","1021.52","733.046","-17.2122","430.861","435.371","-11.8413","954.198"
176,0,"753.16","-20.3022","1355.35","853.767","32.8662","999.26","588.486","-114.049","1236.73","394.108","-39.1548","1304.11","486.105","-69.6741","428.233","575.263","-147.25","1553.89","297.919","43.9484","968.294","416.685","-184.993","879.884","418.001","68.8809","86.1309","780.505","101.424","79.1058","751.381","-210.424","1024.86","732.531","-17.8514","430.786","434.045","-11.6922","954.043"
177,0,"750.922","-21.7214","1355.66","853.234","27.3363","999.745","585.951","-114.33","1236.71","391.99","-38.1669","1303.69","485.983","-70.6082","428.044","572.594","-147.922","1553.36","296.782","44.0724","967.358","414.843","-186.269","881.646","417.797","68.7378","86","780.501","101.407","79.1677","748.489","-214.668","1028.23","731.991","-18.5718","430.631","432.705","-11.4998","953.919"
178,0,"748.577","-23.2763","1355.92","852.635","21.692","1000.24","583.324","-114.61","1236.68","389.797","-37.0963","1303.3","485.879","-71.3968","427.823","569.888","-148.621","1552.82","295.707","44.303","966.431","413.038","-187.541","883.568","417.566","68.6688","85.8645","780.493","101.406","79.2006","745.569","-218.873","1031.84","731.416","-19.5269","430.535","431.299","-11.377","953.664"
179,0,"746.153","-24.9407","1356.15","851.957","15.9195","1000.78","580.567","-114.906","1236.64","387.564","-35.8932","1302.92","485.721","-72.0951","427.632","567.13","-149.348","1552.23","294.713","44.5805","965.367","411.185","-188.839","885.52","417.345","68.6074","85.7108","780.49","101.434","79.2413","742.347","-222.995","1035.45","730.953","-20.763","430.395","429.859","-11.1296","953.564"
180,0,"743.602","-26.7109","1356.3","851.222","10.0581","1001.36","577.702","-115.205","1236.58","385.263","-34.663","1302.56","485.583","-72.6818","427.545","564.376","-150.138","1551.63","293.763","44.905","964.327","409.257","-190.116","887.463","417.109","68.5343","85.5545","780.517","101.385","79.299","739.182","-227.449","1038.92","730.408","-22.2406","430.252","428.391","-10.8456","953.424"
181,0,"741.023","-28.5497","1356.47","850.39","4.05681","1001.97","574.734","-115.504","1236.51","382.883","-33.3184","1302.2","485.436","-73.154","427.431","561.588","-150.961","1550.96","292.831","45.2523","963.3","407.218","-191.353","889.354","416.851","68.4318","85.3496","780.544","101.322","79.3541","735.827","-231.705","1042.53","729.829","-23.972","430.092","426.887","-10.5886","953.143"
182,0,"738.367","-30.4694","1356.59","849.489","-2.05513","1002.62","571.697","-115.809","1236.44","380.512","-31.8994","1301.83","485.239","-73.5059","427.313","558.808","-151.819","1550.22","291.938","45.643","962.292","405.082","-192.559","891.189","416.591","68.4123","85.1242","780.593","101.25","79.4495","732.408","-235.935","1046.2","729.337","-26.0855","429.933","425.401","-10.1857","952.969"
183,0,"735.721","-32.4474","1356.72","848.508","-8.26649","1003.3","568.572","-116.123","1236.34","378.109","-30.4148","1301.45","485.024","-73.7395","427.198","556.062","-152.746","1549.47","291.041","46.0301","961.282","402.862","-193.762","892.92","416.299","68.4033","84.8855","780.633","101.162","79.5754","728.675","-239.995","1049.74","728.869","-28.5313","429.764","423.86","-9.74881","952.739"
184,0,"733.034","-34.4694","1356.83","847.441","-14.5467","1004.04","565.387","-116.447","1236.24","375.671","-28.903","1301.08","484.686","-73.8476","427.051","553.325","-153.708","1548.66","290.2","46.4492","960.277","400.509","-194.933","894.593","415.98","68.4557","84.6212","780.651","101.042","79.7121","724.734","-243.825","1053.12","728.461","-31.4391","429.636","422.294","-9.24381","952.446"
185,0,"730.358","-36.5675","1356.91","846.287","-20.8646","1004.82","562.131","-116.8","1236.15","373.28","-27.3372","1300.69","484.218","-73.8939","426.909","550.603","-154.729","1547.82","289.425","46.8781","959.175","398.038","-196.038","896.167","415.665","68.515","84.3335","780.658","100.891","79.905","720.781","-247.531","1056.17","728.142","-34.8638","429.491","420.743","-8.70808","952.124"
186,0,"727.878","-38.593","1357.13","844.967","-27.1598","1005.61","558.497","-117.376","1236.27","370.88","-25.8245","1300.3","483.556","-73.8331","426.708","547.927","-155.835","1546.97","288.672","47.403","958.184","395.468","-197.091","897.584","415.339","68.6401","84.0838","780.616","100.757","80.0927","716.787","-251.129","1059.13","727.941","-38.8756","429.47","419.179","-8.07698","951.704"
187,0,"725.156","-40.7932","1357.23","843.496","-33.4759","1006.39","555.872","-117.432","1235.91","368.457","-24.2287","1299.92","482.749","-73.721","426.495","545.269","-156.978","1546.11","287.926","47.9835","957.264","392.864","-198.166","898.758","415.083","68.8083","83.8501","780.582","100.46","80.4133","712.621","-254.828","1061.87","727.773","-43.5249","429.417","417.591","-7.39683","951.161"
188,0,"722.432","-43.0571","1357.35","841.957","-39.7863","1007.17","552.628","-117.862","1235.85","366.105","-22.6993","1299.53","481.833","-73.6543","426.345","542.651","-158.206","1545.23","287.196","48.6149","956.39","390.2","-199.125","899.692","414.757","68.9342","83.5607","780.528","100.039","80.8638","708.621","-258.448","1064.49","727.739","-48.8443","429.421","416.093","-6.65711","950.901"
189,0,"719.673","-45.3868","1357.47","840.401","-46.1195","1008.01","549.369","-118.348","1235.75","363.557","-21.1579","1299.31","480.909","-73.5186","426.141","540.078","-159.493","1544.34","286.422","49.2617","955.586","387.504","-199.93","900.423","414.446","69.1103","83.2505","780.477","99.4873","81.4343","704.384","-262.1","1066.53","727.782","-54.852","429.429","414.559","-5.89385","950.408"
190,0,"716.919","-47.7953","1357.53","838.823","-52.4594","1008.85","546.155","-118.87","1235.66","361.317","-19.6975","1298.93","479.953","-73.4697","425.98","537.543","-160.85","1543.42","285.597","49.9718","954.872","384.779","-200.587","900.914","414.148","69.3173","82.9156","780.422","98.8587","82.1675","700.064","-265.667","1068.18","727.821","-61.5745","429.498","413.107","-5.07345","949.92"
191,0,"714.15","-50.3005","1357.55","837.233","-58.7799","1009.69","543.002","-119.409","1235.52","359.058","-18.2404","1298.59","479.017","-73.3783","425.698","535.076","-162.265","1542.45","284.737","50.7115","954.19","381.97","-201.085","901.14","413.88","69.4886","82.6397","780.258","97.9906","83.175","695.636","-269.19","1069.23","727.777","-68.8824","429.62","411.739","-4.28839","949.647"
192,0,"711.403","-52.8847","1357.55","835.654","-65.0881","1010.51","540.014","-119.899","1235.18","356.98","-16.855","1298.19","478.178","-73.3934","425.421","532.665","-163.762","1541.42","283.823","51.4886","953.549","379.062","-201.415","901.047","413.659","69.6442","82.3476","779.951","96.9812","84.4015","691.133","-272.75","1069.77","727.507","-76.6398","429.746","410.479","-3.60635","949.52"
193,0,"708.692","-55.5501","1357.47","834.057","-71.369","1011.25","536.652","-120.639","1234.98","354.948","-15.6194","1297.78","477.364","-73.4739","425.084","530.328","-165.326","1540.28","282.915","52.3078","952.985","376.088","-201.547","900.695","413.495","69.8145","82.0384","779.439","95.6989","85.9023","686.517","-276.462","1069.62","727.094","-84.6333","429.979","409.291","-2.85138","949.188"
194,0,"706.093","-58.2984","1357.33","832.436","-77.6151","1011.87","533.702","-121.239","1234.54","353.079","-14.4839","1297.34","476.686","-73.6692","424.773","528.039","-166.936","1539.07","281.992","53.178","952.462","373.143","-201.547","900.073","413.414","70.0034","81.7688","778.618","94.3848","87.5","682.151","-280.477","1068.88","726.549","-92.7966","430.389","408.199","-2.11711","948.867"
195,0,"703.624","-61.1224","1357.12","830.858","-83.8796","1012.43","530.889","-121.86","1234.01","351.325","-13.4839","1296.86","476.076","-74.0262","424.427","525.844","-168.647","1537.83","281.093","54.0329","951.989","370.315","-201.412","899.132","413.382","70.1203","81.5623","777.532","92.8851","89.4226","677.815","-284.726","1067.39","725.692","-100.812","430.944","407.294","-1.38268","948.693"
196,0,"701.255","-64.1024","1356.77","829.306","-90.1574","1012.92","528.223","-122.488","1233.36","349.706","-12.6112","1296.4","475.574","-74.5773","424.209","523.727","-170.437","1536.58","280.174","54.825","951.579","367.577","-201.108","897.864","413.369","70.1893","81.4467","776.296","90.8933","91.7239","673.392","-289.207","1065.14","724.697","-109.035","431.894","406.378","-0.682309","948.428"
197,0,"699.047","-67.1961","1356.42","827.721","-96.3713","1013.39","525.742","-123.16","1232.56","348.207","-11.8968","1295.94","475.092","-75.1921","423.996","521.658","-172.343","1535.35","279.207","55.6199","951.346","364.997","-200.332","896.43","413.409","70.2326","81.3709","774.986","88.803","94.3407","669.112","-294.03","1062.18","723.631","-117.445","432.756","405.563","0.0485211","948.188"
198,0,"696.935","-70.4893","1355.98","825.881","-102.499","1013.62","523.402","-123.914","1231.69","346.85","-11.3284","1295.54","474.683","-75.9773","423.826","519.702","-174.394","1534.2","278.217","56.3836","951.262","362.409","-199.654","894.33","413.486","70.2278","81.3027","773.541","86.4321","97.2203","664.968","-299.075","1058.56","722.026","-125.477","433.025","404.782","0.820333","947.911"
199,0,"694.89","-73.9164","1355.46","824.14","-108.638","1013.91","521.23","-124.709","1230.76","345.732","-10.915","1295.16","474.334","-76.7917","423.704","517.862","-176.55","1533.09","277.254","57.1892","951.34","359.737","-198.803","891.788","413.564","70.1636","81.2404","772.023","83.8074","100.352","660.795","-304.452","1054.04","719.802","-133.26","433.037","404.094","1.60545","947.768"
200,0,"692.939","-77.4591","1354.93","822.32","-114.694","1014.2","519.151","-125.613","1229.83","344.751","-10.7432","1294.86","474.055","-77.6876","423.689","516.073","-178.832","1532.01","276.366","58.0318","951.518","357.033","-197.784","888.865","413.651","70.1149","81.2294","770.623","80.9245","103.87","656.662","-309.807","1049","716.858","-140.727","433.258","403.466","2.4298","947.563"
201,0,"690.952","-81.1629","1354.31","820.245","-120.781","1014.21","517.186","-126.589","1228.93","343.96","-10.7419","1294.66","473.82","-78.4697","423.565","514.386","-181.252","1530.94","275.579","58.9577","951.939","354.404","-196.57","885.575","413.729","70.0696","81.2374","769.238","77.1518","107.284","652.708","-315.371","1043.28","714.432","-148.852","434.359","402.926","3.27324","947.443"
202,0,"688.904","-84.959","1353.48","818.196","-126.796","1014.25","515.331","-127.654","1228.06","343.328","-10.8975","1294.55","473.601","-79.2376","423.53","512.842","-183.813","1529.93","274.888","59.8999","952.424","351.734","-195.146","881.938","413.805","70.0453","81.2591","767.956","72.5403","110.346","649.039","-321.28","1036.92","711.507","-156.433","435.582","402.5","4.11382","947.383"
203,0,"687.175","-88.8324","1352.86","816.006","-132.732","1014.16","513.549","-128.799","1227.2","342.836","-11.2008","1294.49","473.404","-79.8886","423.474","511.414","-186.501","1528.94","274.281","60.852","953.063","349.001","-193.49","877.877","413.876","70.023","81.2969","767.024","67.4445","113.3","645.457","-327.392","1030.17","708.787","-163.946","437.233","402.146","4.93785","947.369"
204,0,"685.51","-92.8347","1352.21","813.753","-138.661","1014.03","511.873","-130.036","1226.34","342.427","-11.6438","1294.51","473.199","-80.4323","423.4","510.07","-189.297","1527.94","273.881","61.8629","953.835","346.251","-191.658","873.329","413.947","70.0017","81.3362","766.236","61.9003","115.716","642.127","-333.318","1022.78","706.008","-171.149","438.937","401.954","5.79635","947.347"
205,0,"683.959","-96.947","1351.5","811.388","-144.568","1013.77","510.35","-131.397","1225.46","342.077","-12.2443","1294.56","472.96","-80.9165","423.438","508.863","-192.265","1526.99","273.627","62.8274","954.623","343.44","-189.546","868.477","414.002","69.9613","81.375","765.558","55.7064","117.696","639.194","-339.277","1015.14","703.143","-177.985","440.626","401.864","6.74856","947.36"
206,0,"682.504","-101.212","1350.75","808.836","-150.484","1013.31","508.966","-132.876","1224.56","341.825","-13.0064","1294.61","472.654","-81.2159","423.483","507.791","-195.385","1526.07","273.524","63.8576","955.531","340.633","-187.171","863.273","414.105","69.9686","81.3948","765.062","48.5342","119.373","636.022","-344.861","1006.81","700.171","-184.48","442.331","401.995","7.73313","947.369"
207,0,"681.143","-105.611","1349.91","806.318","-156.372","1012.84","507.693","-134.486","1223.65","341.605","-13.9962","1294.67","472.243","-81.3319","423.554","506.857","-198.654","1525.16","273.564","64.9226","956.524","338.052","-184.504","857.621","414.197","70.0003","81.4333","764.701","40.838","120.436","633.074","-350.507","998.373","697.03","-190.625","444.042","402.221","8.80685","947.368"
208,0,"679.876","-110.125","1349.01","803.609","-162.253","1012.22","506.531","-136.236","1222.76","341.457","-15.2463","1294.7","471.749","-81.2366","423.643","506.028","-202.072","1524.25","273.784","66.0002","957.622","335.181","-181.193","852.503","414.274","70.0847","81.4674","764.479","32.5329","120.983","630.604","-356.259","989.683","693.683","-196.421","445.848","402.667","9.82801","947.316"
209,0,"678.706","-114.798","1348.06","800.772","-168.096","1011.49","505.472","-138.104","1221.87","341.433","-16.6904","1294.74","471.189","-81.0057","423.765","505.32","-205.634","1523.38","274.208","67.133","958.73","332.445","-178.262","846.42","414.346","70.2107","81.5034","764.316","23.6934","121.034","628.183","-362.036","980.395","690.193","-201.883","447.618","403.195","10.9299","947.346"
210,0,"677.608","-119.591","1347.05","797.765","-173.965","1010.65","504.504","-140.117","1220.99","341.633","-18.2008","1294.78","470.555","-80.5973","423.864","504.758","-209.373","1522.52","274.778","68.2746","959.866","329.781","-174.832","840.73","414.464","70.3917","81.5335","764.248","14.2904","120.586","626.223","-367.987","971.064","686.591","-206.973","449.308","403.785","12.0033","947.454"
211,0,"676.584","-124.536","1345.96","794.621","-179.892","1009.68","503.624","-142.24","1220.1","341.955","-19.805","1294.9","469.951","-80.1417","423.965","504.303","-213.256","1521.64","275.518","69.4047","961.037","327.098","-170.743","835.087","414.617","70.6255","81.5658","764.119","4.44051","119.766","624.007","-373.594","960.923","682.956","-211.792","450.951","404.473","13.0401","947.56"
212,0,"675.586","-129.663","1344.8","791.291","-185.816","1008.57","502.847","-144.511","1219.18","342.553","-21.3096","1295.08","469.422","-79.5876","424.152","503.961","-217.304","1520.79","276.54","70.5854","962.318","324.667","-166.459","829.343","414.783","70.8633","81.5909","764.026","-5.94947","118.586","621.953","-378.89","950.62","679.326","-216.312","452.639","405.278","14.0861","947.763"
213,0,"674.608","-134.99","1343.57","787.806","-191.748","1007.26","502.154","-146.937","1218.22","342.928","-23.3354","1295.27","468.85","-79.0044","424.316","503.723","-221.517","1519.94","277.723","71.7591","963.58","322.337","-161.871","823.584","414.934","71.0506","81.6133","763.964","-16.8739","117.213","620.182","-383.901","940.327","675.639","-220.514","454.328","406.243","15.095","947.919"
214,0,"673.757","-140.459","1342.18","784.202","-197.56","1005.89","501.522","-149.505","1217.16","343.359","-25.5312","1295.44","468.338","-78.4385","424.501","503.573","-225.896","1519.07","279.13","72.9543","964.905","320.007","-156.986","817.94","415.088","71.2353","81.6261","764.231","-28.6113","115.662","618.889","-389.329","929.099","672.442","-224.713","456.288","407.289","16.1191","948.163"
215,0,"672.776","-146.53","1340.78","780.534","-203.334","1004.41","500.958","-152.181","1216.01","343.868","-27.9177","1295.59","467.798","-77.7887","424.723","503.536","-230.449","1518.21","280.805","74.1778","966.271","317.652","-151.779","812.365","415.23","71.3911","81.6443","764.047","-40.3773","113.805","617.913","-394.458","917.912","668.22","-228.095","457.543","408.456","17.0742","948.375"
216,0,"671.949","-152.113","1339.1","776.756","-209.044","1002.83","500.42","-154.982","1214.74","344.457","-30.4501","1295.73","467.373","-77.2356","424.965","503.57","-235.18","1517.32","282.719","75.4401","967.688","315.362","-146.357","806.933","415.355","71.5408","81.6801","763.651","-52.2618","111.872","617.301","-399.432","906.526","664.392","-231.406","458.985","409.739","17.9796","948.632"
217,0,"671.05","-158.28","1337.33","773.152","-214.916","1001.15","499.898","-157.931","1213.35","345.097","-33.179","1295.84","467.029","-76.7671","425.209","503.694","-240.053","1516.37","284.909","76.7349","969.143","313.186","-140.763","801.742","415.461","71.717","81.7332","763.174","-64.4248","109.891","617.017","-404.153","894.818","660.466","-234.359","460.323","411.122","18.8611","948.882"
218,0,"670.133","-164.755","1335.37","769.496","-220.732","999.406","499.405","-161.021","1211.8","345.861","-36.0652","1295.89","466.802","-76.2808","425.388","503.889","-245.116","1515.39","287.312","77.9838","970.594","311.158","-135.049","796.689","415.627","71.974","81.7834","762.809","-76.7653","108.208","617.08","-408.629","882.742","656.465","-237.001","461.499","412.591","19.7277","949.132"
219,0,"669.224","-171.499","1333.25","765.869","-226.658","997.583","498.956","-164.219","1210.09","346.704","-39.1217","1295.92","466.704","-75.9295","425.534","504.166","-250.33","1514.35","289.895","79.1931","972.084","309.204","-129.205","791.806","415.785","72.2086","81.8273","761.932","-89.4002","106.07","617.51","-412.668","870.28","652.532","-239.341","462.519","414.173","20.4867","949.313"
