Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (718)",,,"Reconstruction Position - Unlabeled Track (721)",,,"Reconstruction Position - Unlabeled Track (758)",,,"Reconstruction Position - Unlabeled Track (759)",,,"Reconstruction Position - Unlabeled Track (761)",,,"Reconstruction Position - Unlabeled Track (762)",,,"Reconstruction Position - Unlabeled Track (763)",,,"Reconstruction Position - Unlabeled Track (764)",,,"Reconstruction Position - Unlabeled Track (765)",,,"Reconstruction Position - Unlabeled Track (767)",,,"Reconstruction Position - Unlabeled Track (768)",,,"Reconstruction Position - Unlabeled Track (769)",,,"Reconstruction Position - Unlabeled Track (770)",,,"Reconstruction Position - Unlabeled Track (774)",,
115,0,"631.857","-85.5221","1333.19","725.525","-119.069","984.981","308.601","68.1359","1274.68","270.532","185.812","956.836","741.968","-30.6032","100.461","426.383","28.5091","424.615","266.504","-9.9031","764.936","374.717","181.811","81.404","458.421","-146.3","1516.47","590.191","-295.062","825.43","642.819","-13.2523","926.428","460.394","-66.6759","1200.77","608.112","-136.244","462.046","391.837","148.504","945.147"
116,0,"631.487","-92.0654","1330.72","722.712","-126.485","983.698","309.926","64.965","1274.74","273.799","187.382","958.632","739.805","-41.8236","98.9377","426.783","28.9913","424.62","265.267","-2.16012","760.585","374.876","181.935","81.4125","458.941","-152.042","1515.01","591.281","-294.145","812.432","642.392","-16.3202","925.309","460.575","-70.0347","1198.92","604.488","-136.793","461.677","393.593","148.394","945.319"
117,0,"631.174","-98.7865","1328.1","719.807","-133.886","982.275","311.34","61.7121","1274.79","277.252","188.838","960.429","737.438","-52.7052","97.4747","426.97","29.4144","424.511","264.296","5.67843","756.48","375.071","182.056","81.4427","459.573","-157.936","1513.53","592.479","-292.645","800.009","642.489","-19.1254","923.925","460.81","-73.4453","1196.95","602.261","-137.955","463.038","395.454","148.225","945.501"
118,0,"630.899","-105.724","1325.34","716.831","-141.189","980.651","312.872","58.3713","1274.83","280.955","190.159","962.26","735.537","-63.3556","96.4618","428.272","29.4468","424.872","263.605","13.6806","752.649","375.341","182.229","81.4881","460.315","-164.013","1511.97","593.697","-290.941","788.47","642.661","-21.9955","922.405","461.158","-76.9638","1194.93","598.868","-138.585","461.985","397.431","147.941","945.644"
119,0,"630.628","-112.893","1322.42","713.816","-148.148","978.728","314.541","54.9393","1274.86","284.968","191.285","964.145","732.495","-72.9951","94.8244","427.856","29.7688","424.334","263.12","21.952","749.105","375.636","182.43","81.5353","461.196","-170.247","1510.36","594.758","-289.212","777.951","642.78","-24.9349","920.762","461.533","-80.5892","1192.82","596.488","-139.254","462.082","399.411","147.508","945.78"
120,0,"630.346","-120.303","1319.33","710.859","-154.622","976.447","316.315","51.4531","1274.9","289.199","192.343","966.137","729.88","-82.0352","93.4506","429.975","29.8272","425.158","262.79","30.5883","745.869","375.919","182.578","81.5665","462.198","-176.628","1508.65","595.496","-287.686","768.482","642.891","-28.0416","919.063","461.941","-84.2981","1190.66","593.907","-139.609","461.203","401.554","147.067","945.945"
121,0,"630.043","-127.95","1316.07","708.016","-160.498","973.738","318.199","47.8773","1274.95","293.645","193.251","968.173","727.13","-90.1826","92.1278","429.157","29.8991","424.435","262.736","39.5154","743.028","376.174","182.707","81.6249","463.356","-183.196","1506.85","595.883","-286.427","759.979","642.97","-31.2448","917.365","462.345","-88.0937","1188.43","591.615","-140.511","460.892","403.85","146.53","946.108"
122,0,"629.687","-135.804","1312.59","705.368","-165.875","970.57","320.278","44.2464","1274.98","298.377","194.051","970.294","724.375","-97.5364","90.7764","429.468","29.8162","424.348","262.995","48.553","740.514","376.412","182.819","81.6518","464.601","-189.893","1504.9","595.886","-285.412","752.265","643.076","-34.6567","915.633","462.766","-91.9805","1186.13","589.77","-141.202","460.549","406.201","145.862","946.228"
123,0,"629.327","-143.764","1308.9","703.033","-170.912","967.102","322.472","40.5666","1275.04","303.324","194.698","972.451","721.569","-103.923","89.3646","429.734","29.7014","424.277","263.546","57.753","738.381","376.639","182.898","81.6838","465.991","-196.753","1502.84","595.506","-284.583","745.234","643.112","-38.1468","913.928","463.223","-95.9394","1183.77","588.18","-141.777","460.288","408.698","145.117","946.325"
124,0,"628.985","-151.742","1305.07","701.03","-175.834","963.416","324.808","36.7809","1275.06","308.372","195.254","974.75","718.872","-109.055","87.8977","429.924","29.4862","424.203","264.403","67.1849","736.672","376.783","183.002","81.7891","467.506","-203.773","1500.67","594.693","-284.008","738.7","643.215","-41.8568","912.32","463.738","-99.9561","1181.38","587.038","-142.11","460.093","411.33","144.321","946.425"
125,0,"628.751","-159.674","1301.2","699.459","-180.728","959.608","327.256","32.9186","1275.06","313.638","195.664","977.085","716.35","-112.989","86.2913","430.164","29.2735","424.096","265.462","76.8976","735.429","nan","nan","nan","469.091","-210.951","1498.37","593.326","-283.394","732.639","643.323","-45.72","910.805","464.322","-104.083","1178.93","586.052","-142.697","459.942","414.11","143.4","946.558"
126,0,"628.646","-167.502","1297.29","698.327","-185.596","955.607","329.79","28.8822","1274.99","319.04","195.936","979.448","713.956","-115.887","84.6453","430.446","28.9496","424.011","266.707","86.8015","734.638","377.126","183.152","81.9981","470.76","-218.299","1495.99","591.328","-282.849","727.029","643.451","-49.842","909.382","464.976","-108.298","1176.46","585.467","-143.44","459.482","416.993","142.458","946.731"
127,0,"628.719","-175.191","1293.4","697.55","-190.322","951.544","332.398","24.7441","1274.83","324.977","196.319","982.137","711.828","-117.946","83.1398","430.616","28.1469","423.902","268.193","96.8682","734.301","377.57","183.261","82.1714","472.499","-225.83","1493.54","588.921","-282.881","721.943","643.596","-54.2176","908.06","465.745","-112.63","1173.94","585.402","-144.275","458.465","420.08","141.42","946.928"
128,0,"629.082","-182.761","1289.57","697.22","-195.011","947.361","335.114","20.4723","1274.5","330.566","196.594","984.747","710.231","-119.085","81.7906","431.589","26.7864","424.602","269.859","107.108","734.55","377.398","183.25","82.2641","474.282","-233.522","1490.99","586.02","-283.458","717.364","643.722","-58.7533","906.784","466.619","-117.033","1171.46","585.691","-145.098","456.801","423.3","140.255","947.155"
129,0,"629.742","-190.235","1285.77","697.254","-199.708","943.015","337.914","15.9958","1274.03","336.191","196.859","987.497","709.11","-119.021","80.6109","431.82","27.4596","423.452","271.712","117.474","735.335","nan","nan","nan","476.08","-241.366","1488.36","582.508","-284.516","713.393","643.844","-63.4139","905.528","467.615","-121.527","1168.97","586.279","-145.997","454.78","426.593","138.977","947.431"
130,0,"630.715","-197.655","1282.03","697.652","-204.462","938.618","340.784","11.3432","1273.44","341.87","197.1","990.347","708.422","-117.983","79.6151","432.564","26.8725","423.04","273.643","128.014","736.678","378.143","183.388","82.6207","477.927","-249.39","1485.69","578.433","-286.089","709.97","643.989","-68.1151","904.173","468.816","-126.161","1166.53","586.858","-147.098","452.796","429.996","137.685","947.744"
131,0,"632.033","-205.09","1278.33","698.328","-209.239","934.144","343.7","6.47119","1272.75","347.607","197.822","993.508","707.87","-116.901","78.9526","433.563","26.3542","422.736","275.68","138.605","738.63","378.165","183.915","82.7778","479.769","-257.564","1482.99","573.911","-288.174","707.19","644.151","-72.7055","902.734","470.123","-130.849","1164.11","587.11","-148.689","451.584","433.664","136.617","947.995"
132,0,"633.659","-212.637","1274.66","699.231","-213.969","929.649","346.617","1.35997","1272","354.599","198.339","996.458","707.145","-117.256","78.5508","434.933","27.0247","422.237","277.841","149.216","741.178","378.852","182.947","83.4617","481.656","-265.92","1480.31","568.944","-290.86","705.251","644.399","-77.1444","901.181","471.303","-136.076","1161.91","587.676","-149.976","450.783","437.184","135.282","948.542"
133,0,"635.473","-220.257","1271.03","700.332","-218.577","925.181","349.509","-3.98725","1271.2","360.205","198.127","999.471","706.163","-118.908","78.188","435.766","26.3603","423.076","280.041","159.822","744.393","378.991","182.881","83.6934","483.572","-274.45","1477.67","563.684","-294.211","704.156","644.729","-81.3467","899.508","472.876","-141.015","1159.53","588.364","-151.534","450.67","440.29","134.76","949.019"
134,0,"637.385","-227.888","1267.45","701.572","-223.053","920.77","352.365","-9.51573","1270.37","365.844","197.77","1002.89","705.773","-120.073","78.0961","436.746","25.1194","423.912","281.854","170.124","748.586","379.279","182.943","84.1413","485.505","-283.101","1475.06","558.279","-297.808","703.682","645.163","-85.1775","897.812","474.512","-146.111","1157.14","589.263","-153.768","451.197","443.743","133.007","949.845"
135,0,"639.288","-235.538","1263.95","702.903","-227.364","916.449","355.084","-15.268","1269.6","371.872","197.316","1006.76","705.998","-120.092","78.1428","438.066","24.6094","424.422","284.582","181.127","753.222","379.942","183.285","84.4167","487.478","-291.861","1472.48","552.923","-301.971","703.856","645.776","-88.7456","896.158","476.25","-151.257","1154.75","590.427","-156.435","452.049","447.241","130.972","950.821"
136,0,"641.142","-243.124","1260.54","704.294","-231.492","912.23","357.731","-21.1474","1268.9","378.01","196.755","1010.79","706.371","-120.02","78.3031","439.301","24.2838","425.035","287.074","191.697","758.556","380.259","183.235","84.9046","489.469","-300.666","1469.86","547.703","-306.443","704.646","646.497","-91.8138","894.618","477.993","-156.45","1152.37","592.112","-159.374","452.865","450.474","128.836","951.928"
137,0,"642.88","-250.568","1257.22","705.782","-235.443","908.134","360.253","-27.1261","1268.31","384.076","195.952","1015.03","706.651","-120.437","78.4497","440.421","24.1641","425.732","289.639","202.241","764.625","380.929","182.365","86.0866","491.478","-309.476","1467.14","542.726","-311.118","705.936","647.506","-94.8991","893.276","479.815","-161.632","1149.96","594.267","-162.454","453.483","453.463","126.739","953.071"
138,0,"644.506","-257.796","1254","707.276","-239.286","904.145","362.641","-33.1257","1267.84","390.017","194.842","1019.45","706.832","-120.947","78.3938","441.419","24.3714","426.368","292.307","212.674","771.329","381.811","182.868","86.6141","493.465","-318.232","1464.3","538.099","-315.927","707.638","648.658","-97.586","892.2","481.667","-166.735","1147.54","596.783","-165.49","453.917","456.211","124.492","954.21"
139,0,"645.965","-264.887","1250.88","708.73","-243.098","900.312","364.89","-39.1003","1267.47","395.8","193.437","1023.96","707.009","-121.239","78.3014","442.338","24.8385","426.941","295.065","223.04","778.644","382.744","182.673","87.5574","495.423","-326.888","1461.36","533.872","-320.729","709.56","650.022","-100.24","891.381","483.519","-171.8","1145.18","599.577","-168.702","454.311","458.805","122.131","955.217"
140,0,"647.294","-271.706","1247.71","710.123","-246.935","896.59","367.013","-45.0523","1267.18","401.379","191.765","1028.52","707.182","-121.473","78.2141","443.15","25.4683","427.539","297.921","233.228","786.512","383.555","183.522","87.8714","497.386","-335.439","1458.35","529.954","-325.538","711.745","651.576","-103.055","890.825","485.312","-176.757","1142.85","603.308","-172.012","455.036","461.264","119.619","956.148"
141,0,"648.549","-278.396","1244.5","711.336","-250.741","892.935","369.029","-50.9635","1266.99","406.729","189.849","1033.07","707.31","-121.682","78.0272","443.775","26.4017","428.101","300.868","243.207","794.885","384.925","184.544","88.5368","499.242","-343.84","1455.25","526.242","-330.253","714.081","653.101","-105.306","890.394","487.044","-181.688","1140.6","605.216","-173.954","455.101","463.621","116.955","957.025"
142,0,"649.69","-284.901","1241.22","712.322","-254.523","889.266","370.953","-56.7585","1266.78","411.786","187.739","1037.59","707.365","-121.778","77.7867","444.121","27.55","428.803","303.808","253.076","803.715","386.431","185.994","89.2921","501.077","-352.109","1452.16","522.898","-335.652","716.838","655.013","-108.801","890.153","488.728","-186.457","1138.37","607.328","-175.795","454.95","465.87","114.291","957.87"
143,0,"650.811","-291.209","1237.88","713.124","-258.345","885.597","372.727","-62.5617","1266.65","416.577","185.397","1042.04","707.351","-121.765","77.5939","444.043","29.0182","429.722","306.971","262.605","812.791","389.166","189.221","89.5979","502.865","-360.155","1449.05","519.343","-340.141","719.715","656.735","-111.175","889.77","490.25","-191.229","1136.29","608.389","-176.529","454.561","468.164","111.565","958.769"
144,0,"651.888","-297.303","1234.45","713.748","-262.273","881.913","374.154","-68.1466","1266.75","421.037","182.886","1046.4","707.322","-121.694","77.4626","443.48","30.7713","430.597","309.454","271.435","823.05","391.394","191.095","90.4952","504.588","-368.034","1445.96","515.738","-344.568","722.798","658.632","-113.929","889.245","491.831","-195.799","1134.13","609.915","-177.419","454.415","469.915","108.135","959.602"
145,0,"652.894","-303.095","1230.9","714.161","-266.378","878.232","375.805","-73.8631","1266.51","425.202","180.259","1050.7","707.294","-121.676","77.3477","442.44","32.9333","431.57","312.642","279.933","832.979","394.844","194.083","91.1185","506.252","-375.687","1442.89","512.316","-349.055","726.156","660.614","-116.467","888.47","493.238","-200.304","1132.05","610.685","-177.791","454.102","472.064","105.395","960.571"
146,0,"653.9","-308.651","1227.37","714.4","-270.664","874.592","377.309","-79.3828","1266.26","429.06","177.552","1054.9","707.261","-121.703","77.2446","440.915","35.4538","432.684","316.596","287.934","842.544","398.907","197.361","91.8933","507.863","-383.132","1439.87","509.35","-353.803","729.586","662.525","-118.796","887.492","494.661","-204.697","1129.98","610.857","-177.677","453.916","474.366","103.05","961.734"
147,0,"654.862","-313.943","1223.83","714.447","-275","871.07","378.648","-84.88","1266.07","432.665","174.795","1059","707.23","-121.748","77.1906","439.198","38.3783","433.854","319.884","295.422","852.892","403.457","200.848","92.9613","509.428","-390.359","1436.9","506.903","-358.791","732.971","664.398","-120.912","886.405","496.054","-208.847","1127.9","611.332","-177.755","453.866","476.684","100.92","962.997"
148,0,"655.783","-318.795","1220.19","714.379","-279.242","867.699","380.016","-90.2461","1265.74","436.004","172.024","1063.01","707.199","-121.826","77.2084","437.399","41.5929","435.071","322.932","302.31","863.463","408.163","204.58","94.371","510.919","-397.358","1433.99","505.002","-364.042","736.158","666.114","-122.81","885.276","497.453","-212.92","1125.82","611.914","-177.811","453.87","478.824","98.803","964.278"
149,0,"656.87","-323.627","1216.9","714.193","-283.255","864.54","381.267","-95.597","1265.46","439.15","169.225","1066.94","707.151","-121.9","77.2626","435.706","45.0328","436.337","326.306","308.492","873.877","412.693","208.497","95.7876","512.365","-404.165","1431.15","503.669","-369.313","738.885","667.664","-124.557","884.099","498.763","-216.897","1123.74","612.56","-177.893","453.93","480.907","96.8953","965.583"
150,0,"658.019","-328.371","1213.76","713.904","-286.908","861.624","382.557","-100.81","1265.04","442.103","166.429","1070.8","707.074","-121.96","77.3466","434.442","48.387","437.806","329.443","314.059","884.325","417.186","212.246","97.6357","513.69","-410.751","1428.34","502.834","-374.413","741.033","668.984","-126.142","882.955","500.021","-220.676","1121.71","613.123","-177.998","454.064","482.867","95.155","966.879"
151,0,"659.133","-332.94","1210.78","713.495","-290.095","859.025","383.797","-105.923","1264.65","444.911","163.634","1074.47","706.968","-122.062","77.4481","434.029","51.5364","439.337","332.483","318.952","894.621","421.987","216.277","99.8954","514.955","-417.107","1425.57","502.437","-379.377","742.469","670.146","-127.491","881.84","501.262","-224.314","1119.73","613.5","-178.087","454.214","484.851","93.591","968.216"
152,0,"660.206","-337.434","1208.03","712.984","-292.798","856.623","385.017","-110.906","1264.31","447.707","160.916","1078.2","706.855","-122.145","77.5337","434.271","54.1428","440.862","335.215","323.31","904.905","426.974","220.688","101.916","516.128","-423.24","1422.83","502.5","-384.264","743.103","671.31","-128.84","880.641","502.458","-227.751","1117.88","613.678","-178.077","454.341","486.751","92.2113","969.651"
153,0,"661.118","-341.791","1205.51","712.35","-295.07","854.438","386.26","-115.627","1263.95","450.265","158.255","1081.67","706.753","-122.204","77.6227","434.879","56.5073","442.365","337.944","327.005","914.717","431.958","225.011","103.798","517.233","-429.154","1420.15","502.979","-388.925","742.889","672.398","-129.824","879.479","503.584","-230.975","1116.16","613.687","-178.024","454.44","488.698","91.0419","971.118"
154,0,"661.845","-345.935","1203.08","711.599","-296.972","852.372","387.489","-120.169","1263.71","452.708","155.684","1085.05","706.644","-122.25","77.6989","435.786","58.9133","443.747","340.548","330.081","924.066","436.838","229.247","105.751","518.329","-434.85","1417.53","503.869","-393.387","741.8","673.178","-130.793","878.747","504.665","-234.006","1114.55","613.595","-177.959","454.53","490.64","89.9506","972.545"
155,0,"662.434","-349.887","1200.73","710.805","-298.7","850.434","388.682","-124.395","1263.51","454.97","153.213","1088.31","706.538","-122.315","77.8034","436.986","61.7327","444.973","343.137","332.575","932.889","441.767","233.73","107.819","519.359","-440.288","1414.95","505.17","-397.476","739.756","673.312","-132.289","878.654","505.622","-236.853","1113.1","613.498","-177.941","454.619","492.564","88.9884","974.057"
156,0,"663.017","-353.668","1198.4","709.991","-300.272","848.623","389.897","-128.344","1263.38","457.088","150.867","1091.49","706.458","-122.394","77.9338","439.266","65.1489","445.693","345.137","334.755","941.411","446.704","238.543","109.935","520.343","-445.479","1412.49","506.8","-401.253","736.761","672.878","-134.305","878.884","506.559","-239.517","1111.77","613.43","-177.978","454.668","494.558","88.0366","975.583"
157,0,"663.526","-357.058","1195.81","709.196","-301.783","846.898","391.135","-132.076","1263.39","459.049","148.636","1094.55","706.379","-122.522","78.068","441.507","67.9787","446.428","347.93","336.079","948.834","451.664","243.708","111.971","521.294","-450.445","1410.13","508.6","-404.613","732.788","672.551","-136.163","878.775","507.402","-241.986","1110.54","613.841","-178.648","454.506","496.618","87.1684","977.153"
158,0,"664.332","-360.477","1193.37","708.454","-303.253","845.282","392.355","-135.489","1263.46","460.915","146.497","1097.52","706.34","-122.673","78.1959","444.146","70.7086","447.051","349.698","337.241","956.295","456.564","249.066","114.104","522.232","-455.16","1407.88","510.652","-407.561","727.872","672.38","-137.584","878.469","508.129","-244.338","1109.43","613.616","-178.262","454.86","498.592","86.2512","978.567"
159,0,"665.209","-363.769","1190.92","707.768","-304.675","843.815","393.579","-138.697","1263.68","462.692","144.473","1100.33","706.323","-122.82","78.3343","447.168","73.4853","447.514","351.967","338.293","962.382","461.474","254.579","116.272","523.105","-459.616","1405.75","512.913","-410.032","722.01","672.21","-138.877","877.953","508.772","-246.529","1108.42","613.427","-178.276","454.865","500.515","85.5105","980.043"
160,0,"666.064","-366.903","1188.53","707.11","-306.083","842.438","394.815","-141.692","1263.99","464.416","142.529","1102.95","706.325","-122.989","78.4872","450.406","76.4401","447.857","353.893","338.686","968.324","466.546","260.374","118.43","523.951","-463.835","1403.75","515.398","-412.044","715.31","671.995","-140.054","877.384","509.28","-248.656","1107.51","613.097","-178.162","454.89","502.41","84.783","981.595"
161,0,"666.872","-369.899","1186.23","706.564","-307.504","841.14","396.046","-144.436","1264.33","466.081","140.67","1105.42","706.345","-123.166","78.6206","453.794","79.6998","448.166","355.713","338.808","973.652","471.705","266.138","120.572","524.749","-467.824","1401.87","518.191","-413.593","707.9","671.826","-141.186","876.766","509.691","-250.628","1106.69","612.889","-178.195","454.959","504.304","84.0045","983.136"
162,0,"667.494","-372.734","1184.02","705.981","-308.872","839.906","397.251","-147.051","1264.79","467.652","138.845","1107.68","706.379","-123.332","78.75","457.131","83.1243","448.379","357.344","338.68","978.439","477.131","272.194","122.729","525.473","-471.556","1400.1","521.311","-414.709","699.882","671.658","-142.214","876.206","510.019","-252.432","1105.94","612.749","-178.349","455.062","506.059","83.2009","984.67"
163,0,"667.987","-375.464","1181.86","705.585","-310.269","838.765","398.5","-149.452","1265.23","469.168","137.063","1109.74","706.432","-123.495","78.8722","460.252","86.9237","448.866","358.938","338.338","982.598","482.696","278.243","124.945","526.163","-475.071","1398.43","524.809","-415.355","691.378","671.574","-143.295","875.71","510.347","-254.141","1105.25","612.656","-178.603","455.148","507.73","82.3308","986.095"
164,0,"668.338","-378.061","1179.73","705.301","-311.773","837.667","399.693","-151.758","1265.75","470.61","135.314","1111.59","706.515","-123.703","78.9807","463.277","90.9044","449.551","360.466","337.777","986.242","488.505","284.52","127.158","526.835","-478.43","1396.84","528.686","-415.614","682.517","671.53","-144.233","875.186","510.623","-255.714","1104.6","612.561","-178.848","455.209","509.308","81.442","987.434"
165,0,"668.47","-380.615","1177.66","705.099","-313.231","836.63","400.914","-153.888","1266.25","472.016","133.6","1113.21","706.598","-123.894","79.0778","466.09","95.0482","450.425","361.967","337.003","989.349","494.517","290.897","129.415","527.459","-481.588","1395.32","532.988","-415.473","673.466","671.551","-145.187","874.717","510.862","-257.251","1104.03","612.521","-179.128","455.262","510.789","80.5295","988.657"
166,0,"668.236","-383.032","1175.41","705.063","-314.745","835.717","402.06","-155.94","1266.78","473.387","131.885","1114.55","706.678","-124.072","79.1633","468.913","99.2095","451.271","363.377","336.091","991.929","500.651","297.248","131.774","528.114","-484.592","1393.89","537.754","-414.954","664.261","671.62","-146.124","874.342","511.085","-258.65","1103.43","612.503","-179.424","455.331","512.089","79.6886","989.781"
167,0,"667.981","-385.208","1173.31","705.132","-316.26","834.858","403.197","-157.885","1267.27","474.668","130.18","1115.7","706.778","-124.245","79.2296","471.782","103.394","452.01","364.734","334.996","993.988","506.953","303.719","134.125","528.706","-487.363","1392.48","542.955","-414.075","655.061","671.679","-147.037","873.985","511.294","-259.968","1102.86","611.267","-178.32","455.673","513.343","78.8387","990.847"
168,0,"667.627","-387.348","1171.36","705.332","-317.519","833.948","404.286","-159.745","1267.72","475.879","128.496","1116.61","706.871","-124.434","79.2793","474.613","107.812","452.908","366.058","333.748","995.534","513.419","310.214","136.607","529.391","-490.002","1391.15","548.714","-412.734","645.929","671.79","-147.927","873.717","511.462","-261.235","1102.28","611.932","-179.46","455.442","514.52","78.0487","991.805"
169,0,"667.14","-389.372","1169.47","705.586","-319.072","833.204","405.27","-161.537","1268.18","476.973","126.786","1117.31","706.947","-124.607","79.3411","477.684","112.04","453.377","367.307","332.361","996.56","520.03","316.771","139.09","530.079","-492.482","1389.84","555.033","-411.069","636.913","671.869","-148.677","873.471","511.606","-262.394","1101.68","611.973","-179.698","455.496","515.645","77.3543","992.698"
170,0,"666.563","-391.252","1167.66","705.888","-320.504","832.57","406.211","-163.238","1268.61","477.992","125.039","1117.81","707.031","-124.761","79.4048","480.678","116.347","454.011","368.546","330.793","997.092","526.689","323.22","141.626","530.8","-494.769","1388.55","561.991","-409.071","627.965","671.968","-149.34","873.208","511.728","-263.454","1101.06","611.915","-179.806","455.545","516.763","76.8071","993.529"
171,0,"665.956","-393.029","1165.91","706.112","-322.1","832.1","407.069","-164.83","1269.02","478.904","123.303","1118.15","707.115","-124.911","79.4529","483.518","120.714","454.791","369.687","329.061","997.157","533.329","329.569","144.213","531.573","-496.93","1387.28","569.743","-406.649","619.181","672.028","-149.921","872.969","511.841","-264.378","1100.33","611.829","-179.793","455.571","517.981","76.3798","994.31"
172,0,"665.325","-394.742","1164.31","706.315","-323.295","831.653","407.842","-166.397","1269.46","479.795","121.496","1118.33","707.201","-125.05","79.5134","486.38","125.127","455.611","370.687","327.123","996.808","540.083","335.931","146.795","532.331","-498.922","1386.03","578.149","-403.711","610.852","672.106","-150.391","872.707","512.012","-265.231","1099.56","611.68","-179.676","455.583","519.194","76.1647","995.029"
173,0,"664.809","-396.494","1162.98","706.576","-324.363","831.38","408.511","-167.892","1269.84","480.58","119.711","1118.39","707.291","-125.157","79.5453","489.169","129.59","456.449","371.598","325.062","995.964","546.676","342.129","149.348","533.053","-500.72","1384.81","587.139","-400.168","603.257","672.145","-150.687","872.419","512.181","-266.009","1098.78","611.495","-179.496","455.591","520.472","76.0391","995.727"
174,0,"664.365","-398.287","1161.92","706.923","-325.164","831.312","409.056","-169.426","1270.25","481.321","117.905","1118.31","707.404","-125.245","79.5798","492.047","134.008","457.216","372.42","322.708","994.679","553.291","348.191","151.946","533.747","-502.403","1383.63","596.606","-396.225","596.506","672.157","-150.867","872.049","512.288","-266.63","1097.92","611.17","-178.888","455.556","521.857","76.05","996.471"
175,0,"663.956","-399.98","1160.97","707.361","-325.555","831.36","409.54","-170.971","1270.6","481.982","116.143","1118.11","707.545","-125.317","79.6047","494.849","138.377","458.001","373.23","320.138","992.849","559.924","354.287","154.459","534.385","-503.943","1382.52","606.133","-392.041","590.717","672.193","-150.949","871.596","512.382","-267.224","1097.1","611.038","-178.579","455.519","523.256","76.1761","997.18"
176,0,"663.701","-401.412","1160","707.971","-325.405","831.491","409.936","-172.508","1270.87","482.581","114.415","1117.74","707.681","-125.389","79.6119","497.786","142.727","458.825","373.836","317.429","990.482","566.358","360.182","156.887","534.974","-505.36","1381.4","615.426","-387.92","585.99","672.201","-150.909","871.123","512.447","-267.726","1096.31","610.956","-178.204","455.514","524.656","76.4158","997.875"
177,0,"663.609","-402.566","1158.95","708.78","-324.55","831.633","410.3","-174.046","1271.06","483.041","112.783","1117.24","707.822","-125.46","79.5998","500.816","146.973","459.606","374.326","314.485","987.586","572.788","365.943","159.314","535.467","-506.6","1380.3","624.128","-383.824","582.23","672.187","-150.761","870.628","512.492","-268.115","1095.6","610.904","-177.87","455.556","525.783","76.4838","998.349"
178,0,"663.67","-403.5","1157.86","709.876","-322.907","831.746","410.575","-175.582","1271.18","483.434","111.22","1116.57","707.944","-125.549","79.5767","503.894","151.097","460.326","374.682","311.326","984.171","579.153","371.539","161.737","535.892","-507.688","1379.21","632.06","-380.04","579.526","672.115","-150.555","870.133","512.518","-268.357","1094.89","610.932","-177.5","455.569","527.057","76.2555","998.917"
179,0,"663.879","-404.374","1156.85","711.277","-320.579","831.844","410.828","-177.054","1271.13","483.703","109.742","1115.72","708.041","-125.638","79.5477","506.985","155.117","461.073","374.813","307.979","980.247","585.304","376.916","164.044","536.269","-508.638","1378.13","639.074","-376.285","577.712","672.039","-150.328","869.617","512.59","-268.52","1094.22","610.987","-177.176","455.602","527.86","75.9152","998.936"
180,0,"664.105","-405.161","1155.94","712.971","-317.758","831.926","411.04","-178.479","1270.94","483.842","108.362","1114.69","708.116","-125.728","79.5231","510.24","159.034","461.661","374.79","304.383","975.801","591.543","382.194","166.295","536.577","-509.414","1377.08","645.271","-372.489","576.496","671.987","-150.013","869.06","512.677","-268.61","1093.57","611.099","-176.778","455.607","529.441","76.5394","999.52"
181,0,"664.291","-405.794","1155.07","715.058","-314.742","832.041","411.203","-179.826","1270.65","483.875","107.076","1113.43","708.175","-125.821","79.5092","513.454","162.98","462.288","374.608","300.576","970.818","597.686","387.227","168.471","536.853","-510.054","1376.1","650.859","-368.623","575.661","671.945","-149.598","868.498","512.806","-268.624","1092.95","611.204","-176.357","455.653","530.474","76.5765","999.743"
182,0,"664.469","-406.185","1154.28","717.317","-311.605","832.142","411.361","-181.01","1270.24","483.729","105.901","1111.98","708.2","-125.885","79.4706","516.765","166.894","462.807","374.219","296.539","965.317","603.894","392.139","170.632","537.083","-510.54","1375.16","655.85","-364.509","575.077","671.859","-149.061","867.951","513.021","-268.613","1092.28","611.159","-175.514","456.148","531.437","76.5747","999.877"
183,0,"664.6","-406.372","1153.62","719.847","-308.533","832.298","411.494","-182.079","1269.81","483.446","104.788","1110.28","708.22","-125.939","79.4457","519.961","170.755","463.354","373.669","292.222","959.316","609.823","396.815","172.705","537.291","-510.836","1374.3","660.323","-360.242","574.722","671.753","-148.514","867.441","513.305","-268.511","1091.61","610.612","-175.143","456.795","532.288","76.7698","1000.04"
184,0,"664.788","-406.37","1153.1","722.413","-305.434","832.47","411.651","-182.901","1269.28","483.023","103.797","1108.36","708.261","-126.007","79.4222","523.263","174.549","463.825","372.985","287.661","952.806","615.933","401.438","174.631","537.496","-510.968","1373.56","664.472","-355.832","574.379","671.66","-147.944","866.969","513.639","-268.367","1090.93","610.774","-175.045","456.51","nan","nan","nan"
185,0,"665.053","-406.197","1152.7","725.011","-302.319","832.68","411.847","-183.499","1268.72","482.387","102.977","1106.28","708.317","-126.065","79.3859","526.478","178.362","464.327","372.126","282.875","945.844","622.004","405.879","176.486","537.66","-510.892","1372.92","668.356","-351.325","574.124","671.605","-147.238","866.524","514.068","-268.134","1090.27","610.925","-174.439","456.573","nan","nan","nan"
