Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (718)",,,"Reconstruction Position - Unlabeled Track (721)",,,"Reconstruction Position - Unlabeled Track (758)",,,"Reconstruction Position - Unlabeled Track (759)",,,"Reconstruction Position - Unlabeled Track (761)",,,"Reconstruction Position - Unlabeled Track (762)",,,"Reconstruction Position - Unlabeled Track (763)",,,"Reconstruction Position - Unlabeled Track (764)",,,"Reconstruction Position - Unlabeled Track (765)",,,"Reconstruction Position - Unlabeled Track (767)",,,"Reconstruction Position - Unlabeled Track (768)",,,"Reconstruction Position - Unlabeled Track (769)",,,"Reconstruction Position - Unlabeled Track (770)",,,"Reconstruction Position - Unlabeled Track (774)",,
12,0,"763.685","93.8589","1350.15","792.068","201.56","984.998","392.437","55.8675","1293.93","312.512","123.518","955.192","810.052","183.171","81.1493","460.065","66.571","420.112","432.467","-92.1884","861.465","379.08","180.738","86.1739","586.334","-17.8925","1567.02","741.58","-50.4085","1047.28","724.678","52.5212","942.598","594.009","-11.1013","1235.66","726.171","78.7578","429.801","430.008","100.434","949.046"
13,0,"763.65","93.8853","1350.16","791.945","201.804","985.052","392.373","55.8781","1293.89","312.374","123.717","955.178","810.061","183.147","81.1509","460.055","66.5847","420.117","432.749","-92.0506","861.64","379.082","180.735","86.1846","586.242","-17.8705","1567.07","742.019","-50.3455","1046.93","724.658","52.5343","942.607","593.987","-11.1157","1235.65","726.135","78.8119","429.768","429.993","100.371","949.057"
14,0,"763.613","93.9028","1350.18","791.859","202.065","985.109","392.317","55.879","1293.85","312.245","123.915","955.188","810.029","183.151","81.1549","460.044","66.5982","420.113","433.025","-91.8927","861.812","379.092","180.727","86.1949","586.156","-17.8546","1567.12","742.513","-50.2757","1046.58","724.641","52.5448","942.633","593.957","-11.1333","1235.64","726.095","78.8898","429.751","429.955","100.305","949.069"
15,0,"763.572","93.9362","1350.19","791.828","202.293","985.247","392.265","55.8712","1293.83","312.112","124.126","955.237","809.997","183.163","81.1424","460.024","66.6058","420.116","433.277","-91.7443","861.978","379.085","180.721","86.1975","586.065","-17.8503","1567.17","743.042","-50.2137","1046.22","724.635","52.5721","942.646","593.924","-11.1584","1235.64","726.077","78.9683","429.74","429.914","100.245","949.063"
16,0,"763.525","93.963","1350.2","791.789","202.573","985.31","392.214","55.8561","1293.82","311.999","124.363","955.294","810.038","183.114","81.1918","460.002","66.6054","420.111","433.529","-91.5795","862.108","379.075","180.711","86.1976","585.974","-17.8592","1567.2","743.582","-50.1387","1045.9","724.612","52.5971","942.657","593.891","-11.1744","1235.65","726.057","79.0486","429.742","429.869","100.173","949.06"
17,0,"763.49","93.9961","1350.21","791.78","202.889","985.374","392.166","55.8411","1293.82","311.896","124.58","955.325","810.012","183.14","81.2123","460.003","66.5933","420.122","433.774","-91.4108","862.198","379.067","180.714","86.2038","585.882","-17.8764","1567.24","744.158","-50.0369","1045.6","724.599","52.6276","942.678","593.847","-11.1764","1235.65","726.043","79.1222","429.743","429.841","100.118","949.055"
18,0,"763.464","94.0252","1350.2","791.79","203.215","985.42","392.122","55.8342","1293.83","311.842","124.787","955.358","810.002","183.163","81.2312","460.01","66.5508","420.138","434.008","-91.2272","862.295","379.053","180.709","86.2157","585.795","-17.8932","1567.26","744.712","-49.9245","1045.36","724.58","52.6593","942.691","593.814","-11.1638","1235.66","726.031","79.2043","429.784","429.807","100.064","949.037"
19,0,"763.427","94.0638","1350.18","791.818","203.545","985.463","392.062","55.8207","1293.86","311.806","124.972","955.42","810.031","183.148","81.2414","460.02","66.5176","420.134","434.207","-91.0051","862.358","379.047","180.7","86.2271","585.71","-17.9293","1567.27","745.265","-49.7791","1045.15","724.574","52.6888","942.701","593.796","-11.144","1235.65","726.027","79.277","429.812","429.777","100.018","949.025"
20,0,"763.398","94.1121","1350.15","791.888","203.86","985.529","392.001","55.8093","1293.9","311.765","125.161","955.468","810.02","183.175","81.2343","460.012","66.474","420.118","434.385","-90.7619","862.362","379.04","180.706","86.2162","585.625","-17.9682","1567.26","745.754","-49.6267","1044.96","724.577","52.7216","942.691","593.768","-11.1056","1235.64","726.02","79.3243","429.823","429.744","99.9602","949.018"
21,0,"763.381","94.1586","1350.14","792.004","204.134","985.655","391.956","55.8014","1293.92","311.726","125.328","955.549","809.976","183.221","81.2166","459.984","66.3876","420.125","434.546","-90.4845","862.339","379.03","180.703","86.207","585.538","-18.0242","1567.24","746.202","-49.4597","1044.81","724.564","52.7634","942.689","593.759","-11.0954","1235.62","726.02","79.3481","429.82","429.707","99.895","949.009"
22,0,"763.367","94.2246","1350.12","792.111","204.387","985.738","391.926","55.7788","1293.92","311.671","125.443","955.564","809.976","183.232","81.202","459.955","66.2984","420.12","434.701","-90.2089","862.322","379.019","180.699","86.193","585.461","-18.0871","1567.2","746.615","-49.2758","1044.72","724.563","52.8144","942.679","593.769","-11.1032","1235.61","726.027","79.3661","429.801","429.691","99.8478","948.985"
23,0,"763.373","94.2785","1350.1","792.193","204.675","985.789","391.908","55.7353","1293.89","311.6","125.575","955.6","809.981","183.232","81.194","459.934","66.2143","420.097","434.863","-89.9283","862.264","379.01","180.68","86.1779","585.389","-18.1607","1567.15","746.943","-49.0781","1044.62","724.56","52.8737","942.673","593.778","-11.1236","1235.58","726.053","79.3673","429.776","429.67","99.7997","948.983"
24,0,"763.367","94.3504","1350.07","792.276","204.972","985.809","391.905","55.6741","1293.85","311.507","125.662","955.638","809.976","183.252","81.1625","459.945","66.1707","420.044","435.013","-89.6839","862.188","379.01","180.681","86.1732","585.313","-18.2448","1567.09","747.238","-48.8786","1044.54","724.582","52.9339","942.651","593.808","-11.1244","1235.54","726.079","79.3517","429.773","429.652","99.7528","948.954"
25,0,"763.369","94.4098","1350.04","792.345","205.263","985.825","391.901","55.5985","1293.82","311.401","125.733","955.686","809.978","183.267","81.1585","459.956","66.0908","420.024","435.17","-89.4659","862.086","379.008","180.674","86.1591","585.251","-18.3354","1567.03","747.465","-48.6676","1044.48","724.61","52.9938","942.623","593.844","-11.1154","1235.49","726.109","79.3238","429.759","429.641","99.7404","948.927"
26,0,"763.355","94.4696","1350.04","792.429","205.516","985.889","391.902","55.5045","1293.78","311.322","125.781","955.677","809.964","183.275","81.1392","459.957","65.9761","420.024","435.325","-89.2516","861.981","379.004","180.668","86.1575","585.194","-18.425","1566.97","747.614","-48.4454","1044.42","724.61","53.0607","942.622","593.884","-11.1017","1235.43","726.141","79.2925","429.76","429.624","99.7233","948.9"
27,0,"763.32","94.5274","1350.02","792.513","205.764","985.987","391.916","55.4175","1293.73","311.243","125.822","955.697","809.971","183.29","81.1296","459.976","65.8826","420.025","435.455","-89.0639","861.856","379.009","180.669","86.1388","585.141","-18.5214","1566.91","747.701","-48.2083","1044.39","724.631","53.1647","942.584","593.937","-11.0677","1235.37","726.165","79.2477","429.768","429.617","99.7364","948.866"
28,0,"763.294","94.604","1350.03","792.593","205.984","986.097","391.934","55.3381","1293.68","311.171","125.858","955.706","809.967","183.3","81.0972","459.965","65.766","420.034","435.575","-88.8672","861.706","379.009","180.677","86.121","585.09","-18.6165","1566.85","747.724","-47.9713","1044.36","724.643","53.2627","942.588","593.98","-11.0202","1235.32","726.196","79.2075","429.773","429.607","99.742","948.835"
29,0,"763.275","94.6851","1350.05","792.63","206.236","986.16","391.938","55.2591","1293.66","311.135","125.877","955.708","809.991","183.29","81.0881","459.977","65.7155","420.017","435.677","-88.7033","861.556","379.012","180.68","86.1115","585.038","-18.7127","1566.79","747.696","-47.7347","1044.34","724.628","53.3553","942.607","594.017","-10.972","1235.28","726.231","79.1582","429.78","429.599","99.7577","948.798"
30,0,"763.251","94.7874","1350.05","792.644","206.47","986.212","391.938","55.197","1293.65","311.112","125.901","955.707","810","183.293","81.0661","459.983","65.6416","420.009","435.764","-88.5286","861.374","378.992","180.683","86.0927","584.994","-18.8062","1566.71","747.63","-47.4917","1044.33","724.653","53.4621","942.613","594.056","-10.9285","1235.27","726.255","79.101","429.775","429.597","99.7508","948.789"
31,0,"763.223","94.8938","1350.08","792.646","206.714","986.263","391.918","55.1516","1293.63","311.093","125.901","955.685","810.005","183.314","81.0314","459.997","65.5591","420","435.848","-88.3358","861.197","378.978","180.681","86.0733","584.962","-18.9059","1566.65","747.527","-47.2373","1044.34","724.658","53.5564","942.656","594.093","-10.8943","1235.27","726.281","79.0398","429.786","429.599","99.7491","948.774"
32,0,"763.187","95.0158","1350.09","792.621","206.926","986.319","391.909","55.1132","1293.61","311.053","125.891","955.679","810.01","183.332","80.9978","459.987","65.4467","419.986","435.918","-88.1761","861.03","378.974","180.706","86.0605","584.93","-19.0057","1566.57","747.415","-47.009","1044.39","724.666","53.6361","942.694","594.122","-10.8511","1235.27","726.304","78.9732","429.79","429.604","99.7397","948.771"
33,0,"763.144","95.1497","1350.12","792.557","207.154","986.32","391.898","55.0881","1293.57","311.015","125.87","955.683","810.043","183.336","80.9698","460.03","65.3672","419.946","435.976","-87.9946","860.875","378.974","180.715","86.0479","584.896","-19.0992","1566.49","747.282","-46.7916","1044.45","724.691","53.7155","942.722","594.143","-10.8202","1235.29","726.32","78.9138","429.802","429.618","99.7123","948.783"
34,0,"763.089","95.2756","1350.14","792.484","207.337","986.366","391.872","55.0679","1293.52","310.957","125.844","955.703","810.074","183.345","80.9302","460.055","65.2293","419.904","436.007","-87.8569","860.742","378.973","180.732","86.031","584.852","-19.1838","1566.39","747.132","-46.5809","1044.53","724.691","53.7778","942.776","594.153","-10.7865","1235.3","726.355","78.8353","429.784","429.632","99.6934","948.78"
35,0,"763.031","95.397","1350.15","792.391","207.523","986.402","391.855","55.0396","1293.45","310.878","125.819","955.733","810.108","183.379","80.8888","460.098","64.972","419.903","436.015","-87.6971","860.588","378.962","180.778","86.0033","584.801","-19.2738","1566.29","746.994","-46.3725","1044.64","724.737","53.8237","942.806","594.153","-10.7782","1235.3","726.424","78.7509","429.767","429.643","99.6698","948.766"
36,0,"762.965","95.4958","1350.18","792.311","207.694","986.462","391.825","54.9948","1293.38","310.776","125.815","955.777","810.097","183.441","80.8512","460.143","64.6702","419.931","435.986","-87.5788","860.469","378.944","180.798","85.9732","584.748","-19.3555","1566.18","746.83","-46.174","1044.72","724.763","53.8623","942.856","594.135","-10.7728","1235.28","726.505","78.7003","429.741","429.645","99.6431","948.736"
37,0,"762.884","95.5924","1350.19","792.226","207.857","986.5","391.783","54.9436","1293.3","310.683","125.813","955.784","810.132","183.485","80.7795","460.191","64.3153","420.03","435.948","-87.4783","860.36","378.953","180.854","85.9319","584.67","-19.4249","1566.07","746.66","-46.0066","1044.8","724.812","53.9042","942.879","594.121","-10.7758","1235.24","726.602","78.6304","429.705","429.652","99.6442","948.685"
38,0,"762.795","95.6528","1350.2","792.141","207.987","986.524","391.721","54.8937","1293.21","310.57","125.837","955.762","810.166","183.536","80.7161","460.277","63.8408","420.179","435.885","-87.3796","860.267","378.946","180.892","85.8937","584.571","-19.4969","1565.95","746.493","-45.8584","1044.89","724.846","53.9511","942.904","594.085","-10.7632","1235.19","726.699","78.5617","429.655","429.642","99.6539","948.624"
39,0,"762.687","95.7012","1350.19","792.101","208.064","986.618","391.641","54.8487","1293.09","310.453","125.886","955.722","810.232","183.605","80.6355","460.335","63.0962","420.446","435.795","-87.3202","860.195","378.943","180.942","85.8632","584.441","-19.5676","1565.85","746.314","-45.7392","1044.97","724.89","53.9807","942.914","594.045","-10.7508","1235.1","726.8","78.4767","429.604","429.625","99.6643","948.557"
40,0,"762.54","95.7267","1350.17","792.044","208.149","986.659","391.527","54.8257","1292.98","310.312","125.923","955.681","810.317","183.697","80.5286","460.397","62.3739","420.689","435.673","-87.271","860.158","378.949","180.965","85.8366","584.269","-19.6276","1565.76","746.114","-45.6312","1045.07","724.921","54.0083","942.918","593.973","-10.7251","1234.99","726.913","78.3917","429.588","429.609","99.7103","948.48"
41,0,"762.376","95.7302","1350.18","792.009","208.21","986.688","391.37","54.7936","1292.85","310.151","125.953","955.577","810.388","183.826","80.3642","460.397","61.4599","420.942","435.513","-87.2241","860.094","378.957","180.977","85.8388","584.06","-19.692","1565.67","745.892","-45.5293","1045.21","724.92","54.0208","942.933","593.876","-10.7162","1234.87","727.076","78.3416","429.512","429.569","99.7676","948.412"
42,0,"762.137","95.7079","1350.13","791.99","208.213","986.72","391.184","54.7845","1292.72","309.968","125.984","955.478","810.51","183.945","80.2681","460.383","60.4399","421.207","435.309","-87.1952","859.982","378.981","180.983","85.8491","583.789","-19.7543","1565.56","745.652","-45.4478","1045.35","724.918","54.0285","942.933","593.716","-10.7159","1234.74","727.289","78.334","429.425","429.516","99.8772","948.347"
43,0,"761.886","95.6656","1350.16","791.989","208.179","986.768","390.953","54.8037","1292.56","309.766","126.033","955.401","810.622","184.066","80.1452","460.308","59.2099","421.542","435.054","-87.1988","859.883","379.009","180.973","85.8684","583.472","-19.8363","1565.45","745.41","-45.4041","1045.49","724.871","54.018","942.939","593.501","-10.7232","1234.61","727.537","78.3076","429.357","429.441","100.02","948.296"
44,0,"761.529","95.6095","1350.11","791.961","208.115","986.759","390.679","54.836","1292.38","309.525","126.085","955.322","810.722","184.181","80.053","460.287","57.8445","421.875","434.782","-87.2502","859.833","379.052","180.962","85.8969","583.122","-19.9201","1565.33","745.108","-45.418","1045.62","724.767","53.9872","942.954","593.23","-10.719","1234.5","727.772","78.2775","429.291","429.345","100.203","948.267"
45,0,"761.156","95.5403","1350.15","792.026","207.943","986.885","390.362","54.8992","1292.17","309.287","126.179","955.224","810.781","184.302","79.9597","460.157","56.1493","422.397","434.501","-87.2825","859.819","379.081","180.923","85.9373","582.694","-20.0136","1565.2","744.739","-45.4851","1045.72","724.633","53.9138","942.977","592.906","-10.7301","1234.4","727.966","78.2384","429.198","429.224","100.413","948.295"
46,0,"760.718","95.4634","1350.22","792.098","207.685","987.029","389.964","54.9776","1291.95","309.009","126.277","955.096","810.836","184.387","79.8785","460.114","54.2182","423.018","434.215","-87.3494","859.832","379.119","180.859","85.9931","582.194","-20.1209","1565.06","744.298","-45.6105","1045.8","724.456","53.8119","943.007","592.547","-10.756","1234.33","728.13","78.1963","429.097","429.068","100.641","948.352"
47,0,"760.195","95.3434","1350.34","792.362","207.365","987.384","389.545","55.0818","1291.73","308.68","126.366","954.927","810.917","184.411","79.8129","460.119","51.9495","423.83","433.819","-87.4601","859.937","379.18","180.754","86.1015","581.614","-20.2444","1564.91","743.797","-45.806","1045.93","724.211","53.677","943.038","592.126","-10.7924","1234.3","728.245","78.1658","429.014","428.918","100.883","948.42"
48,0,"759.622","95.2317","1350.5","792.361","206.864","987.536","389.056","55.2048","1291.49","308.363","126.475","954.724","810.96","184.479","79.7516","460.036","49.3169","424.669","433.392","-87.5789","860.055","379.23","180.546","86.2186","580.94","-20.3725","1564.78","743.249","-46.0792","1046.1","723.891","53.533","943.095","591.641","-10.82","1234.28","728.319","78.1297","428.894","428.682","101.147","948.505"
49,0,"758.96","95.0552","1350.68","792.478","206.332","987.747","388.488","55.3793","1291.24","308.012","126.633","954.531","810.995","184.529","79.7196","459.78","46.6185","425.262","432.896","-87.7362","860.201","379.239","180.226","86.3865","580.173","-20.5057","1564.64","742.607","-46.4363","1046.33","723.472","53.3329","943.199","591.068","-10.8709","1234.27","728.323","78.0825","428.836","428.42","101.436","948.567"
50,0,"758.234","94.8397","1350.88","792.57","205.729","987.964","387.87","55.596","1290.96","307.644","126.83","954.261","811.014","184.576","79.6919","459.193","44.0429","425.537","432.29","-87.9926","860.393","379.328","179.858","86.5231","579.306","-20.6338","1564.51","741.936","-46.847","1046.65","723.017","53.1458","943.272","590.417","-10.9297","1234.26","728.283","78.0128","428.805","428.129","101.72","948.587"
51,0,"757.429","94.5874","1351.09","792.685","204.983","988.196","387.158","55.8044","1290.69","307.242","127.042","953.897","811.055","184.606","79.6854","458.462","41.6081","425.488","431.603","-88.2762","860.654","379.415","179.462","86.7074","578.333","-20.7897","1564.4","741.216","-47.3517","1047.06","722.486","52.9192","943.348","589.671","-10.966","1234.24","728.215","77.9269","428.779","427.741","102.079","948.592"
52,0,"756.559","94.2591","1351.32","792.822","204.144","988.434","386.353","56.0763","1290.37","306.785","127.285","953.555","811.093","184.629","79.6831","458.004","39.3732","425.172","431.002","-88.5038","860.824","379.469","179.056","86.9066","577.272","-20.9459","1564.29","740.46","-47.9143","1047.6","721.859","52.6708","943.431","588.82","-11.0372","1234.21","728.148","77.839","428.77","427.328","102.378","948.529"
53,0,"755.57","93.8788","1351.56","793.012","203.185","988.732","385.448","56.4182","1290","306.268","127.532","953.165","811.172","184.633","79.6898","457.784","36.9798","424.962","430.212","-88.899","861.202","379.555","178.732","87.0786","576.096","-21.1017","1564.14","739.659","-48.5825","1048.24","721.201","52.4051","943.526","587.884","-11.1272","1234.17","728.092","77.7394","428.754","426.819","102.709","948.449"
54,0,"754.512","93.4377","1351.8","793.22","202.05","989.044","384.487","56.7859","1289.65","305.66","127.842","952.757","811.195","184.693","79.6761","457.675","34.5879","424.865","429.659","-89.0468","861.292","379.572","178.385","87.2508","574.816","-21.2866","1563.98","738.841","-49.3359","1049","720.404","52.1158","943.675","586.786","-11.203","1234.11","728.026","77.6696","428.702","426.268","103.021","948.265"
55,0,"753.357","92.936","1352.06","793.466","200.765","989.354","383.417","57.2557","1289.26","305.003","128.149","952.316","811.24","184.735","79.6674","457.539","32.3454","424.801","428.765","-89.5058","861.793","379.516","177.976","87.3965","573.376","-21.4661","1563.75","737.974","-50.2036","1049.82","719.621","51.8034","943.735","585.58","-11.3079","1234.05","727.96","77.6002","428.661","425.627","103.305","948.086"
56,0,"752.096","92.3392","1352.35","793.76","199.287","989.738","382.23","57.782","1288.9","304.283","128.479","951.808","811.276","184.756","79.6493","457.287","30.3033","424.641","427.803","-90.005","862.408","379.491","177.689","87.4907","571.838","-21.6673","1563.51","737.029","-51.2337","1050.65","718.733","51.4133","943.815","584.242","-11.392","1233.98","727.812","77.5464","428.59","424.94","103.512","947.864"
57,0,"750.759","91.6697","1352.67","794.049","197.638","990.061","380.885","58.3747","1288.51","303.49","128.819","951.212","811.284","184.802","79.6575","456.982","28.5472","424.386","426.737","-90.5047","863.165","379.409","177.461","87.5581","570.166","-21.868","1563.24","736.031","-52.4082","1051.5","717.953","51.0504","943.671","582.793","-11.483","1233.9","727.571","77.4945","428.497","424.135","103.763","947.533"
58,0,"749.316","90.9216","1353.02","794.367","195.743","990.418","379.482","59.0596","1288.08","302.654","129.212","950.632","811.299","184.843","79.6558","456.541","26.8745","424.119","425.597","-91.0512","864.015","379.334","177.294","87.5596","568.359","-22.0989","1562.91","734.939","-53.7679","1052.37","716.83","50.622","943.745","581.196","-11.5605","1233.81","727.275","77.4287","428.404","423.318","103.915","947.188"
59,0,"747.734","90.106","1353.37","794.73","193.634","990.785","377.936","59.7681","1287.67","301.763","129.593","949.945","811.306","184.894","79.6618","456.141","25.3987","423.877","424.384","-91.6243","864.959","379.25","177.178","87.5332","566.43","-22.3417","1562.57","733.775","-55.3452","1053.32","715.85","50.2447","943.584","579.472","-11.6234","1233.72","726.991","77.3217","428.278","422.368","104.006","946.882"
60,0,"746.054","89.2489","1353.73","795.211","191.214","991.253","376.28","60.5618","1287.22","300.867","130.056","949.248","811.277","184.965","79.6509","455.881","24.2243","423.594","423.101","-92.2774","866.055","379.152","177.088","87.4528","564.387","-22.5958","1562.2","732.549","-57.0792","1054.34","714.791","49.8492","943.418","577.643","-11.6872","1233.66","726.67","77.2031","428.108","421.35","104.077","946.53"
61,0,"744.239","88.3506","1354.07","795.659","188.56","991.607","374.543","61.3848","1286.74","299.899","130.515","948.46","811.303","185.007","79.651","455.709","23.0564","423.461","421.698","-92.9944","867.207","379.065","177.031","87.3235","562.223","-22.8588","1561.81","731.217","-59.0115","1055.48","713.667","49.4376","943.208","575.683","-11.765","1233.56","726.317","77.0558","427.991","420.241","104.066","946.266"
62,0,"742.332","87.4252","1354.4","796.081","185.677","991.869","372.7","62.275","1286.23","298.88","131.001","947.634","811.34","185.04","79.6358","455.522","21.7505","423.562","420.194","-93.7781","868.491","378.957","176.988","87.166","559.956","-23.1396","1561.38","729.818","-61.1072","1056.76","712.49","48.9214","942.973","573.613","-11.838","1233.47","725.859","76.8473","427.87","419.004","104.078","945.927"
63,0,"740.31","86.4567","1354.7","796.568","182.492","992.194","370.761","63.1739","1285.72","297.836","131.469","946.754","811.326","185.104","79.6514","455.426","20.7399","423.422","418.558","-94.6616","869.866","378.848","176.977","87.0128","557.603","-23.4538","1560.97","728.325","-63.3735","1058.2","711.189","48.3649","942.681","571.446","-11.9506","1233.4","725.333","76.6098","427.713","417.691","104.069","945.657"
64,0,"738.216","85.4709","1354.98","796.978","179.087","992.397","368.735","64.1414","1285.16","296.724","131.958","945.847","811.274","185.22","79.6519","455.486","19.3565","423.305","416.827","-95.5757","871.358","378.705","176.943","86.8432","555.133","-23.7772","1560.5","726.708","-65.8114","1059.82","709.845","47.7505","942.419","569.135","-12.094","1233.31","724.715","76.3321","427.562","416.317","104.114","945.348"
65,0,"736.026","84.4315","1355.26","797.392","175.421","992.612","366.625","65.1727","1284.61","295.579","132.497","944.93","811.199","185.329","79.6883","455.422","19.1109","422.911","415.006","-96.4843","873.05","378.545","176.944","86.7176","552.577","-24.1252","1560.04","725.01","-68.3828","1061.59","708.338","47.119","942.068","566.715","-12.2158","1233.22","724.041","75.8794","427.349","414.861","104.19","945.078"
66,0,"733.75","83.3394","1355.52","797.76","171.522","992.817","364.44","66.2605","1284.03","294.368","133.004","943.978","811.102","185.446","79.7291","455.461","18.2986","422.729","413.059","-97.3744","874.867","378.402","176.965","86.5819","549.914","-24.5153","1559.55","723.187","-71.1259","1063.43","706.767","46.3951","941.675","564.17","-12.3472","1233.13","723.356","75.4164","427.154","413.375","104.376","944.796"
67,0,"731.363","82.1846","1355.75","798.092","167.374","993.034","362.174","67.4211","1283.45","293.054","133.46","942.978","811.073","185.503","79.8059","455.646","16.9067","422.666","411.04","-98.2819","876.717","378.186","176.942","86.4041","547.186","-24.9374","1559.06","721.232","-74.0668","1065.28","705.055","45.594","941.205","561.506","-12.4954","1233.03","722.634","74.7325","426.994","411.759","104.597","944.552"
