Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (445)",,,"Reconstruction Position - Unlabeled Track (450)",,,"Reconstruction Position - Unlabeled Track (467)",,,"Reconstruction Position - Unlabeled Track (496)",,,"Reconstruction Position - Unlabeled Track (510)",,,"Reconstruction Position - Unlabeled Track (529)",,,"Reconstruction Position - Unlabeled Track (538)",,,"Reconstruction Position - Unlabeled Track (539)",,,"Reconstruction Position - Unlabeled Track (552)",,,"Reconstruction Position - Unlabeled Track (573)",,,"Reconstruction Position - Unlabeled Track (577)",,,"Reconstruction Position - Unlabeled Track (578)",,,"Reconstruction Position - Unlabeled Track (579)",,,"Reconstruction Position - Unlabeled Track (583)",,
12,0,"616.946","-50.0984","1550.86","799.517","109.024","1351.55","337.66","177.92","979.248","825.177","232.855","1001.21","632.888","-4.81518","1238.87","422.631","71.527","1312.28","480.089","73.0009","423.361","452.459","-57.0179","886.053","816.727","187.6","80.0687","750.279","78.2236","430.923","755.555","-15.3576","1047.6","765.778","81.4465","944.312","469.383","23.0587","930.263","418.308","196.67","85.2241"
13,0,"616.922","-49.9836","1550.89","799.499","109.095","1351.58","337.552","177.948","979.28","825.195","232.87","1001.15","632.862","-4.7909","1238.93","422.594","71.5739","1312.31","480.033","73.0216","423.375","452.38","-56.9627","886.063","816.723","187.601","80.0656","750.263","78.2889","430.826","755.522","-15.3592","1047.63","765.771","81.4614","944.311","469.398","23.0613","930.287","418.301","196.676","85.2206"
14,0,"616.896","-49.8625","1550.91","799.472","109.154","1351.58","337.455","177.979","979.336","825.246","232.803","1001.18","632.833","-4.76931","1238.97","422.55","71.6163","1312.36","479.985","73.0546","423.355","452.306","-56.908","886.093","816.728","187.593","80.0634","750.298","78.1931","430.929","755.464","-15.3702","1047.65","765.759","81.478","944.287","469.401","23.042","930.336","418.301","196.684","85.2074"
15,0,"616.86","-49.736","1550.93","799.44","109.212","1351.59","337.347","178.015","979.393","825.261","232.777","1001.15","632.809","-4.74533","1239.01","422.503","71.6674","1312.39","479.936","73.0742","423.318","452.208","-56.8468","886.119","816.73","187.604","80.0656","750.305","78.2064","430.879","755.403","-15.3816","1047.65","765.788","81.4967","944.311","469.409","23.032","930.367","418.29","196.703","85.1973"
16,0,"616.84","-49.6133","1550.96","799.401","109.261","1351.59","337.249","178.045","979.435","825.271","232.748","1001.13","632.767","-4.72086","1239.04","422.469","71.7087","1312.42","479.918","73.075","423.297","452.112","-56.8067","886.141","816.719","187.612","80.0502","750.274","78.2534","430.849","755.353","-15.3908","1047.66","765.786","81.5043","944.309","469.405","23.0303","930.398","418.281","196.7","85.189"
17,0,"616.817","-49.4919","1550.99","799.355","109.316","1351.59","337.138","178.062","979.461","825.29","232.707","1001.1","632.732","-4.69973","1239.08","422.422","71.7621","1312.44","479.929","73.0884","423.296","452.006","-56.7638","886.165","816.721","187.61","80.0419","750.35","78.1713","430.912","755.308","-15.4108","1047.69","765.802","81.516","944.329","469.406","23.0083","930.413","418.293","196.785","85.1303"
18,0,"616.79","-49.3614","1551","799.306","109.361","1351.58","337.046","178.095","979.512","825.293","232.646","1001.1","632.676","-4.68085","1239.11","422.374","71.8032","1312.47","479.946","73.1001","423.256","451.911","-56.7357","886.202","816.723","187.616","80.0307","750.349","78.1822","430.893","755.244","-15.4304","1047.73","765.775","81.5214","944.319","469.398","22.9739","930.42","418.293","196.77","85.1305"
19,0,"616.761","-49.2358","1551.03","799.251","109.41","1351.58","336.922","178.103","979.547","825.293","232.616","1001.07","632.627","-4.66484","1239.16","422.326","71.8576","1312.48","479.949","73.0767","423.241","451.801","-56.7101","886.238","816.713","187.617","80.0339","750.348","78.1888","430.896","755.193","-15.452","1047.75","765.726","81.5251","944.299","469.397","22.9346","930.419","418.303","196.786","85.1239"
20,0,"616.728","-49.1131","1551.05","799.196","109.447","1351.58","336.788","178.116","979.566","825.283","232.576","1001.04","632.561","-4.64459","1239.2","422.278","71.8943","1312.5","479.965","73.091","423.254","451.695","-56.6919","886.28","816.713","187.626","80.0264","750.367","78.162","430.923","755.119","-15.4751","1047.77","765.715","81.521","944.317","469.389","22.9099","930.433","418.3","196.795","85.1157"
21,0,"616.692","-48.9926","1551.08","799.143","109.496","1351.59","336.662","178.118","979.597","825.281","232.528","1001.03","632.499","-4.62636","1239.24","422.23","71.9372","1312.51","479.98","73.0862","423.249","451.596","-56.6862","886.315","816.71","187.621","80.0336","750.364","78.156","430.92","755.068","-15.5001","1047.8","765.716","81.5171","944.33","469.373","22.8985","930.446","418.309","196.773","85.1205"
22,0,"616.655","-48.8746","1551.12","799.076","109.539","1351.59","336.553","178.123","979.615","825.277","232.475","1000.99","632.43","-4.62212","1239.29","422.181","71.9822","1312.52","479.976","73.0497","423.274","451.491","-56.6868","886.361","816.707","187.626","80.0557","750.352","78.1809","430.894","754.981","-15.5415","1047.84","765.716","81.5233","944.335","469.362","22.8729","930.461","418.298","196.769","85.1293"
23,0,"616.613","-48.7588","1551.15","799.022","109.577","1351.61","336.439","178.129","979.63","825.275","232.417","1000.98","632.361","-4.60015","1239.34","422.133","72.0386","1312.54","479.999","73.0252","423.347","451.396","-56.6897","886.387","816.705","187.627","80.0663","750.314","78.214","430.85","754.895","-15.5727","1047.87","765.747","81.5222","944.372","469.36","22.8648","930.46","418.306","196.771","85.1351"
24,0,"616.568","-48.6528","1551.19","798.975","109.616","1351.64","336.337","178.11","979.645","825.273","232.356","1000.98","632.291","-4.59288","1239.39","422.069","72.0918","1312.56","479.996","72.9266","423.372","451.296","-56.6932","886.424","816.698","187.628","80.0797","750.341","78.141","430.907","754.812","-15.6157","1047.91","765.745","81.5281","944.382","469.362","22.8459","930.459","418.312","196.759","85.1389"
25,0,"616.516","-48.5521","1551.23","798.931","109.645","1351.66","336.238","178.117","979.655","825.255","232.296","1000.98","632.233","-4.58593","1239.44","422.005","72.155","1312.58","479.988","72.8736","423.374","451.201","-56.7084","886.447","816.692","187.628","80.0822","750.336","78.123","430.913","754.747","-15.6603","1047.93","765.71","81.5461","944.358","469.359","22.8212","930.47","418.305","196.686","85.1797"
26,0,"616.457","-48.4544","1551.25","798.876","109.68","1351.69","336.16","178.101","979.676","825.237","232.262","1000.94","632.173","-4.58111","1239.49","421.946","72.2148","1312.61","479.924","72.7676","423.335","451.106","-56.7281","886.469","816.692","187.614","80.0911","750.473","78.1134","430.712","754.667","-15.703","1047.95","765.743","81.5482","944.395","469.362","22.8042","930.473","418.311","196.666","85.2012"
27,0,"616.395","-48.3607","1551.28","798.836","109.698","1351.73","336.091","178.105","979.679","825.237","232.206","1000.95","632.101","-4.57893","1239.54","421.873","72.2731","1312.63","479.971","72.7446","423.365","451.013","-56.7521","886.478","816.684","187.601","80.1008","750.22","78.3451","430.556","754.604","-15.7467","1048","765.759","81.5576","944.433","469.364","22.7936","930.482","418.32","196.66","85.1943"
28,0,"616.33","-48.2773","1551.3","798.772","109.719","1351.76","336.026","178.107","979.675","825.241","232.146","1000.96","632.041","-4.56351","1239.59","421.798","72.3239","1312.64","479.903","72.6315","423.314","450.927","-56.7675","886.494","816.684","187.597","80.1033","750.223","78.1547","430.869","754.54","-15.7911","1048.03","765.721","81.5626","944.416","469.362","22.7902","930.492","418.32","196.648","85.2057"
29,0,"616.264","-48.1966","1551.32","798.714","109.731","1351.8","335.954","178.099","979.674","825.24","232.079","1000.97","631.985","-4.57158","1239.64","421.743","72.3709","1312.64","479.909","72.5535","423.309","450.85","-56.7939","886.508","816.682","187.589","80.1082","750.471","78.0419","430.717","754.458","-15.8278","1048.08","765.723","81.5631","944.441","469.359","22.7876","930.507","418.319","196.651","85.1952"
30,0,"616.193","-48.1144","1551.33","798.653","109.744","1351.85","335.879","178.074","979.659","825.261","232.019","1000.99","631.921","-4.5775","1239.68","421.685","72.4124","1312.64","479.909","72.514","423.289","450.781","-56.8234","886.531","816.678","187.582","80.1094","750.474","78.0106","430.742","754.383","-15.8587","1048.12","765.767","81.561","944.509","469.364","22.7828","930.521","418.318","196.626","85.2232"
31,0,"616.126","-48.0374","1551.33","798.593","109.749","1351.88","335.816","178.062","979.663","825.28","231.945","1001.01","631.865","-4.58237","1239.73","421.63","72.4566","1312.64","479.901","72.4853","423.31","450.717","-56.848","886.552","816.679","187.571","80.1133","750.468","78.0067","430.714","754.31","-15.902","1048.16","765.731","81.5466","944.506","469.365","22.7665","930.525","418.321","196.62","85.2161"
32,0,"616.058","-47.9568","1551.33","798.528","109.76","1351.92","335.751","178.048","979.673","825.297","231.896","1001","631.819","-4.58889","1239.78","421.575","72.4971","1312.64","479.926","72.4825","423.327","450.665","-56.875","886.581","816.676","187.571","80.1175","750.475","77.9763","430.738","754.261","-15.9379","1048.21","765.747","81.5385","944.551","469.361","22.7615","930.536","418.32","196.602","85.2195"
33,0,"615.983","-47.8803","1551.33","798.485","109.773","1351.95","335.693","178.027","979.658","825.329","231.846","1001.01","631.758","-4.60119","1239.83","421.535","72.5359","1312.63","479.947","72.4803","423.348","450.614","-56.9127","886.623","816.679","187.56","80.1227","750.475","77.9658","430.73","754.208","-15.9789","1048.28","765.737","81.5186","944.578","469.369","22.739","930.542","418.312","196.603","85.2138"
34,0,"615.907","-47.814","1551.34","798.431","109.784","1351.98","335.632","177.994","979.653","825.345","231.817","1000.97","631.704","-4.61923","1239.88","421.485","72.5615","1312.65","479.935","72.467","423.341","450.578","-56.9382","886.652","816.685","187.552","80.1286","750.468","77.9561","430.729","754.171","-16.0221","1048.35","765.73","81.4948","944.602","469.364","22.7159","930.548","418.309","196.635","85.1931"
35,0,"615.831","-47.7518","1551.35","798.383","109.789","1352.02","335.576","177.967","979.645","825.39","231.751","1000.99","631.648","-4.62884","1239.93","421.432","72.6022","1312.66","479.919","72.4435","423.326","450.542","-56.9683","886.695","816.686","187.538","80.1354","750.468","77.9569","430.723","754.108","-16.0673","1048.42","765.744","81.4687","944.637","469.37","22.6925","930.572","418.304","196.618","85.2056"
36,0,"615.75","-47.6874","1551.36","798.34","109.782","1352.05","335.526","177.938","979.637","825.439","231.688","1001.01","631.602","-4.63531","1239.98","421.385","72.6396","1312.67","479.913","72.4222","423.336","450.51","-56.9912","886.734","816.679","187.546","80.1401","750.478","77.9461","430.729","754.082","-16.1082","1048.47","765.681","81.4552","944.598","469.365","22.653","930.579","418.305","196.621","85.2102"
37,0,"615.666","-47.6318","1551.39","798.289","109.786","1352.09","335.478","177.91","979.619","825.514","231.582","1001.09","631.554","-4.64139","1240.02","421.338","72.6826","1312.69","479.907","72.4173","423.33","450.485","-57.0214","886.78","816.686","187.548","80.1468","750.48","77.9356","430.755","754.05","-16.1479","1048.53","765.667","81.426","944.601","469.368","22.6238","930.592","418.309","196.608","85.2362"
38,0,"615.581","-47.5711","1551.42","798.25","109.79","1352.13","335.433","177.883","979.622","825.568","231.528","1001.12","631.5","-4.65224","1240.07","421.291","72.7161","1312.7","479.899","72.3884","423.326","450.472","-57.054","886.81","816.675","187.556","80.1583","750.199","78.0372","430.902","754.004","-16.1939","1048.57","765.658","81.406","944.601","469.378","22.5932","930.603","418.315","196.605","85.2425"
39,0,"615.493","-47.5079","1551.44","798.212","109.788","1352.16","335.402","177.848","979.598","825.615","231.471","1001.14","631.458","-4.67198","1240.12","421.247","72.7553","1312.71","479.915","72.3776","423.336","450.465","-57.0876","886.853","816.67","187.554","80.1643","750.451","77.9449","430.737","753.987","-16.2335","1048.64","765.666","81.3845","944.621","469.397","22.5633","930.596","418.312","196.634","85.2292"
40,0,"615.413","-47.4489","1551.47","798.172","109.764","1352.2","335.376","177.821","979.594","825.66","231.389","1001.18","631.427","-4.71039","1240.16","421.215","72.7779","1312.71","479.896","72.3557","423.301","450.454","-57.1269","886.89","816.665","187.558","80.1619","750.445","77.9508","430.748","753.945","-16.2676","1048.69","765.678","81.3562","944.639","469.409","22.5276","930.6","418.327","196.602","85.2487"
41,0,"615.337","-47.3977","1551.5","798.125","109.75","1352.21","335.362","177.797","979.586","825.709","231.328","1001.19","631.401","-4.74789","1240.19","421.19","72.795","1312.71","479.881","72.347","423.325","450.446","-57.1623","886.924","816.655","187.548","80.161","750.182","78.0649","430.861","753.903","-16.3073","1048.71","765.689","81.3259","944.657","469.404","22.5001","930.601","418.327","196.595","85.2478"
42,0,"615.261","-47.3481","1551.51","798.093","109.733","1352.23","335.333","177.754","979.568","825.759","231.264","1001.21","631.363","-4.77206","1240.21","421.167","72.8047","1312.71","479.877","72.3174","423.306","450.444","-57.2","886.945","816.647","187.562","80.1555","750.443","77.947","430.733","753.871","-16.3504","1048.74","765.695","81.2969","944.67","469.404","22.4992","930.604","418.339","196.595","85.2482"
43,0,"615.187","-47.3033","1551.52","798.068","109.708","1352.24","335.322","177.727","979.554","825.816","231.202","1001.22","631.324","-4.7821","1240.22","421.15","72.8047","1312.71","479.871","72.3022","423.307","450.434","-57.24","886.959","816.654","187.541","80.1619","750.453","77.9406","430.743","753.839","-16.4053","1048.78","765.694","81.2666","944.667","469.389","22.4985","930.595","418.342","196.603","85.2527"
44,0,"615.11","-47.267","1551.53","798.041","109.69","1352.25","335.323","177.692","979.533","825.857","231.158","1001.23","631.281","-4.77888","1240.21","421.129","72.8152","1312.7","479.866","72.2949","423.309","450.427","-57.2768","886.969","816.665","187.515","80.1664","750.192","78.0529","430.872","753.809","-16.4504","1048.82","765.702","81.2416","944.655","469.378","22.4984","930.612","418.345","196.583","85.2734"
45,0,"615.037","-47.2294","1551.53","798.025","109.669","1352.27","335.312","177.662","979.515","825.916","231.081","1001.29","631.261","-4.77689","1240.22","421.116","72.8265","1312.7","479.877","72.2603","423.353","450.415","-57.321","886.976","816.67","187.504","80.1799","750.459","77.9437","430.739","753.801","-16.4999","1048.85","765.709","81.2263","944.648","469.373","22.4829","930.609","418.343","196.561","85.283"
46,0,"614.971","-47.1968","1551.54","798.006","109.641","1352.28","335.32","177.645","979.52","825.951","231.039","1001.31","631.235","-4.78181","1240.23","421.093","72.8496","1312.71","479.906","72.2286","423.44","450.4","-57.3625","886.982","816.665","187.503","80.1816","750.485","77.9119","430.806","753.793","-16.548","1048.88","765.729","81.2022","944.659","469.378","22.4779","930.607","418.339","196.507","85.3232"
47,0,"614.907","-47.1734","1551.55","798.004","109.628","1352.32","335.331","177.623","979.5","825.982","231","1001.34","631.219","-4.81054","1240.25","421.069","72.8639","1312.7","479.924","72.2041","423.448","450.389","-57.3989","886.982","816.657","187.504","80.2004","750.473","77.9471","430.782","753.777","-16.5977","1048.9","765.749","81.1738","944.691","469.404","22.4758","930.624","418.339","196.501","85.3331"
48,0,"614.859","-47.1498","1551.57","797.993","109.608","1352.36","335.345","177.595","979.498","826","230.961","1001.37","631.213","-4.84628","1240.28","421.068","72.87","1312.69","479.933","72.1945","423.465","450.388","-57.4354","886.997","816.659","187.496","80.2051","750.461","77.974","430.791","753.768","-16.6436","1048.93","765.756","81.1463","944.708","469.428","22.4976","930.626","418.333","196.501","85.3325"
49,0,"614.807","-47.1265","1551.58","797.987","109.599","1352.4","335.336","177.581","979.488","826.014","230.925","1001.39","631.226","-4.88415","1240.31","421.059","72.8702","1312.69","479.954","72.1789","423.472","450.384","-57.457","887.018","816.662","187.495","80.2115","750.185","78.1053","430.902","753.754","-16.6796","1048.95","765.797","81.1245","944.751","469.463","22.503","930.637","418.324","196.491","85.3452"
50,0,"614.751","-47.1077","1551.61","797.987","109.572","1352.43","335.343","177.564","979.489","826.031","230.895","1001.42","631.234","-4.92931","1240.34","421.067","72.8752","1312.68","479.967","72.1668","423.477","450.37","-57.4777","887.029","816.665","187.485","80.2218","750.445","78.0146","430.815","753.732","-16.71","1048.98","765.808","81.1177","944.77","469.476","22.5085","930.657","418.331","196.467","85.3655"
51,0,"614.706","-47.0971","1551.64","797.982","109.543","1352.46","335.354","177.567","979.496","826.06","230.858","1001.45","631.239","-4.96151","1240.35","421.073","72.8727","1312.68","479.997","72.1443","423.476","450.347","-57.4905","887.025","816.669","187.475","80.2462","750.176","78.1565","430.964","753.72","-16.7344","1049.01","765.822","81.1092","944.787","469.502","22.525","930.661","418.338","196.443","85.3916"
52,0,"614.659","-47.0894","1551.67","797.989","109.503","1352.49","335.352","177.539","979.489","826.083","230.829","1001.48","631.247","-4.99232","1240.38","421.084","72.8574","1312.68","479.997","72.1285","423.448","450.33","-57.4931","887.02","816.676","187.477","80.2582","749.963","78.4081","430.862","753.697","-16.7525","1049.02","765.852","81.1065","944.824","469.523","22.5252","930.678","418.343","196.457","85.3959"
53,0,"614.614","-47.0838","1551.71","797.985","109.464","1352.53","335.392","177.563","979.495","826.112","230.786","1001.51","631.255","-5.00189","1240.39","421.083","72.8361","1312.69","480.012","72.1151","423.435","450.33","-57.4954","887.018","816.673","187.487","80.2701","750.173","78.2239","431.023","753.689","-16.7715","1049.04","765.856","81.1139","944.825","469.538","22.5325","930.674","418.347","196.452","85.4061"
54,0,"614.576","-47.0733","1551.74","797.984","109.437","1352.56","335.412","177.555","979.517","826.161","230.749","1001.55","631.268","-5.02554","1240.41","421.082","72.8279","1312.71","480.009","72.0406","423.441","450.339","-57.4934","887.013","816.684","187.468","80.2933","750.175","78.2739","431.008","753.689","-16.7927","1049.06","765.887","81.1172","944.854","469.55","22.5232","930.675","418.355","196.428","85.425"
55,0,"614.551","-47.0691","1551.77","797.99","109.404","1352.59","335.444","177.58","979.52","826.202","230.732","1001.57","631.279","-5.04653","1240.43","421.084","72.8116","1312.73","480.038","72.0306","423.434","450.345","-57.4816","887.006","816.682","187.48","80.2847","750.179","78.3144","431.014","753.701","-16.8077","1049.07","765.903","81.125","944.858","469.581","22.528","930.671","418.361","196.437","85.4223"
56,0,"614.523","-47.0614","1551.78","797.99","109.371","1352.6","335.451","177.595","979.542","826.263","230.711","1001.61","631.29","-5.07173","1240.46","421.092","72.7867","1312.75","480.065","72.0128","423.455","450.353","-57.466","887.002","816.669","187.506","80.2539","750.209","78.3325","431.034","753.713","-16.8162","1049.09","765.925","81.1254","944.873","469.607","22.5376","930.673","418.352","196.43","85.4184"
57,0,"614.5","-47.0608","1551.78","798","109.351","1352.63","335.463","177.599","979.545","826.319","230.685","1001.65","631.289","-5.09672","1240.48","421.095","72.7814","1312.76","480.094","71.9959","423.453","450.361","-57.4466","886.979","816.681","187.51","80.2482","750.182","78.5592","430.719","753.735","-16.8234","1049.12","765.961","81.1311","944.894","469.632","22.5531","930.679","418.353","196.429","85.4192"
58,0,"614.484","-47.061","1551.77","798.004","109.326","1352.66","335.469","177.617","979.571","826.382","230.668","1001.68","631.295","-5.12255","1240.5","421.095","72.777","1312.77","480.058","71.9101","423.42","450.382","-57.4241","886.976","816.674","187.515","80.2392","750.2","78.3924","431.072","753.751","-16.8271","1049.14","765.943","81.1493","944.86","469.664","22.5721","930.708","418.342","196.416","85.4246"
59,0,"614.469","-47.0584","1551.76","798.005","109.3","1352.69","335.457","177.635","979.604","826.439","230.67","1001.7","631.309","-5.14647","1240.52","421.097","72.771","1312.77","480.105","71.9565","423.423","450.408","-57.3918","886.987","816.672","187.526","80.2209","750.21","78.4872","430.921","753.773","-16.8316","1049.18","765.933","81.1597","944.844","469.693","22.5937","930.718","418.347","196.425","85.4236"
60,0,"614.452","-47.0611","1551.74","798.016","109.261","1352.72","335.446","177.65","979.61","826.52","230.664","1001.73","631.322","-5.16853","1240.53","421.099","72.76","1312.77","480.115","71.9327","423.405","450.428","-57.3576","886.984","816.673","187.536","80.2068","749.955","78.7615","430.796","753.789","-16.8294","1049.21","765.948","81.1707","944.85","469.701","22.6299","930.734","418.346","196.417","85.4233"
61,0,"614.435","-47.0662","1551.72","798.008","109.234","1352.74","335.449","177.661","979.624","826.593","230.655","1001.78","631.331","-5.18348","1240.53","421.112","72.7503","1312.77","480.089","71.8788","423.374","450.447","-57.323","886.983","816.676","187.543","80.2009","749.951","78.7991","430.787","753.831","-16.8253","1049.25","765.946","81.1881","944.834","469.714","22.6563","930.759","418.34","196.45","85.4074"
62,0,"614.409","-47.0764","1551.69","798.002","109.198","1352.76","335.443","177.683","979.631","826.682","230.619","1001.84","631.33","-5.19689","1240.52","421.11","72.7474","1312.75","480.149","71.9606","423.391","450.47","-57.2836","886.983","816.675","187.547","80.1786","749.956","78.8189","430.758","753.854","-16.8182","1049.27","765.934","81.2176","944.8","469.718","22.6866","930.759","418.346","196.443","85.4082"
63,0,"614.386","-47.091","1551.68","797.989","109.172","1352.77","335.434","177.71","979.638","826.753","230.614","1001.87","631.321","-5.20628","1240.51","421.113","72.7452","1312.74","480.148","71.9519","423.364","450.498","-57.2482","886.98","816.675","187.558","80.1604","750.23","78.5742","430.929","753.892","-16.8195","1049.29","765.858","81.2423","944.709","469.733","22.6953","930.77","418.343","196.453","85.4026"
64,0,"614.354","-47.1081","1551.67","797.985","109.135","1352.78","335.412","177.721","979.611","826.827","230.603","1001.9","631.32","-5.2083","1240.51","421.11","72.7442","1312.71","480.193","72.0187","423.374","450.525","-57.2053","886.968","816.68","187.553","80.1438","749.946","78.8893","430.732","753.921","-16.8221","1049.3","765.864","81.265","944.698","469.734","22.7149","930.763","418.343","196.449","85.396"
65,0,"614.322","-47.1193","1551.66","797.964","109.11","1352.77","335.421","177.752","979.607","826.89","230.603","1001.91","631.308","-5.1993","1240.48","421.105","72.7387","1312.69","480.212","72.0276","423.37","450.555","-57.1661","886.956","816.687","187.534","80.1307","749.943","78.9135","430.72","753.952","-16.8254","1049.3","765.825","81.2839","944.65","469.734","22.7223","930.749","418.347","196.451","85.3926"
66,0,"614.281","-47.1384","1551.66","797.949","109.093","1352.78","335.428","177.767","979.575","826.916","230.633","1001.88","631.293","-5.18734","1240.45","421.102","72.7276","1312.67","480.228","72.0574","423.375","450.58","-57.1249","886.938","816.683","187.531","80.1216","749.926","78.9425","430.721","753.96","-16.8202","1049.29","765.802","81.3141","944.626","469.731","22.7397","930.727","418.356","196.455","85.3975"
67,0,"614.237","-47.1444","1551.65","797.932","109.069","1352.77","335.425","177.805","979.544","826.949","230.635","1001.89","631.282","-5.18722","1240.42","421.092","72.7144","1312.64","480.22","72.0804","423.379","450.605","-57.0874","886.903","816.689","187.531","80.1169","749.919","78.9712","430.728","753.965","-16.8143","1049.28","765.761","81.3382","944.584","469.722","22.7555","930.705","418.354","196.469","85.3923"
