Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (712)",,,"Reconstruction Position - Unlabeled Track (714)",,,"Reconstruction Position - Unlabeled Track (715)",,,"Reconstruction Position - Unlabeled Track (718)",,,"Reconstruction Position - Unlabeled Track (719)",,,"Reconstruction Position - Unlabeled Track (726)",,,"Reconstruction Position - Unlabeled Track (739)",,,"Reconstruction Position - Unlabeled Track (740)",,,"Reconstruction Position - Unlabeled Track (741)",,,"Reconstruction Position - Unlabeled Track (742)",,,"Reconstruction Position - Unlabeled Track (743)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
81,0,"501.382","8.02917","425.318","596.816","-62.9804","1555.78","785.709","48.5866","427.177","859.668","173.582","81.1651","785.964","77.2759","1361.87","622.646","-34.8405","1237.59","435.721","153.848","85.9818","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
82,0,"500.695","6.38108","425.249","595.549","-62.9336","1555.7","785.56","48.6912","427.175","859.676","173.705","81.1722","784.937","76.1893","1362.27","621.51","-34.9111","1237.45","435.642","153.816","85.9275","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
83,0,"499.951","4.79965","425.09","594.188","-62.8895","1555.59","785.332","48.7573","427.182","859.69","173.82","81.1822","783.66","75.2366","1362.59","620.25","-34.9719","1237.3","435.563","153.735","85.9179","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
84,0,"499.16","3.2156","424.895","592.704","-62.8173","1555.45","785.088","48.8234","427.166","859.696","173.956","81.2003","782.28","74.2641","1362.91","618.88","-35.0478","1237.13","435.47","153.67","85.8983","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
85,0,"498.388","1.78634","424.638","591.113","-62.7418","1555.28","784.878","48.8527","427.123","859.703","174.088","81.2415","780.773","73.2762","1363.19","617.4","-35.1143","1236.95","435.394","153.638","85.8152","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
86,0,"497.606","0.405354","424.34","589.401","-62.6536","1555.05","784.654","48.8235","427.112","859.74","174.208","81.2831","779.16","72.2603","1363.47","615.812","-35.1853","1236.72","435.302","153.495","85.781","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
87,0,"496.896","-0.979521","424.085","587.598","-62.5388","1554.81","784.408","48.7386","427.096","859.778","174.31","81.324","777.499","71.1706","1363.81","614.119","-35.2447","1236.47","435.204","153.425","85.676","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
88,0,"496.151","-2.37465","423.832","585.69","-62.4259","1554.55","784.003","48.5988","427.03","859.819","174.349","81.4098","775.65","70.0454","1363.99","612.291","-35.2961","1236.2","435.106","153.336","85.5734","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
89,0,"495.469","-3.81771","423.655","583.667","-62.2983","1554.27","783.521","48.3787","426.989","859.841","174.433","81.4664","773.775","68.8697","1364.23","610.327","-35.3457","1235.9","435.006","153.253","85.4659","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
90,0,"494.84","-5.18064","423.598","581.547","-62.1657","1553.99","782.955","48.1494","426.896","859.828","174.497","81.5222","771.789","67.6078","1364.48","608.222","-35.3702","1235.58","434.881","153.157","85.367","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
91,0,"494.276","-6.70743","423.831","579.342","-62.0336","1553.72","782.333","47.8351","426.826","859.814","174.507","81.6475","769.715","66.2897","1364.72","606.01","-35.3967","1235.26","434.75","153.005","85.2624","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
92,0,"493.633","-8.25007","424.102","577.047","-61.9105","1553.42","781.711","47.4276","426.76","859.779","174.562","81.7648","767.526","64.8991","1364.93","603.633","-35.4185","1234.94","434.596","152.835","85.1384","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
93,0,"493.17","-9.22759","423.993","574.672","-61.7993","1553.14","781.099","46.9167","426.723","859.754","174.602","81.934","765.283","63.4482","1365.11","601.118","-35.444","1234.61","434.391","152.695","84.9715","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
94,0,"492.779","-9.99425","423.846","572.233","-61.7059","1552.85","780.414","46.334","426.643","859.772","174.509","82.1839","762.905","61.9422","1365.24","598.464","-35.4673","1234.28","434.171","152.571","84.7855","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
95,0,"492.466","-10.5968","423.763","569.714","-61.6266","1552.54","779.738","45.5505","426.667","859.78","174.462","82.3913","760.414","60.3623","1365.35","596.239","-35.2365","1233.66","433.933","152.398","84.6003","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
96,0,"492.127","-11.1319","423.788","567.165","-61.5576","1552.23","779.01","44.6593","426.674","859.749","174.461","82.5851","757.841","58.7207","1365.42","593.114","-35.3611","1233.5","433.713","152.373","84.3746","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
97,0,"491.733","-11.1442","423.654","564.553","-61.5302","1551.9","778.241","43.4849","426.686","859.734","174.498","82.8121","755.206","56.9986","1365.49","589.69","-35.586","1233.42","433.494","152.439","84.165","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
98,0,"491.131","-10.9664","423.575","561.904","-61.5362","1551.55","777.44","42.0755","426.63","859.719","174.492","83.059","752.441","55.2207","1365.56","586.555","-35.6322","1233.18","433.251","152.648","83.8569","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
99,0,"490.396","-10.4724","423.478","559.22","-61.5818","1551.16","776.683","40.302","426.618","859.704","174.45","83.3831","749.617","53.3772","1365.64","583.367","-35.6839","1232.87","432.919","152.663","83.5876","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
100,0,"489.507","-9.87939","423.485","556.547","-61.6643","1550.8","775.847","38.2145","426.528","859.668","174.375","83.722","746.702","51.495","1365.74","579.875","-35.8212","1232.73","432.677","152.454","83.418","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
101,0,"488.53","-8.94106","423.466","553.846","-61.7918","1550.41","775.154","35.5992","426.551","859.644","174.195","84.1411","743.75","49.5844","1365.87","576.424","-35.8583","1232.7","432.413","152.471","83.1984","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
102,0,"487.348","-7.93742","423.489","551.136","-61.9815","1550.04","774.459","32.4484","426.593","859.576","174.096","84.5177","740.757","47.6422","1366.05","572.959","-35.9157","1232.69","432.059","152.979","82.8076","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
103,0,"486.077","-6.80143","423.538","548.439","-62.2281","1549.67","773.836","28.6883","426.717","859.45","173.766","85.0454","737.714","45.6355","1366.24","569.368","-36.1139","1232.63","431.766","153.109","82.5797","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
104,0,"484.596","-5.57126","423.527","545.764","-62.502","1549.34","773.222","24.2713","426.918","859.244","173.273","85.6688","734.709","43.6185","1366.45","566.162","-36.1868","1232.41","431.57","152.966","82.4449","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
105,0,"483.069","-4.38328","423.606","543.1","-62.8496","1549.03","772.602","19.2259","427.235","858.818","172.472","86.4793","731.698","41.5568","1366.66","562.679","-36.3925","1232.44","431.313","153.335","82.1045","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
106,0,"481.534","-3.2321","423.648","540.476","-63.2623","1548.73","771.826","13.5814","427.638","858.182","171.552","87.4581","728.752","39.511","1366.87","559.254","-36.6381","1232.52","430.91","153.652","81.7882","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
107,0,"480.033","-2.18016","423.698","537.864","-63.7296","1548.42","770.859","7.42075","428.061","857.253","170.441","88.5841","725.809","37.3517","1367.1","555.877","-36.9344","1232.56","430.578","153.915","81.5259","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
108,0,"478.561","-1.22355","423.706","535.298","-64.2742","1548.11","769.689","0.885795","428.497","856.021","169.21","89.7771","722.912","35.085","1367.34","552.802","-37.187","1232.47","430.37","154.181","81.233","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
109,0,"477.16","-0.503312","423.788","532.784","-64.9026","1547.76","768.215","-5.99665","428.917","854.463","167.814","91.0894","719.87","32.4067","1367.63","549.255","-37.7899","1232.55","430.256","154.496","80.9418","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
110,0,"475.707","0.146013","423.751","530.335","-65.6043","1547.42","766.595","-13.3163","429.532","852.689","166.375","92.621","717.045","29.9426","1367.72","546.153","-38.2383","1232.39","430.022","154.673","80.7198","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
111,0,"474.297","0.611754","423.755","527.927","-66.3929","1547.03","764.701","-21.0252","430.244","850.562","164.926","94.3522","714.26","27.3393","1367.76","543.171","-38.7031","1232.14","429.856","154.859","80.5373","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
112,0,"472.9","0.852202","423.799","525.59","-67.2934","1546.69","762.76","-28.6283","431.306","847.969","163.392","96.2353","711.535","24.6101","1367.75","540.301","-39.2444","1231.83","429.67","154.996","80.3857","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
113,0,"471.645","1.01305","423.78","523.323","-68.2918","1546.4","760.621","-36.2297","432.414","844.986","161.766","98.4103","708.909","21.7644","1367.68","537.58","-39.824","1231.44","429.577","155.143","80.2724","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
114,0,"470.54","1.08335","423.74","521.152","-69.3999","1546.16","758.374","-44.2136","433.559","841.573","159.77","100.905","706.357","18.7637","1367.57","534.932","-40.489","1230.99","429.516","155.259","80.1978","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
115,0,"469.538","0.882379","423.824","519.075","-70.6462","1546","755.772","-51.5693","434.261","837.83","157.553","103.679","703.885","15.643","1367.41","532.426","-41.2417","1230.49","429.491","155.336","80.1468","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
116,0,"468.698","0.793133","423.84","517.077","-71.9957","1545.86","752.915","-58.7165","434.705","833.915","155.089","106.689","701.454","12.3956","1367.22","530.02","-42.0666","1229.95","429.497","155.369","80.1354","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
117,0,"467.989","0.62383","423.972","515.162","-73.4818","1545.76","749.691","-65.7994","435.35","829.935","152.196","109.809","699.089","9.0419","1367.04","527.719","-42.9767","1229.39","429.49","155.338","80.1118","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
118,0,"467.37","0.416537","424.116","513.316","-75.1194","1545.64","746.057","-72.8494","436.34","826.093","149.285","112.917","696.774","5.61718","1366.82","525.571","-43.9566","1228.83","429.48","155.338","80.0941","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
119,0,"466.817","0.331424","424.221","511.559","-76.8763","1545.5","742.369","-79.9234","437.658","822.202","145.519","115.371","694.526","2.08782","1366.61","523.554","-45.0323","1228.26","429.499","155.398","80.0903","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
120,0,"466.219","0.327385","424.241","509.906","-78.7953","1545.37","738.67","-86.7301","439.25","818.578","141.239","117.911","692.379","-1.50731","1366.36","521.66","-46.1868","1227.63","429.503","155.438","80.1014","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
121,0,"465.632","0.412364","424.29","508.306","-80.8524","1545.18","734.723","-93.0747","440.844","815.11","136.195","120.193","690.366","-5.18561","1366.08","519.902","-47.452","1226.99","429.531","155.472","80.0973","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
122,0,"465.033","0.471883","424.447","506.808","-83.0974","1544.97","731.302","-99.387","442.463","811.806","130.608","121.934","688.432","-8.95395","1365.71","518.301","-48.8002","1226.29","429.555","155.494","80.1113","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
123,0,"464.454","0.616148","424.641","505.426","-85.4922","1544.75","727.322","-105.386","444.353","808.636","124.279","123.285","686.627","-12.8006","1365.28","516.831","-50.2486","1225.59","429.567","155.533","80.1022","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
124,0,"463.829","0.846565","424.809","504.135","-88.0778","1544.51","723.44","-111.086","446.073","805.658","117.295","124.168","684.885","-16.7533","1364.75","515.454","-51.8134","1224.87","429.574","155.581","80.0863","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
125,0,"463.131","1.17234","424.919","502.959","-90.8481","1544.27","719.521","-116.492","447.743","802.858","109.902","124.554","683.223","-20.8279","1364.2","514.129","-53.4966","1224.16","429.604","155.68","80.077","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
126,0,"462.401","1.63913","425.047","501.902","-93.7944","1544.03","715.491","-121.591","449.39","800.043","102.021","124.446","681.635","-25.005","1363.58","512.831","-55.2675","1223.45","429.611","155.774","80.0755","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
127,0,"461.617","2.06987","425.233","500.955","-96.9264","1543.76","711.45","-126.358","451.073","797.264","93.6767","123.827","680.101","-29.2795","1362.87","511.588","-57.1508","1222.78","429.625","155.894","80.0944","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
128,0,"460.898","2.47317","425.444","500.077","-100.229","1543.45","707.252","-130.821","452.659","794.529","84.7638","122.853","678.639","-33.6501","1362.09","510.368","-59.1426","1222.13","429.661","156.006","80.1099","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
129,0,"460.41","3.03213","425.624","499.328","-103.732","1543.13","703.061","-135.027","454.225","791.826","75.2861","121.486","677.244","-38.1449","1361.2","509.23","-61.282","1221.46","429.681","156.103","80.149","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
130,0,"459.936","3.48796","425.843","498.65","-107.433","1542.75","698.8","-138.914","455.779","789.185","65.3374","119.836","675.921","-42.7773","1360.25","508.144","-63.5488","1220.75","429.702","156.22","80.1924","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
131,0,"459.584","4.03198","425.958","498.021","-111.301","1542.33","694.49","-142.553","457.233","786.879","54.5624","118.009","674.674","-47.5595","1359.24","507.086","-65.9891","1219.95","429.751","156.35","80.2158","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
132,0,"459.236","4.49842","426.065","497.482","-115.362","1541.86","690.159","-145.976","458.63","784.192","43.8349","115.934","673.465","-52.5477","1358.2","506.019","-68.6588","1219.14","429.827","156.525","80.2309","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
133,0,"458.907","4.95282","426.19","496.994","-119.599","1541.33","685.693","-149.179","459.984","781.387","33.0622","113.855","672.283","-57.699","1357.1","504.986","-71.4961","1218.25","429.88","156.642","80.238","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
134,0,"458.562","5.36175","426.295","496.592","-124.034","1540.74","681.127","-152.14","461.221","778.556","22.1106","111.822","671.075","-63.0942","1355.88","504.041","-74.5116","1217.26","429.94","156.75","80.2158","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
135,0,"458.283","5.71937","426.399","496.252","-128.659","1540.11","676.511","-154.88","462.356","775.703","10.9915","109.727","669.903","-68.7383","1354.56","503.196","-77.6634","1216.09","430.006","156.876","80.1825","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
136,0,"458.158","6.13629","426.457","495.959","-133.478","1539.38","672.738","-157.629","464.249","772.951","-0.220169","107.768","668.738","-74.6015","1353.08","502.389","-80.7435","1214.79","430.072","157.043","80.1497","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
137,0,"458.039","6.4224","426.564","495.745","-138.512","1538.54","667.224","-159.69","464.35","770.206","-11.5931","105.869","667.633","-80.734","1351.45","501.943","-83.0411","1212.85","430.135","157.149","80.1141","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
138,0,"457.93","6.69563","426.621","495.584","-143.726","1537.63","662.192","-161.417","464.709","767.325","-22.9726","103.862","666.52","-87.1462","1349.59","501.221","-86.2585","1211.29","430.203","157.332","80.069","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
139,0,"457.853","7.06717","426.598","495.482","-149.135","1536.59","657.595","-163.223","465.506","764.526","-34.2695","102.103","665.46","-93.8546","1347.51","500.565","-89.5474","1209.61","430.293","157.508","80.089","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
140,0,"457.765","7.39853","426.585","495.438","-154.743","1535.45","652.816","-164.801","465.806","761.665","-45.2207","100.756","664.421","-100.868","1345.21","499.965","-92.9281","1207.83","430.332","157.7","80.0622","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
141,0,"457.716","7.71","426.554","495.438","-160.574","1534.21","647.988","-165.518","465.493","757.966","-56.8233","98.447","663.438","-108.144","1342.66","499.412","-96.4084","1205.91","430.405","157.844","80.0906","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
142,0,"457.683","7.88948","426.573","495.506","-166.589","1532.87","644.233","-167.1","466.095","754.94","-67.8592","97.2135","662.531","-115.651","1339.92","498.869","-99.9704","1203.87","430.464","158.036","80.076","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
143,0,"457.689","7.96642","426.581","495.643","-172.805","1531.41","641.929","-169.13","467.761","751.654","-78.5636","95.8604","661.71","-123.334","1336.97","498.377","-103.607","1201.71","430.563","158.181","80.0702","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
144,0,"457.581","8.03414","426.503","495.837","-179.224","1529.86","637.483","-169.792","466.648","748.393","-88.8287","94.6184","660.974","-131.168","1333.76","497.909","-107.357","1199.47","430.714","158.358","80.0782","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
